Vendor,Brand,Product,Article Number,Product Description,Group (DERNI),Category (DERNI),Class (DERNI),GR Qty
500076,"SUNBEAM","GR6250",11048411,"SUNBEAM BIG FILL TOASTIE 2 UP","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
500373,"TEFAL","VC1451",11598599,"TEFAL CONVENIENT SERIES STEAMER VC1451","SMALL APPLIANCES","ELECTRIC COOKWARE","FOOD STEAMERS",1
500498,"BREVILLE","LIC400BLK",11389434,"BREVILLE THE QUICK COOK INDUCTION COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","HOT PLATE",1
500498,"TEFAL","VC1451",11598599,"TEFAL CONVENIENT SERIES STEAMER VC1451","SMALL APPLIANCES","ELECTRIC COOKWARE","FOOD STEAMERS",1
501158,"RUSS/HOBBS","RHSC650BLK",11625066,"RUSS HOBBS 6L SLOW COOKER MATTE BLACK","SMALL APPLIANCES","ELECTRIC COOKWARE","SLOW COOKERS",1
502220,"CROCKPOT","CPE300",11510607,"CROCKPOT EXPRESS CROCK XL MULTICOOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER",1
502220,"SUNBEAM","GR8210",10087794,"SUNBEAM COMPACT CAFE GRL","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
502221,"SUNBEAM","HP8555",10034025,"SUNBEAM 5.5L SEAR SLOW COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","SLOW COOKERS",1
502221,"SUNBEAM","ST6650",10119971,"SUNBEAMVITASTEAM DELUXE 3 TIER","SMALL APPLIANCES","ELECTRIC COOKWARE","FOOD STEAMERS",1
502223,"BREVILLE","BGR250BSS",11447565,"BREVILLE THE ADJUSTA GRILL & PRESS","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
502237,"TRENT & ST","TS4",11749554,"T&S VERTICALL GRILL","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
502250,"GEORGE FOR","GR25042AU",11537529,"GEORGE FOREMAN FAMILY STEEL GRILL","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
502250,"PHILIPS","HD2238/72",11714841,"PHILIPS 8L ALL-IN-ONE COOKER XL","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER",1
502375,"SUNBEAM","GR8450B",10044298,"SUNBEAM 4SL SANDWICH PRESS","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
502426,"PHILIPS","HD2238/72",11714841,"PHILIPS 8L ALL-IN-ONE COOKER XL","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER",1
502644,"CROCKPOT","CPE300",11510607,"CROCKPOT EXPRESS CROCK XL MULTICOOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER",1
503073,"KAMBROOK","KHP120BSS",11512070,"KAMBROOK PORTABLE CERAMIC DBL HOT PLATE","SMALL APPLIANCES","ELECTRIC COOKWARE","HOT PLATE",1
503222,"WESTINGHOU","WHIC02K",11574872,"WESTINGHOUSE TWIN COOK TOP 2400W BLK","SMALL APPLIANCES","ELECTRIC COOKWARE","HOT PLATE",1
503239,"BREVILLE","BWM640BSS",11447561,"BREVILLE THE SMART WAFFLE","SMALL APPLIANCES","ELECTRIC COOKWARE","WAFFLE MAKERS",1
503239,"PANASONIC","SRCN188WST",11496380,"PANA RICE COOKER 10 CUP","SMALL APPLIANCES","ELECTRIC COOKWARE","RICE COOKERS",1
503239,"PANASONIC","SRDF101WST",10175613,"PANA 1L 5CUP RICE COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","RICE COOKERS",1
503239,"TEFAL","RK732",11598600,"TEFAL EASY RICE & SLOW COOKER RK732","SMALL APPLIANCES","ELECTRIC COOKWARE","RICE COOKERS",1
503510,"BREVILLE","BPR650BSS",11242650,"BREVILLE THE FAST SLOW COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER",1
503606,"BREVILLE","BWM520BSS",11312947,"BREVILLE THE NO MESS WAFFLE","SMALL APPLIANCES","ELECTRIC COOKWARE","WAFFLE MAKERS",1
503606,"CROCKPOT","CHP700",11299529,"CROCKPOT SAUTE AND SLOW COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","SLOW COOKERS",1
503813,"GEORGE FOR","GFF2022",11738982,"GEORGE FOREMAN FIT GRILL - LARGE","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
503884,"BREVILLE","BWM520BSS",11312947,"BREVILLE THE NO MESS WAFFLE","SMALL APPLIANCES","ELECTRIC COOKWARE","WAFFLE MAKERS",1
503934,"GEORGE FOR","GFSG01",11599190,"SMOKELESS GRILL","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
503979,"NINJA","OP300",11510863,"NINJA NINJA FOODI MULTI COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER",1
504078,"CROCKPOT","CPE300",11510607,"CROCKPOT EXPRESS CROCK XL MULTICOOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER",1
504688,"RUSS/HOBBS","RHSC7",11312427,"RUSS/HOBBS7L SLOW COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","SLOW COOKERS",1
504953,"BREVILLE","BWM520BSS",11312947,"BREVILLE THE NO MESS WAFFLE","SMALL APPLIANCES","ELECTRIC COOKWARE","WAFFLE MAKERS",1
505148,"BREVILLE","BWM520BSS",11312947,"BREVILLE THE NO MESS WAFFLE","SMALL APPLIANCES","ELECTRIC COOKWARE","WAFFLE MAKERS",1
505148,"CROCKPOT","CHP600",11398934,"SUNBEAM CHOOSE-A-CROCK SLOW COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","SLOW COOKERS",1
505148,"GEORGE FOR","GFF2020",11738984,"GEORGE FOREMAN FIT GRILL - SMALL","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
505148,"PHILIPS","HD4514/72",11268586,"PHILIPS GRAIN MASTER 8 CUP RICE COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","RICE COOKERS",1
506169,"BREVILLE","LIC400BLK",11389434,"BREVILLE THE QUICK COOK INDUCTION COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","HOT PLATE",1
506183,"SUNBEAM","PE6100",10056065,"SUNBEAM 6L PRESSURE COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER",1
506316,"MORPHY RIC","MRMP25WT",11772356,"MORPHY RICHARDS MULTIFUNCTION W/ HOT POT","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER",1
506316,"PANASONIC","SRDF101WST",10175613,"PANA 1L 5CUP RICE COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","RICE COOKERS",1
506338,"KAMBROOK","KRC150WHT",11423994,"KAMBROOK RICE EXPRESS 5 CUP RICE COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","RICE COOKERS",1
507119,"SUNBEAM","HP5590",10112707,"SUNBEAM ELECTRONIC SLOW COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","SLOW COOKERS",1
507125,"TEFAL","IH720860",11598593,"TEFAL EXPRESS INDUCTION HOB IH720860","SMALL APPLIANCES","ELECTRIC COOKWARE","HOT PLATE",1
507215,"BIRKO","1040090",11289940,"BIRKO PIE WARMER BUILDERS MODEL 50 PIES","SMALL APPLIANCES","ELECTRIC COOKWARE","PIE MAKERS",1
508052,"SUNBEAM","GR8450B",10044298,"SUNBEAM 4SL SANDWICH PRESS","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
508511,"KAMBROOK","KRC150WHT",11423994,"KAMBROOK RICE EXPRESS 5 CUP RICE COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","RICE COOKERS",1
508511,"SUNBEAM","GR8210",10087794,"SUNBEAM COMPACT CAFE GRL","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
508524,"SUNBEAM","GC7850B",10023307,"SUNBEAM CAFE GRILL & SANDWICH MAKER","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
508782,"SUNBEAM","WAM5000BK",11761181,"SUNBEAM VERTICAL WAFFLE MAKER","SMALL APPLIANCES","ELECTRIC COOKWARE","WAFFLE MAKERS",1
511123,"SUNBEAM","ST6650",10119971,"SUNBEAMVITASTEAM DELUXE 3 TIER","SMALL APPLIANCES","ELECTRIC COOKWARE","FOOD STEAMERS",1
511183,"BREVILLE","BSG520BSS",11434082,"BREVILLE TOAST & MELT 2SL SANDWICH PRESS","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
511183,"BREVILLE","BWM640BSS",11447561,"BREVILLE THE SMART WAFFLE","SMALL APPLIANCES","ELECTRIC COOKWARE","WAFFLE MAKERS",1
511476,"BREVILLE","BSG520BSS",11434082,"BREVILLE TOAST & MELT 2SL SANDWICH PRESS","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
511839,"PHILIPS","HD2238/72",11714841,"PHILIPS 8L ALL-IN-ONE COOKER XL","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER",1
511839,"TEFAL","FE90C160",11759654,"TEFAL I-COMPANION XL GOURMET FE90C160","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER",1
601261,"NINJA","OP300",11510863,"NINJA NINJA FOODI MULTI COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER",1
601261,"SUNBEAM","GR8210",10087794,"SUNBEAM COMPACT CAFE GRL","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
601833,"BREVILLE","BSC420BSS",11447562,"BREVILLE THE SMART TEMP","SMALL APPLIANCES","ELECTRIC COOKWARE","SLOW COOKERS",1
601833,"BREVILLE","BSG540BSS",11434081,"BREVILLE TOAST & MELT 4SL SANDWICH PRESS","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
602673,"PHILIPS","HD2238/72",11714841,"PHILIPS 8L ALL-IN-ONE COOKER XL","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER",1
604906,"SUNBEAM","RC5600",10000840,"SUNBEAM 7 CUP PERFECT DELUXE RICE COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","RICE COOKERS",1
607983,"CUISINART","WAF-V100XA",11517789,"CUISINART VERTICAL WAFFLE MAKER","SMALL APPLIANCES","ELECTRIC COOKWARE","WAFFLE MAKERS",1
608490,"BREVILLE","BTS100SIL",11434076,"BREVILLE THE BIG ONE","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
608491,"SUNBEAM","GR8450B",10044298,"SUNBEAM 4SL SANDWICH PRESS","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
610035,"RUSS/HOBBS","RHSC650BLK",11625066,"RUSS HOBBS 6L SLOW COOKER MATTE BLACK","SMALL APPLIANCES","ELECTRIC COOKWARE","SLOW COOKERS",1
610035,"SUNBEAM","HG3300",10017697,"SUNBEAM REVERSA GRILL","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
610035,"TEFAL","CY9128",11807415,"TEFAL COOK4ME TOUCH CY9128","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER",1
610042,"BREVILLE","BSG1974PSS",11438699,"BREVILLE THE ORIGINAL '74","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
610042,"TEFAL","FE90C160",11759654,"TEFAL I-COMPANION XL GOURMET FE90C160","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER",1
610042,"TRENT & ST","TS4",11749554,"T&S VERTICALL GRILL","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
610045,"CROCKPOT","CHP600",11398934,"SUNBEAM CHOOSE-A-CROCK SLOW COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","SLOW COOKERS",1
610045,"CROCKPOT","CPE500",11780416,"CROCKPOT EXPRESS OVAL 5.6L","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER",1
610045,"GEORGE FOR","GFSG01",11599190,"SMOKELESS GRILL","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
610045,"NINJA","OP300",11510863,"NINJA NINJA FOODI MULTI COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER",1
610106,"BREVILLE","BGR250BSS",11447565,"BREVILLE THE ADJUSTA GRILL & PRESS","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
610106,"SUNBEAM","DT6000",11089603,"SUNBEAM FOOD LAB DEHYDRATOR","SMALL APPLIANCES","ELECTRIC COOKWARE","FOOD DEHYDRATORS",1
610819,"BREVILLE","BSG600BSS",11310461,"BREVILLE THE PERFECT PRESS","SMALL APPLIANCES","ELECTRIC COOKWARE","SNACK MAKERS",1
610873,"BREVILLE","BSG520",10018258,"BREVILLE 2SL SANDWICH PRESS","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
614565,"SUNBEAM","HG3300",10017697,"SUNBEAM REVERSA GRILL","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
615262,"SUNBEAM","DT6000",11089603,"SUNBEAM FOOD LAB DEHYDRATOR","SMALL APPLIANCES","ELECTRIC COOKWARE","FOOD DEHYDRATORS",1
615355,"BREVILLE","BSG540BSS",11434081,"BREVILLE TOAST & MELT 4SL SANDWICH PRESS","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
615355,"BREVILLE","BTS100SIL",11434076,"BREVILLE THE BIG ONE","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
615355,"BREVILLE","LEG250GRY",11398875,"BREVILLE THE LIGHT & FLUFFY","SMALL APPLIANCES","ELECTRIC COOKWARE","OMLETTE MAKER",1
615355,"SUNBEAM","GC7850B",10023307,"SUNBEAM CAFE GRILL & SANDWICH MAKER","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
616717,"BREVILLE","BSG1974PSS",11438699,"BREVILLE THE ORIGINAL '74","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
616720,"BREVILLE","BGR250BSS",11447565,"BREVILLE THE ADJUSTA GRILL & PRESS","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
616720,"EZIDRI","D11-2",10213767,"EZIDRI SNACKMAKER TRAYS","SMALL APPLIANCES","ELECTRIC COOKWARE","ACCESSORIES",1
616720,"SUNBEAM","GR8210",10087794,"SUNBEAM COMPACT CAFE GRL","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
617095,"PHILIPS","HD2237/72",11499649,"PHILIPS ALL-IN-ONE 6L MULTICOOKER SSTEEL","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER",1
617394,"TEFAL","VC1451",11598599,"TEFAL CONVENIENT SERIES STEAMER VC1451","SMALL APPLIANCES","ELECTRIC COOKWARE","FOOD STEAMERS",1
617395,"BREVILLE","BRC460WHT",11447563,"BREVILLE THE RICE BOX","SMALL APPLIANCES","ELECTRIC COOKWARE","RICE COOKERS",1
617398,"BREVILLE","BSG220BSS",11434083,"BREVILLE THE TOAST & MELT","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
617398,"BREVILLE","BTS100SIL",11434076,"BREVILLE THE BIG ONE","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
618131,"BREVILLE","BSG220BSS",11434083,"BREVILLE THE TOAST & MELT","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
618131,"BREVILLE","BWM520BSS",11312947,"BREVILLE THE NO MESS WAFFLE","SMALL APPLIANCES","ELECTRIC COOKWARE","WAFFLE MAKERS",1
618131,"BREVILLE","LPC140SIL",11398876,"BREVILLE THE PANCAKE PRO","SMALL APPLIANCES","ELECTRIC COOKWARE","PANCAKE MAKERS",1
618131,"NINJA","OP300",11510863,"NINJA NINJA FOODI MULTI COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER",1
618131,"PANASONIC","SRCN108WST",11496369,"PANA RICE COOKER 5 CUP","SMALL APPLIANCES","ELECTRIC COOKWARE","RICE COOKERS",1
618131,"PANASONIC","SRCN188WST",11496380,"PANA RICE COOKER 10 CUP","SMALL APPLIANCES","ELECTRIC COOKWARE","RICE COOKERS",1
618131,"PANASONIC","SRDF101WST",10175613,"PANA 1L 5CUP RICE COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","RICE COOKERS",1
618131,"SUNBEAM","HP8555",10034025,"SUNBEAM 5.5L SEAR SLOW COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","SLOW COOKERS",1
618131,"TRENT & ST","TS4",11749554,"T&S VERTICALL GRILL","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
621149,"NINJA","OP300",11510863,"NINJA NINJA FOODI MULTI COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","MULTICOOKER",1
621149,"TRENT & ST","TS4",11749554,"T&S VERTICALL GRILL","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
621947,"NINJA","AG301",11606135,"NINJA FOODI GRILL","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
622130,"PANASONIC","SRDF101WST",10175613,"PANA 1L 5CUP RICE COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","RICE COOKERS",1
622132,"BREVILLE","BSG1974PSS",11438699,"BREVILLE THE ORIGINAL '74","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
622140,"BREVILLE","BWM250BSS",11437222,"BREVILLE THE CRISP CONTROL","SMALL APPLIANCES","ELECTRIC COOKWARE","WAFFLE MAKERS",1
623919,"TEFAL","GC750D",11727000,"TEFAL OPTIGRILL ELITE","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
626763,"BREVILLE","BWM520BSS",11312947,"BREVILLE THE NO MESS WAFFLE","SMALL APPLIANCES","ELECTRIC COOKWARE","WAFFLE MAKERS",1
626763,"CROCKPOT","CHP600",11398934,"SUNBEAM CHOOSE-A-CROCK SLOW COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","SLOW COOKERS",1
626941,"SUNBEAM","HP5590",10112707,"SUNBEAM ELECTRONIC SLOW COOKER","SMALL APPLIANCES","ELECTRIC COOKWARE","SLOW COOKERS",1
627405,"SUNBEAM","HG3300",10017697,"SUNBEAM REVERSA GRILL","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
628990,"SUNBEAM","HG3300",10017697,"SUNBEAM REVERSA GRILL","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
633230,"BREVILLE","BSG540BSS",11434081,"BREVILLE TOAST & MELT 4SL SANDWICH PRESS","SMALL APPLIANCES","ELECTRIC COOKWARE","GRILLS & PRESSES",1
633230,"TEFAL","RK732",11598600,"TEFAL EASY RICE & SLOW COOKER RK732","SMALL APPLIANCES","ELECTRIC COOKWARE","RICE COOKERS",1
88060,"WESTINGHOU","WH5P02AL",11496250,"WEST/HOUSE 5PC ANODIZED ALUM COOKWARE","SMALL APPLIANCES","NON ELECTRIC COOKING","FRYPAN",1
500076,"BREVILLE","BPZ820BSS",11629231,"BREVILLE THE SMART OVEN PIZZAIOLO HNGX","SMALL APPLIANCES","OVENS","COMPACT OVENS",1
500076,"KAMBROOK","KEF90BLK",11438698,"KAMBROOK ESSENTIALS SKILLET FRYPAN","SMALL APPLIANCES","ELECTRIC FRYWARE","SKILLET",1
500076,"WESTINGHOU","WHIHWD01SS",11376237,"WESTINGHOU INSTANT HOT WATER DISPENSER","SMALL APPLIANCES","WATER BOILING","HOT WATER BOILING SYSTEM",1
500373,"KAMBROOK","KEF90BLK",11438698,"KAMBROOK ESSENTIALS SKILLET FRYPAN","SMALL APPLIANCES","ELECTRIC FRYWARE","SKILLET",1
500469,"SODASTREAM","1741222610",11690537,"SODASTREAM BOT 1L 2PK PEPSI MAX BLK FUSE","SMALL APPLIANCES","WATER & BEVERAGES","ACCESSORIES",1
500469,"SUNBEAM","AFP4000BK",11712996,"SUNBEAM DURACERAMIC AIR FRYER BLACK","SMALL APPLIANCES","ELECTRIC FRYWARE","AIRFRYERS",1
500469,"SUNBEAM","BT7100",11203217,"SUNBEAM DIGITAL PIZZA BAKE & GRILL","SMALL APPLIANCES","OVENS","COMPACT OVENS",1
500469,"TEFAL","DT9120",11598597,"TEFAL ACCESS STEAM CARE DT9120","SMALL APPLIANCES","IRONS","HANDHELD GARMENT STEAMERS",1
500469,"TEFAL","QT1020",11516241,"TEFAL IXEO ALL IN ONE SOLUTION","SMALL APPLIANCES","IRONS","UPRIGHT GARMENT STEAMERS",1
500498,"BREVILLE","BEW300BLK",11447567,"BREVILLE THE QUICK WOK","SMALL APPLIANCES","ELECTRIC FRYWARE","WOK",1
500498,"BREVILLE","BOV860BTR",11689103,"BREVILLE SMART OVEN AIR FRYER","SMALL APPLIANCES","OVENS","COMPACT OVENS",1
500498,"SUNBEAM","FS7800",10010937,"SUNBEAM 5KG KITCHEN SCALES SS","SMALL APPLIANCES","APPLIANCE ACCESSORIES","KITCHEN SCALES",1
500780,"WESTINGHOU","WHIHWD01SS",11376237,"WESTINGHOU INSTANT HOT WATER DISPENSER","SMALL APPLIANCES","WATER BOILING","HOT WATER BOILING SYSTEM",1
501035,"TRENT & ST","TS6969",11507849,"T&S PK3 WATER FILTERS TO SUIT TS168","SMALL APPLIANCES","WATER & BEVERAGES","WATER PURIFIERS",1
501158,"AARKE","AAC3-COPPER",11724708,"AARKE CARBONATOR III COPPER","SMALL APPLIANCES","WATER & BEVERAGES","SODASTREAM",1
501158,"CUISINART","ICE-100BCXA",11517930,"CUISINART COMMERCIAL ICE CREAM MAKER","SMALL APPLIANCES","NOVELTY","ICE CREAM MAKERS",1
501158,"DELONGHI","FH1396",11166867,"DELONGHI MULTICUISINE","SMALL APPLIANCES","ELECTRIC FRYWARE","AIRFRYERS",1
501158,"DELONGHI","FS8065",11436096,"DELONGHI DEEP FRYER 2.0KG REMOVABLE BOWL","SMALL APPLIANCES","ELECTRIC FRYWARE","DEEP FRYERS",1
501158,"RUSS/HOBBS","RHAF5COP",11746437,"RUSS/HOBBS 5L DIGITAL AIRFRYER","SMALL APPLIANCES","ELECTRIC FRYWARE","AIRFRYERS",1
501158,"SODASTREAM","1024801610",11521645,"SODASTREAM KOMBUCHA SODA SYRUP","SMALL APPLIANCES","WATER & BEVERAGES","ACCESSORIES",1
501158,"SODASTREAM","1924204610",11690534,"SODASTREAM M ORANGE FLAVOUR MIX 440 ML","SMALL APPLIANCES","WATER & BEVERAGES","ACCESSORIES",1
501231,"NINJA","AF160",11638480,"NINJA AIRFRYER MAX AF160","SMALL APPLIANCES","ELECTRIC FRYWARE","AIRFRYERS",1
501629,"MONSTER","MPWS1001-AU",11704529,"MONSTER SURGE 1 OUTLET FORWARD-FACING V2","SMALL APPLIANCES","APPLIANCE ACCESSORIES","POWER AND SURGE PROTECTORS",1
501633,"CUISINART","CSO-300NXA",11536247,"CUISINART COMBO STEAM + CONVECTION OVEN","SMALL APPLIANCES","OVENS","COMPACT OVENS",1
501633,"CUISINART","ICE-22XA",11562440,"CUISINART COOL SCOOPS ICE CREAM MAKER","SMALL APPLIANCES","NOVELTY","ICE CREAM MAKERS",1
501952,"SUNBEAM","SB7400",11119574,"SUNBEAM IRONING BOARD CHIC","SMALL APPLIANCES","IRONS","IRONING BOARDS/CLOTHES AIRERS",1
502220,"SUNBEAM","EK6000",11119597,"SUNBEAM TWIN BLADE ELECTRIC KNIFE","SMALL APPLIANCES","APPLIANCE ACCESSORIES","ELECTRIC KNIVES",1
502221,"BREVILLE","BPZ820BSS",11629231,"BREVILLE THE SMART OVEN PIZZAIOLO HNGX","SMALL APPLIANCES","OVENS","COMPACT OVENS",1
502221,"HEALTHYCHO","WC250",11501575,"HEALTHY CHOICE STAND WATER COOLER","SMALL APPLIANCES","WATER & BEVERAGES","WATER PURIFIERS",1
502221,"KAMBROOK","KPC10",10092208,"KAMBROOK POPN CREATE POPCORN MAKER","SMALL APPLIANCES","NOVELTY","POPCORN MAKERS",1
502221,"SUNBEAM","ES9600",10086392,"SUNBEAM ELEC FOOD SLICER","SMALL APPLIANCES","APPLIANCE ACCESSORIES","FOOD SLICERS",1
502221,"TRENT & ST","TS28",11159134,"TRENT & STEELE 28L OVEN+HOTPLATES HNGX","SMALL APPLIANCES","OVENS","COMPACT OVENS",1
502221,"WESTINGHOU","WHIHWD02K",11539516,"WESTINGHOU HOT WATER DISPENSER 2.5L BLK","SMALL APPLIANCES","WATER BOILING","HOT WATER BOILING SYSTEM",1
502221,"WESTINGHOU","WHOF04B",11574873,"WESTINGHOUSE OPTI-FRY 1800W 7.2L BLACK","SMALL APPLIANCES","ELECTRIC FRYWARE","AIRFRYERS",1
502223,"BEURER","KS28",10159696,"BEURER DIGI RND KITCHEN SCALE","SMALL APPLIANCES","APPLIANCE ACCESSORIES","KITCHEN SCALES",1
502237,"HELLER","HIM10S",11724321,"HELLER ELECTRONIC ICE MAKER","SMALL APPLIANCES","WATER & BEVERAGES","ICE MAKER",1
502250,"SODASTREAM","1024807610",11521731,"SODASTREAM CLASSIC INDIAN TONIC SYRUP","SMALL APPLIANCES","WATER & BEVERAGES","ACCESSORIES",1
502426,"SODASTREAM","1042220610",10244469,"SODASTREAM TWIN PACK BOTTLE 1L BLACK JET","SMALL APPLIANCES","WATER & BEVERAGES","ACCESSORIES",1
502426,"TEFAL","GV9543",11582938,"TEFAL PRO EXPRESS ULTIMATE BLUE 8BAR","SMALL APPLIANCES","IRONS","STEAM STATION IRONS",1
502643,"TEFAL","QT1020",11516241,"TEFAL IXEO ALL IN ONE SOLUTION","SMALL APPLIANCES","IRONS","UPRIGHT GARMENT STEAMERS",1
503073,"AQUAPORT","AQP-24SS",11076572,"AQUAPORT 7.5L FILTERED WATER COOLER SST","SMALL APPLIANCES","WATER & BEVERAGES","WATER PURIFIERS",1
503073,"MORPHY RIC","MRICE15SS",11755795,"MORPHY RICHARDS ICE MAKER","SMALL APPLIANCES","WATER & BEVERAGES","ICE MAKER",1
503073,"SUNBEAM","SB8400",11119573,"SUNBEAM IRONING BOARD COUTURE","SMALL APPLIANCES","IRONS","IRONING BOARDS/CLOTHES AIRERS",1
503073,"SUNBEAM","SR6856B",11025657,"SUNBEAM VERVE 68 RESILIUM BLACK IRON","SMALL APPLIANCES","IRONS","IRONS - STEAM DRY & SPRAY",1
503073,"TEFAL","FR8040",11087194,"TEFAL OLEOCLEAN DEEP FRYER DIGITAL TIMER","SMALL APPLIANCES","ELECTRIC FRYWARE","DEEP FRYERS",1
503073,"TEFAL","QT1020",11516241,"TEFAL IXEO ALL IN ONE SOLUTION","SMALL APPLIANCES","IRONS","UPRIGHT GARMENT STEAMERS",1
503073,"WESTINGHOU","WHOF05SS",11717609,"WESTINGHOUSE 12L OPTI-FRY 1800W SS","SMALL APPLIANCES","ELECTRIC FRYWARE","AIRFRYERS",1
503161,"SUNBEAM","WWM7000DF",11780379,"SUNBEAM DIAMONDFORCE WOK 7.5L","SMALL APPLIANCES","ELECTRIC FRYWARE","WOK",1
503510,"BREVILLE","BOV860BTR",11689103,"BREVILLE SMART OVEN AIR FRYER","SMALL APPLIANCES","OVENS","COMPACT OVENS",1
