item,description,product_code,u_m,unit_cost,p_m_t_code,p_m_t
"AOW-AA-DC-040021","0.02.242565","FF-AA-RF","PC",64.397142,"M","Manufactured"
"AOW-AA-DC-040023","0.02.242709(2101201X3011)","FF-AA-RF","PC",2.207611,"M","Manufactured"
"AOW-AA-DC-040026","2101805X1104(2018款）","FF-AA-RF","PC",12.5905,"M","Manufactured"
"AOW-AA-DC-040028","0.02.242593","FF-AA-RF","PC",5.48157,"M","Manufactured"
"AOW-AA-DC-040029","0.02.242640","FF-AA-RF","PC",8.62931,"M","Manufactured"
"AOW-AA-DC-040030","0.02.242641","FF-AA-RF","PC",4.26421,"M","Manufactured"
"AOW-AA-DC-040031","0.02.242643","FF-AA-RF","PC",63.77,"M","Manufactured"
"AOW-AA-DC-040032","0.02.242653","FF-AA-RF","PC",6.70172,"M","Manufactured"
"AOW-AA-DC-040036","0.02.242666","FF-AA-RF","PC",12.87112,"M","Manufactured"
"AOW-AA-DC-040037","0.02.242749","FF-AA-RF","PC",9.4306,"M","Manufactured"
"AOW-AA-DC-040038","0.02.242705(停用）","FF-AA-RF","PC",0.44826,"M","Manufactured"
"AOW-AA-DC-040039","0.02.242706(停用）","FF-AA-RF","PC",1.66422,"M","Manufactured"
"AOW-AA-DC-040040","0.02.242701","FF-AA-RF","PC",1.086773,"M","Manufactured"
"AOW-AA-DC-040041","0.02.242785","FF-AA-RF","PC",55.767625,"M","Manufactured"
"AOW-AA-DC-040042","0.02.242790","FF-AA-RF","PC",72.87,"M","Manufactured"
"AOW-AA-DC-040043","0.02.242064","FF-AA-RF","PC",0.79,"M","Manufactured"
"AOW-AA-DC-040044","0.02.242876","FF-AA-RF","PC",85.301708,"M","Manufactured"
"AOW-AA-DC-040045","0.02.242878","FF-AA-RF","PC",17.023801,"M","Manufactured"
"AOW-AA-DC-040046","0.02.242880","FF-AA-RF","PC",7.933671,"M","Manufactured"
"AOW-AA-DC-040047","0.02.242901","FF-AA-RF","PC",15.06396,"M","Manufactured"
"AOW-AA-DC-040048","0.02.242902","FF-AA-RF","PC",0.273739,"M","Manufactured"
"AOW-AA-DC-040049","0.02.242924","FF-AA-RF","PC",10.579832,"M","Manufactured"
"AOW-AA-DC-040051","0.02.242954","FF-AA-RF","PC",21.406185,"M","Manufactured"
"AOW-AA-DC-040052","0.02.242955","FF-AA-RF","PC",11.023735,"M","Manufactured"
"AOW-AA-DC-040053","0.02.242796","FF-AA-RF","PC",12.48965,"M","Manufactured"
"AOW-AA-DC-040054","0.02.243012","FF-AA-RF","PC",50.794954,"M","Manufactured"
"AOW-AA-DC-040055","0.02.243019","FF-AA-RF","PC",6.924213,"M","Manufactured"
"AOW-AA-DC-040061","0.02.243309","FF-AA-RF","PC",5.862413,"M","Manufactured"
"AOW-AA-DC-040063","0.02.243303","FF-AA-RF","PC",0.248136,"M","Manufactured"
"AOW-AA-DC-040065","0.02.243328","FF-AA-RF","PC",21.92,"M","Manufactured"
"AOW-AA-DC-040067","0.02.243330","FF-AA-RF","PC",1.06,"M","Manufactured"
"AOW-AA-DC-040070","0.02.243379-Y","FF-AA-RF","PC",2.999427,"M","Manufactured"
"AOW-AA-DC-040072","0.02.243456-Y","FF-AA-RF","PC",27.29672,"M","Manufactured"
"AOW-AA-DC-040073","0.02.243483-Y","FF-AA-RF","PC",8.544257,"M","Manufactured"
"AOW-AA-DC-040074","0.02.243503-Y","FF-AA-RF","PC",2.618536,"M","Manufactured"
"AOW-AA-DC-040075","0.02.243517","FF-AA-RF","PC",0.288832,"M","Manufactured"
"AOW-AA-DC-040076","0.02.243694","FF-AA-RF","PC",36.38,"M","Manufactured"
"AOW-AA-DC-040077","0.02.243695","FF-AA-RF","PC",14.07,"M","Manufactured"
"AOW-AA-DC-040079","0.02.243936","FF-AA-RF","PC",23.75203,"M","Manufactured"
"AOW-AA-DC-040080","0.02.243935","FF-AA-RF","PC",7.225755,"M","Manufactured"
"AOW-AA-DC-040082","0.02.243917-Y","FF-AA-RF","PC",90.59,"M","Manufactured"
"AOW-AA-DC-040098","0.02.244186","FF-AA-RF","PC",3.376631,"M","Manufactured"
"AOW-AA-DC-040099","0.02.244187","FF-AA-RF","PC",1.337492,"M","Manufactured"
"AOW-AA-DC-040108","0.02.244563","FF-AA-RF","PC",24.66,"M","Manufactured"
"AOW-AA-DC-040109","0.02.244564","FF-AA-RF","PC",11.93,"M","Manufactured"
"AOW-AA-DC-040113","0.02.244626","FF-AA-RF","PC",29.1,"M","Manufactured"
"AOW-AA-DC-040115","0.02.244622","FF-AA-RF","PC",44.9,"M","Manufactured"
"AOW-AA-DC-040118","0.02.244652","FF-AA-RF","PC",51.12,"M","Manufactured"
"AOW-AA-DC-040122","0.02.244587","FF-AA-RF","PC",55.22,"M","Manufactured"
"AOW-AA-DC-040123","0.02.244234-Y","FF-AA-RF","PC",1.091929,"M","Manufactured"
"AOW-AA-DC-040125","0.02.244852","FF-AA-RF","PC",0.201488,"M","Manufactured"
"AOW-AA-DC-040126","0.02.244853","FF-AA-RF","PC",0.382315,"M","Manufactured"
"AOW-AA-DC-040127","0.02.244854","FF-AA-RF","PC",1.897454,"M","Manufactured"
"AOW-AA-DC-040128","0.02.244851","FF-AA-RF","PC",3.724728,"M","Manufactured"
"AOW-AA-DC-040132","0.02.244954","FF-AA-RF","PC",0.161106,"M","Manufactured"
"AOW-AA-DC-040133","0.02.244955","FF-AA-RF","PC",0.515619,"M","Manufactured"
"AOW-AA-DC-040134","0.02.244951","FF-AA-RF","PC",0.182601,"M","Manufactured"
"AOW-AA-DC-040136","0.02.244835","FF-AA-RF","PC",20.812714,"M","Manufactured"
"AOW-AA-DC-040137","0.02.244876","FF-AA-RF","PC",1.667436,"M","Manufactured"
"AOW-AA-DC-040138","0.02.244877","FF-AA-RF","PC",1.060484,"M","Manufactured"
"AOW-AA-DC-040139","0.02.244881","FF-AA-RF","PC",1.720417,"M","Manufactured"
"AOW-AA-DC-040142","0.02.244962","FF-AA-RF","PC",3.151646,"M","Manufactured"
"AOW-AA-DC-040143","0.02.244963","FF-AA-RF","PC",3.871576,"M","Manufactured"
"AOW-AA-DC-040144","0.02.244895","FF-AA-RF","PC",0.405223,"M","Manufactured"
"AOW-AA-DC-040150","2101410XGW04A(0.02.244663)","FF-AA-RF","PC",29.469,"M","Manufactured"
"AOW-AA-DC-040151","2101411XGW04A(0.02.244664)","FF-AA-RF","PC",12.168,"M","Manufactured"
"AOW-AA-DC-040152","2101413XGW04A(0.02.244716)","FF-AA-RF","PC",12.168,"M","Manufactured"
"AOW-AA-DC-040153","0.02.244976","FF-AA-RF","PC",41,"M","Manufactured"
"AOW-AA-DC-040154","0.02.245187","FF-AA-RF","PC",0.393009,"M","Manufactured"
"AOW-AA-DC-040155","0.02.245140","FF-AA-RF","PC",32.53476,"M","Manufactured"
"AOW-AA-DC-040156","0.02.245139","FF-AA-RF","PC",36.18976,"M","Manufactured"
"AOW-AA-DC-041001","DK144A-20.01","FF-AA-RF","PC",0.0223,"M","Manufactured"
"AOW-AA-DC-041002","DK144A-20.02","FF-AA-RF","PC",0.0223,"M","Manufactured"
"AOW-AA-DC-041010","DJ1801-24","FF-AA-RF","PC",0.790327,"M","Manufactured"
"AOW-AA-DC-041011","DJ1801-25","FF-AA-RF","PC",0.237244,"M","Manufactured"
"AOW-AA-DC-044001","R220731J-G0200","FF-AA-RF","PC",3.037042,"M","Manufactured"
"AOW-AA-DC-044002","R220732J-G0200","FF-AA-RF","PC",2.776049,"M","Manufactured"
"AOW-AA-DC-047002","6003TU002600","FF-AA-RF","PC",0.1993,"M","Manufactured"
"AOW-AA-DC-047005","CN23000126","FF-AA-RF","PC",0.047108,"M","Manufactured"
"AOW-AA-DC-047006","CN23000127","FF-AA-RF","PC",0.069836,"M","Manufactured"
"AOW-AA-DC-047007","CN23000128","FF-AA-RF","PC",1.810792,"M","Manufactured"
"AOW-AA-DC-047008","CN23000129","FF-AA-RF","PC",1.849113,"M","Manufactured"
"AOW-AA-DC-047009","RE29000060","FF-AA-RF","PC",0.134046,"M","Manufactured"
"AOW-AA-DC-047010","RE29010070","FF-AA-RF","PC",0.743644,"M","Manufactured"
"AOW-AA-DC-047011","RE29000070","FF-AA-RF","PC",0.730012,"M","Manufactured"
"AOW-AA-DC-047012","RE29000071","FF-AA-RF","PC",0.764278,"M","Manufactured"
"AOW-AA-DC-047013","CN23000140","FF-AA-RF","PC",0.329102,"M","Manufactured"
"AOW-AA-DC-047014","CN21000033","FF-AA-RF","PC",0.082597,"M","Manufactured"
"AOW-AA-DC-047015","CN23000141","FF-AA-RF","PC",1.140756,"M","Manufactured"
"AOW-AA-DC-047016","CN23000159","FF-AA-RF","PC",0.112856,"M","Manufactured"
"AOW-AA-DC-047017","CN25000133","FF-AA-RF","PC",0.054848,"M","Manufactured"
"AOW-AA-DC-047018","CN23000143","FF-AA-RF","PC",3.027444,"M","Manufactured"
"AOW-AA-DC-047019","CN23000144","FF-AA-RF","PC",3.469535,"M","Manufactured"
"AOW-AA-DC-047020","CN23000160","FF-AA-RF","PC",0.140081,"M","Manufactured"
"AOW-AA-DC-047022","CN23000156","FF-AA-RF","PC",0.285309,"M","Manufactured"
"AOW-AA-DC-047023","CN23000157","FF-AA-RF","PC",1.191702,"M","Manufactured"
"AOW-AA-DC-047024","CN23000196","FF-AA-RF","PC",0.221674,"M","Manufactured"
"AOW-AA-DC-047025","CN23000197","FF-AA-RF","PC",0.243349,"M","Manufactured"
"AOW-AA-DC-047026","CN23000171","FF-AA-RF","PC",0.051786,"M","Manufactured"
"AOW-AA-DC-047027","CN23000172","FF-AA-RF","PC",0.063707,"M","Manufactured"
"AOW-AA-DC-047028","CN23000176","FF-AA-RF","PC",0.157512,"M","Manufactured"
"AOW-AA-DC-047029","CN25000142","FF-AA-RF","PC",0.636673,"M","Manufactured"
"AOW-AA-DC-047030","36*8*0.35","FF-AA-RF","PC",0.11599,"M","Manufactured"
"AOW-AA-DC-047031","CN25000163","FF-AA-RF","PC",0.025364,"M","Manufactured"
"AOW-AA-DC-048001","X630300J-G0101","FF-AA-RF","PC",0.71653,"M","Manufactured"
"AOW-AA-DC-048002","X630300J-D0200","FF-AA-RF","PC",1.934155,"M","Manufactured"
"AOW-AA-DC-049009","T49067BA","FF-AA-RF","PC",0.19174,"M","Manufactured"
"AOW-AA-DC-049010","T18407CA","FF-AA-RF","PC",1.270036,"M","Manufactured"
"AOW-AA-DC-049011","T18408CA","FF-AA-RF","PC",0.455775,"M","Manufactured"
"AOW-AA-DC-049014","T18411CA","FF-AA-RF","PC",0.594013,"M","Manufactured"
"AOW-AA-DC-050033","L653*W20*H5（强力泡棉）","FF-AA-RF","PC",0.580233,"M","Manufactured"
"AOW-AA-DC-054004","3*245MM","FF-AA-RF","PC",0.328764,"M","Manufactured"
"AOW-AA-DC-062002","C1194-48450","FF-AA-RF","PC",0.156198,"M","Manufactured"
"AOW-AA-DC-062003","C1194-48440","FF-AA-RF","PC",0.163082,"M","Manufactured"
"AOW-AA-DC-066004","C1194-45150","FF-AA-RF","PC",1.9271,"M","Manufactured"
"AOW-AA-DC-066005","C1194-45160","FF-AA-RF","PC",1.135,"M","Manufactured"
"AOW-AA-DC-066006","C1194-45530","FF-AA-RF","PC",0.3854,"M","Manufactured"
"AOW-AA-DC-066009","C1194-45110","FF-AA-RF","PC",0.6379,"M","Manufactured"
"AOW-AA-DC-066010","C1194-46670","FF-AA-RF","PC",0.12,"M","Manufactured"
"AOW-AA-DC-066014","C1194-45440","FF-AA-RF","PC",0.383,"M","Manufactured"
"AOW-AA-DC-066015","C1194-45450","FF-AA-RF","PC",0.4051,"M","Manufactured"
"AOW-AA-DC-066016","C1194-45460","FF-AA-RF","PC",0.3646,"M","Manufactured"
"AOW-AA-DC-066017","C1194-45470","FF-AA-RF","PC",0.5972,"M","Manufactured"
"AOW-AA-DC-066020","C1193-40110","FF-AA-RF","PC",0.453461,"M","Manufactured"
"AOW-AA-DC-069001","3GD.907.352.B","FF-AA-RF","PC",3.823601,"M","Manufactured"
"AOW-AA-DC-077001","0.02.241107(2101914X2100)","FF-AA-RF","PC",0.001531,"M","Manufactured"
"AOW-AA-DC-077002","0.02.241110(2101913X2100)","FF-AA-RF","PC",12.389193,"M","Manufactured"
"AOW-AA-DC-077003","0.02.241112(2101805X2100)","FF-AA-RF","PC",7.651203,"M","Manufactured"
"AOW-AA-DC-077006","0.02.242577","FF-AA-RF","PC",14.8916,"M","Manufactured"
"AOW-AA-DC-077007","0.02.241806","FF-AA-RF","PC",0.762353,"M","Manufactured"
"AOW-AA-DC-077008","0.02.242547","FF-AA-RF","PC",73.5935,"M","Manufactured"
"AOW-AA-DC-077009","0.02.242548(停用）","FF-AA-RF","PC",12.1091,"M","Manufactured"
"AOW-AA-DC-077011","0.02.242543(停用）","FF-AA-RF","PC",0.6,"M","Manufactured"
"AOW-AA-DC-077012","0.02.242505","FF-AA-RF","PC",73.556345,"M","Manufactured"
"AOW-AA-DC-077014","0.02.242620","FF-AA-RF","PC",4.961497,"M","Manufactured"
"AOW-AA-DC-077016","2101805X4340(0.02.242697)","FF-AA-RF","PC",11.374838,"M","Manufactured"
"AOW-AA-DC-077017","2101914X1520","FF-AA-RF","PC",128.375,"M","Manufactured"
"AOW-AA-DC-077018","0.02.242710(2101202X3011)","FF-AA-RF","PC",2.049317,"M","Manufactured"
"AOW-AA-DC-077020","2101227X0070","FF-AA-RF","PC",108.1,"M","Manufactured"
"AOW-AA-DC-079001","B001-0126","FF-AA-RF","PC",0.375958,"M","Manufactured"
"AOW-AA-DC-080001","3.2.42.10.00082-000","FF-AA-RF","PC",0.03267,"M","Manufactured"
"AOW-AA-DC-080002","3.2.42.10.00234-000","FF-AA-RF","PC",0.782583,"M","Manufactured"
"AOW-AA-DC-080003","3.2.42.10.00235-000","FF-AA-RF","PC",0.779346,"M","Manufactured"
"AOW-AA-DC-080004","3.2.42.10.00239-000","FF-AA-RF","PC",0.066329,"M","Manufactured"
"AOW-AA-DC-080005","3.2.42.10.00242-000","FF-AA-RF","PC",0.48515,"M","Manufactured"
"AOW-AA-DC-080006","3.2.42.10.00243-000","FF-AA-RF","PC",0.487233,"M","Manufactured"
"AOW-AA-DC-080007","3.2.42.10.00244-000","FF-AA-RF","PC",0.600429,"M","Manufactured"
"AOW-AA-DC-080008","3.2.42.10.00245-000","FF-AA-RF","PC",0.608807,"M","Manufactured"
"AOW-AA-DC-080009","3.2.49.10.00045-000","FF-AA-RF","PC",0.029952,"M","Manufactured"
"AOW-AA-DC-080010","3.2.49.10.00047-000","FF-AA-RF","PC",0.0462,"M","Manufactured"
"AOW-AA-DC-080011","3.2.49.10.00044-000","FF-AA-RF","PC",0.339574,"M","Manufactured"
"AOW-AA-DC-080012","3.2.49.08.00248-000","FF-AA-RF","PC",0.018902,"M","Manufactured"
"AOW-AA-DC-080013","3.2.49.08.00245-000","FF-AA-RF","PC",0.052745,"M","Manufactured"
"AOW-AA-DC-080014","3.2.49.08.00244-000","FF-AA-RF","PC",0.008686,"M","Manufactured"
"AOW-AA-DC-080015","3.2.49.08.00243-000","FF-AA-RF","PC",0.081461,"M","Manufactured"
"AOW-AA-DC-080016","3.2.42.10.00301-000","FF-AA-RF","PC",0.048359,"M","Manufactured"
"AOW-AA-DC-080017","3.2.42.10.00489-000","FF-AA-RF","PC",0.417502,"M","Manufactured"
"AOW-AA-DC-080018","3.2.42.10.00490-000","FF-AA-RF","PC",0.41087,"M","Manufactured"
"AOW-AA-DC-080019","3.2.42.10.00499-000","FF-AA-RF","PC",0.525933,"M","Manufactured"
"AOW-AA-DC-080020","3.2.42.10.00648-000","FF-AA-RF","PC",1.4828,"M","Manufactured"
"AOW-AA-DC-080021","3.2.49.08.00384-000","FF-AA-RF","PC",0.010128,"M","Manufactured"
"AOW-AA-DC-080022","3.2.49.08.00438-000","FF-AA-RF","PC",0.036162,"M","Manufactured"
"AOW-AA-DC-080023","3.2.49.08.00370-000","FF-AA-RF","PC",0.076459,"M","Manufactured"
"AOW-AA-DC-082001","9827662780","FF-AA-RF","PC",2.311589,"M","Manufactured"
"AOW-AA-DC-089001","LP706000003B1V01","FF-AA-RF","PC",22.008327,"M","Manufactured"
"AOW-AA-DC-089002","LP706000004B1V01","FF-AA-RF","PC",34.531691,"M","Manufactured"
"AOW-AA-DC-089003","LP706000005B1V01","FF-AA-RF","PC",15.735337,"M","Manufactured"
"AOW-AA-DC-089004","LP706000006B1V01","FF-AA-RF","PC",38.965173,"M","Manufactured"
"AOW-AA-DC-090001","503-302-091","FF-AA-RF","PC",7.652467,"M","Manufactured"
"AOW-AA-DC-090002","503-302-092","FF-AA-RF","PC",3.582579,"M","Manufactured"
"AOW-AA-DC-092001","6802211401","FF-AA-RF","PC",2.336623,"M","Manufactured"
"AOW-AA-DC-092002","6802211402","FF-AA-RF","PC",8.175543,"M","Manufactured"
"AOW-AA-DC-092003","6802211403","FF-AA-RF","PC",3.048559,"M","Manufactured"
"AOW-AA-DC-092004","6802181401","FF-AA-RF","PC",3.042095,"M","Manufactured"
"AOW-AA-DC-092005","6802181402","FF-AA-RF","PC",1.35156,"M","Manufactured"
"AOW-AA-DC-092006","6801403501","FF-AA-RF","PC",0.304606,"M","Manufactured"
"AOW-AA-DC-092007","6801403502","FF-AA-RF","PC",0.53459,"M","Manufactured"
"AOW-AA-DC-092008","6802301401","FF-AA-RF","PC",43.975357,"M","Manufactured"
"AOW-AA-DC-092009","6802301402","FF-AA-RF","PC",4.840964,"M","Manufactured"
"AOW-AA-DC-092010","6802351401","FF-AA-RF","PC",1.577109,"M","Manufactured"
"AOW-AA-DC-092011","6802361402","FF-AA-RF","PC",2.06582,"M","Manufactured"
"AOW-AA-DC-092012","6801461401停用","FF-AA-RF","PC",36.861924,"M","Manufactured"
"AOW-AA-DC-092013","6801461403停用","FF-AA-RF","PC",46.798846,"M","Manufactured"
"AOW-AA-DC-092014","6801561401","FF-AA-RF","PC",1.905453,"M","Manufactured"
"AOW-AA-DC-092015","68015603","FF-AA-RF","PC",2.060043,"M","Manufactured"
"AOW-AA-DC-092016","6802531401","FF-AA-RF","PC",1.743378,"M","Manufactured"
"AOW-AA-DC-092017","6802531402","FF-AA-RF","PC",2.785986,"M","Manufactured"
"AOW-AA-DC-092020","6802171401","FF-AA-RF","PC",3.356101,"M","Manufactured"
"AOW-AA-DC-092022","6801981401","FF-AA-RF","PC",1.488507,"M","Manufactured"
"AOW-AA-DC-092023","6802691401","FF-AA-RF","PC",1.510146,"M","Manufactured"
"AOW-AA-DC-092029","6800701403","FF-AA-RF","PC",0.598811,"M","Manufactured"
"AOW-AA-DC-092030","6800701404","FF-AA-RF","PC",0.448386,"M","Manufactured"
"AOW-AA-DC-092031","6802771401","FF-AA-RF","PC",11.997201,"M","Manufactured"
"AOW-AA-DC-092032","6802771402","FF-AA-RF","PC",16.463526,"M","Manufactured"
"AOW-AA-DC-092033","6802771403","FF-AA-RF","PC",5.016698,"M","Manufactured"
"AOW-AA-DC-092034","6802771404","FF-AA-RF","PC",2.523428,"M","Manufactured"
"AOW-AA-DC-092035","6801461403","FF-AA-RF","PC",19.962018,"M","Manufactured"
"AOW-AA-DC-092036","6801461401","FF-AA-RF","PC",0.933221,"M","Manufactured"
"AOW-AA-DC-092037","6801461402","FF-AA-RF","PC",18.848403,"M","Manufactured"
"AOW-AA-DC-092038","6802901401","FF-AA-RF","PC",3.699386,"M","Manufactured"
"AOW-AA-DC-092040","6802761401","FF-AA-RF","PC",2.454503,"M","Manufactured"
"AOW-AA-DC-092041","6802761402","FF-AA-RF","PC",3.079826,"M","Manufactured"
"AOW-AA-DC-092042","6802913101","FF-AA-RF","PC",5.22,"M","Manufactured"
"AOW-AA-DC-092043","6802911401","FF-AA-RF","PC",0.665861,"M","Manufactured"
"AOW-AA-DC-092044","6802921402","FF-AA-RF","PC",0.73185,"M","Manufactured"
"AOW-AA-DC-092045","6803421401","FF-AA-RF","PC",3.430204,"M","Manufactured"
"AOW-AA-DC-092046","6803421402","FF-AA-RF","PC",0.173596,"M","Manufactured"
"AOW-AA-DC-092047","6803461401","FF-AA-RF","PC",1.03113,"M","Manufactured"
"AOW-AA-DC-092048","6803461402","FF-AA-RF","PC",1.12598,"M","Manufactured"
"AOW-AA-DC-092050","6803491401","FF-AA-RF","PC",49.587931,"M","Manufactured"
"AOW-AA-DC-092051","6803521401","FF-AA-RF","PC",3.165561,"M","Manufactured"
"AOW-AA-DC-092053","6803511401","FF-AA-RF","PC",2.710053,"M","Manufactured"
"AOW-AA-DC-092054","6803511402","FF-AA-RF","PC",3.479846,"M","Manufactured"
"AOW-AA-DC-092055","6801981402","FF-AA-RF","PC",1.474298,"M","Manufactured"
"AOW-AA-DC-092056","6802961401","FF-AA-RF","PC",0.146738,"M","Manufactured"
"AOW-AA-DC-092057","6803621401","FF-AA-RF","PC",0.358494,"M","Manufactured"
"AOW-AA-DC-092058","6803621402","FF-AA-RF","PC",0.013927,"M","Manufactured"
"AOW-AA-DC-092059","6802771405","FF-AA-RF","PC",0.622507,"M","Manufactured"
"AOW-AA-DC-092060","6803881401","FF-AA-RF","PC",0.522493,"M","Manufactured"
"AOW-AA-DC-092068","6804111401","FF-AA-RF","PC",2.192606,"M","Manufactured"
"AOW-AA-DC-092076","6804111402","FF-AA-RF","PC",1.148558,"M","Manufactured"
"AOW-AA-DC-092077","6804231401","FF-AA-RF","PC",44.886977,"M","Manufactured"
"AOW-AA-DC-094001","PV16D53-171","FF-AA-RF","PC",5.433227,"M","Manufactured"
"AOW-AA-DC-094002","DK12BDC-121","FF-AA-RF","PC",6.025424,"M","Manufactured"
"AOW-AA-DC-095001","海绵 236210-A","FF-AA-RF","PC",0.085799,"M","Manufactured"
"AOW-AA-DC-095002","海绵 236210-B","FF-AA-RF","PC",0.153219,"M","Manufactured"
"AOW-AA-DC-095003","海绵 236212-A","FF-AA-RF","PC",0.094327,"M","Manufactured"
"AOW-AA-DC-095004","海绵 236212-B","FF-AA-RF","PC",0.099117,"M","Manufactured"
"AOW-AA-DC-097038","ZJ0430","FF-AA-RF","PC",0.566282,"M","Manufactured"
"AOW-AA-DC-097039","ZJ0438","FF-AA-RF","PC",0.39665,"M","Manufactured"
"AOW-AA-DC-097053","ZJ0364","FF-AA-RF","PC",0.249165,"M","Manufactured"
"AOW-AA-DC-097054","ZJ0365","FF-AA-RF","PC",0.087674,"M","Manufactured"
"AOW-AA-DC-097060","ZJ0382","FF-AA-RF","PC",0.888575,"M","Manufactured"
"AOW-AA-DC-097061","ZJ0420","FF-AA-RF","PC",0.659618,"M","Manufactured"
"AOW-AA-DC-097062","ZJ0422","FF-AA-RF","PC",2.824073,"M","Manufactured"
"AOW-AA-DC-097063","ZJ0421","FF-AA-RF","PC",0.732151,"M","Manufactured"
"AOW-AA-DC-097066","ZJ0385","FF-AA-RF","PC",0.526501,"M","Manufactured"
"AOW-AA-DC-101001","180*103*3.18","FF-AA-RF","PC",1.014354,"M","Manufactured"
"AOW-AA-DC-103001","AHHC2001(60x40x16T)","FF-AA-RF","PC",1.454056,"M","Manufactured"
"AOW-AA-DC-103002","AHHC2001(85x60x16T)","FF-AA-RF","PC",2.976462,"M","Manufactured"
"AOW-AA-DC-103008","50X50X14T","FF-AA-RF","PC",2.301942,"M","Manufactured"
"AOW-FA-DC-013001","426439","FF-AA-RF","PC",1.098627,"M","Manufactured"
"AOW-FA-DC-039305-01","XXXXX200","FF-AA-RF","PC",0.489442,"M","Manufactured"
"AOW-FA-DC-039306-01","XXXXX300","FF-AA-RF","PC",0.489442,"M","Manufactured"
"AOW-FA-DC-039307-01","XXXXX400","FF-AA-RF","PC",0.587163,"M","Manufactured"
"AOW-FA-DC-039308-01","XXXXX500","FF-AA-RF","PC",0.487642,"M","Manufactured"
"AOW-FA-DC-039309-01","XXXXX600","FF-AA-RF","PC",0.489268,"M","Manufactured"
"AOW-FA-DC-039310-01","XXXXX700","FF-AA-RF","PC",0.455739,"M","Manufactured"
"AOW-FA-DC-039311-01","XXXXX800","FF-AA-RF","PC",0.489268,"M","Manufactured"
"AOW-FA-DC-039312-01","XXXXX900","FF-AA-RF","PC",0.491069,"M","Manufactured"
"AOW-FA-DC-040003","9.01.H08220","FF-AA-RF","PC",30.16,"M","Manufactured"
"AOY-AA-DC-006012","DN206001","FF-AA-RF","PC",0.425325,"M","Manufactured"
"AOW-AA-DC-013058","426644","FF-AA-RF","PF",0.198193,"M","Manufactured"
"AOS-AA-DC-029002","224639-50-01","FF-AA-PU","PC",0.5,"P","Purchased"
"AOS-AA-DC-085002","98000584431","FF-AA-PU","PC",0.4,"P","Purchased"
"AOS-AA-DC-090023","98000304071","FF-AA-PU","PC",0.63,"P","Purchased"
"AOS-AA-DC-090024","98000304311","FF-AA-PU","PC",0.441883,"P","Purchased"
"AOW-AA-DC-062005","C1194-40480","FF-AA-PU","PC",0.1,"P","Purchased"
"AOW-AA-DC-062006","C1194-40500","FF-AA-PU","PC",0.18,"P","Purchased"
"AOW-AA-DC-062007","C1194-40280","FF-AA-PU","PC",0.21,"P","Purchased"
"AOW-AA-DC-062008","C1194-40520","FF-AA-PU","PC",0.28,"P","Purchased"
"AOW-AA-DC-062009","C1194-41150","FF-AA-PU","PC",0.98,"P","Purchased"
"AOW-AA-DC-062010","C1194-41160","FF-AA-PU","PC",0.98,"P","Purchased"
"AOW-AA-DC-062011","C1194-42140","FF-AA-PU","PC",0.31,"P","Purchased"
"AOW-AA-DC-062012","C1192-40120","FF-AA-PU","PC",0.36,"P","Purchased"
"AOW-AA-DC-062013","C1194-42240","FF-AA-PU","PC",0.38,"P","Purchased"
"AOW-AA-DC-062014","C1194-42580","FF-AA-PU","PC",0.47,"P","Purchased"
"AOW-AA-DC-062017","C1194-40501","FF-AA-PU","PC",0.18,"P","Purchased"
"AOG-AA-DC-027004","3000000461","FF-AA-PU","PC",0.048431,"M","Manufactured"
"AOG-AA-DC-028073","272X05NN3A","FF-AA-PU","PC",0.081668,"M","Manufactured"
"AOG-AA-DC-031021","33141829","FF-AA-PU","PC",0.36452,"M","Manufactured"
"AOG-AA-DC-031023","33140752","FF-AA-PU","PC",0.31587,"M","Manufactured"
"AOG-AA-DC-031025","33140747","FF-AA-PU","PC",0.3926,"M","Manufactured"
"AOG-AA-DC-031042","33148223","FF-AA-PU","PC",0.37933,"M","Manufactured"
"AOG-AA-DC-031043","33189836","FF-AA-PU","PC",0.23959,"M","Manufactured"
"AOG-AA-DC-031045","33189838","FF-AA-PU","PC",0.32002,"M","Manufactured"
"AOG-AA-DC-031046","33189839","FF-AA-PU","PC",0.36231,"M","Manufactured"
"AOG-AA-DC-031048","33301261","FF-AA-PU","PC",0.58476,"M","Manufactured"
"AOG-AA-DC-031049","13963958","FF-AA-PU","PC",0.065499,"M","Manufactured"
