OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue,Region City,Region Territory
"SO - 000641",2014-08-04 00:00:00.000,2014-10-12 00:00:00.000,10,"Wholesale","NZD","NXH382",2,1,5,1132.3,713.349,5661.5,"Sydney","New South Wales"
"SO - 000681",2014-08-08 00:00:00.000,2014-10-08 00:00:00.000,39,"Wholesale","NZD","NXH382",15,4,10,194.3,136.01,1943,"Bathurst","New South Wales"
"SO - 000685",2014-08-08 00:00:00.000,2014-09-25 00:00:00.000,22,"Wholesale","NZD","NXH382",45,5,8,1855.9,1354.807,14847.2,"Broken Hill","New South Wales"
"SO - 000689",2014-08-09 00:00:00.000,2014-10-28 00:00:00.000,14,"Wholesale","NZD","NXH382",33,2,7,884.4,566.016,6190.8,"Albury","New South Wales"
"SO - 000703",2014-08-10 00:00:00.000,2014-09-22 00:00:00.000,30,"Wholesale","NZD","NXH382",36,2,11,194.3,91.321,2137.3,"Albury","New South Wales"
"SO - 000761",2014-08-17 00:00:00.000,2014-10-28 00:00:00.000,24,"Wholesale","NZD","NXH382",25,7,10,234.5,126.63,2345,"Coffs Harbour","New South Wales"
"SO - 000772",2014-08-18 00:00:00.000,2014-10-04 00:00:00.000,14,"Wholesale","NZD","NXH382",61,10,10,3169.1,1616.241,31691,"Goulburn","New South Wales"
"SO - 000793",2014-08-19 00:00:00.000,2014-10-14 00:00:00.000,15,"Wholesale","NZD","NXH382",76,1,7,2552.7,1327.404,17868.9,"Sydney","New South Wales"
"SO - 000808",2014-08-21 00:00:00.000,2014-11-08 00:00:00.000,31,"Wholesale","NZD","NXH382",49,2,10,3999.9,2679.933,39999,"Albury","New South Wales"
"SO - 000844",2014-08-25 00:00:00.000,2014-11-14 00:00:00.000,33,"Wholesale","NZD","NXH382",14,11,11,1018.4,733.248,11202.4,"Grafton","New South Wales"
"SO - 000915",2014-09-03 00:00:00.000,2014-11-19 00:00:00.000,8,"Wholesale","NZD","NXH382",22,1,9,1072,857.6,9648,"Sydney","New South Wales"
"SO - 000928",2014-09-05 00:00:00.000,2014-11-06 00:00:00.000,17,"Wholesale","NZD","NXH382",67,2,11,1989.9,935.253,21888.9,"Albury","New South Wales"
"SO - 000958",2014-09-09 00:00:00.000,2014-11-29 00:00:00.000,40,"Wholesale","NZD","NXH382",13,12,10,187.6,91.924,1876,"Griffith","New South Wales"
"SO - 000971",2014-09-11 00:00:00.000,2014-10-17 00:00:00.000,4,"Wholesale","NZD","NXH382",1,2,5,871,557.44,4355,"Albury","New South Wales"
"SO - 000993",2014-09-13 00:00:00.000,2014-11-14 00:00:00.000,22,"Wholesale","NZD","NXH382",30,5,9,247.9,185.925,2231.1,"Broken Hill","New South Wales"
"SO - 0001093",2014-09-25 00:00:00.000,2014-11-24 00:00:00.000,41,"Wholesale","NZD","NXH382",2,7,12,804,410.04,9648,"Coffs Harbour","New South Wales"
"SO - 0001094",2014-09-25 00:00:00.000,2014-12-01 00:00:00.000,31,"Wholesale","NZD","NXH382",44,13,7,1112.2,778.54,7785.4,"Lake Macquarie","New South Wales"
"SO - 0001115",2014-09-27 00:00:00.000,2014-11-03 00:00:00.000,14,"Wholesale","NZD","NXH382",10,1,12,3993.2,3034.832,47918.4,"Sydney","New South Wales"
"SO - 0001214",2014-10-10 00:00:00.000,2015-01-05 00:00:00.000,24,"Wholesale","NZD","NXH382",38,2,7,2351.7,1716.741,16461.9,"Albury","New South Wales"
"SO - 0001233",2014-10-14 00:00:00.000,2014-12-16 00:00:00.000,46,"Wholesale","NZD","NXH382",21,10,12,207.7,151.621,2492.4,"Goulburn","New South Wales"
"SO - 0001241",2014-10-15 00:00:00.000,2014-12-22 00:00:00.000,11,"Wholesale","NZD","NXH382",23,6,5,1005,783.9,5025,"Cessnock","New South Wales"
"SO - 0001242",2014-10-15 00:00:00.000,2014-11-23 00:00:00.000,39,"Wholesale","NZD","NXH382",4,9,12,844.2,388.332,10130.4,"Gosford","New South Wales"
"SO - 0001244",2014-10-16 00:00:00.000,2014-12-09 00:00:00.000,6,"Wholesale","NZD","NXH382",9,7,12,924.6,591.744,11095.2,"Coffs Harbour","New South Wales"
"SO - 0001265",2014-10-18 00:00:00.000,2015-01-08 00:00:00.000,25,"Wholesale","NZD","NXH382",10,1,9,241.2,166.428,2170.8,"Sydney","New South Wales"
"SO - 0001338",2014-10-27 00:00:00.000,2014-12-10 00:00:00.000,42,"Wholesale","NZD","NXH382",84,7,6,1098.8,912.004,6592.8,"Coffs Harbour","New South Wales"
"SO - 0001349",2014-10-28 00:00:00.000,2014-12-13 00:00:00.000,25,"Wholesale","NZD","NXH382",14,7,7,1246.2,710.334,8723.4,"Coffs Harbour","New South Wales"
"SO - 0001361",2014-10-30 00:00:00.000,2015-01-16 00:00:00.000,34,"Wholesale","NZD","NXH382",40,2,8,3276.3,1539.861,26210.4,"Albury","New South Wales"
"SO - 0001362",2014-10-30 00:00:00.000,2014-12-12 00:00:00.000,16,"Wholesale","NZD","NXH382",73,2,12,1132.3,520.858,13587.6,"Albury","New South Wales"
"SO - 0001368",2014-10-31 00:00:00.000,2015-01-17 00:00:00.000,47,"Wholesale","NZD","NXH382",31,7,12,2418.7,1330.285,29024.4,"Coffs Harbour","New South Wales"
"SO - 0001377",2014-11-01 00:00:00.000,2014-12-22 00:00:00.000,30,"Wholesale","NZD","NXH382",19,13,6,3182.5,1686.725,19095,"Lake Macquarie","New South Wales"
"SO - 0001405",2014-11-04 00:00:00.000,2014-12-23 00:00:00.000,19,"Wholesale","NZD","NXH382",8,2,9,944.7,661.29,8502.3,"Albury","New South Wales"
"SO - 0001435",2014-11-08 00:00:00.000,2015-01-08 00:00:00.000,17,"Wholesale","NZD","NXH382",77,11,5,2244.5,1054.915,11222.5,"Grafton","New South Wales"
"SO - 0001482",2014-11-12 00:00:00.000,2015-02-05 00:00:00.000,8,"Wholesale","NZD","NXH382",29,7,6,180.9,121.203,1085.4,"Coffs Harbour","New South Wales"
"SO - 0001503",2014-11-15 00:00:00.000,2015-02-12 00:00:00.000,9,"Wholesale","NZD","NXH382",20,11,12,1025.1,584.307,12301.2,"Grafton","New South Wales"
"SO - 0001535",2014-11-19 00:00:00.000,2015-01-17 00:00:00.000,28,"Wholesale","NZD","NXH382",15,2,6,844.2,430.542,5065.2,"Albury","New South Wales"
"SO - 0001559",2014-11-22 00:00:00.000,2015-01-10 00:00:00.000,23,"Wholesale","NZD","NXH382",24,9,7,1989.9,835.758,13929.3,"Gosford","New South Wales"
"SO - 0001565",2014-11-22 00:00:00.000,2015-01-07 00:00:00.000,3,"Wholesale","NZD","NXH382",8,14,6,1098.8,791.136,6592.8,"Lismore","New South Wales"
"SO - 0001595",2014-11-26 00:00:00.000,2015-01-03 00:00:00.000,41,"Wholesale","NZD","NXH382",75,5,12,978.2,538.01,11738.4,"Broken Hill","New South Wales"
"SO - 0001606",2014-11-27 00:00:00.000,2015-01-04 00:00:00.000,10,"Wholesale","NZD","NXH382",19,2,11,1092.1,720.786,12013.1,"Albury","New South Wales"
"SO - 0001616",2014-11-29 00:00:00.000,2015-01-15 00:00:00.000,37,"Wholesale","NZD","NXH382",42,14,9,1742,1393.6,15678,"Lismore","New South Wales"
"SO - 0001654",2014-12-04 00:00:00.000,2015-02-27 00:00:00.000,9,"Wholesale","NZD","NXH382",20,3,11,3631.4,2977.748,39945.4,"Armidale","New South Wales"
"SO - 0001657",2014-12-04 00:00:00.000,2015-01-31 00:00:00.000,4,"Wholesale","NZD","NXH382",9,7,11,3041.8,1551.318,33459.8,"Coffs Harbour","New South Wales"
"SO - 0001666",2014-12-05 00:00:00.000,2015-02-14 00:00:00.000,23,"Wholesale","NZD","NXH382",47,7,11,2351.7,1458.054,25868.7,"Coffs Harbour","New South Wales"
"SO - 0001680",2014-12-06 00:00:00.000,2015-03-01 00:00:00.000,15,"Wholesale","NZD","NXH382",69,1,5,1795.6,1256.92,8978,"Sydney","New South Wales"
"SO - 0001683",2014-12-07 00:00:00.000,2015-02-14 00:00:00.000,22,"Wholesale","NZD","NXH382",43,1,8,3926.2,2630.554,31409.6,"Sydney","New South Wales"
"SO - 0001693",2014-12-08 00:00:00.000,2015-01-19 00:00:00.000,27,"Wholesale","NZD","NXH382",86,5,9,5983.1,2393.24,53847.9,"Broken Hill","New South Wales"
"SO - 0001814",2014-12-22 00:00:00.000,2015-02-17 00:00:00.000,10,"Wholesale","NZD","NXH382",62,7,11,214.4,135.072,2358.4,"Coffs Harbour","New South Wales"
"SO - 0001859",2014-12-26 00:00:00.000,2015-01-26 00:00:00.000,5,"Wholesale","NZD","NXH382",52,2,8,1112.2,912.004,8897.6,"Albury","New South Wales"
"SO - 0001868",2014-12-26 00:00:00.000,2015-02-08 00:00:00.000,32,"Wholesale","NZD","NXH382",1,7,8,3202.6,1985.612,25620.8,"Coffs Harbour","New South Wales"
"SO - 0001880",2014-12-28 00:00:00.000,2015-02-21 00:00:00.000,5,"Wholesale","NZD","NXH382",14,14,7,1876,1519.56,13132,"Lismore","New South Wales"
"SO - 0001881",2014-12-28 00:00:00.000,2015-03-04 00:00:00.000,15,"Wholesale","NZD","NXH382",3,11,12,1011.7,424.914,12140.4,"Grafton","New South Wales"
"SO - 0001905",2014-12-30 00:00:00.000,2015-03-16 00:00:00.000,43,"Wholesale","NZD","NXH382",18,9,9,2626.4,2101.12,23637.6,"Gosford","New South Wales"
"SO - 0001916",2014-12-31 00:00:00.000,2015-03-27 00:00:00.000,6,"Wholesale","NZD","NXH382",12,13,8,1072,589.6,8576,"Lake Macquarie","New South Wales"
"SO - 0001938",2015-01-02 00:00:00.000,2015-03-04 00:00:00.000,35,"Wholesale","NZD","NXH382",19,13,6,1172.5,644.875,7035,"Lake Macquarie","New South Wales"
"SO - 0001952",2015-01-03 00:00:00.000,2015-02-11 00:00:00.000,12,"Wholesale","NZD","NXH382",76,11,6,5869.2,3462.828,35215.2,"Grafton","New South Wales"
"SO - 0001962",2015-01-04 00:00:00.000,2015-02-06 00:00:00.000,5,"Wholesale","NZD","NXH382",14,7,9,1051.9,757.368,9467.1,"Coffs Harbour","New South Wales"
"SO - 0002001",2015-01-07 00:00:00.000,2015-03-11 00:00:00.000,40,"Wholesale","NZD","NXH382",9,2,5,254.6,145.122,1273,"Albury","New South Wales"
"SO - 0002024",2015-01-09 00:00:00.000,2015-04-02 00:00:00.000,21,"Wholesale","NZD","NXH382",20,10,12,3939.6,3230.472,47275.2,"Goulburn","New South Wales"
"SO - 0002028",2015-01-09 00:00:00.000,2015-02-25 00:00:00.000,1,"Wholesale","NZD","NXH382",6,2,11,817.4,335.134,8991.4,"Albury","New South Wales"
"SO - 0002049",2015-01-11 00:00:00.000,2015-02-16 00:00:00.000,46,"Wholesale","NZD","NXH382",45,13,10,2860.9,1687.931,28609,"Lake Macquarie","New South Wales"
"SO - 0002051",2015-01-11 00:00:00.000,2015-04-08 00:00:00.000,40,"Wholesale","NZD","NXH382",1,7,5,1072,846.88,5360,"Coffs Harbour","New South Wales"
"SO - 0002071",2015-01-13 00:00:00.000,2015-04-09 00:00:00.000,20,"Wholesale","NZD","NXH382",67,12,7,3892.7,3308.795,27248.9,"Griffith","New South Wales"
"SO - 0002081",2015-01-15 00:00:00.000,2015-02-19 00:00:00.000,3,"Wholesale","NZD","NXH382",68,1,10,3819,3131.58,38190,"Sydney","New South Wales"
"SO - 0002087",2015-01-16 00:00:00.000,2015-04-06 00:00:00.000,10,"Wholesale","NZD","NXH382",73,7,8,2398.6,1319.23,19188.8,"Coffs Harbour","New South Wales"
"SO - 0002109",2015-01-18 00:00:00.000,2015-02-24 00:00:00.000,24,"Wholesale","NZD","NXH382",16,11,9,3912.8,2034.656,35215.2,"Grafton","New South Wales"
"SO - 0002123",2015-01-20 00:00:00.000,2015-04-17 00:00:00.000,45,"Wholesale","NZD","NXH382",45,11,5,3966.4,2697.152,19832,"Grafton","New South Wales"
"SO - 0002132",2015-01-21 00:00:00.000,2015-03-16 00:00:00.000,3,"Wholesale","NZD","NXH382",6,3,7,1775.5,727.955,12428.5,"Armidale","New South Wales"
"SO - 0002147",2015-01-22 00:00:00.000,2015-02-26 00:00:00.000,43,"Wholesale","NZD","NXH382",33,7,7,3953,3320.52,27671,"Coffs Harbour","New South Wales"
"SO - 0002175",2015-01-27 00:00:00.000,2015-02-27 00:00:00.000,38,"Wholesale","NZD","NXH382",15,13,7,3879.3,2987.061,27155.1,"Lake Macquarie","New South Wales"
"SO - 0002181",2015-01-28 00:00:00.000,2015-04-05 00:00:00.000,33,"Wholesale","NZD","NXH382",13,2,5,1882.7,1091.966,9413.5,"Albury","New South Wales"
"SO - 0002183",2015-01-28 00:00:00.000,2015-03-23 00:00:00.000,49,"Wholesale","NZD","NXH382",9,6,8,5882.6,4176.646,47060.8,"Cessnock","New South Wales"
"SO - 0002197",2015-01-29 00:00:00.000,2015-03-29 00:00:00.000,38,"Wholesale","NZD","NXH382",44,2,9,3892.7,2374.547,35034.3,"Albury","New South Wales"
"SO - 0002278",2015-02-08 00:00:00.000,2015-05-08 00:00:00.000,50,"Wholesale","NZD","NXH382",5,7,6,2472.3,1335.042,14833.8,"Coffs Harbour","New South Wales"
"SO - 0002311",2015-02-11 00:00:00.000,2015-03-26 00:00:00.000,25,"Wholesale","NZD","NXH382",18,7,7,1922.9,1519.091,13460.3,"Coffs Harbour","New South Wales"
"SO - 0002343",2015-02-15 00:00:00.000,2015-05-04 00:00:00.000,3,"Wholesale","NZD","NXH382",2,9,12,3832.4,1724.58,45988.8,"Gosford","New South Wales"
"SO - 0002384",2015-02-20 00:00:00.000,2015-04-15 00:00:00.000,17,"Wholesale","NZD","NXH382",18,5,8,1165.8,967.614,9326.4,"Broken Hill","New South Wales"
"SO - 0002429",2015-02-25 00:00:00.000,2015-04-10 00:00:00.000,33,"Wholesale","NZD","NXH382",56,7,9,938,450.24,8442,"Coffs Harbour","New South Wales"
"SO - 0002444",2015-02-28 00:00:00.000,2015-05-12 00:00:00.000,32,"Wholesale","NZD","NXH382",6,1,5,917.9,440.592,4589.5,"Sydney","New South Wales"
"SO - 0002465",2015-03-02 00:00:00.000,2015-05-25 00:00:00.000,31,"Wholesale","NZD","NXH382",15,7,10,1085.4,586.116,10854,"Coffs Harbour","New South Wales"
"SO - 0002516",2015-03-10 00:00:00.000,2015-05-21 00:00:00.000,17,"Wholesale","NZD","NXH382",2,14,9,5299.7,2172.877,47697.3,"Lismore","New South Wales"
"SO - 0002522",2015-03-11 00:00:00.000,2015-05-30 00:00:00.000,33,"Wholesale","NZD","NXH382",79,11,12,207.7,110.081,2492.4,"Grafton","New South Wales"
"SO - 0002552",2015-03-16 00:00:00.000,2015-04-22 00:00:00.000,5,"Wholesale","NZD","NXH382",24,2,6,3892.7,1829.569,23356.2,"Albury","New South Wales"
"SO - 0002559",2015-03-16 00:00:00.000,2015-06-02 00:00:00.000,17,"Wholesale","NZD","NXH382",85,2,7,227.8,170.85,1594.6,"Albury","New South Wales"
"SO - 0002592",2015-03-20 00:00:00.000,2015-05-23 00:00:00.000,47,"Wholesale","NZD","NXH382",9,3,12,944.7,774.654,11336.4,"Armidale","New South Wales"
"SO - 0002596",2015-03-21 00:00:00.000,2015-06-11 00:00:00.000,19,"Wholesale","NZD","NXH382",47,7,11,844.2,692.244,9286.2,"Coffs Harbour","New South Wales"
"SO - 0002614",2015-03-24 00:00:00.000,2015-05-28 00:00:00.000,21,"Wholesale","NZD","NXH382",24,11,7,1112.2,489.368,7785.4,"Grafton","New South Wales"
"SO - 0002627",2015-03-25 00:00:00.000,2015-06-16 00:00:00.000,8,"Wholesale","NZD","NXH382",57,1,11,3912.8,3091.112,43040.8,"Sydney","New South Wales"
"SO - 0002636",2015-03-26 00:00:00.000,2015-05-01 00:00:00.000,38,"Wholesale","NZD","NXH382",44,2,9,1809,1139.67,16281,"Albury","New South Wales"
"SO - 0002697",2015-04-04 00:00:00.000,2015-05-27 00:00:00.000,38,"Wholesale","NZD","NXH382",19,1,10,710.2,553.956,7102,"Sydney","New South Wales"
"SO - 0002750",2015-04-09 00:00:00.000,2015-06-22 00:00:00.000,18,"Wholesale","NZD","NXH382",25,1,10,2231.1,1316.349,22311,"Sydney","New South Wales"
"SO - 0002840",2015-04-20 00:00:00.000,2015-06-23 00:00:00.000,46,"Wholesale","NZD","NXH382",1,5,9,2438.8,1024.296,21949.2,"Broken Hill","New South Wales"
"SO - 0002909",2015-04-28 00:00:00.000,2015-07-21 00:00:00.000,35,"Wholesale","NZD","NXH382",7,5,12,227.8,182.24,2733.6,"Broken Hill","New South Wales"
"SO - 0002917",2015-04-28 00:00:00.000,2015-06-15 00:00:00.000,12,"Wholesale","NZD","NXH382",77,11,7,5038.4,2418.432,35268.8,"Grafton","New South Wales"
"SO - 0002935",2015-04-30 00:00:00.000,2015-07-05 00:00:00.000,32,"Wholesale","NZD","NXH382",7,7,5,3926.2,2237.934,19631,"Coffs Harbour","New South Wales"
"SO - 0002941",2015-05-01 00:00:00.000,2015-06-15 00:00:00.000,33,"Wholesale","NZD","NXH382",4,2,11,1065.3,500.691,11718.3,"Albury","New South Wales"
"SO - 0003017",2015-05-09 00:00:00.000,2015-07-20 00:00:00.000,3,"Wholesale","NZD","NXH382",14,11,8,3343.3,2540.908,26746.4,"Grafton","New South Wales"
"SO - 0003047",2015-05-12 00:00:00.000,2015-07-31 00:00:00.000,12,"Wholesale","NZD","NXH382",21,7,9,3336.6,2769.378,30029.4,"Coffs Harbour","New South Wales"
"SO - 0003062",2015-05-13 00:00:00.000,2015-06-23 00:00:00.000,28,"Wholesale","NZD","NXH382",67,2,10,2291.4,1856.034,22914,"Albury","New South Wales"
"SO - 0003129",2015-05-23 00:00:00.000,2015-06-30 00:00:00.000,25,"Wholesale","NZD","NXH382",24,1,8,857.6,428.8,6860.8,"Sydney","New South Wales"
"SO - 0003138",2015-05-23 00:00:00.000,2015-08-21 00:00:00.000,38,"Wholesale","NZD","NXH382",2,1,10,917.9,761.857,9179,"Sydney","New South Wales"
"SO - 0003222",2015-06-01 00:00:00.000,2015-07-19 00:00:00.000,6,"Wholesale","NZD","NXH382",39,5,5,2345,1031.8,11725,"Broken Hill","New South Wales"
"SO - 0003264",2015-06-05 00:00:00.000,2015-08-29 00:00:00.000,3,"Wholesale","NZD","NXH382",16,5,6,234.5,192.29,1407,"Broken Hill","New South Wales"
"SO - 0003299",2015-06-10 00:00:00.000,2015-09-05 00:00:00.000,48,"Wholesale","NZD","NXH382",24,7,6,241.2,151.956,1447.2,"Coffs Harbour","New South Wales"
"SO - 0003357",2015-06-16 00:00:00.000,2015-07-20 00:00:00.000,22,"Wholesale","NZD","NXH382",5,1,12,1018.4,682.328,12220.8,"Sydney","New South Wales"
"SO - 0003392",2015-06-22 00:00:00.000,2015-09-09 00:00:00.000,22,"Wholesale","NZD","NXH382",13,7,12,3859.2,1698.048,46310.4,"Coffs Harbour","New South Wales"
"SO - 0003414",2015-06-24 00:00:00.000,2015-09-19 00:00:00.000,31,"Wholesale","NZD","NXH382",10,2,11,3423.7,1540.665,37660.7,"Albury","New South Wales"
"SO - 0003416",2015-06-25 00:00:00.000,2015-09-15 00:00:00.000,22,"Wholesale","NZD","NXH382",79,7,10,3926.2,3258.746,39262,"Coffs Harbour","New South Wales"
"SO - 0003435",2015-06-27 00:00:00.000,2015-08-01 00:00:00.000,49,"Wholesale","NZD","NXH382",41,6,11,214.4,120.064,2358.4,"Cessnock","New South Wales"
"SO - 0003458",2015-06-30 00:00:00.000,2015-08-19 00:00:00.000,17,"Wholesale","NZD","NXH382",28,11,6,877.7,623.167,5266.2,"Grafton","New South Wales"
"SO - 0003498",2015-07-04 00:00:00.000,2015-08-29 00:00:00.000,38,"Wholesale","NZD","NXH382",4,2,12,978.2,498.882,11738.4,"Albury","New South Wales"
"SO - 0003559",2015-07-13 00:00:00.000,2015-09-20 00:00:00.000,18,"Wholesale","NZD","NXH382",18,7,6,810.7,664.774,4864.2,"Coffs Harbour","New South Wales"
"SO - 0003589",2015-07-17 00:00:00.000,2015-10-03 00:00:00.000,47,"Wholesale","NZD","NXH382",68,2,6,254.6,178.22,1527.6,"Albury","New South Wales"
"SO - 0003602",2015-07-19 00:00:00.000,2015-08-29 00:00:00.000,47,"Wholesale","NZD","NXH382",82,1,9,6023.3,4758.407,54209.7,"Sydney","New South Wales"
"SO - 0003603",2015-07-19 00:00:00.000,2015-08-21 00:00:00.000,19,"Wholesale","NZD","NXH382",1,2,9,964.8,501.696,8683.2,"Albury","New South Wales"
"SO - 0003651",2015-07-23 00:00:00.000,2015-09-04 00:00:00.000,16,"Wholesale","NZD","NXH382",49,5,11,1762.1,722.461,19383.1,"Broken Hill","New South Wales"
"SO - 0003739",2015-08-03 00:00:00.000,2015-09-26 00:00:00.000,4,"Wholesale","NZD","NXH382",6,11,10,167.5,110.55,1675,"Grafton","New South Wales"
"SO - 0003753",2015-08-04 00:00:00.000,2015-09-20 00:00:00.000,6,"Wholesale","NZD","NXH382",24,2,10,1795.6,1400.568,17956,"Albury","New South Wales"
"SO - 0003762",2015-08-06 00:00:00.000,2015-09-18 00:00:00.000,46,"Wholesale","NZD","NXH382",24,2,6,5976.4,3227.256,35858.4,"Albury","New South Wales"
"SO - 0003798",2015-08-10 00:00:00.000,2015-10-15 00:00:00.000,32,"Wholesale","NZD","NXH382",1,10,8,978.2,596.702,7825.6,"Goulburn","New South Wales"
"SO - 0003805",2015-08-11 00:00:00.000,2015-10-04 00:00:00.000,27,"Wholesale","NZD","NXH382",4,11,11,1145.7,928.017,12602.7,"Grafton","New South Wales"
"SO - 0003808",2015-08-11 00:00:00.000,2015-10-01 00:00:00.000,3,"Wholesale","NZD","NXH382",60,13,9,991.6,495.8,8924.4,"Lake Macquarie","New South Wales"
"SO - 0003863",2015-08-18 00:00:00.000,2015-10-23 00:00:00.000,22,"Wholesale","NZD","NXH382",2,11,5,241.2,96.48,1206,"Grafton","New South Wales"
"SO - 0003915",2015-08-24 00:00:00.000,2015-10-20 00:00:00.000,5,"Wholesale","NZD","NXH382",16,2,7,1092.1,513.287,7644.7,"Albury","New South Wales"
"SO - 0003924",2015-08-25 00:00:00.000,2015-10-12 00:00:00.000,9,"Wholesale","NZD","NXH382",13,1,6,1132.3,486.889,6793.8,"Sydney","New South Wales"
"SO - 0003953",2015-08-29 00:00:00.000,2015-10-30 00:00:00.000,16,"Wholesale","NZD","NXH382",26,2,10,6197.5,3594.55,61975,"Albury","New South Wales"
"SO - 0003988",2015-09-02 00:00:00.000,2015-10-23 00:00:00.000,9,"Wholesale","NZD","NXH382",60,13,8,2572.8,1183.488,20582.4,"Lake Macquarie","New South Wales"
"SO - 0003998",2015-09-04 00:00:00.000,2015-11-12 00:00:00.000,13,"Wholesale","NZD","NXH382",8,5,5,904.5,714.555,4522.5,"Broken Hill","New South Wales"
"SO - 0004033",2015-09-10 00:00:00.000,2015-10-12 00:00:00.000,20,"Wholesale","NZD","NXH382",28,1,9,1105.5,652.245,9949.5,"Sydney","New South Wales"
"SO - 0004049",2015-09-11 00:00:00.000,2015-10-30 00:00:00.000,34,"Wholesale","NZD","NXH382",21,2,7,3048.5,1219.4,21339.5,"Albury","New South Wales"
"SO - 0004050",2015-09-11 00:00:00.000,2015-12-09 00:00:00.000,24,"Wholesale","NZD","NXH382",2,13,9,877.7,649.498,7899.3,"Lake Macquarie","New South Wales"
"SO - 0004056",2015-09-11 00:00:00.000,2015-10-21 00:00:00.000,5,"Wholesale","NZD","NXH382",32,12,10,5835.7,3267.992,58357,"Griffith","New South Wales"
"SO - 0004077",2015-09-14 00:00:00.000,2015-10-27 00:00:00.000,11,"Wholesale","NZD","NXH382",23,9,12,214.4,96.48,2572.8,"Gosford","New South Wales"
"SO - 0004086",2015-09-15 00:00:00.000,2015-12-02 00:00:00.000,20,"Wholesale","NZD","NXH382",6,1,9,5058.5,3743.29,45526.5,"Sydney","New South Wales"
"SO - 0004092",2015-09-16 00:00:00.000,2015-12-05 00:00:00.000,47,"Wholesale","NZD","NXH382",44,7,8,247.9,205.757,1983.2,"Coffs Harbour","New South Wales"
"SO - 0004104",2015-09-18 00:00:00.000,2015-12-15 00:00:00.000,25,"Wholesale","NZD","NXH382",16,2,7,3839.1,2457.024,26873.7,"Albury","New South Wales"
"SO - 0004167",2015-09-26 00:00:00.000,2015-10-27 00:00:00.000,18,"Wholesale","NZD","NXH382",12,2,7,1286.4,951.936,9004.8,"Albury","New South Wales"
"SO - 0004174",2015-09-27 00:00:00.000,2015-11-15 00:00:00.000,9,"Wholesale","NZD","NXH382",9,5,10,2378.5,1879.015,23785,"Broken Hill","New South Wales"
"SO - 0004227",2015-10-02 00:00:00.000,2015-11-06 00:00:00.000,12,"Wholesale","NZD","NXH382",24,5,11,3845.8,1653.694,42303.8,"Broken Hill","New South Wales"
"SO - 0004234",2015-10-04 00:00:00.000,2015-12-04 00:00:00.000,11,"Wholesale","NZD","NXH382",45,11,6,1996.6,1257.858,11979.6,"Grafton","New South Wales"
"SO - 0004262",2015-10-07 00:00:00.000,2015-12-23 00:00:00.000,10,"Wholesale","NZD","NXH382",16,4,8,5286.3,2590.287,42290.4,"Bathurst","New South Wales"
"SO - 0004300",2015-10-12 00:00:00.000,2016-01-10 00:00:00.000,3,"Wholesale","NZD","NXH382",2,11,9,2251.2,1868.496,20260.8,"Grafton","New South Wales"
"SO - 0004311",2015-10-14 00:00:00.000,2015-12-07 00:00:00.000,12,"Wholesale","NZD","NXH382",6,1,7,1018.4,631.408,7128.8,"Sydney","New South Wales"
"SO - 0004330",2015-10-16 00:00:00.000,2015-12-27 00:00:00.000,20,"Wholesale","NZD","NXH382",14,11,5,5594.5,3916.15,27972.5,"Grafton","New South Wales"
