Fiscal Year,Period,Area,Country,Std Rptg Mid Reported Subsegment,Rev Sum Division,Forecast Planning Level,Budget Sales,Forecast Sales
"FY18",2,"CEE","Hungary","EPG Public Sector","Exchange Server & CAL","EA Renewal",2463.4683,0
"FY18",4,"CEE","Hungary","EPG Public Sector","Visio","EA Renewal",1869.1604,0
"FY18",8,"CEE","Hungary","EPG Public Sector","SQL Server Standard & CAL","EA Renewal",1648.2954,0
"FY18",2,"CEE","Hungary","EPG Public Sector","Windows Server Premium","EA Renewal",1433.5632,0
"FY18",7,"CEE","Hungary","EPG Public Sector","Project","EA Renewal",1425.4927,0
"FY18",7,"CEE","Hungary","EPG Public Sector","Visio","EA Renewal",1294.8157,0
"FY18",8,"CEE","Hungary","EPG Public Sector","SharePoint CAL","EA Renewal",1067.5488,0
"FY18",12,"CEE","Hungary","EPG Public Sector","Identity & Direct Access","EA Renewal",1041.7731,0
"FY18",3,"CEE","Hungary","EPG Public Sector","System Center Server","EA Renewal",835.7319,0
"FY18",3,"CEE","Hungary","EPG Public Sector","SharePoint Server","EA Renewal",755.0141,0
"FY18",8,"CEE","Hungary","EPG Public Sector","SharePoint Server","EA Renewal",635.5099,0
"FY18",3,"CEE","Hungary","EPG Public Sector","Project","EA Renewal",625.3896,0
"FY18",10,"CEE","Hungary","EPG Public Sector","MDOP-Client","EA Renewal",558.6102,0
"FY18",12,"CEE","Hungary","EPG Public Sector","MDOP-Client","EA Renewal",505.4296,0
"FY18",9,"CEE","Hungary","EPG Public Sector","System Center Client","EA Renewal",497.4746,0
"FY18",2,"CEE","Hungary","EPG Public Sector","Windows Server & Solutions & CAL","EA Renewal",441.1651,0
"FY18",10,"CEE","Hungary","EPG Public Sector","Identity & Direct Access","EA Renewal",435.4888,0
"FY18",3,"CEE","Hungary","EPG Public Sector","Visio","EA Renewal",353.0908,0
"FY18",8,"CEE","Hungary","EPG Public Sector","Windows Server & Solutions & CAL","EA Renewal",309.7015,0
"FY18",12,"CEE","Hungary","EPG Public Sector","SharePoint CAL","EA Renewal",239.2346,0
"FY18",10,"CEE","Hungary","EPG Public Sector","System Center Server","EA Renewal",203.2518,0
"FY18",8,"CEE","Hungary","EPG Public Sector","System Center Server","EA Renewal",187.6732,0
"FY18",9,"CEE","Hungary","EPG Public Sector","MDOP-Client","EA Renewal",124.2487,0
"FY18",10,"CEE","Poland","EPG Public Sector","Biztalk Server","EA Renewal",42606.4588,0
"FY18",5,"CEE","Poland","EPG Public Sector","IW CAL Suites - ECAL","EA Renewal",10839.7835,0
"FY18",5,"CEE","Poland","EPG Public Sector","S&T CAL Suites - ECAL","EA Renewal",4870.0477,0
"FY18",1,"CEE","Poland","EPG Public Sector","Forefront Protection","EA Renewal",4827.8232,0
"FY18",4,"CEE","Poland","EPG Public Sector","IW CAL Suites - ECAL","EA Renewal",4541.6782,0
"FY18",10,"CEE","Poland","EPG Public Sector","OSD Subs & Trans OSD SMSG","EA Renewal",4042.9412,0
"FY18",5,"CEE","Poland","EPG Public Sector","Biztalk Server","EA Renewal",3966.4328,0
"FY18",5,"CEE","Poland","EPG Public Sector","SQL Server Premium","EA Renewal",2134.8479,0
"FY18",4,"CEE","Poland","EPG Public Sector","S&T CAL Suites - ECAL","EA Renewal",2040.4641,0
"FY18",1,"CEE","Poland","EPG Public Sector","Lync Server & CAL","EA Renewal",794.1484,0
"FY18",5,"CEE","Poland","EPG Public Sector","Dynamics CRM","EA Renewal",455.1165,0
"FY18",1,"CEE","Poland","EPG Public Sector","Other Server","EA Renewal",200.7847,0
"FY18",4,"CEE","Poland","EPG Public Sector","Lync Server & CAL","EA Renewal",30.6449,0
"FY18",11,"CEE","Romania","EPG Public Sector","Exchange Server & CAL","EA Renewal",684.0917,0
"FY18",11,"CEE","Romania","EPG Public Sector","IW CAL Suites - ECAL","EA Renewal",684.0917,0
"FY18",12,"CEE","Romania","EPG Public Sector","Exchange Server & CAL","EA Renewal",503.309,0
"FY18",12,"CEE","Romania","EPG Public Sector","IW CAL Suites - ECAL","EA Renewal",503.309,0
"FY18",7,"CEE","Ukraine","EPG Public Sector","Office","EA Renewal",620000,0
"FY18",1,"CEE","Ukraine","EPG Public Sector","Office","EA Renewal",244000,0
"FY18",3,"WE","Finland","EPG Public Sector","Office","EA Renewal",246321.585,0
"FY18",3,"WE","Finland","EPG Public Sector","SQL Server Premium","EA Renewal",180233.48,0
"FY18",7,"WE","Finland","EPG Public Sector","Office","EA Renewal",172646.2,0
"FY18",3,"WE","Finland","EPG Public Sector","SQL Server Standard & CAL","EA Renewal",142496.72,0
"FY18",3,"WE","Finland","EPG Public Sector","IW CAL Suites - Core CAL","EA Renewal",138258.21,0
"FY18",9,"WE","Finland","EPG Public Sector","Forefront Protection","EA Renewal",127918.88,0
"FY18",4,"WE","Finland","EPG Public Sector","Office","EA Renewal",103657,0
"FY18",5,"WE","Finland","EPG Public Sector","Windows Server & Solutions & CAL","EA Renewal",102561.6,0
"FY18",9,"WE","Finland","EPG Public Sector","SharePoint for Internet Sites","EA Renewal",95877.08,0
"FY18",9,"WE","Finland","EPG Public Sector","IW CAL Suites - ECAL","EA Renewal",94847.79,0
"FY18",3,"WE","Finland","EPG Public Sector","Windows Client","EA Renewal",83575.845,0
"FY18",5,"WE","Finland","EPG Public Sector","Identity & Direct Access","EA Renewal",82406.4,0
"FY18",3,"WE","Finland","EPG Public Sector","S&T CAL Suites - Core CAL","EA Renewal",77770.245,0
"FY18",9,"WE","Finland","EPG Public Sector","S&T CAL Suites - ECAL","EA Renewal",73421.64,0
"FY18",7,"WE","Finland","EPG Public Sector","Windows Client","EA Renewal",73228,0
"FY18",5,"WE","Finland","EPG Public Sector","Office","EA Renewal",70122,0
"FY18",9,"WE","Finland","EPG Public Sector","Biztalk Server","EA Renewal",65941.92,0
"FY18",5,"WE","Finland","EPG Public Sector","System Center Client","EA Renewal",60480,0
"FY18",9,"WE","Finland","EPG Public Sector","Project","EA Renewal",58347.66,0
"FY18",3,"WE","Finland","EPG Public Sector","Developer Tools","EA Renewal",53781.98,0
"FY18",3,"WE","Finland","EPG Public Sector","Windows Server & Solutions & CAL","EA Renewal",53715.72,0
"FY18",7,"WE","Finland","EPG Public Sector","Lync Server & CAL","EA Renewal",47612.16,0
"FY18",7,"WE","Finland","EPG Public Sector","IW CAL Suites - Core CAL","EA Renewal",46593.44,0
"FY18",3,"WE","Finland","EPG Public Sector","Forefront Protection","EA Renewal",41116.64,0
"FY18",9,"WE","Finland","EPG Public Sector","Other IW Apps","EA Renewal",40873.2,0
"FY18",7,"WE","Finland","EPG Public Sector","Developer Tools","EA Renewal",38559.64,0
"FY18",4,"WE","Finland","EPG Public Sector","Windows Client","EA Renewal",36560,0
"FY18",3,"WE","Finland","EPG Public Sector","IW CAL Suites - ECAL","EA Renewal",28569.333,0
"FY18",4,"WE","Finland","EPG Public Sector","IW CAL Suites - Core CAL","EA Renewal",28170,0
"FY18",7,"WE","Finland","EPG Public Sector","S&T CAL Suites - Core CAL","EA Renewal",26206.56,0
"FY18",3,"WE","Finland","EPG Public Sector","S&T CAL Suites - ECAL","EA Renewal",20088.237,0
"FY18",6,"WE","Finland","EPG Public Sector","Developer Tools","EA Renewal",19859.18,0
"FY18",7,"WE","Finland","EPG Public Sector","Windows Server & Solutions & CAL","EA Renewal",18049.56,0
"FY18",6,"WE","Finland","EPG Public Sector","SQL Server Standard & CAL","EA Renewal",17696.52,0
"FY18",3,"WE","Finland","EPG Public Sector","Biztalk Server","EA Renewal",16956,0
"FY18",4,"WE","Finland","EPG Public Sector","S&T CAL Suites - Core CAL","EA Renewal",15843,0
"FY18",5,"WE","Finland","EPG Public Sector","MDOP-Client","EA Renewal",15120,0
"FY18",7,"WE","Finland","EPG Public Sector","Project","EA Renewal",13673.8,0
"FY18",4,"WE","Finland","EPG Public Sector","Windows Server & Solutions & CAL","EA Renewal",13571,0
"FY18",9,"WE","Finland","EPG Public Sector","Other Server","EA Renewal",13208.88,0
"FY18",3,"WE","Finland","EPG Public Sector","Windows Server Premium","EA Renewal",12752.46,0
"FY18",7,"WE","Finland","EPG Public Sector","SQL Server Premium","EA Renewal",12522.84,0
"FY18",7,"WE","Finland","EPG Public Sector","System Center Server","EA Renewal",11072.76,0
"FY18",3,"WE","Finland","EPG Public Sector","Project","EA Renewal",9798.76,0
"FY18",7,"WE","Finland","EPG Public Sector","System Center Client","EA Renewal",9113.4,0
"FY18",3,"WE","Finland","EPG Public Sector","System Center Server","EA Renewal",9059.62,0
"FY18",7,"WE","Finland","EPG Public Sector","Windows Server Premium","EA Renewal",8043.24,0
"FY18",3,"WE","Finland","EPG Public Sector","SharePoint for Internet Sites","EA Renewal",7714.2,0
"FY18",3,"WE","Finland","EPG Public Sector","SharePoint Server","EA Renewal",7677.7,0
"FY18",4,"WE","Finland","EPG Public Sector","SQL Server Premium","EA Renewal",7623,0
"FY18",6,"WE","Finland","EPG Public Sector","Project","EA Renewal",7524.04,0
"FY18",7,"WE","Finland","EPG Public Sector","Visio","EA Renewal",6156.6,0
"FY18",4,"WE","Finland","EPG Public Sector","Windows Server Other","EA Renewal",6089,0
"FY18",6,"WE","Finland","EPG Public Sector","Dynamics CRM","EA Renewal",5728.98,0
"FY18",4,"WE","Finland","EPG Public Sector","Windows Server Premium","EA Renewal",5355,0
"FY18",7,"WE","Finland","EPG Public Sector","SQL Server Standard & CAL","EA Renewal",4880,0
"FY18",3,"WE","Finland","EPG Public Sector","Windows Server Other","EA Renewal",4494,0
"FY18",6,"WE","Finland","EPG Public Sector","Lync Server & CAL","EA Renewal",3914.14,0
"FY18",7,"WE","Finland","EPG Public Sector","SharePoint Server","EA Renewal",3859.84,0
"FY18",6,"WE","Finland","EPG Public Sector","System Center Server","EA Renewal",3683.46,0
"FY18",3,"WE","Finland","EPG Public Sector","System Center Client","EA Renewal",3384,0
"FY18",7,"WE","Finland","EPG Public Sector","Exchange Server & CAL","EA Renewal",2942.64,0
"FY18",7,"WE","Finland","EPG Public Sector","Identity & Direct Access","EA Renewal",2912,0
"FY18",7,"WE","Finland","EPG Public Sector","Windows Server Other","EA Renewal",2806,0
"FY18",4,"WE","Finland","EPG Public Sector","Exchange Server & CAL","EA Renewal",2085,0
"FY18",4,"WE","Finland","EPG Public Sector","Identity & Direct Access","EA Renewal",2057,0
"FY18",4,"WE","Finland","EPG Public Sector","SQL Server Standard & CAL","EA Renewal",2052,0
"FY18",4,"WE","Finland","EPG Public Sector","System Center Client","EA Renewal",1995,0
"FY18",7,"WE","Finland","EPG Public Sector","MDOP-Client","EA Renewal",1979.6,0
"FY18",4,"WE","Finland","EPG Public Sector","SharePoint Server","EA Renewal",1878,0
"FY18",3,"WE","Finland","EPG Public Sector","Exchange Server & CAL","EA Renewal",1770.16,0
"FY18",3,"WE","Finland","EPG Public Sector","Lync Server & CAL","EA Renewal",1770.16,0
"FY18",4,"WE","Finland","EPG Public Sector","Lync Server & CAL","EA Renewal",938,0
"FY18",7,"WE","Finland","EPG Public Sector","Forefront Protection","EA Renewal",887.52,0
"FY18",4,"WE","Finland","EPG Public Sector","Developer Tools","EA Renewal",863,0
"FY18",3,"WE","Finland","EPG Public Sector","MDOP-Client","EA Renewal",846,0
"FY18",4,"WE","Finland","EPG Public Sector","MDOP-Client","EA Renewal",500,0
"FY18",4,"WE","Finland","EPG Public Sector","Project","EA Renewal",367,0
"FY18",4,"WE","Finland","EPG Public Sector","System Center Server","EA Renewal",242,0
"FY18",4,"WE","Finland","EPG Public Sector","Visio","EA Renewal",156,0
"FY18",5,"WE","Finland","EPG Public Sector","Windows Server Premium","EA Renewal",138.96,0
"FY18",12,"WE","Austria","EPG Commercial","IW CAL Suites - ECAL","EA Renewal",83341.9596,0
"FY18",11,"WE","Austria","EPG Commercial","Project","EA Renewal",78298.8899,0
"FY18",11,"WE","Austria","EPG Commercial","SharePoint for Internet Sites","EA Renewal",50439.7301,0
"FY18",3,"WE","Austria","EPG Commercial","IW CAL Suites - Core CAL","EA Renewal",46824.7127,0
"FY18",3,"WE","Austria","EPG Commercial","SQL Server Premium","EA Renewal",45780.0388,0
"FY18",11,"WE","Austria","EPG Commercial","IW CAL Suites - ECAL","EA Renewal",37811.5614,0
"FY18",11,"WE","Austria","EPG Commercial","S&T CAL Suites - ECAL","EA Renewal",33329.6642,0
"FY18",3,"WE","Austria","EPG Commercial","Developer Tools","EA Renewal",27254.7488,0
"FY18",3,"WE","Austria","EPG Commercial","S&T CAL Suites - Core CAL","EA Renewal",26338.901,0
"FY18",11,"WE","Austria","EPG Commercial","Forefront Protection","EA Renewal",23944.451,0
"FY18",6,"WE","Austria","EPG Commercial","SharePoint CAL","EA Renewal",15184.3,0
"FY18",11,"WE","Austria","EPG Commercial","SharePoint CAL","EA Renewal",12250.2543,0
"FY18",12,"WE","Austria","EPG Commercial","Biztalk Server","EA Renewal",11682.5168,0
"FY18",4,"WE","Austria","EPG Commercial","Other IW Apps","EA Renewal",7953.315,0
"FY18",3,"WE","Austria","EPG Commercial","Biztalk Server","EA Renewal",3819.0973,0
"FY18",3,"WE","Austria","EPG Commercial","Other Server","EA Renewal",2851.6245,0
"FY18",1,"WE","Austria","EPG Commercial","Other Server","EA Renewal",2851.6245,0
"FY18",11,"WE","Austria","EPG Commercial","MDOP-Client","EA Renewal",2223.019,0
"FY18",3,"WE","Austria","EPG Commercial","System Center Client","EA Renewal",1546.19,0
"FY18",3,"WE","Austria","EPG Commercial","MDOP-Client","EA Renewal",386.5475,0
"FY18",3,"WE","Austria","EPG Commercial","Lync Server & CAL","EA Renewal",64.708,0
"FY18",3,"WE","Austria","EPG Commercial","Forefront Protection","EA Renewal",11.1774,0
"FY18",12,"WE","Austria","EPG Commercial","S&T CAL Suites - ECAL","EA Renewal",-83341.9596,0
"FY18",3,"WE","Belgium","EPG Commercial","Office","EA Renewal",486395.8453,0
"FY18",3,"WE","Belgium","EPG Commercial","Windows Server Premium","EA Renewal",178186.1398,0
"FY18",3,"WE","Belgium","EPG Commercial","IW CAL Suites - Core CAL","EA Renewal",131606.3873,0
"FY18",3,"WE","Belgium","EPG Commercial","SQL Server Premium","EA Renewal",100199.0406,0
"FY18",3,"WE","Belgium","EPG Commercial","Project","EA Renewal",80000,0
"FY18",3,"WE","Belgium","EPG Commercial","S&T CAL Suites - Core CAL","EA Renewal",74028.5432,0
"FY18",3,"WE","Belgium","EPG Commercial","Windows Server & Solutions & CAL","EA Renewal",60126.7267,0
"FY18",3,"WE","Belgium","EPG Commercial","Exchange Server & CAL","EA Renewal",40115.9928,0
"FY18",3,"WE","Belgium","EPG Commercial","Visio","EA Renewal",30032.7191,0
"FY18",8,"WE","Belgium","EPG Commercial","Office","EA Renewal",24457.1866,0
"FY18",3,"WE","Belgium","EPG Commercial","Identity & Direct Access","EA Renewal",20006.123,0
"FY18",8,"WE","Belgium","EPG Commercial","Windows Server Premium","EA Renewal",13115.897,0
"FY18",8,"WE","Belgium","EPG Commercial","Developer Tools","EA Renewal",11061,0
"FY18",8,"WE","Belgium","EPG Commercial","IW CAL Suites - ECAL","EA Renewal",10300.1747,0
"FY18",8,"WE","Belgium","EPG Commercial","SQL Server Premium","EA Renewal",9826.5199,0
"FY18",8,"WE","Belgium","EPG Commercial","S&T CAL Suites - ECAL","EA Renewal",7242.1598,0
"FY18",8,"WE","Belgium","EPG Commercial","Windows Client","EA Renewal",7010.4538,0
"FY18",8,"WE","Belgium","EPG Commercial","Windows Server Other","EA Renewal",6824.7818,0
"FY18",12,"WE","Belgium","EPG Commercial","System Center Client","EA Renewal",5230.0208,0
"FY18",8,"WE","Belgium","EPG Commercial","System Center Server","EA Renewal",4896.1599,0
"FY18",3,"WE","Belgium","EPG Commercial","Developer Tools","EA Renewal",3557,0
"FY18",8,"WE","Belgium","EPG Commercial","Biztalk Server","EA Renewal",3370,0
"FY18",12,"WE","Belgium","EPG Commercial","Forefront Protection","EA Renewal",3000,0
"FY18",3,"WE","Belgium","EPG Commercial","Forefront Protection","EA Renewal",2500,0
"FY18",8,"WE","Belgium","EPG Commercial","Other IW Apps","EA Renewal",2237,0
"FY18",12,"WE","Belgium","EPG Commercial","MDOP-Client","EA Renewal",2216.2027,0
"FY18",8,"WE","Belgium","EPG Commercial","Dynamics CRM","EA Renewal",1979,0
"FY18",8,"WE","Belgium","EPG Commercial","Visio","EA Renewal",1678.829,0
"FY18",8,"WE","Belgium","EPG Commercial","Identity & Direct Access","EA Renewal",1314.4023,0
"FY18",8,"WE","Belgium","EPG Commercial","Other Server","EA Renewal",1294,0
"FY18",8,"WE","Belgium","EPG Commercial","System Center Client","EA Renewal",1104.0222,0
"FY18",8,"WE","Belgium","EPG Commercial","Windows Server & Solutions & CAL","EA Renewal",1096.3107,0
"FY18",3,"WE","Belgium","EPG Commercial","Windows Server Other","EA Renewal",1000.4078,0
"FY18",8,"WE","Belgium","EPG Commercial","Project","EA Renewal",650,0
"FY18",8,"WE","Belgium","EPG Commercial","MDOP-Client","EA Renewal",275.5211,0
"FY18",8,"WE","Belgium","EPG Commercial","SharePoint Server","EA Renewal",172,0
"FY18",8,"WE","Belgium","EPG Commercial","Exchange Server & CAL","EA Renewal",130.377,0
"FY18",8,"WE","Belgium","EPG Commercial","Lync Server & CAL","EA Renewal",80,0
"FY18",8,"WE","Belgium","EPG Commercial","SharePoint CAL","EA Renewal",71,0
"FY18",8,"WE","Finland","EPG Commercial","Office","EA Renewal",644356,0
"FY18",8,"WE","Finland","EPG Commercial","Windows Server Premium","EA Renewal",381621.1,0
"FY18",8,"WE","Finland","EPG Commercial","IW CAL Suites - ECAL","EA Renewal",325534.05,0
"FY18",8,"WE","Finland","EPG Commercial","Windows Client","EA Renewal",318924.3,0
"FY18",5,"WE","Finland","EPG Commercial","Office","EA Renewal",286225,0
"FY18",8,"WE","Finland","EPG Commercial","S&T CAL Suites - ECAL","EA Renewal",282396,0
"FY18",8,"WE","Finland","EPG Commercial","Project","EA Renewal",256088.6,0
"FY18",8,"WE","Finland","EPG Commercial","IW CAL Suites - Core CAL","EA Renewal",173596.8,0
"FY18",2,"WE","Finland","EPG Commercial","IW CAL Suites - ECAL","EA Renewal",167565.71,0
"FY18",2,"WE","Finland","EPG Commercial","S&T CAL Suites - ECAL","EA Renewal",167364.76,0
"FY18",1,"WE","Finland","EPG Commercial","S&T CAL Suites - ECAL","EA Renewal",163282.59,0
"FY18",8,"WE","Finland","EPG Commercial","System Center Server","EA Renewal",151415.76,0
"FY18",8,"WE","Finland","EPG Commercial","Visio","EA Renewal",125039,0
"FY18",5,"WE","Finland","EPG Commercial","Windows Client","EA Renewal",104081.8,0
"FY18",8,"WE","Finland","EPG Commercial","S&T CAL Suites - Core CAL","EA Renewal",97648.2,0
"FY18",8,"WE","Finland","EPG Commercial","SQL Server Standard & CAL","EA Renewal",94357.35,0
"FY18",5,"WE","Finland","EPG Commercial","IW CAL Suites - Core CAL","EA Renewal",83265.44,0
"FY18",10,"WE","Finland","EPG Commercial","Dynamics CRM","EA Renewal",77849.113,0
"FY18",8,"WE","Finland","EPG Commercial","SQL Server Premium","EA Renewal",69916.32,0
"FY18",8,"WE","Finland","EPG Commercial","Windows Server & Solutions & CAL","EA Renewal",66870.8,0
"FY18",2,"WE","Finland","EPG Commercial","Identity & Direct Access","EA Renewal",60529.6,0
"FY18",8,"WE","Finland","EPG Commercial","SharePoint Server","EA Renewal",51735.34,0
"FY18",8,"WE","Finland","EPG Commercial","System Center Client","EA Renewal",47070.72,0
"FY18",5,"WE","Finland","EPG Commercial","Project","EA Renewal",47006.9,0
"FY18",5,"WE","Finland","EPG Commercial","S&T CAL Suites - Core CAL","EA Renewal",46836.81,0
"FY18",2,"WE","Finland","EPG Commercial","Windows Server & Solutions & CAL","EA Renewal",43702.95,0
"FY18",5,"WE","Finland","EPG Commercial","Visio","EA Renewal",41730.27,0
"FY18",3,"WE","Finland","EPG Commercial","Forefront Protection","EA Renewal",41531.1,0
"FY18",8,"WE","Finland","EPG Commercial","Forefront Protection","EA Renewal",40389.18,0
"FY18",1,"WE","Finland","EPG Commercial","IW CAL Suites - ECAL","EA Renewal",33322.55,0
"FY18",2,"WE","Finland","EPG Commercial","Forefront Protection","EA Renewal",32292.04,0
"FY18",3,"WE","Finland","EPG Commercial","SharePoint for Internet Sites","EA Renewal",24862.04,0
"FY18",3,"WE","Finland","EPG Commercial","Other Server","EA Renewal",24726.76,0
"FY18",5,"WE","Finland","EPG Commercial","Windows Server & Solutions & CAL","EA Renewal",23243.79,0
"FY18",8,"WE","Finland","EPG Commercial","Developer Tools","EA Renewal",19084.52,0
"FY18",8,"WE","Finland","EPG Commercial","Lync Server & CAL","EA Renewal",16078.81,0
"FY18",8,"WE","Finland","EPG Commercial","Windows Server Other","EA Renewal",14685,0
"FY18",5,"WE","Finland","EPG Commercial","SQL Server Standard & CAL","EA Renewal",13448.4,0
"FY18",8,"WE","Finland","EPG Commercial","Exchange Server & CAL","EA Renewal",11918.5,0
"FY18",8,"WE","Finland","EPG Commercial","MDOP-Client","EA Renewal",11767.68,0
"FY18",5,"WE","Finland","EPG Commercial","Developer Tools","EA Renewal",7040.715,0
"FY18",1,"WE","Finland","EPG Commercial","Forefront Protection","EA Renewal",6421.68,0
