Fiscal Year,Area,Subsidiary,Rev Sum Division,Std Rptg Mid Reported Subsegment,Forecast Planning Level,Period,Sales
"FY18","CEE","Latvia","Visio","EPG Commercial","VL Non-Annuity",8,3187.68
"FY18","CEE","Latvia","Visio","EPG Commercial","VL Non-Annuity",9,5901.744
"FY18","CEE","Latvia","Visio","EPG Commercial","VL Non-Annuity",10,1796.976
"FY18","CEE","Latvia","Visio","EPG Commercial","VL Non-Annuity",11,4388.568
"FY18","CEE","Latvia","Visio","EPG Commercial","VL Non-Annuity",12,39502.806
"FY18","CEE","Latvia","Windows Client","EPG Commercial","VL Non-Annuity",2,845.352
"FY18","CEE","Latvia","Windows Client","EPG Commercial","VL Non-Annuity",4,2779.2
"FY18","CEE","Latvia","Windows Client","EPG Commercial","VL Non-Annuity",5,44.5201
"FY18","CEE","Latvia","Windows Client","EPG Commercial","VL Non-Annuity",8,1384.896
"FY18","CEE","Latvia","Windows Client","EPG Commercial","VL Non-Annuity",10,3811.2
"FY18","CEE","Latvia","Windows Client","EPG Commercial","VL Non-Annuity",11,959.52
"FY18","CEE","Latvia","Windows Legalization","EPG Commercial","VL Non-Annuity",1,1092
"FY18","CEE","Latvia","Windows Legalization","EPG Commercial","VL Non-Annuity",2,13866
"FY18","CEE","Latvia","Windows Legalization","EPG Commercial","VL Non-Annuity",3,3744
"FY18","CEE","Latvia","Windows Legalization","EPG Commercial","VL Non-Annuity",5,1716
"FY18","CEE","Latvia","Windows Legalization","EPG Commercial","VL Non-Annuity",6,4804.8
"FY18","CEE","Latvia","Windows Legalization","EPG Commercial","VL Non-Annuity",8,1435.2
"FY18","CEE","Latvia","Windows Legalization","EPG Commercial","VL Non-Annuity",9,14008.8
"FY18","CEE","Latvia","Windows Legalization","EPG Commercial","VL Non-Annuity",10,-1435.2
"FY18","CEE","Latvia","Windows Legalization","EPG Commercial","VL Non-Annuity",11,3588
"FY18","CEE","Latvia","Windows Legalization","EPG Commercial","VL Non-Annuity",12,8592.48
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Commercial","VL Non-Annuity",1,44533.08
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Commercial","VL Non-Annuity",2,79802.184
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Commercial","VL Non-Annuity",3,130594.944
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Commercial","VL Non-Annuity",4,161790.446
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Commercial","VL Non-Annuity",5,96485.904
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Commercial","VL Non-Annuity",6,153194.116
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Commercial","VL Non-Annuity",7,183808.374
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Commercial","VL Non-Annuity",8,33137.802
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Commercial","VL Non-Annuity",9,251437.9132
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Commercial","VL Non-Annuity",10,44858.684
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Commercial","VL Non-Annuity",11,121038.6509
"FY18","CEE","Latvia","Windows Server & Solutions & CAL","EPG Commercial","VL Non-Annuity",12,189912.252
"FY18","CEE","Latvia","Windows Server Other","EPG Commercial","VL Non-Annuity",1,2444.16
"FY18","CEE","Latvia","Windows Server Other","EPG Commercial","VL Non-Annuity",2,3330.312
"FY18","CEE","Latvia","Windows Server Other","EPG Commercial","VL Non-Annuity",3,11271
"FY18","CEE","Latvia","Windows Server Other","EPG Commercial","VL Non-Annuity",4,5818.8
"FY18","CEE","Latvia","Windows Server Other","EPG Commercial","VL Non-Annuity",5,3006
"FY18","CEE","Latvia","Windows Server Other","EPG Commercial","VL Non-Annuity",6,22597.56
"FY18","CEE","Latvia","Windows Server Other","EPG Commercial","VL Non-Annuity",7,1896
"FY18","CEE","Latvia","Windows Server Other","EPG Commercial","VL Non-Annuity",8,2770.2
"FY18","CEE","Latvia","Windows Server Other","EPG Commercial","VL Non-Annuity",9,20873.064
"FY18","CEE","Latvia","Windows Server Other","EPG Commercial","VL Non-Annuity",11,44101.536
"FY18","CEE","Latvia","Windows Server Other","EPG Commercial","VL Non-Annuity",12,9195.378
"FY18","CEE","Latvia","Windows Server Premium","EPG Commercial","VL Non-Annuity",1,58035.672
"FY18","CEE","Latvia","Windows Server Premium","EPG Commercial","VL Non-Annuity",2,73473.504
"FY18","CEE","Latvia","Windows Server Premium","EPG Commercial","VL Non-Annuity",3,242196.24
"FY18","CEE","Latvia","Windows Server Premium","EPG Commercial","VL Non-Annuity",4,28123.968
"FY18","CEE","Latvia","Windows Server Premium","EPG Commercial","VL Non-Annuity",5,57218.688
"FY18","CEE","Latvia","Windows Server Premium","EPG Commercial","VL Non-Annuity",6,221689.68
"FY18","CEE","Latvia","Windows Server Premium","EPG Commercial","VL Non-Annuity",7,88858.488
"FY18","CEE","Latvia","Windows Server Premium","EPG Commercial","VL Non-Annuity",8,93448.032
"FY18","CEE","Latvia","Windows Server Premium","EPG Commercial","VL Non-Annuity",9,82505.494
"FY18","CEE","Latvia","Windows Server Premium","EPG Commercial","VL Non-Annuity",10,45712.106
"FY18","CEE","Latvia","Windows Server Premium","EPG Commercial","VL Non-Annuity",11,209572.0789
"FY18","CEE","Latvia","Windows Server Premium","EPG Commercial","VL Non-Annuity",12,119131.1
"FY18","CEE","Estonia","Biztalk Server","EPG Commercial","VL Non-Annuity",6,21319.44
"FY18","CEE","Estonia","Developer Tools","EPG Commercial","VL Non-Annuity",1,2512.896
"FY18","CEE","Estonia","Developer Tools","EPG Commercial","VL Non-Annuity",2,277.08
"FY18","CEE","Estonia","Developer Tools","EPG Commercial","VL Non-Annuity",3,455.04
"FY18","CEE","Estonia","Developer Tools","EPG Commercial","VL Non-Annuity",4,5392.714
"FY18","CEE","Estonia","Developer Tools","EPG Commercial","VL Non-Annuity",5,6984.096
"FY18","CEE","Estonia","Developer Tools","EPG Commercial","VL Non-Annuity",6,187205.342
"FY18","CEE","Estonia","Developer Tools","EPG Commercial","VL Non-Annuity",7,5468.28
"FY18","CEE","Estonia","Developer Tools","EPG Commercial","VL Non-Annuity",8,8720.804
"FY18","CEE","Estonia","Developer Tools","EPG Commercial","VL Non-Annuity",9,2391.552
"FY18","CEE","Estonia","Developer Tools","EPG Commercial","VL Non-Annuity",10,276.672
"FY18","CEE","Estonia","Developer Tools","EPG Commercial","VL Non-Annuity",11,276.672
"FY18","CEE","Estonia","Developer Tools","EPG Commercial","VL Non-Annuity",12,9833.856
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Commercial","VL Non-Annuity",1,38080.392
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Commercial","VL Non-Annuity",2,37688.928
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Commercial","VL Non-Annuity",3,3136.32
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Commercial","VL Non-Annuity",4,16002.48
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Commercial","VL Non-Annuity",5,71692.8
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Commercial","VL Non-Annuity",6,174049.944
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Commercial","VL Non-Annuity",7,3396
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Commercial","VL Non-Annuity",8,159024.14
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Commercial","VL Non-Annuity",9,82514.424
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Commercial","VL Non-Annuity",10,6046.08
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Commercial","VL Non-Annuity",11,20951.04
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Commercial","VL Non-Annuity",12,150407.328
"FY18","CEE","Estonia","Identity & Direct Access","EPG Commercial","VL Non-Annuity",6,5554.6
"FY18","CEE","Estonia","Identity & Direct Access","EPG Commercial","VL Non-Annuity",8,9665.92
"FY18","CEE","Estonia","Identity & Direct Access","EPG Commercial","VL Non-Annuity",9,124141.872
"FY18","CEE","Estonia","Lync Server & CAL","EPG Commercial","VL Non-Annuity",5,161.28
"FY18","CEE","Estonia","Lync Server & CAL","EPG Commercial","VL Non-Annuity",9,2073.6
"FY18","CEE","Estonia","Lync Server & CAL","EPG Commercial","VL Non-Annuity",12,101209.56
"FY18","CEE","Estonia","Office","EPG Commercial","VL Non-Annuity",1,178704.704
"FY18","CEE","Estonia","Office","EPG Commercial","VL Non-Annuity",2,151455.692
"FY18","CEE","Estonia","Office","EPG Commercial","VL Non-Annuity",3,136453.664
"FY18","CEE","Estonia","Office","EPG Commercial","VL Non-Annuity",4,131899.56
"FY18","CEE","Estonia","Office","EPG Commercial","VL Non-Annuity",5,585166.336
"FY18","CEE","Estonia","Office","EPG Commercial","VL Non-Annuity",6,2374202.358
"FY18","CEE","Estonia","Office","EPG Commercial","VL Non-Annuity",7,138714.144
"FY18","CEE","Estonia","Office","EPG Commercial","VL Non-Annuity",8,399503.236
"FY18","CEE","Estonia","Office","EPG Commercial","VL Non-Annuity",9,1530519.22
"FY18","CEE","Estonia","Office","EPG Commercial","VL Non-Annuity",10,324180.96
"FY18","CEE","Estonia","Office","EPG Commercial","VL Non-Annuity",11,141034.596
"FY18","CEE","Estonia","Office","EPG Commercial","VL Non-Annuity",12,930443.598
"FY18","CEE","Estonia","Office for Mac","EPG Commercial","VL Non-Annuity",1,912.96
"FY18","CEE","Estonia","Office for Mac","EPG Commercial","VL Non-Annuity",2,1783.92
"FY18","CEE","Estonia","Office for Mac","EPG Commercial","VL Non-Annuity",3,1229.28
"FY18","CEE","Estonia","Office for Mac","EPG Commercial","VL Non-Annuity",4,316.32
"FY18","CEE","Estonia","Office for Mac","EPG Commercial","VL Non-Annuity",5,3735.24
"FY18","CEE","Estonia","Office for Mac","EPG Commercial","VL Non-Annuity",6,512.064
"FY18","CEE","Estonia","Office for Mac","EPG Commercial","VL Non-Annuity",7,1241.28
"FY18","CEE","Estonia","Office for Mac","EPG Commercial","VL Non-Annuity",9,304.32
"FY18","CEE","Estonia","Office for Mac","EPG Commercial","VL Non-Annuity",10,304.32
"FY18","CEE","Estonia","Other IW Apps","EPG Commercial","VL Non-Annuity",1,2384.472
"FY18","CEE","Estonia","Other IW Apps","EPG Commercial","VL Non-Annuity",3,4459.008
"FY18","CEE","Estonia","Other IW Apps","EPG Commercial","VL Non-Annuity",4,4661.88
"FY18","CEE","Estonia","Other IW Apps","EPG Commercial","VL Non-Annuity",5,1868.136
"FY18","CEE","Estonia","Other IW Apps","EPG Commercial","VL Non-Annuity",6,47271.792
"FY18","CEE","Estonia","Other IW Apps","EPG Commercial","VL Non-Annuity",7,5821.728
"FY18","CEE","Estonia","Other IW Apps","EPG Commercial","VL Non-Annuity",8,48518.67
"FY18","CEE","Estonia","Other IW Apps","EPG Commercial","VL Non-Annuity",9,610.704
"FY18","CEE","Estonia","Other IW Apps","EPG Commercial","VL Non-Annuity",10,2338.2
"FY18","CEE","Estonia","Other IW Apps","EPG Commercial","VL Non-Annuity",11,1377.072
"FY18","CEE","Estonia","Other IW Apps","EPG Commercial","VL Non-Annuity",12,3498.696
"FY18","CEE","Estonia","Project","EPG Commercial","VL Non-Annuity",1,4002.024
"FY18","CEE","Estonia","Project","EPG Commercial","VL Non-Annuity",2,7472.976
"FY18","CEE","Estonia","Project","EPG Commercial","VL Non-Annuity",3,7421.64
"FY18","CEE","Estonia","Project","EPG Commercial","VL Non-Annuity",4,5305.008
"FY18","CEE","Estonia","Project","EPG Commercial","VL Non-Annuity",5,113540.016
"FY18","CEE","Estonia","Project","EPG Commercial","VL Non-Annuity",6,5609.856
"FY18","CEE","Estonia","Project","EPG Commercial","VL Non-Annuity",7,20135.52
"FY18","CEE","Estonia","Project","EPG Commercial","VL Non-Annuity",9,898.272
"FY18","CEE","Estonia","Project","EPG Commercial","VL Non-Annuity",10,21957.96
"FY18","CEE","Estonia","Project","EPG Commercial","VL Non-Annuity",11,1826.304
"FY18","CEE","Estonia","Project","EPG Commercial","VL Non-Annuity",12,13951.272
"FY18","CEE","Estonia","SharePoint CAL","EPG Commercial","VL Non-Annuity",1,19135.44
"FY18","CEE","Estonia","SharePoint CAL","EPG Commercial","VL Non-Annuity",2,13673.808
"FY18","CEE","Estonia","SharePoint CAL","EPG Commercial","VL Non-Annuity",3,724.2
"FY18","CEE","Estonia","SharePoint CAL","EPG Commercial","VL Non-Annuity",5,35629.056
"FY18","CEE","Estonia","SharePoint CAL","EPG Commercial","VL Non-Annuity",6,208386.71
"FY18","CEE","Estonia","SharePoint CAL","EPG Commercial","VL Non-Annuity",9,275371.584
"FY18","CEE","Estonia","SharePoint CAL","EPG Commercial","VL Non-Annuity",12,758.208
"FY18","CEE","Estonia","SharePoint Server","EPG Commercial","VL Non-Annuity",1,5091.456
"FY18","CEE","Estonia","SharePoint Server","EPG Commercial","VL Non-Annuity",2,29644.32
"FY18","CEE","Estonia","SharePoint Server","EPG Commercial","VL Non-Annuity",3,8057.52
"FY18","CEE","Estonia","SharePoint Server","EPG Commercial","VL Non-Annuity",5,6574.488
"FY18","CEE","Estonia","SharePoint Server","EPG Commercial","VL Non-Annuity",9,2545.728
"FY18","CEE","Estonia","SharePoint Server","EPG Commercial","VL Non-Annuity",12,9278.496
"FY18","CEE","Estonia","SQL Server Premium","EPG Commercial","VL Non-Annuity",1,245854.896
"FY18","CEE","Estonia","SQL Server Premium","EPG Commercial","VL Non-Annuity",2,102158.992
"FY18","CEE","Estonia","SQL Server Premium","EPG Commercial","VL Non-Annuity",3,63545.388
"FY18","CEE","Estonia","SQL Server Premium","EPG Commercial","VL Non-Annuity",4,17557.73
"FY18","CEE","Estonia","SQL Server Premium","EPG Commercial","VL Non-Annuity",5,89175.318
"FY18","CEE","Estonia","SQL Server Premium","EPG Commercial","VL Non-Annuity",6,345406.042
"FY18","CEE","Estonia","SQL Server Premium","EPG Commercial","VL Non-Annuity",7,4439.808
"FY18","CEE","Estonia","SQL Server Premium","EPG Commercial","VL Non-Annuity",8,57868.36
"FY18","CEE","Estonia","SQL Server Premium","EPG Commercial","VL Non-Annuity",9,1061444.07
"FY18","CEE","Estonia","SQL Server Premium","EPG Commercial","VL Non-Annuity",10,28105.44
"FY18","CEE","Estonia","SQL Server Premium","EPG Commercial","VL Non-Annuity",11,13144.24
"FY18","CEE","Estonia","SQL Server Premium","EPG Commercial","VL Non-Annuity",12,185246.472
"FY18","CEE","Estonia","SQL Server Standard & CAL","EPG Commercial","VL Non-Annuity",1,97160.628
"FY18","CEE","Estonia","SQL Server Standard & CAL","EPG Commercial","VL Non-Annuity",2,27641.772
"FY18","CEE","Estonia","SQL Server Standard & CAL","EPG Commercial","VL Non-Annuity",3,26434.104
"FY18","CEE","Estonia","SQL Server Standard & CAL","EPG Commercial","VL Non-Annuity",4,49055.626
"FY18","CEE","Estonia","SQL Server Standard & CAL","EPG Commercial","VL Non-Annuity",5,128273.228
"FY18","CEE","Estonia","SQL Server Standard & CAL","EPG Commercial","VL Non-Annuity",6,852580.78
"FY18","CEE","Estonia","SQL Server Standard & CAL","EPG Commercial","VL Non-Annuity",7,36383.688
"FY18","CEE","Estonia","SQL Server Standard & CAL","EPG Commercial","VL Non-Annuity",8,127132.296
"FY18","CEE","Estonia","SQL Server Standard & CAL","EPG Commercial","VL Non-Annuity",9,236528.724
"FY18","CEE","Estonia","SQL Server Standard & CAL","EPG Commercial","VL Non-Annuity",10,33262.128
"FY18","CEE","Estonia","SQL Server Standard & CAL","EPG Commercial","VL Non-Annuity",11,12476.444
"FY18","CEE","Estonia","SQL Server Standard & CAL","EPG Commercial","VL Non-Annuity",12,609919.242
"FY18","CEE","Estonia","System Center Client","EPG Commercial","VL Non-Annuity",6,348198.19
"FY18","CEE","Estonia","System Center Server","EPG Commercial","VL Non-Annuity",1,5803.2
"FY18","CEE","Estonia","System Center Server","EPG Commercial","VL Non-Annuity",2,669.6
"FY18","CEE","Estonia","System Center Server","EPG Commercial","VL Non-Annuity",3,7100.928
"FY18","CEE","Estonia","System Center Server","EPG Commercial","VL Non-Annuity",4,2678.4
"FY18","CEE","Estonia","System Center Server","EPG Commercial","VL Non-Annuity",5,2232
"FY18","CEE","Estonia","System Center Server","EPG Commercial","VL Non-Annuity",6,3124.8
"FY18","CEE","Estonia","System Center Server","EPG Commercial","VL Non-Annuity",9,18579.264
"FY18","CEE","Estonia","System Center Server","EPG Commercial","VL Non-Annuity",10,3794.4
"FY18","CEE","Estonia","System Center Server","EPG Commercial","VL Non-Annuity",11,892.8
"FY18","CEE","Estonia","System Center Server","EPG Commercial","VL Non-Annuity",12,2455.2
"FY18","CEE","Estonia","Visio","EPG Commercial","VL Non-Annuity",1,7898.424
"FY18","CEE","Estonia","Visio","EPG Commercial","VL Non-Annuity",2,5687.568
"FY18","CEE","Estonia","Visio","EPG Commercial","VL Non-Annuity",3,699.312
"FY18","CEE","Estonia","Visio","EPG Commercial","VL Non-Annuity",4,2551.296
"FY18","CEE","Estonia","Visio","EPG Commercial","VL Non-Annuity",5,81356.832
"FY18","CEE","Estonia","Visio","EPG Commercial","VL Non-Annuity",6,2489.352
"FY18","CEE","Estonia","Visio","EPG Commercial","VL Non-Annuity",7,6858.216
"FY18","CEE","Estonia","Visio","EPG Commercial","VL Non-Annuity",8,9252.372
"FY18","CEE","Estonia","Visio","EPG Commercial","VL Non-Annuity",9,6472.368
"FY18","CEE","Estonia","Visio","EPG Commercial","VL Non-Annuity",10,16881.864
"FY18","CEE","Estonia","Visio","EPG Commercial","VL Non-Annuity",11,5820.0818
"FY18","CEE","Estonia","Visio","EPG Commercial","VL Non-Annuity",12,25877.448
"FY18","CEE","Estonia","Windows Client","EPG Commercial","VL Non-Annuity",1,458.64
"FY18","CEE","Estonia","Windows Client","EPG Commercial","VL Non-Annuity",3,1174.512
"FY18","CEE","Estonia","Windows Client","EPG Commercial","VL Non-Annuity",4,1754.032
"FY18","CEE","Estonia","Windows Client","EPG Commercial","VL Non-Annuity",5,2953.248
"FY18","CEE","Estonia","Windows Client","EPG Commercial","VL Non-Annuity",11,5489.52
"FY18","CEE","Estonia","Windows Client","EPG Commercial","VL Non-Annuity",12,45504.384
"FY18","CEE","Estonia","Windows Legalization","EPG Commercial","VL Non-Annuity",1,15732.6
"FY18","CEE","Estonia","Windows Legalization","EPG Commercial","VL Non-Annuity",2,8447.4
"FY18","CEE","Estonia","Windows Legalization","EPG Commercial","VL Non-Annuity",3,3260.4
"FY18","CEE","Estonia","Windows Legalization","EPG Commercial","VL Non-Annuity",4,20599.8
"FY18","CEE","Estonia","Windows Legalization","EPG Commercial","VL Non-Annuity",5,14820
"FY18","CEE","Estonia","Windows Legalization","EPG Commercial","VL Non-Annuity",6,2403969.36
"FY18","CEE","Estonia","Windows Legalization","EPG Commercial","VL Non-Annuity",7,34655.4
"FY18","CEE","Estonia","Windows Legalization","EPG Commercial","VL Non-Annuity",8,112872.4
"FY18","CEE","Estonia","Windows Legalization","EPG Commercial","VL Non-Annuity",9,30677.4
"FY18","CEE","Estonia","Windows Legalization","EPG Commercial","VL Non-Annuity",10,7121.4
"FY18","CEE","Estonia","Windows Legalization","EPG Commercial","VL Non-Annuity",11,82923.8
"FY18","CEE","Estonia","Windows Legalization","EPG Commercial","VL Non-Annuity",12,55871.4
"FY18","CEE","Estonia","Windows Server & Solutions & CAL","EPG Commercial","VL Non-Annuity",1,183951.684
"FY18","CEE","Estonia","Windows Server & Solutions & CAL","EPG Commercial","VL Non-Annuity",2,52690.296
"FY18","CEE","Estonia","Windows Server & Solutions & CAL","EPG Commercial","VL Non-Annuity",3,54134.29
"FY18","CEE","Estonia","Windows Server & Solutions & CAL","EPG Commercial","VL Non-Annuity",4,58869.61
"FY18","CEE","Estonia","Windows Server & Solutions & CAL","EPG Commercial","VL Non-Annuity",5,168462.452
"FY18","CEE","Estonia","Windows Server & Solutions & CAL","EPG Commercial","VL Non-Annuity",6,257801.668
