Reseller,Year Opened,Bank Name,Business Type,Year of First Order,Year of Last Order,Reseller Annual Sales,Reseller Phone,Number of Employees,Annual Revenue,Reseller Address,Reseller City,Reseller Country Code,Reseller Country,Reseller Zip Code,Reseller State Province,Reseller State Province Code,Minimum Payment Amt,Reseller Product Line,Reseller Order Frequency,Reseller Order Month,Reseller Sales Territory Country,Reseller Sales Territory Group,Reseller Sales Territory Region,Reseller Key
"Custom Sales and Service",1998,"Reserve Security","Specialty Bike Shop",,,1500000,"140-555-0143",48,150000,"255117 - 101 Avenue","Surrey","CA","Canada","V3T 4W3","British Columbia","BC",600,"Road","A",,"Canada","North America","Canada",371
"Top Bike Market",1991,"International Bank","Warehouse",2013,2013,3000000,"421-555-0192",80,300000,"975 Princess Street","Kingston","CA","Canada","7L","Ontario","ON",1000,"Touring","Q",6,"Canada","North America","Canada",372
"Sixth Bike Store",1989,"United Security","Specialty Bike Shop",2011,2012,1500000,"428-555-0176",42,150000,"Suite 25800 3401 - 10810th Avenue","Surrey","CA","Canada","V3T 4W3","British Columbia","BC",600,"Mountain","A",5,"Canada","North America","Canada",389
"Custom Accessories Company",2002,"Guardian Bank","Warehouse",2012,2013,3000000,"817-555-0114",98,300000,"251 Indell Lane","Brampton","CA","Canada","L6W 2T7","Ontario","ON",600,"Road","Q",5,"Canada","North America","Canada",426
"Finer Cycle Shop",1988,"Primary International","Specialty Bike Shop",2012,2013,800000,"396-555-0187",16,80000,"2500-622 5th Ave Sw","Calgary","CA","Canada","T2P 2G8","Alberta","AB",600,"Mountain","A",5,"Canada","North America","Canada",444
"Price-Cutter Discount Bikes",1983,"Primary Bank & Reserve","Warehouse",2011,2013,3000000,"753-555-0179",61,300000,"6700 Boul Taschereau","Brossard","CA","Canada","J4Z 1C5","Quebec","QC",1000,"Road","Q",6,"Canada","North America","Canada",460
"Retail Mall",1981,"Primary International","Warehouse",2010,2013,3000000,"726-555-0155",91,300000,"254480 River Rd","Richmond","CA","Canada","V6B 3P7","British Columbia","BC",600,"Road","Q",4,"Canada","North America","Canada",514
"Rural Bicycle Supply",1974,"United Security","Value Added Reseller",,,300000,"833-555-0167",6,30000,"Suite #9902","North York","CA","Canada","M4C 4K6","Ontario","ON",200,"Mountain","S",,"Canada","North America","Canada",515
"Finer Sales and Service",1984,"International Bank","Warehouse",,,3000000,"605-555-0111",95,300000,"#500-75 O'Connor Street","Ottawa","CA","Canada","K4B 1S2","Ontario","ON",1000,"Road","Q",,"Canada","North America","Canada",526
"The Showroom",1996,"Reserve Security","Warehouse",2011,2013,3000000,"898-555-0137",97,300000,"4400 March Road","Kanata","CA","Canada","K2L 1H5","Ontario","ON",600,"Road","Q",5,"Canada","North America","Canada",532
"Designated Distributors",1983,"International Security","Warehouse",2011,2011,3000000,"699-555-0155",61,300000,"254 Colonnade Road","Nepean","CA","Canada","K2J 2W5","Ontario","ON",600,"Road","Q",5,"Canada","North America","Canada",569
"Family's Favorite Bike Shop",2001,"Primary International","Value Added Reseller",2012,2013,800000,"968-555-0153",18,80000,"25981 College Street","Montreal","CA","Canada","H1Y 2H5","Quebec","QC",200,"Mountain","S",5,"Canada","North America","Canada",570
"Our Sporting Goods Store",1999,"Guardian Bank","Warehouse",2012,2013,3000000,"920-555-0191",79,300000,"6030 Conroy Road","Ottawa","CA","Canada","K4B 1S3","Ontario","ON",600,"Road","Q",6,"Canada","North America","Canada",587
"Famous Bike Shop",1986,"United Security","Specialty Bike Shop",2012,2013,1500000,"226-555-0110",40,150000,"999 West Georgia St.","Vancouver","CA","Canada","V5T 1Y9","Ontario","ON",600,"Mountain","A",6,"Canada","North America","Canada",613
"Tandem Sales and Service",1976,"International Bank","Specialty Bike Shop",2011,2012,1500000,"631-555-0155",34,150000,"63 Free St.","Toronto","CA","Canada","M4B 1V4","Ontario","ON",600,"Road","A",12,"Canada","North America","Canada",631
"Mercantile Outlet",1983,"International Security","Warehouse",2012,2012,3000000,"680-555-0160",66,300000,"2520 Flanders Road","Toronto","CA","Canada","M4B 1V4","Ontario","ON",600,"Mountain","Q",5,"Canada","North America","Canada",653
"Superb Sales and Repair",2001,"Reserve Security","Value Added Reseller",2010,2013,800000,"393-555-0167",18,80000,"990th Floor 700 De La GauchetiSre Ou","Montreal","CA","Canada","H1Y 2H3","Quebec","QC",600,"Road","S",4,"Canada","North America","Canada",679
"Future Bikes",1996,"Guardian Bank","Warehouse",2012,2013,3000000,"674-555-0188",81,300000,"67255 - 8th Street N.E., Suite 350","Calgary","CA","Canada","T2P 2G8","Alberta","AB",600,"Road","Q",6,"Canada","North America","Canada",701
"Rural Cycle Emporium",1992,"Primary International","Value Added Reseller",2012,2013,800000,"150-555-0127",11,80000,"6388 Lake City Way","Burnaby","CA","Canada","V5A 3A6","British Columbia","BC",,"Mountain","S",6,"Canada","North America","Canada",10
"Sharp Bikes",1994,"United Security","Specialty Bike Shop",2011,2011,800000,"926-555-0159",19,80000,"52560 Free Street","Toronto","CA","Canada","M4B 1V7","Ontario","ON",,"Mountain","A",5,"Canada","North America","Canada",11
"Bikes and Motorbikes",1996,"Primary Bank & Reserve","Warehouse",2012,2013,1500000,"112-555-0191",49,150000,"22580 Free Street","Toronto","CA","Canada","M4B 1V7","Ontario","ON",,"Road","Q",5,"Canada","North America","Canada",12
"Commuter Bicycle Store",1991,"Reserve Security","Value Added Reseller",2013,2013,800000,"972-555-0163",17,80000,"2575 Bloor Street East","Toronto","CA","Canada","M4B 1V6","Ontario","ON",,"Touring","S",5,"Canada","North America","Canada",28
"Cross-Country Riding Supplies",1999,"International Bank","Specialty Bike Shop",2011,2011,1500000,"344-555-0144",37,150000,"Station E","Chalk Riber","CA","Canada","K0J 1J0","Ontario","ON",,"Mountain","A",5,"Canada","North America","Canada",29
"Gear-Shift Bikes Limited",1997,"United Security","Value Added Reseller",2012,2012,800000,"653-555-0159",11,80000,"2512-4th Ave Sw","Calgary","CA","Canada","T2P 2G8","Alberta","AB",,"Road","S",12,"Canada","North America","Canada",46
"Greater Bike Store",1990,"Primary Bank & Reserve","Specialty Bike Shop",2011,2013,1500000,"141-555-0172",47,150000,"55 Lakeshore Blvd East","Toronto","CA","Canada","M4B 1V6","Ontario","ON",,"Mountain","A",6,"Canada","North America","Canada",47
"Metro Manufacturing",1981,"International Security","Specialty Bike Shop",2012,2013,1500000,"737-555-0163",41,150000,"2550 Signet Drive","Weston","CA","Canada","M9V 4W3","Ontario","ON",,"Mountain","A",5,"Canada","North America","Canada",65
"Neighborhood Store",1987,"Primary International","Warehouse",2012,2012,3000000,"394-555-0176",87,300000,"6777 Kingsway","Burnaby","CA","Canada","V5H 3Z7","British Columbia","BC",,"Road","Q",5,"Canada","North America","Canada",66
"Refined Department Stores",1979,"Primary Bank & Reserve","Value Added Reseller",,,300000,"814-555-0130",8,30000,"5250-505 Burning St","Vancouver","CA","Canada","V7L 4J4","British Columbia","BC",,"Road","S",,"Canada","North America","Canada",82
"Requisite Part Supply",1992,"Guardian Bank","Specialty Bike Shop",2010,2011,1500000,"644-555-0114",35,150000,"600 Slater Street","Ottawa","CA","Canada","K4B 1S2","Ontario","ON",,"Road","A",4,"Canada","North America","Canada",83
"Rewarding Activities Company",1978,"Reserve Security","Warehouse",2011,2013,3000000,"752-555-0185",93,300000,"25575 The Queensway","Etobicoke","CA","Canada","M9W 3P3","Ontario","ON",,"Road","Q",5,"Canada","North America","Canada",84
"Up-To-Date Sports",2004,"International Security","Value Added Reseller",2013,2013,1000000,"979-555-0163",20,100000,"2521 McPherson Street","Markham","CA","Canada","L3S 3K2","Ontario","ON",,"Mountain","S",5,"Canada","North America","Canada",100
"Urban Sports Emporium",2005,"Primary International","Specialty Bike Shop",2012,2013,1000000,"383-555-0111",29,100000,"2560 Bay Street","Toronto","CA","Canada","M4B 1V7","Ontario","ON",,"Road","A",5,"Canada","North America","Canada",101
"National Manufacturing",2003,"United Security","Warehouse",2011,2012,3000000,"493-555-0134",99,300000,"630 University Avenue","Toronto","CA","Canada","M4B 1V7","Ontario","ON",,"Road","Q",5,"Canada","North America","Canada",102
"Machines & Cycles Store",1994,"International Bank","Specialty Bike Shop",2012,2013,800000,"292-555-0128",19,80000,"25245 Rue Sherbrooke Ouest","Montreal","CA","Canada","H1Y 2H5","Quebec","QC",,"Touring","A",4,"Canada","North America","Canada",120
"Transportation Options",1991,"United Security","Value Added Reseller",2011,2012,800000,"257-555-0119",17,80000,"25900-700-9th Ave S.W.","Calgary","CA","Canada","T2P 2G8","Alberta","AB",,"Mountain","S",2,"Canada","North America","Canada",137
"South Bike Company",1999,"Primary Bank & Reserve","Specialty Bike Shop",2013,2013,1500000,"206-555-0195",37,150000,"Po Box 83270","Vancouver","CA","Canada","V7L 4J4","British Columbia","BC",,"Touring","A",5,"Canada","North America","Canada",138
"Camping and Sports Store",1991,"Reserve Security","Warehouse",2013,2013,3000000,"193-555-0116",80,300000,"400-25155 West Pender St","Vancouver","CA","Canada","V7L 4J4","British Columbia","BC",,"Touring","Q",6,"Canada","North America","Canada",154
"Corner Bicycle Supply",1997,"International Bank","Value Added Reseller",2011,2013,800000,"180-555-0114",11,80000,"2511 Baker Road","Toronto","CA","Canada","M4B 1V7","Ontario","ON",,"Road","S",6,"Canada","North America","Canada",155
"Metal Processing Company",1990,"International Security","Specialty Bike Shop",2011,2013,1500000,"844-555-0112",47,150000,"770 Notre Datme Quest Bureau 800","Montreal","CA","Canada","H1Y 2H7","Quebec","QC",,"Road","A",6,"Canada","North America","Canada",156
"Certified Sports Supply",1982,"United Security","Warehouse",2011,2013,3000000,"835-555-0116",86,300000,"250551 Shellbridge Way","Richmond","CA","Canada","V6B 3P7","British Columbia","BC",,"Mountain","Q",6,"Canada","North America","Canada",172
"Racing Partners",1991,"International Bank","Warehouse",2013,2013,3000000,"371-555-0112",92,300000,"2512-410th Avenue S.W.","Calgary","CA","Canada","T2P 2G8","Alberta","AB",,"Mountain","Q",6,"Canada","North America","Canada",190
"Nuts and Bolts Mfg.",1992,"Primary International","Specialty Bike Shop",,,1500000,"117-555-0173",35,150000,"6th Floor Ferguson Block","Toronto","CA","Canada","M4B 1V7","Ontario","ON",,"Mountain","A",,"Canada","North America","Canada",192
"Professional Cyclists",2002,"Primary Bank & Reserve","Warehouse",2011,2012,3000000,"154-555-0115",98,300000,"2545 King Street West","Toronto","CA","Canada","M4B 1V7","Ontario","ON",,"Road","Q",5,"Canada","North America","Canada",208
"Purple Bicycle Company",2004,"Guardian Bank","Value Added Reseller",,,1000000,"595-555-0131",20,100000,"2550 Middlefield Road","Scarborough","CA","Canada","M1V 4M2","Ontario","ON",,"Road","S",,"Canada","North America","Canada",209
"Gasless Cycle Shop",2005,"Reserve Security","Specialty Bike Shop",2011,2013,1000000,"584-555-0192",29,100000,"25 First Canadian Place","Toronto","CA","Canada","M4B 1V5","Ontario","ON",,"Road","A",5,"Canada","North America","Canada",210
"Leisure Activities",1988,"International Security","Specialty Bike Shop",2012,2012,800000,"103-555-0151",16,80000,"65 Gamelin Street","Hull","CA","Canada","8Y","Quebec","QC",,"Mountain","A",5,"Canada","North America","Canada",226
"Health Spa, Limited",1990,"Primary International","Warehouse",2010,2013,1500000,"431-555-0153",46,150000,"2500 University Avenue","Toronto","CA","Canada","M4B 1V5","Ontario","ON",,"Road","Q",4,"Canada","North America","Canada",227
"Retail Discount Store",1987,"Guardian Bank","Specialty Bike Shop",2013,2013,1500000,"697-555-0131",34,150000,"2510 Crew Court","Montreal","CA","Canada","H1Y 2H8","Quebec","QC",,"Road","A",6,"Canada","North America","Canada",244
"Leather Seat Factory",2000,"Reserve Security","Warehouse",2011,2013,3000000,"191-555-0151",64,300000,"9900-6400 Boul, Taschereau","Brossard","CA","Canada","J4Z 1R4","Quebec","QC",,"Mountain","Q",4,"Canada","North America","Canada",245
"Farthest Bike Store",1991,"United Security","Warehouse",2013,2013,3000000,"251-555-0172",80,300000,"45259 Canada Way","Burnaby","CA","Canada","V5G 4S4","British Columbia","BC",,"Touring","Q",5,"Canada","North America","Canada",263
"Fasteners & Bolts Outlet",1997,"Primary Bank & Reserve","Value Added Reseller",2013,2013,800000,"277-555-0182",11,80000,"9960 King Street E.","Toronto","CA","Canada","M4B 1V5","Ontario","ON",,"Touring","S",5,"Canada","North America","Canada",264
"Standard Bikes",1989,"Reserve Security","Specialty Bike Shop",2012,2013,1500000,"692-555-0136",42,150000,"9979 Bayview Drive","Barrie","CA","Canada","L4N","Ontario","ON",,"Mountain","A",5,"Canada","North America","Canada",280
"Petroleum Products Distributors",1982,"International Bank","Warehouse",2013,2013,3000000,"990-555-0141",86,300000,"20225 Lansing Ave","Montreal","CA","Canada","H1Y 2H7","Quebec","QC",,"Touring","Q",6,"Canada","North America","Canada",281
"Quick Parts and Service",1988,"International Security","Value Added Reseller",2013,2013,300000,"882-555-0115",5,30000,"99954 Boul. Laurier, Local 060, Place","Sainte-Foy","CA","Canada","G1W","Quebec","QC",,"Touring","S",6,"Canada","North America","Canada",282
"City Cycling",1980,"United Security","Specialty Bike Shop",,,1500000,"239-555-0198",36,150000,"6th Floor 5250 Main Street","Winnipeg","CA","Canada","R3","Manitoba","MB",,"Road","A",,"Canada","North America","Canada",298
"Citywide Service and Repair",1991,"Primary Bank & Reserve","Warehouse",2011,2013,3000000,"680-555-0192",92,300000,"Box 99354 300 Union Street","Saint John","CA","Canada","E2P 1E3","Brunswick","NB",,"Road","Q",4,"Canada","North America","Canada",299
"Nice Bikes",1979,"Guardian Bank","Value Added Reseller",2012,2012,300000,"221-555-0167",8,30000,"Suite 800 2530 Slater Street","Ottawa","CA","Canada","K4B 1T7","Ontario","ON",,"Road","S",6,"Canada","North America","Canada",300
"First-Rate Outlet",2004,"Primary International","Value Added Reseller",2011,2011,1000000,"277-555-0169",20,100000,"25537 Hillside Avenue","Victoria","CA","Canada","V8V","British Columbia","BC",,"Road","S",5,"Canada","North America","Canada",318
"Scratch-Resistant Finishes Company",1988,"Guardian Bank","Specialty Bike Shop",2011,2013,800000,"156-555-0111",16,80000,"5700 Explorer Drive","Mississauga","CA","Canada","L4W 5J3","Ontario","ON",,"Mountain","A",8,"Canada","North America","Canada",335
"Primary Bike Distributors",1990,"Reserve Security","Warehouse",2011,2013,1500000,"495-555-0161",46,150000,"965 De La Gauchetiere West","Montreal","CA","Canada","H1Y 2H8","Quebec","QC",,"Road","Q",5,"Canada","North America","Canada",336
"Twelfth Bike Store",2001,"International Security","Value Added Reseller",2012,2013,800000,"155-555-0149",18,80000,"No. 25400 10665 Jasper Avenue","Edmonton","CA","Canada","T5","Alberta","AB",,"Mountain","S",5,"Canada","North America","Canada",352
"Two-Wheeled Transit Company",1987,"Primary International","Specialty Bike Shop",2011,2013,1500000,"700-555-0155",34,150000,"P.O. Box 44000","Winnipeg","CA","Canada","R3","Manitoba","MB",,"Mountain","A",5,"Canada","North America","Canada",353
"Serious Cycles",2000,"United Security","Warehouse",2011,2013,3000000,"614-555-0134",64,300000,"Suite 99320 255 - 510th Avenue S.W.","Calgary","CA","Canada","T2P 2G8","Alberta","AB",,"Mountain","Q",11,"Canada","North America","Canada",354
"Acceptable Sales & Service",1992,"Guardian Bank","Value Added Reseller",2011,2011,800000,"656-555-0173",12,80000,"6400, 888 - 3rd Avenue","Calgary","CA","Canada","T2P 2G8","Alberta","AB",,"Road","S",5,"Canada","North America","Canada",370
"Road Way Sales and Rental",1983,"Primary International","Value Added Reseller",2012,2012,300000,"112-555-0195",6,30000,"2900 - 25055 Dunning Street","Vancouver","CA","Canada","V7L 4J4","British Columbia","BC",,"Mountain","S",6,"Canada","North America","Canada",388
"Plastic Parts Company",1982,"Primary Bank & Reserve","Warehouse",2011,2013,3000000,"204-555-0189",86,300000,"750 Philip Street","Waterloo","CA","Canada","N2V","Ontario","ON",,"Mountain","Q",5,"Canada","North America","Canada",390
"The Commissary",1974,"Reserve Security","Value Added Reseller",2012,2012,300000,"570-555-0199",6,30000,"Bureau 9900 825, Avenue Querbes","Outremont","CA","Canada","H1Y 2G5","Quebec","QC",,"Road","S",3,"Canada","North America","Canada",406
"Workout Emporium",1980,"International Bank","Specialty Bike Shop",2013,2013,1500000,"665-555-0198",36,150000,"700 Bureau Road","Montreal","CA","Canada","H1Y 2H7","Quebec","QC",,"Touring","A",6,"Canada","North America","Canada",407
"Odometers and Accessories Company",1991,"International Security","Warehouse",2013,2013,3000000,"519-555-0151",92,300000,"253711 Mayfield Place, Unit 150","Richmond","CA","Canada","V6B 3P7","British Columbia","BC",,"Touring","Q",6,"Canada","North America","Canada",408
"Bikes for Two",1998,"United Security","Value Added Reseller",2012,2013,800000,"371-555-0143",18,80000,"63 West Beaver Creek","Richmond Hill","CA","Canada","L4E 3M5","Ontario","ON",,"Mountain","S",6,"Canada","North America","Canada",424
"Bikes for Kids and Adults",2000,"Primary Bank & Reserve","Specialty Bike Shop",2011,2013,1500000,"910-555-0116",30,150000,"9900 Ronson Drive","Etobicoke","CA","Canada","M9W 3P3","Ontario","ON",,"Mountain","A",4,"Canada","North America","Canada",425
"Original Bicycle Supply Company",1984,"International Bank","Warehouse",2010,2013,1500000,"185-555-0190",43,150000,"2573 Dufferin Street","Toronto","CA","Canada","M4B 1V5","Ontario","ON",,"Mountain","Q",4,"Canada","North America","Canada",442
"Courteous Bicycle Specialists",1986,"International Security","Value Added Reseller",2013,2013,300000,"476-555-0184",8,30000,"995 Crescent","Richmond Hill","CA","Canada","L4E 3M5","Ontario","ON",,"Touring","S",6,"Canada","North America","Canada",443
"Active Life Toys",2001,"Guardian Bank","Value Added Reseller",2012,2012,800000,"907-555-0170",18,80000,"55 Standish Court","Mississauga","CA","Canada","L5B 3V4","Ontario","ON",,"Road","S",6,"Canada","North America","Canada",461
"General Riding Supplies",1987,"Reserve Security","Specialty Bike Shop",2012,2013,1500000,"962-555-0175",34,150000,"43251 Viking Way, Unit 130","Richmond","CA","Canada","V6B 3P7","British Columbia","BC",,"Mountain","A",5,"Canada","North America","Canada",462
"Major Cycling",1999,"International Security","Warehouse",2011,2013,3000000,"512-555-0122",79,300000,"46990 Viking Way","Richmond","CA","Canada","V6B 3P7","British Columbia","BC",,"Road","Q",2,"Canada","North America","Canada",478
"General Supplies",1992,"Primary International","Value Added Reseller",2012,2013,800000,"765-555-0141",12,80000,"9693 Louis H Lafontaine","Ville De'anjou","CA","Canada","J1G 2R3","Quebec","QC",,"Road","S",5,"Canada","North America","Canada",479
"General Bike Corporation",1998,"United Security","Specialty Bike Shop",2010,2013,1500000,"994-555-0194",48,150000,"69251 Creditview Road","Mississauga","CA","Canada","L5B 3V4","Ontario","ON",,"Road","A",4,"Canada","North America","Canada",480
"Top Sports Supply",1990,"Guardian Bank","Warehouse",2011,2013,3000000,"613-555-0116",85,300000,"251420a 170th Street","Edmonton","CA","Canada","T5","Alberta","AB",,"Mountain","Q",4,"Canada","North America","Canada",496
"Valley Toy Store",1983,"Reserve Security","Value Added Reseller",2012,2013,300000,"727-555-0115",6,30000,"252851 Rowan Place","Richmond","CA","Canada","V6B 3P7","British Columbia","BC",,"Mountain","S",6,"Canada","North America","Canada",497
"Quick Delivery Service",1989,"International Bank","Specialty Bike Shop",2011,2011,1500000,"272-555-0123",42,150000,"5990 Avebury Road","Mississauga","CA","Canada","L5B 3V4","Ontario","ON",,"Mountain","A",6,"Canada","North America","Canada",498
"Seats and Saddles Company",1980,"Primary Bank & Reserve","Specialty Bike Shop",2012,2012,1500000,"162-555-0174",36,150000,"5th Floor, 79 Place D'armes","Kingston","CA","Canada","7L","Ontario","ON",,"Mountain","A",11,"Canada","North America","Canada",516
"Tenth Bike Store",1998,"International Bank","Value Added Reseller",2011,2012,800000,"744-555-0123",18,80000,"Depot 80","Sillery","CA","Canada","G1T","Quebec","QC",,"Road","S",5,"Canada","North America","Canada",533
"Recommended Bicycles",2000,"International Security","Specialty Bike Shop",2011,2011,1500000,"399-555-0114",30,150000,"250 Kingsbridge Garden Circle","Mississauga","CA","Canada","L5B 3V4","Ontario","ON",,"Road","A",5,"Canada","North America","Canada",534
"Remote Bicycle Specialists",1982,"United Security","Specialty Bike Shop",2012,2013,800000,"723-555-0124",13,80000,"No. 2000-25080 Beaver Hall Hill","Quebec","CA","Canada","G1R","Quebec","QC",,"Road","A",6,"Canada","North America","Canada",550
"Vinyl and Plastic Goods Corporation",1984,"Primary Bank & Reserve","Warehouse",2011,2013,1500000,"554-555-0110",43,150000,"No. 25800-130 King Street West","Toronto","CA","Canada","M4B 1V5","Ontario","ON",,"Mountain","Q",6,"Canada","North America","Canada",551
"Consolidated Messenger",1986,"Guardian Bank","Value Added Reseller",2013,2013,300000,"244-555-0115",8,30000,"25 Danger Street West Floor 7","Toronto","CA","Canada","M4B 1V5","Ontario","ON",,"Road","S",5,"Canada","North America","Canada",552
"Economy Center",2002,"International Bank","Specialty Bike Shop",2011,2012,1500000,"555-555-0162",31,150000,"6th Floor, 25st Canadian Place","Toronto","CA","Canada","M4B 1V5","Ontario","ON",,"Mountain","A",2,"Canada","North America","Canada",568
"One Bike Company",1993,"Primary Bank & Reserve","Specialty Bike Shop",2012,2013,1500000,"797-555-0118",49,150000,"5 place Ville-Marie","Montreal","CA","Canada","H1Y 2H7","Quebec","QC",,"Mountain","A",6,"Canada","North America","Canada",586
"General Cycle Storehouse",1992,"Reserve Security","Value Added Reseller",2011,2012,800000,"127-555-0124",12,80000,"30025 Wayburne Drive, Suite 275","Burnaby","CA","Canada","V5G 4W1","British Columbia","BC",,"Mountain","S",6,"Canada","North America","Canada",588
"Efficient Cycling",1978,"Guardian Bank","Warehouse",2013,2013,3000000,"809-555-0152",93,300000,"250333 Southport Road, S.W.","Calgary","CA","Canada","T2P 2G8","Alberta","AB",,"Touring","Q",5,"Canada","North America","Canada",629
"Eastside Parts Shop",1974,"Reserve Security","Value Added Reseller",2013,2013,800000,"194-555-0149",10,80000,"7000 Victoria Park Avenue","Toronto","CA","Canada","M4B 1V4","Ontario","ON",,"Touring","S",6,"Canada","North America","Canada",630
"Reliable Retail Center",1988,"Reserve Security","Specialty Bike Shop",2012,2013,1500000,"666-555-0143",32,150000,"609 Evans Avenue","Toronto","CA","Canada","M4B 1V4","Ontario","ON",,"Road","A",6,"Canada","North America","Canada",637
"Online Bike Warehouse",2001,"Primary International","Value Added Reseller",2012,2012,800000,"214-555-0145",17,80000,"32605 West 252 Mile Road, Suite 250","Aurora","CA","Canada","L4G 7N6","Ontario","ON",,"Road","S",12,"Canada","North America","Canada",654
"Operational Manufacturing",1974,"United Security","Value Added Reseller",2013,2013,300000,"790-555-0197",2,30000,"25730, boul. St-R‚gis","Dorval","CA","Canada","H9P 1H1","Quebec","QC",,"Mountain","S",6,"Canada","North America","Canada",655
"General Department Stores",1986,"Primary International","Value Added Reseller",2011,2013,300000,"143-555-0129",8,30000,"253131 Lake Frasier Drive, Office No. 2","Calgary","CA","Canada","T2P 2G8","Alberta","AB",,"Mountain","S",5,"Canada","North America","Canada",661
"Tire Exchange",2002,"Primary Bank & Reserve","Specialty Bike Shop",2012,2013,1500000,"394-555-0168",31,150000,"9984 Wellington Street","Ottawa","CA","Canada","K4B 1S2","Ontario","ON",,"Mountain","A",5,"Canada","North America","Canada",677
"Vigorous Exercise Company",1983,"Guardian Bank","Warehouse",2011,2013,3000000,"916-555-0137",61,300000,"9950 Ferrand Drive, 9th Floor","Toronto","CA","Canada","M4B 1V4","Ontario","ON",,"Mountain","Q",6,"Canada","North America","Canada",678
"Family Cycle Store",1998,"Guardian Bank","Value Added Reseller",2012,2013,800000,"763-555-0120",16,80000,"660 Saint-Jacques, Bureau 400","Montreal","CA","Canada","H1Y 2H8","Quebec","QC",,"Mountain","S",6,"Canada","North America","Canada",685
