storagearraydisk_pk,resource_fk,name,identifier,category,element_type,vendor_define_type,storagearray_fk,storagearray_name,storagearray_type,storagearray_identifier,storagearraypool_fk,storagearraypool_name,block_size,drive_index,dpe,encryption,failed,failed_reason,hot_spare,manufacturer,model,part_number,plex_name,raid_group_name,rpm,serial_number,slot,software_version,technology,vaulted,capacity,used_capacity,free_capacity,spare_capacity,publish_capacity,consumable_capacity,percent_free,percent_used,status,first_added,last_edited,last_changed
"2142","2142","SH2.BAY7","disk|SH2.BAY7|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.306,2021-11-11 15:54:12.723,2021-07-27 14:53:25.736
"2143","2143","SH2.BAY8","disk|SH2.BAY8|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.310,2021-11-11 15:54:12.730,2021-07-27 14:53:25.746
"2155","2155","SH2.BAY20","disk|SH2.BAY20|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.353,2021-11-11 15:54:12.826,2021-07-27 14:53:25.886
"2184","2184","SH4.BAY1","disk|SH4.BAY1|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.453,2021-11-11 15:54:13.063,2021-07-27 14:53:26.223
"2200","2200","SH4.BAY17","disk|SH4.BAY17|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.506,2021-11-11 15:54:13.193,2021-07-27 14:53:26.423
"2462","2462","3:22:0","disk|200000030BA49D9B-id-94|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb031600","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.910,2021-11-11 20:16:12.943,2021-07-27 15:01:26.130
"2462","2462","3:22:0","disk|200000030BA49D9B-id-94|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb031600","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.910,2021-11-11 20:16:12.943,2021-07-27 15:01:26.130
"2181","2181","SH3.BAY22","disk|SH3.BAY22|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.443,2021-11-11 15:54:13.036,2021-07-27 14:53:26.186
"2188","2188","SH4.BAY5","disk|SH4.BAY5|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.466,2021-11-11 15:54:13.093,2021-07-27 14:53:26.280
"2135","2135","SH2.BAY0","disk|SH2.BAY0|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.283,2021-11-11 15:54:12.666,2021-07-27 14:53:25.656
"2119","2119","SH1.BAY8","disk|SH1.BAY8|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.226,2021-11-11 15:54:12.536,2021-07-27 14:53:25.473
"2204","2204","SH4.BAY21","disk|SH4.BAY21|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.523,2021-11-11 15:54:13.223,2021-07-27 14:53:26.473
"2206","2206","SH4.BAY23","disk|SH4.BAY23|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.530,2021-11-11 15:54:13.240,2021-07-27 14:53:26.496
"2225","2225","SH5.BAY18","disk|SH5.BAY18|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.606,2021-11-11 15:54:13.393,2021-07-27 14:53:26.730
"2405","2405","1:13:0","disk|200000030BA2949B-id-37|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb010d00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.583,2021-11-11 20:16:12.436,2021-07-27 15:01:25.416
"2405","2405","1:13:0","disk|200000030BA2949B-id-37|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb010d00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.583,2021-11-11 20:16:12.436,2021-07-27 15:01:25.416
"2428","2428","2:12:0","disk|200000030BA1939B-id-60|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb000c00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.716,2021-11-11 20:16:12.640,2021-07-27 15:01:25.703
"2428","2428","2:12:0","disk|200000030BA1939B-id-60|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb000c00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.716,2021-11-11 20:16:12.640,2021-07-27 15:01:25.703
"2455","2455","3:15:0","disk|200000030BA4969B-id-87|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb030f00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.870,2021-11-11 20:16:12.880,2021-07-27 15:01:26.040
"2455","2455","3:15:0","disk|200000030BA4969B-id-87|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb030f00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.870,2021-11-11 20:16:12.880,2021-07-27 15:01:26.040
"2376","2376","0:16:0","disk|200000030BA3979B-id-16|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb021000","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.450,2021-11-11 20:16:12.250,2021-07-27 15:01:25.133
"2376","2376","0:16:0","disk|200000030BA3979B-id-16|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb021000","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.450,2021-11-11 20:16:12.250,2021-07-27 15:01:25.133
"2404","2404","1:12:0","disk|200000030BA2939B-id-36|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb010c00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.576,2021-11-11 20:16:12.426,2021-07-27 15:01:25.403
"2404","2404","1:12:0","disk|200000030BA2939B-id-36|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb010c00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.576,2021-11-11 20:16:12.426,2021-07-27 15:01:25.403
"2452","2452","3:12:0","disk|200000030BA4939B-id-84|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb030c00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.853,2021-11-11 20:16:12.853,2021-07-27 15:01:26.000
"2452","2452","3:12:0","disk|200000030BA4939B-id-84|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb030c00","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.853,2021-11-11 20:16:12.853,2021-07-27 15:01:26.000
"2438","2438","2:22:0","disk|200000030BA19D9B-id-70|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb001600","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.776,2021-11-11 20:16:12.730,2021-07-27 15:01:25.830
"2438","2438","2:22:0","disk|200000030BA19D9B-id-70|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2479","all-SSD",,,"","","","",False,"Hitachi","HRLP0400S5xnEMLC","","","","15000","bb001600","","","ssd",,371,371,0,"",400,,"","","ok",2021-02-11 21:04:05.776,2021-11-11 20:16:12.730,2021-07-27 15:01:25.830
"2178","2178","SH3.BAY19","disk|SH3.BAY19|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.433,2021-11-11 15:54:13.013,2021-07-27 14:53:26.156
"2203","2203","SH4.BAY20","disk|SH4.BAY20|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.516,2021-11-11 15:54:13.216,2021-07-27 14:53:26.463
"2223","2223","SH5.BAY16","disk|SH5.BAY16|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.600,2021-11-11 15:54:13.376,2021-07-27 14:53:26.706
"2220","2220","SH5.BAY13","disk|SH5.BAY13|array|def59bf5-854d-4d07-a456-adcceb18fceb","{disk}","disk","Disk","2080","wbd42pstgr1","Array (PURE)","array|def59bf5-854d-4d07-a456-adcceb18fceb","","",,,"","","","",,"","PURE-SSD-511587647488","","","","","","","","ssd",,476.453,,,"",512,,"","","ok",2021-01-26 20:11:55.586,2021-11-11 15:54:13.353,2021-07-27 14:53:26.670
"2339","2339","0:4:0","disk|200000030BA38B9B-id-4|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb020400","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.376,2021-11-11 20:16:12.143,2021-07-27 15:01:24.953
"2339","2339","0:4:0","disk|200000030BA38B9B-id-4|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb020400","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.376,2021-11-11 20:16:12.143,2021-07-27 15:01:24.953
"2342","2342","0:5:0","disk|200000030BA38C9B-id-5|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb020500","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.383,2021-11-11 20:16:12.153,2021-07-27 15:01:24.966
"2342","2342","0:5:0","disk|200000030BA38C9B-id-5|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb020500","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.383,2021-11-11 20:16:12.153,2021-07-27 15:01:24.966
"2393","2393","1:1:0","disk|200000030BA2889B-id-25|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb010100","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.506,2021-11-11 20:16:12.330,2021-07-27 15:01:25.250
"2393","2393","1:1:0","disk|200000030BA2889B-id-25|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb010100","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.506,2021-11-11 20:16:12.330,2021-07-27 15:01:25.250
"2394","2394","1:2:0","disk|200000030BA2899B-id-26|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb010200","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.513,2021-11-11 20:16:12.336,2021-07-27 15:01:25.266
"2394","2394","1:2:0","disk|200000030BA2899B-id-26|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb010200","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.513,2021-11-11 20:16:12.336,2021-07-27 15:01:25.266
"2403","2403","1:11:0","disk|200000030BA2929B-id-35|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb010b00","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.573,2021-11-11 20:16:12.416,2021-07-27 15:01:25.390
"2403","2403","1:11:0","disk|200000030BA2929B-id-35|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb010b00","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.573,2021-11-11 20:16:12.416,2021-07-27 15:01:25.390
"2333","2333","0:2:0","disk|200000030BA3899B-id-2|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb020200","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.366,2021-11-11 20:16:12.123,2021-07-27 15:01:24.926
"2333","2333","0:2:0","disk|200000030BA3899B-id-2|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb020200","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.366,2021-11-11 20:16:12.123,2021-07-27 15:01:24.926
"2420","2420","2:4:0","disk|200000030BA18B9B-id-52|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb000400","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.673,2021-11-11 20:16:12.570,2021-07-27 15:01:25.606
"2420","2420","2:4:0","disk|200000030BA18B9B-id-52|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb000400","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.673,2021-11-11 20:16:12.570,2021-07-27 15:01:25.606
"2422","2422","2:6:0","disk|200000030BA18D9B-id-54|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb000600","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.683,2021-11-11 20:16:12.586,2021-07-27 15:01:25.633
"2422","2422","2:6:0","disk|200000030BA18D9B-id-54|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb000600","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.683,2021-11-11 20:16:12.586,2021-07-27 15:01:25.633
"2397","2397","1:5:0","disk|200000030BA28C9B-id-29|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb010500","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.533,2021-11-11 20:16:12.363,2021-07-27 15:01:25.303
"2397","2397","1:5:0","disk|200000030BA28C9B-id-29|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb010500","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.533,2021-11-11 20:16:12.363,2021-07-27 15:01:25.303
"2395","2395","1:3:0","disk|200000030BA28A9B-id-27|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb010300","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.520,2021-11-11 20:16:12.346,2021-07-27 15:01:25.280
"2395","2395","1:3:0","disk|200000030BA28A9B-id-27|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb010300","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.520,2021-11-11 20:16:12.346,2021-07-27 15:01:25.280
"2345","2345","0:6:0","disk|200000030BA38D9B-id-6|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb020600","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.390,2021-11-11 20:16:12.160,2021-07-27 15:01:24.980
"2345","2345","0:6:0","disk|200000030BA38D9B-id-6|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb020600","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.390,2021-11-11 20:16:12.160,2021-07-27 15:01:24.980
"2399","2399","1:7:0","disk|200000030BA28E9B-id-31|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb010700","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.546,2021-11-11 20:16:12.383,2021-07-27 15:01:25.336
"2399","2399","1:7:0","disk|200000030BA28E9B-id-31|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb010700","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.546,2021-11-11 20:16:12.383,2021-07-27 15:01:25.336
"2326","2326","0:0:0","disk|200000030BA3879B-id-0|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb020000","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.343,2021-11-11 20:16:12.106,2021-07-27 15:01:24.886
"2326","2326","0:0:0","disk|200000030BA3879B-id-0|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2477","all-FC",,,"","","","",False,"SEAGATE","SLTN0900S5xnF010","","","","10000","bb020000","","","fc",,819,819,0,"",900,,"","","ok",2021-02-11 21:04:05.343,2021-11-11 20:16:12.106,2021-07-27 15:01:24.886
