Entitlement Agency ID,PIM Link,Project name,Project address,Status,Entered status date,Total project units,Market rate units,Affordable units,TBD units,Applicant,Entitlement agency,Supervisor district,Environmental review type,Under Entitlement Review Start Date,Under Entitlement Review End Date,Entitled Start Date,Entitled End Date,Filed for Permits Start Date,Filed For Permits End Date,Under Construction Start Date,Under Construction End Date,Completed Construction Start Date
2019-019788PRJ,https://sfplanninggis.org/pim?search=2019-019788PRJ,1436 12TH AVE,1436 12TH AVE 94122,Under entitlement review,2019-10-21 00:00:00,1,1,,0,LTD Architecture,Planning,7,,2019-10-21 00:00:00,,,,,,,,
2018-003440PRJ,https://sfplanninggis.org/pim?search=2018-003440PRJ,1438 PAGE ST,1438 PAGE ST 94117,Completed,2019-10-15 00:00:00,5,5,,0,", PAGE STREET APARTMENTS LLC",Planning,5,,,,,,2018-03-06 00:00:00,2019-02-05 00:00:00,2019-02-05 00:00:00,2019-10-15 00:00:00,2019-10-15 00:00:00
2016-013075PRJ,https://sfplanninggis.org/pim?search=2016-013075PRJ,1438 Page Street,1438 PAGE ST 94117,Completed,2019-10-15 00:00:00,1,1,,0,", CATRON LINDA",Planning,5,,,,,,2016-09-29 00:00:00,2018-01-16 00:00:00,2018-01-16 00:00:00,2019-10-15 00:00:00,2019-10-15 00:00:00
2020-001794PRJ,https://sfplanninggis.org/pim?search=2020-001794PRJ,1438 Van Dyke Avenue,1438 VAN DYKE AVE 94124,"Entitled, filed for permits",2019-12-16 00:00:00,1,1,,0,"Guan, Xie",Planning,10,,,,,,2019-12-16 00:00:00,,,,
2018-016385PRJ,https://sfplanninggis.org/pim?search=2018-016385PRJ,1439 SOUTH VAN NESS AVE,1439 SOUTH VAN NESS AVE 94110,Under entitlement review,2018-12-05 00:00:00,2,2,,0,"Chan, William",Planning,9,,2018-12-05 00:00:00,,,,,,,,
2002.0917,https://sfplanninggis.org/pim?search=2002.0917,144 WAYLAND ST,"144 - 0 WAYLAND ST, SAN FRANCISCO, CA 94134",Completed,2006-11-10 00:00:00,2,2,,0,Toyo Company,Planning,,,2002-08-22 00:00:00,2003-10-02 00:00:00,2003-10-02 00:00:00,2004-07-15 00:00:00,2004-07-15 00:00:00,2005-11-04 00:00:00,2005-11-04 00:00:00,2006-11-10 00:00:00,2006-11-10 00:00:00
2019-002916PRJ,https://sfplanninggis.org/pim?search=2019-002916PRJ,144 BONVIEW ST,144 BONVIEW ST 94110,Under entitlement review,2019-03-11 00:00:00,1,1,,0,"Pham, Hein",Planning,9,Categorical Exemption-Determination of Historic Resource,2019-03-11 00:00:00,,,,,,,,
2018-002983PRJ,https://sfplanninggis.org/pim?search=2018-002983PRJ,144 PARNASSUS AVE,144 PARNASSUS AVE 94117,"Entitled, filed for permits",2018-02-08 00:00:00,4,4,,0,", PEARL STREET VENTURES LLC",Planning,5,,,,,,2018-02-08 00:00:00,,,,
2001.0991,https://sfplanninggis.org/pim?search=2001.0991,1442 CHURCH ST,"1440 - 0 CHURCH ST, SAN FRANCISCO, CA 94114",Completed,2002-02-12 00:00:00,4,4,,0,Herzig & Berlese,Planning,,,,,,,2000-04-05 00:00:00,2001-01-18 00:00:00,2001-01-18 00:00:00,2002-02-12 00:00:00,2002-02-12 00:00:00
2004.0454,https://sfplanninggis.org/pim?search=2004.0454,1436 VALLEJO ST,"1440 - 0 VALLEJO ST, SAN FRANCISCO, CA 94109","Entitled, not yet filed for permits",2004-10-28 00:00:00,2,2,,0,"",Planning,,,2004-05-12 00:00:00,2004-10-28 00:00:00,2004-10-28 00:00:00,,,,,,
2016-016390PRJ,https://sfplanninggis.org/pim?search=2016-016390PRJ,1440 DE HARO ST,1440 DE HARO ST 94107,"Entitled, filed for permits",2016-12-15 00:00:00,2,2,,0,"LLC, 1440DEHARO LLC",Planning,10,,,,,,2016-12-15 00:00:00,,,,
2018-004005PRJ,https://sfplanninggis.org/pim?search=2018-004005PRJ,1440 Sutter Street - ADUs,1440 SUTTER ST 94109,"Entitled, filed for permits",2018-01-30 00:00:00,4,4,,0,"Lee, Wing",Planning,2,,,,,,2018-01-30 00:00:00,,,,
2016-002422PRJ,https://sfplanninggis.org/pim?search=2016-002422PRJ,1440 WASHINGTON ST,1440 WASHINGTON ST 94109,Under construction,2019-12-11 00:00:00,2,2,,0,Syncopated Architecture,Planning,3,Categorical Exemption-Stamp,2017-10-27 00:00:00,2018-06-14 00:00:00,2018-06-14 00:00:00,2018-06-14 00:00:00,2018-06-14 00:00:00,2019-12-11 00:00:00,2019-12-11 00:00:00,,
1994.007,https://sfplanninggis.org/pim?search=1994.007,1443 SHOTWELL ST,"1441 - 0 SHOTWELL ST, SAN FRANCISCO, CA 94110",Completed,1998-10-20 00:00:00,1,1,,0,Planning Department,Planning,,,,,,,1993-07-23 00:00:00,,,,1998-10-20 00:00:00
2018-009082PRJ,https://sfplanninggis.org/pim?search=2018-009082PRJ,1441 QUESADA AVE,1441 QUESADA AVE 94124,"Entitled, filed for permits",2018-06-26 00:00:00,1,1,,0,", ARGUETA SALVADOR",Planning,10,,,,,,2018-06-26 00:00:00,,,,
2001.0940,https://sfplanninggis.org/pim?search=2001.0940,1442 DOLORES ST,"1442 - 0 DOLORES ST, SAN FRANCISCO, CA 94110","Entitled, not yet filed for permits",2001-12-12 00:00:00,1,1,,0,Andy Rodgers Design Studio,Planning,,,2001-09-27 00:00:00,2001-12-12 00:00:00,2001-12-12 00:00:00,,,,,,
1995.651,https://sfplanninggis.org/pim?search=1995.651,1444 17TH AV,"1444 - 0 17TH AV 0101, SAN FRANCISCO, CA 94122",Completed,1996-08-23 00:00:00,2,2,,0,"",Planning,,,,,,,1995-04-14 00:00:00,1995-06-06 00:00:00,1995-06-06 00:00:00,1996-08-23 00:00:00,1996-08-23 00:00:00
2020-002423PRL,https://sfplanninggis.org/pim?search=2020-002423PRL,1444 WALLER ST,1444 WALLER ST 94117,"Entitled, filed for permits",2020-02-19 00:00:00,3,3,,0,", AIDA GRAYBEAL 2002 LVG TR",Planning,5,,,,,,2020-02-19 00:00:00,,,,
1988.606,https://sfplanninggis.org/pim?search=1988.606,1445 Green St,"1445 - 0 GREEN ST, SAN FRANCISCO, CA",Completed,1992-02-05 00:00:00,3,3,,0,"Heydar Ghiai and Sons, Inc.",Planning,,,1988-10-03 00:00:00,1989-04-24 00:00:00,1989-04-24 00:00:00,1989-04-24 00:00:00,1989-04-24 00:00:00,1990-01-11 00:00:00,1990-01-11 00:00:00,1992-02-05 00:00:00,1992-02-05 00:00:00
2008.0471,https://sfplanninggis.org/pim?search=2008.0471,1445 VALLEJO ST,"1445 - 0 VALLEJO ST, SAN FRANCISCO, CA 94109","Entitled, not yet filed for permits",2008-08-27 00:00:00,6,6,,0,B C A Design,Planning,,,2008-04-23 00:00:00,2008-08-27 00:00:00,2008-08-27 00:00:00,,,,,,
2016-013463PRJ,https://sfplanninggis.org/pim?search=2016-013463PRJ,1445 LEAVENWORTH ST,1445 LEAVENWORTH ST 94109,"Entitled, filed for permits",2016-08-26 00:00:00,1,1,,0,"Wimmer, Greg",Planning,3,,,,,,2016-08-26 00:00:00,,,,
2016-001746PRJ,https://sfplanninggis.org/pim?search=2016-001746PRJ,1445 MASON ST,1445 MASON ST 94133,Completed,2018-06-14 00:00:00,3,3,,0,"LLC, 1445 MASON LLC",Planning,3,,,,,,2016-02-03 00:00:00,2016-11-23 00:00:00,2016-11-23 00:00:00,2018-06-14 00:00:00,2018-06-14 00:00:00
2002.0356,https://sfplanninggis.org/pim?search=2002.0356,1446 11TH AV,"1446 - 0 11TH AV, SAN FRANCISCO, CA 94122",Completed,2002-02-07 00:00:00,2,2,,0,"",Planning,,,,,,,1997-02-21 00:00:00,2001-02-27 00:00:00,2001-02-27 00:00:00,2002-02-07 00:00:00,2002-02-07 00:00:00
1999.220,https://sfplanninggis.org/pim?search=1999.220,1448 19TH AV,"1446 - 1448 19TH AV, SAN FRANCISCO, CA",Completed,2001-04-04 00:00:00,4,4,,0,"Farrelly, William",Planning,,,,,,,2000-03-03 00:00:00,2000-03-31 00:00:00,2000-03-31 00:00:00,2001-04-04 00:00:00,2001-04-04 00:00:00
2017-009957PRJ,https://sfplanninggis.org/pim?search=2017-009957PRJ,1446-1448 18TH AVENUE,1446 18TH AVE 94122,"Entitled, filed for permits",2017-07-21 00:00:00,1,1,,0,Mercury Engineering,Planning,7,,,,,,2017-07-21 00:00:00,,,,
2018-013735PRJ,https://sfplanninggis.org/pim?search=2018-013735PRJ,1446 42ND AVE,1446 42ND AVE 94122,Under construction,2019-12-31 00:00:00,2,2,,0,Design + Build,Planning,4,,,,,,2018-10-10 00:00:00,2019-12-31 00:00:00,2019-12-31 00:00:00,,
2017-010262PRJ,https://sfplanninggis.org/pim?search=2017-010262PRJ,1446 WALLER ST,1446 WALLER ST 94117,Under construction,2019-04-05 00:00:00,2,2,,0,", AIDA GRAYBEAL 2002 LVG TR",Planning,5,,,,,,2017-07-17 00:00:00,2019-04-05 00:00:00,2019-04-05 00:00:00,,
2003.1241,https://sfplanninggis.org/pim?search=2003.1241,1447 LOMBARD ST,"1447 - 0 LOMBARD ST, SAN FRANCISCO, CA 94123",Completed,2005-06-03 00:00:00,2,2,,0,Patrick Buscovich & Associates,Planning,,,2003-11-24 00:00:00,2004-06-10 00:00:00,2004-06-10 00:00:00,2004-06-10 00:00:00,2004-06-10 00:00:00,2005-03-10 00:00:00,2005-03-10 00:00:00,2005-06-03 00:00:00,2005-06-03 00:00:00
2003.0434,https://sfplanninggis.org/pim?search=2003.0434,1447 VALENCIA ST,"1447 - 1449 VALENCIA ST, SAN FRANCISCO, CA 94110","Entitled, not yet filed for permits",2003-07-23 00:00:00,1,1,,0,"Gibbons, Gerard",Planning,,,2003-04-17 00:00:00,2003-07-23 00:00:00,2003-07-23 00:00:00,,,,,,
2016-006273PRJ,https://sfplanninggis.org/pim?search=2016-006273PRJ,1447 Oakdale Ave - Unit Legalization,1447 OAKDALE AVE 94124,Completed,2017-05-11 00:00:00,1,1,,0,"HALL, HALL CARL T & KRUIDERING MARIEKE",Planning,10,,,,,,2016-03-23 00:00:00,2016-10-25 00:00:00,2016-10-25 00:00:00,2017-05-11 00:00:00,2017-05-11 00:00:00
2017-004622PRJ,https://sfplanninggis.org/pim?search=2017-004622PRJ,1447 WASHINGTON ST,1447 WASHINGTON ST 94109,Under construction,2019-08-22 00:00:00,1,1,,0,"Lofrano, Terryl",Planning,3,,,,,,2017-03-29 00:00:00,2019-08-22 00:00:00,2019-08-22 00:00:00,,
1989.588,https://sfplanninggis.org/pim?search=1989.588,1444 La Playa,"1448 - 0 LA PLAYA 0001, SAN FRANCISCO, CA 94122","Entitled, not yet filed for permits",1990-06-21 00:00:00,6,6,,0,"",Planning,,,1989-10-27 00:00:00,1990-06-21 00:00:00,1990-06-21 00:00:00,,,,,,
1986.702,https://sfplanninggis.org/pim?search=1986.702,1432-48 Pine St,"1448 - 0 PINE ST 0102, SAN FRANCISCO, CA 94109","Entitled, not yet filed for permits",2003-04-24 00:00:00,4,4,,0,"",Planning,,,1986-12-16 00:00:00,2003-04-24 00:00:00,2003-04-24 00:00:00,,,,,,
2004.1046,https://sfplanninggis.org/pim?search=2004.1046,1448 PINE ST,"1448 - 0 PINE ST 0205, SAN FRANCISCO, CA 94109","Entitled, not yet filed for permits",2005-05-12 00:00:00,2,2,,0,Van T. Ly and Associates,Planning,,,2004-10-06 00:00:00,2005-05-12 00:00:00,2005-05-12 00:00:00,,,,,,
2004.0542,https://sfplanninggis.org/pim?search=2004.0542,1448-1450 COLE STRET,"1448 - 1450 COLE ST, SAN FRANCISCO, CA 94114","Entitled, not yet filed for permits",2005-01-28 00:00:00,4,4,,0,"Askenasy, Kepa",Planning,,,2004-06-08 00:00:00,2005-01-28 00:00:00,2005-01-28 00:00:00,,,,,,
1993.604,https://sfplanninggis.org/pim?search=1993.604,145 BRODERICK ST,"145 - 0 BRODERICK ST 0101, SAN FRANCISCO, CA 94117",Completed,1995-08-21 00:00:00,5,5,,0,"",Planning,,,,,,,1990-08-27 00:00:00,,,,1995-08-21 00:00:00
2006.1065,https://sfplanninggis.org/pim?search=2006.1065,52 ALPINE TER/145 BUENA VISTA EAST,"145 - 0 BUENA VISTA EAST AV, SAN FRANCISCO, CA 94117","Entitled, not yet filed for permits",2009-05-27 00:00:00,3,3,,0,Campbell & Associates,Planning,,Categorical Exemption-Certificate,2006-08-31 00:00:00,2009-05-27 00:00:00,2009-05-27 00:00:00,,,,,,
2006.0214,https://sfplanninggis.org/pim?search=2006.0214,145 EDINBURGH ST,"145 - 0 EDINBURG ST, SAN FRANCISCO, CA 94112",Completed,2007-09-14 00:00:00,1,1,,0,BANA Plan Expediting,Planning,,,,,,,2005-05-20 00:00:00,,,,2007-09-14 00:00:00
2001.0183,https://sfplanninggis.org/pim?search=2001.0183,145 HAMPSHIRE ST,"145 - 0 HAMPSHIRE ST NITA, SAN FRANCISCO, CA 94103",Completed,2001-06-26 00:00:00,2,2,,0,G.L. & A. Civil Engineers,Planning,,,,,,,1999-06-30 00:00:00,2000-09-12 00:00:00,2000-09-12 00:00:00,2001-06-26 00:00:00,2001-06-26 00:00:00
2018-001946PRJ,https://sfplanninggis.org/pim?search=2018-001946PRJ,145 BRONTE ST,145 BRONTE ST 94110,"Entitled, filed for permits",2018-02-02 00:00:00,1,1,,0,", YIP MICHELLE & SUEN PETER",Planning,9,,,,,,2018-02-02 00:00:00,,,,
2019-006266PRJ,https://sfplanninggis.org/pim?search=2019-006266PRJ,145 SHIELDS ST,145 SHIELDS ST 94132,"Entitled, filed for permits",2019-10-07 00:00:00,1,1,,0,"Aoanan, Ramon",Planning,11,,,,,,2019-10-07 00:00:00,,,,
2011.0939,https://sfplanninggis.org/pim?search=2011.0939,1450 POST ST,"1450 - 0 POST ST 0212, SAN FRANCISCO, CA 94109",Under construction,2012-10-09 00:00:00,-2,-2,,0,Architectural Studio,Planning,,,,,,,2011-08-10 00:00:00,2012-10-09 00:00:00,2012-10-09 00:00:00,,
2014.1226,https://sfplanninggis.org/pim?search=2014.1226,1450 POST ST,"1450 - 0 POST ST 0402, SAN FRANCISCO, CA 94109",Under construction,2016-03-07 00:00:00,-2,-2,,0,Architectural Studio,Planning,,,,,,,2014-07-31 00:00:00,2016-03-07 00:00:00,2016-03-07 00:00:00,,
2011.0416,https://sfplanninggis.org/pim?search=2011.0416,1450 SANCHEZ STREET,"1450 - 0 SANCHEZ ST, SAN FRANCISCO, CA 94131",Completed,2011-10-24 00:00:00,1,1,,0,Jerry Brown Designs,Planning,,,,,,,2011-01-27 00:00:00,2011-10-07 00:00:00,2011-10-07 00:00:00,2011-10-24 00:00:00,2011-10-24 00:00:00
2018-011993PRJ,https://sfplanninggis.org/pim?search=2018-011993PRJ,1450 Clay Street,1450 CLAY ST 94109,"Entitled, filed for permits",2018-08-28 00:00:00,2,2,,0,"Soliven, Enrique",Planning,3,,,,,,2018-08-28 00:00:00,,,,
1999.158,https://sfplanninggis.org/pim?search=1999.158,1451 MASON ST,"1451 - 0 MASON ST, SAN FRANCISCO, CA 94133",Under construction,2001-01-10 00:00:00,9,9,,0,"Li, James",Planning,,,1999-03-12 00:00:00,2000-04-04 00:00:00,2000-04-04 00:00:00,2000-04-04 00:00:00,2000-04-04 00:00:00,2001-01-10 00:00:00,2001-01-10 00:00:00,,
2003.0760,https://sfplanninggis.org/pim?search=2003.0760,1451 MASON ST,"1451 - 0 MASON ST, SAN FRANCISCO, CA 94133","Entitled, not yet filed for permits",2009-08-06 00:00:00,9,9,,0,Jaidin Consulting Group,Planning,,Initial Study-Negative Declaration,2003-07-10 00:00:00,2009-08-06 00:00:00,2009-08-06 00:00:00,,,,,,
2002.1111,https://sfplanninggis.org/pim?search=2002.1111,1451 HAIGHT ST,"1451 - 1455 HAIGHT ST, SAN FRANCISCO, CA 94117","Entitled, not yet filed for permits",2003-04-10 00:00:00,4,4,,0,"",Planning,,,2002-10-29 00:00:00,2003-04-10 00:00:00,2003-04-10 00:00:00,,,,,,
2015-014537PRJ,https://sfplanninggis.org/pim?search=2015-014537PRJ,1451 18TH AVE,1451 18TH AVE 94122,Completed,2017-10-11 00:00:00,2,2,,0,",",Planning,7,,,,,,2015-10-16 00:00:00,2016-07-19 00:00:00,2016-07-19 00:00:00,2017-10-11 00:00:00,2017-10-11 00:00:00
2005.1141,https://sfplanninggis.org/pim?search=2005.1141,1454 48TH AV,"1452 - 1454 48TH AV, SAN FRANCISCO, CA 94122","Entitled, not yet filed for permits",2006-02-22 00:00:00,1,1,,0,"Piotrkowski, Michael",Planning,,,2005-12-08 00:00:00,2006-02-22 00:00:00,2006-02-22 00:00:00,,,,,,
2018-015403PRJ,https://sfplanninggis.org/pim?search=2018-015403PRJ,1452 SHAFTER AVE,1452 SHAFTER AVE 94124,"Entitled, filed for permits",2018-11-08 00:00:00,1,1,,0,"Solorzano, Javier",Planning,10,,,,,,2018-11-08 00:00:00,,,,
1998.570,https://sfplanninggis.org/pim?search=1998.570,1453 Silver Avenue,"1453 - 0 SILVER AV, SAN FRANCISCO, CA 94134",Completed,2001-04-19 00:00:00,2,2,,0,Van T. Ly and Associates,Planning,,,1998-07-16 00:00:00,1998-08-26 00:00:00,1998-08-26 00:00:00,1998-08-26 00:00:00,1998-08-26 00:00:00,,,,2001-04-19 00:00:00
2017-009310PRJ,https://sfplanninggis.org/pim?search=2017-009310PRJ,1453 RHODE ISLAND ST,1453 RHODE ISLAND ST 94107,"Entitled, filed for permits",2017-06-20 00:00:00,1,1,,0,", R E CARSCH 1990 FAMILY TRUST",Planning,10,,,,,,2017-06-20 00:00:00,,,,
1999.221,https://sfplanninggis.org/pim?search=1999.221,1454 19TH AV,"1454 - 1456 19TH AV, SAN FRANCISCO, CA",Completed,2002-03-21 00:00:00,4,4,,0,"Motoviloff, Claudia",Planning,,,,,,,2000-01-31 00:00:00,2000-06-26 00:00:00,2000-06-26 00:00:00,2002-03-21 00:00:00,2002-03-21 00:00:00
2008.1062,https://sfplanninggis.org/pim?search=2008.1062,1455 SHOTWELL ST,"1455 - 0 SHOTWELL ST, SAN FRANCISCO, CA 94110","Entitled, not yet filed for permits",2008-12-18 00:00:00,1,1,,0,Ian Murray,Planning,,Categorical Exemption-Determination of Historic Resource,2008-09-09 00:00:00,2008-12-18 00:00:00,2008-12-18 00:00:00,,,,,,
2019-015072PRJ,https://sfplanninggis.org/pim?search=2019-015072PRJ,1455 Shafter Ave,1455 SHAFTER AVE 94124,"Entitled, filed for permits",2019-08-08 00:00:00,1,1,,0,Aaron Lim Design,Planning,10,,,,,,2019-08-08 00:00:00,,,,
2010.0479,https://sfplanninggis.org/pim?search=2010.0479,1456 CHESTNUT STREET,"1456 - 0 CHESTNUT ST, SAN FRANCISCO, CA 94123",Completed,2013-03-29 00:00:00,3,3,,0,Herzig & Berlese,Planning,,Categorical Exemption-Determination of Historic Resource,2010-06-21 00:00:00,2010-10-28 00:00:00,2010-10-28 00:00:00,2010-10-28 00:00:00,2010-10-28 00:00:00,2012-03-09 00:00:00,2012-03-09 00:00:00,2013-03-29 00:00:00,2013-03-29 00:00:00
2001.0788,https://sfplanninggis.org/pim?search=2001.0788,1457 FLORIDA ST,"1457 - 0 FLORIDA ST, SAN FRANCISCO, CA","Entitled, not yet filed for permits",2002-09-12 00:00:00,3,3,,0,Mora Architects,Planning,,,2001-08-16 00:00:00,2002-09-12 00:00:00,2002-09-12 00:00:00,,,,,,
2019-001667PRJ,https://sfplanninggis.org/pim?search=2019-001667PRJ,1458-1460 18th Ave,1458 18TH AVE 94122,Under construction,2019-11-06 00:00:00,2,2,,0,F(4m),Planning,7,,,,,,2019-02-11 00:00:00,2019-11-06 00:00:00,2019-11-06 00:00:00,,
2015-001230PRJ,https://sfplanninggis.org/pim?search=2015-001230PRJ,1458 43RD AVE,1458 43RD AVE 94122,Completed,2016-03-09 00:00:00,1,1,,0,",",Planning,4,,,,,,2014-11-25 00:00:00,2015-04-13 00:00:00,2015-04-13 00:00:00,2016-03-09 00:00:00,2016-03-09 00:00:00
2007.0369,https://sfplanninggis.org/pim?search=2007.0369,146 28TH ST,"146 - 0 28TH ST, SAN FRANCISCO, CA 94131",Completed,2007-10-30 00:00:00,1,1,,0,Herzig & Berlese,Planning,,,,,,,2005-04-28 00:00:00,2006-08-31 00:00:00,2006-08-31 00:00:00,2007-10-30 00:00:00,2007-10-30 00:00:00
2000.287,https://sfplanninggis.org/pim?search=2000.287,146 BLAKE ST,"146 - 0 BLAKE ST, SAN FRANCISCO, CA 94118",Completed,2000-05-18 00:00:00,3,3,,0,"Wholey, Jack",Planning,,,,,,,1997-11-26 00:00:00,,,,2000-05-18 00:00:00
2000.729,https://sfplanninggis.org/pim?search=2000.729,146 CONNECTICUT ST,"146 - 0 CONNECTICUT ST T  1, SAN FRANCISCO, CA 94107",Completed,2001-01-10 00:00:00,3,3,,0,"Wholey, Jack",Planning,,,,,,,2000-04-28 00:00:00,2000-05-31 00:00:00,2000-05-31 00:00:00,2001-01-10 00:00:00,2001-01-10 00:00:00
1987.406,https://sfplanninggis.org/pim?search=1987.406,146 Peralta Ave,"146 - 0 PERALTA AV, SAN FRANCISCO, CA 94110","Entitled, not yet filed for permits",1988-03-22 00:00:00,3,3,,0,"",Planning,,,1987-06-25 00:00:00,1988-03-22 00:00:00,1988-03-22 00:00:00,,,,,,
1991.635,https://sfplanninggis.org/pim?search=1991.635,150 Ripley St,"146 - 0 RIPLEY ST, SAN FRANCISCO, CA 94110","Entitled, not yet filed for permits",1992-06-18 00:00:00,3,3,,0,"Karl, Kevin",Planning,,,1991-10-10 00:00:00,1992-06-18 00:00:00,1992-06-18 00:00:00,,,,,,
1988.440,https://sfplanninggis.org/pim?search=1988.440,146-148 Stanyan St,"146 - 148 STANYAN ST, SAN FRANCISCO, CA 94118","Entitled, filed for permits",1988-06-01 00:00:00,-2,-2,,0,"",Planning,,,,,,,1988-06-01 00:00:00,,,,
2016-011472PRJ,https://sfplanninggis.org/pim?search=2016-011472PRJ,146 - 150 RUSS STREET,146 RUSS ST 94103,Under construction,2017-04-13 00:00:00,4,4,,0,"TRUST, GORDON ROBERT C III & CLARE L TRUST",Planning,6,,,,,,2016-08-11 00:00:00,2017-04-13 00:00:00,2017-04-13 00:00:00,,
2019-013147PRJ,https://sfplanninggis.org/pim?search=2019-013147PRJ,146 SAINT CHARLES AVENUE,146 SAINT CHARLES AVE 94132,Under construction,2020-01-14 00:00:00,2,2,,0,Everlast Construction,Planning,7,,,,,,2019-07-05 00:00:00,2020-01-14 00:00:00,2020-01-14 00:00:00,,
2015-006274PRJ,https://sfplanninggis.org/pim?search=2015-006274PRJ,146 Swiss Ave.,146 SWISS AVE 94131,"Entitled, not yet filed for permits",2015-07-24 00:00:00,1,1,,0,"Architect SF, Inc.",Planning,8,Categorical Exemption-Determination of Historic Resource,2015-05-19 00:00:00,2015-07-24 00:00:00,2015-07-24 00:00:00,,,,,,
2019-015729PRJ,https://sfplanninggis.org/pim?search=2019-015729PRJ,1460 Golden Gate Avenue,1460 GOLDEN GATE AVE 94115,"Entitled, filed for permits",2019-08-23 00:00:00,2,2,,0,LOFRANO ARCHITECTURE SCULPTURE DESIGN,Planning,5,,,,,,2019-08-23 00:00:00,,,,
2017-004837PRJ,https://sfplanninggis.org/pim?search=2017-004837PRJ,1460 PAGE ST,1460 PAGE ST 94117,Under construction,2018-07-19 00:00:00,2,2,,0,Kerman Morris Architects,Planning,5,,,,,,2017-04-04 00:00:00,2018-07-19 00:00:00,2018-07-19 00:00:00,,
1991.390,https://sfplanninggis.org/pim?search=1991.390,1461 Page St,"1461 - 0 PAGE ST, SAN FRANCISCO, CA 94117","Entitled, filed for permits",1991-11-21 00:00:00,1,1,,0,"Pross, Allan",Planning,,,1991-07-12 00:00:00,1991-11-21 00:00:00,1991-11-21 00:00:00,1991-11-21 00:00:00,1991-11-21 00:00:00,1991-07-24 00:00:00,1991-07-24 00:00:00,1991-09-05 00:00:00,1991-09-05 00:00:00
2002.0330,https://sfplanninggis.org/pim?search=2002.0330,1461 SANCHEZ ST,"1461 - 0 SANCHEZ ST, SAN FRANCISCO, CA 94131","Entitled, not yet filed for permits",2002-04-24 00:00:00,1,1,,0,"Forrest, Andy",Planning,,,2002-04-01 00:00:00,2002-04-24 00:00:00,2002-04-24 00:00:00,,,,,,
2018-006128PRJ,https://sfplanninggis.org/pim?search=2018-006128PRJ,1459-1461 REVERE AVE,1461 REVERE AVE 94124,Under construction,2019-10-21 00:00:00,2,2,,0,"Treadwell, Kevin",Planning,10,,,,,,2018-04-13 00:00:00,2019-10-21 00:00:00,2019-10-21 00:00:00,,
2017-007785PRJ,https://sfplanninggis.org/pim?search=2017-007785PRJ,1462 32ND AVE,1462 32ND AVE 94122,Completed,2019-05-06 00:00:00,1,1,,0,"McFadden, Leo",Planning,4,,,,,,2017-06-13 00:00:00,2017-12-15 00:00:00,2017-12-15 00:00:00,2019-05-06 00:00:00,2019-05-06 00:00:00
2019-023714PRJ,https://sfplanninggis.org/pim?search=2019-023714PRJ,1462 44TH AVE,1462 44TH AVE 94122,"Entitled, filed for permits",2019-12-30 00:00:00,1,1,,0,"Liu, Carolyn",Planning,4,,,,,,2019-12-30 00:00:00,,,,
2018-009386PRJ,https://sfplanninggis.org/pim?search=2018-009386PRJ,1463 19TH AVE,1463 19TH AVE 94122,Under construction,2019-04-01 00:00:00,2,2,,0,", CHENG SONJA",Planning,4,,,,,,2018-07-03 00:00:00,2019-04-01 00:00:00,2019-04-01 00:00:00,,
2016-000053PRJ,https://sfplanninggis.org/pim?search=2016-000053PRJ,1465 REVERE AVE,1465 REVERE AVE 94124,Under construction,2017-06-30 00:00:00,1,1,,0,", WU XIAOQI",Planning,10,,,,,,2015-12-11 00:00:00,2017-06-30 00:00:00,2017-06-30 00:00:00,,
2020-003003PRJ,https://sfplanninggis.org/pim?search=2020-003003PRJ,1465 UNDERWOOD AVE,1465 UNDERWOOD AVE 94124,Under entitlement review,2020-03-06 00:00:00,2,2,,0,"Zhen, Michael",Planning,10,,2020-03-06 00:00:00,,,,,,,,
2019-004356PRJ,https://sfplanninggis.org/pim?search=2019-004356PRJ,1466 JACKSON ST,1466 JACKSON ST 94109,"Entitled, filed for permits",2018-09-24 00:00:00,3,3,,0,"Topetcher Architecture, Inc.",Planning,3,,,,,,2018-09-24 00:00:00,,,,
2005.0621,https://sfplanninggis.org/pim?search=2005.0621,1467 CLAYTON ST,"1467 - 0 CLAYTON ST, SAN FRANCISCO, CA 94114","Entitled, not yet filed for permits",2006-03-21 00:00:00,2,2,,0,Designcorps,Planning,,Categorical Exemption-Certificate,2005-06-27 00:00:00,2006-03-21 00:00:00,2006-03-21 00:00:00,,,,,,
2005.0781,https://sfplanninggis.org/pim?search=2005.0781,1467 CLAYTON ST,"1467 - 0 CLAYTON ST, SAN FRANCISCO, CA 94114","Entitled, not yet filed for permits",2006-08-03 00:00:00,2,2,,0,Designcorps,Planning,,,2006-07-12 00:00:00,2006-08-03 00:00:00,2006-08-03 00:00:00,,,,,,
