School Name,Filtered by School Level,CCA Group,CCA General,CCA Customized,ID
"BOON LAY GARDEN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TRACK AND FIELD","Not Available",32
"BOON LAY GARDEN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TAEKWONDO","Not Available",32
"BOON LAY GARDEN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",32
"BOON LAY GARDEN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BOWLING","Not Available",32
"BUKIT PANJANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","HOCKEY","Not Available",39
"BUKIT PANJANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",39
"BUKIT PANJANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",39
"BUKIT TIMAH PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","RUGBY","Not Available",40
"BUKIT TIMAH PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TCHOUKBALL","Not Available",40
"BUKIT TIMAH PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","MODULAR CCA (SPORTS)","Not Available",40
"CANTONMENT PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","HOCKEY","Not Available",46
"CANTONMENT PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","SOFTBALL","Not Available",46
"CANTONMENT PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",46
"CANTONMENT PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","VOLLEYBALL","Not Available",46
"CASUARINA PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",47
"CASUARINA PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",47
"CATHOLIC HIGH SCHOOL","PRIMARY","PHYSICAL SPORTS","MODULAR CCA (SPORTS)","Not Available",48
"CEDAR PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","SOFTBALL","Not Available",51
"CEDAR PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TRACK AND FIELD","Not Available",51
"CHIJ (KATONG) PRIMARY","PRIMARY","PHYSICAL SPORTS","SAILING","Not Available",54
"CHIJ (KATONG) PRIMARY","PRIMARY","PHYSICAL SPORTS","TRACK AND FIELD","Not Available",54
"CHIJ (KATONG) PRIMARY","PRIMARY","PHYSICAL SPORTS","BOWLING","Not Available",54
"CHIJ OUR LADY OF GOOD COUNSEL","PRIMARY","PHYSICAL SPORTS","BOWLING","Not Available",57
"CHIJ OUR LADY OF GOOD COUNSEL","PRIMARY","PHYSICAL SPORTS","RHYTHMIC GYMNASTICS","Not Available",57
"CHIJ OUR LADY QUEEN OF PEACE","PRIMARY","PHYSICAL SPORTS","SOFTBALL","Not Available",59
"CHIJ PRIMARY (TOA PAYOH)","PRIMARY","PHYSICAL SPORTS","FENCING","Not Available",60
"CHIJ PRIMARY (TOA PAYOH)","PRIMARY","PHYSICAL SPORTS","SWIMMING","Not Available",60
"CHIJ PRIMARY (TOA PAYOH)","PRIMARY","PHYSICAL SPORTS","TENNIS","Not Available",60
"CHIJ ST. NICHOLAS GIRLS' SCHOOL","PRIMARY","PHYSICAL SPORTS","TRACK AND FIELD","Not Available",63
"CHIJ ST. NICHOLAS GIRLS' SCHOOL","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",63
"CHIJ ST. NICHOLAS GIRLS' SCHOOL","PRIMARY","PHYSICAL SPORTS","ARTISTIC GYMNASTICS","Not Available",63
"CHIJ ST. NICHOLAS GIRLS' SCHOOL","PRIMARY","PHYSICAL SPORTS","RHYTHMIC GYMNASTICS","Not Available",63
"CHONGFU SCHOOL","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",65
"CHONGFU SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",65
"CHONGFU SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",65
"CHONGZHENG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","HOCKEY","Not Available",66
"CHONGZHENG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","RUGBY","Not Available",66
"CHONGZHENG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",66
"CHONGZHENG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","MODULAR CCA (SPORTS)","Not Available",66
"CHUA CHU KANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",68
"CLEMENTI PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TAEKWONDO","Not Available",72
"CLEMENTI PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",72
"CLEMENTI PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","ROPE SKIPPING","Not Available",72
"COMPASSVALE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TRACK AND FIELD","Not Available",75
"COMPASSVALE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",75
"WESTWOOD PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",312
"WHITE SANDS PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",314
"WOODGROVE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",316
"WOODGROVE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TAEKWONDO","Not Available",316
"WOODGROVE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",316
"WOODGROVE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","ROPE SKIPPING","Not Available",316
"WOODLANDS PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","VOLLEYBALL","Not Available",318
"WOODLANDS PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TCHOUKBALL","Not Available",318
"XINGHUA PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","SOFTBALL","Not Available",322
"XINGHUA PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",322
"XINGHUA PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","VOLLEYBALL","Not Available",322
"XINGNAN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",323
"XINGNAN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","VOLLEYBALL","Not Available",323
"XINMIN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","VOLLEYBALL","Not Available",324
"XINMIN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","MODULAR CCA (SPORTS)","Not Available",324
"YANGZHENG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",327
"YANGZHENG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","ROPE SKIPPING","Not Available",327
"YEW TEE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","ROCKWALL CLIMBING","Not Available",328
"YEW TEE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",328
"YEW TEE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",328
"YUHUA PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TRACK AND FIELD","Not Available",337
"YUHUA PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","VOLLEYBALL","Not Available",337
"ZHENGHUA PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","RUGBY","Not Available",343
"ZHONGHUA PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","SEPAKTAKRAW","Not Available",345
"ZHONGHUA PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","VOLLEYBALL","Not Available",345
"RED SWASTIKA SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",239
"RED SWASTIKA SCHOOL","PRIMARY","PHYSICAL SPORTS","BOWLING","Not Available",239
"RED SWASTIKA SCHOOL","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",239
"RIVER VALLEY PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",242
"RIVER VALLEY PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","VOLLEYBALL","Not Available",242
"RIVER VALLEY PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",242
"RIVERSIDE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TRACK AND FIELD","Not Available",243
"RIVERSIDE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",243
"RULANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","SOFTBALL","Not Available",247
"RULANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",247
"RULANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","VOLLEYBALL","Not Available",247
"RULANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","ROPE SKIPPING","Not Available",247
"SEMBAWANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","RUGBY","Not Available",250
"SEMBAWANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","SOFTBALL","Not Available",250
"SEMBAWANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TRACK AND FIELD","Not Available",250
"SEMBAWANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",250
"SEMBAWANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","BOWLING","Not Available",250
"SENGKANG GREEN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",254
"SENGKANG GREEN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",254
"SHUQUN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","SILAT","Not Available",257
"SHUQUN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",257
"SI LING PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","SEPAKTAKRAW","Not Available",258
"SI LING PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",258
"SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","SWIMMING","Not Available",259
"SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","MODULAR CCA (SPORTS)","Not Available",259
"SOUTH VIEW PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",262
"SPRINGDALE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","OUTDOOR ADVENTURE","Not Available",264
"SPRINGDALE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",264
"ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TRACK AND FIELD","Not Available",269
"ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TAEKWONDO","Not Available",269
"ST. ANTHONY'S PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TAEKWONDO","Not Available",271
"ST. ANTHONY'S PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TCHOUKBALL","Not Available",271
"ST. ANTHONY'S PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",271
"ST. ANTHONY'S PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","MODULAR CCA (SPORTS)","Not Available",271
"ST. GABRIEL'S PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",272
"ST. GABRIEL'S PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","GOLF","Not Available",272
"ST. GABRIEL'S PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TRACK AND FIELD","Not Available",272
"ST. HILDA'S PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","HOCKEY","Not Available",274
"ST. HILDA'S PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","SAILING","Not Available",274
"ST. HILDA'S PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",274
"ST. HILDA'S PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","VOLLEYBALL","Not Available",274
"ST. STEPHEN'S SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",281
"ST. STEPHEN'S SCHOOL","PRIMARY","PHYSICAL SPORTS","CRICKET","Not Available",281
"ST. STEPHEN'S SCHOOL","PRIMARY","PHYSICAL SPORTS","SWIMMING","Not Available",281
"STAMFORD PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",282
"STAMFORD PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TCHOUKBALL","Not Available",282
"TAMPINES NORTH PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",285
"TAMPINES NORTH PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TCHOUKBALL","Not Available",285
"TAMPINES PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",286
"TANJONG KATONG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","HOCKEY","Not Available",290
"TAO NAN SCHOOL","PRIMARY","PHYSICAL SPORTS","SAILING","Not Available",292
"TAO NAN SCHOOL","PRIMARY","PHYSICAL SPORTS","TRACK AND FIELD","Not Available",292
"TAO NAN SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",292
"TECK GHEE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","VOLLEYBALL","Not Available",293
"TECK GHEE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","ROPE SKIPPING","Not Available",293
"TECK WHYE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TRACK AND FIELD","Not Available",294
"TECK WHYE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","MODULAR CCA (SPORTS)","Not Available",294
"TELOK KURAU PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",296
"TEMASEK PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TRACK AND FIELD","Not Available",298
"TEMASEK PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TAEKWONDO","Not Available",298
"TOWNSVILLE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",300
"TOWNSVILLE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TAEKWONDO","Not Available",300
"UNITY PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",301
"WELLINGTON PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",307
"WELLINGTON PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",307
"WEST GROVE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","ROPE SKIPPING","Not Available",308
"KONG HWA SCHOOL","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",153
"KONG HWA SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",153
"KONG HWA SCHOOL","PRIMARY","PHYSICAL SPORTS","TCHOUKBALL","Not Available",153
"KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","SWIMMING","Not Available",156
"KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",156
"KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","ARTISTIC GYMNASTICS","Not Available",156
"KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","ROPE SKIPPING","Not Available",156
"KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TRACK AND FIELD","Not Available",156
"LAKESIDE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",158
"LAKESIDE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","VOLLEYBALL","Not Available",158
"LAKESIDE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","ROPE SKIPPING","Not Available",158
"MAHA BODHI SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",161
"MARSILING PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","RUGBY","Not Available",164
"MARSILING PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TAEKWONDO","Not Available",164
"MARSILING PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TCHOUKBALL","Not Available",164
"MARSILING PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","MODULAR CCA (SPORTS)","Not Available",164
"MARYMOUNT CONVENT SCHOOL","PRIMARY","PHYSICAL SPORTS","TENNIS","Not Available",166
"MARYMOUNT CONVENT SCHOOL","PRIMARY","PHYSICAL SPORTS","ARTISTIC GYMNASTICS","Not Available",166
"MARYMOUNT CONVENT SCHOOL","PRIMARY","PHYSICAL SPORTS","RHYTHMIC GYMNASTICS","Not Available",166
"MAYFLOWER PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TAEKWONDO","Not Available",167
"MAYFLOWER PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","VOLLEYBALL","Not Available",167
"MAYFLOWER PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TCHOUKBALL","Not Available",167
"MEE TOH SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",169
"MEE TOH SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",169
"METHODIST GIRLS' SCHOOL (PRIMARY)","PRIMARY","PHYSICAL SPORTS","SOFTBALL","Not Available",172
"METHODIST GIRLS' SCHOOL (PRIMARY)","PRIMARY","PHYSICAL SPORTS","SWIMMING","Not Available",172
"METHODIST GIRLS' SCHOOL (PRIMARY)","PRIMARY","PHYSICAL SPORTS","TENNIS","Not Available",172
"METHODIST GIRLS' SCHOOL (PRIMARY)","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",172
"METHODIST GIRLS' SCHOOL (PRIMARY)","PRIMARY","PHYSICAL SPORTS","BOWLING","Not Available",172
"METHODIST GIRLS' SCHOOL (PRIMARY)","PRIMARY","PHYSICAL SPORTS","ARTISTIC GYMNASTICS","Not Available",172
"METHODIST GIRLS' SCHOOL (PRIMARY)","PRIMARY","PHYSICAL SPORTS","RHYTHMIC GYMNASTICS","Not Available",172
"METHODIST GIRLS' SCHOOL (PRIMARY)","PRIMARY","PHYSICAL SPORTS","ARTISTIC SWIMMING","Not Available",172
"NANYANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TRACK AND FIELD","Not Available",183
"NANYANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",183
"NANYANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TENNIS","Not Available",183
"NANYANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",183
"NANYANG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","ARTISTIC GYMNASTICS","Not Available",183
"NGEE ANN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TRACK AND FIELD","Not Available",189
"NGEE ANN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","MODULAR CCA (SPORTS)","Not Available",189
"NORTH SPRING PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",191
"NORTH VIEW PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",192
"NORTH VIEW PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","OUTDOOR ADVENTURE","Not Available",192
"NORTHLAND PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",196
"NORTHLAND PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","SILAT","Not Available",196
"PALM VIEW PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",206
"PASIR RIS PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TAEKWONDO","Not Available",209
"PASIR RIS PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",209
"PASIR RIS PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",209
"PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)","PRIMARY","PHYSICAL SPORTS","RHYTHMIC GYMNASTICS","Not Available",211
"PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)","PRIMARY","PHYSICAL SPORTS","TRACK AND FIELD","Not Available",211
"PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",211
"PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)","PRIMARY","PHYSICAL SPORTS","ROPE SKIPPING","Not Available",211
"PEI HWA PRESBYTERIAN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TRACK AND FIELD","Not Available",214
"PEI HWA PRESBYTERIAN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",214
"PEI HWA PRESBYTERIAN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TCHOUKBALL","Not Available",214
"PEI TONG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","RUGBY","Not Available",216
"PEI TONG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",216
"PEIYING PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","OUTDOOR ADVENTURE","Not Available",219
"PEIYING PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","SEPAKTAKRAW","Not Available",219
"PEIYING PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","SWIMMING","Not Available",219
"PEIYING PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","VOLLEYBALL","Not Available",219
"PIONEER PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",221
"POI CHING SCHOOL","PRIMARY","PHYSICAL SPORTS","OUTDOOR ADVENTURE","Not Available",222
"POI CHING SCHOOL","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",222
"POI CHING SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",222
"POI CHING SCHOOL","PRIMARY","PHYSICAL SPORTS","VOLLEYBALL","Not Available",222
"PUNGGOL COVE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","HEALTH AND FITNESS","Not Available",225
"PUNGGOL COVE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","MODULAR CCA (SPORTS)","Not Available",225
"PUNGGOL PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","HOCKEY","Not Available",227
"PUNGGOL PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","HEALTH AND FITNESS","Not Available",227
"PUNGGOL PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","MODULAR CCA (SPORTS)","Not Available",227
"QUEENSTOWN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","SOFTBALL","Not Available",232
"QUEENSTOWN PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","SWIMMING","Not Available",232
"RAFFLES GIRLS' PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","SOFTBALL","Not Available",236
"RAFFLES GIRLS' PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",236
"RAFFLES GIRLS' PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TENNIS","Not Available",236
"RAFFLES GIRLS' PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","RHYTHMIC GYMNASTICS","Not Available",236
"COMPASSVALE PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","GOLF","Not Available",75
"CONCORD PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","SEPAKTAKRAW","Not Available",77
"CONCORD PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","VOLLEYBALL","Not Available",77
"CONCORD PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",77
"DAMAI PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TCHOUKBALL","Not Available",81
"DAMAI PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",81
"DAMAI PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",81
"DAMAI PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","ROPE SKIPPING","Not Available",81
"DAMAI PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","RUGBY","Not Available",81
"DAZHONG PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",83
"DE LA SALLE SCHOOL","PRIMARY","PHYSICAL SPORTS","RUGBY","Not Available",84
"DE LA SALLE SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",84
"EAST SPRING PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",89
"EAST SPRING PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","VOLLEYBALL","Not Available",89
"EDGEFIELD PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FENCING","Not Available",91
"EDGEFIELD PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","ROPE SKIPPING","Not Available",91
"ELIAS PARK PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",93
"ELIAS PARK PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","VOLLEYBALL","Not Available",93
"ENDEAVOUR PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","RUGBY","Not Available",94
"ENDEAVOUR PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","SAILING","Not Available",94
"ENDEAVOUR PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","TABLE TENNIS","Not Available",94
"ENDEAVOUR PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",94
"ENDEAVOUR PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","VOLLEYBALL","Not Available",94
"ENDEAVOUR PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","FLOORBALL","Not Available",94
"EUNOS PRIMARY SCHOOL","PRIMARY","PHYSICAL SPORTS","WUSHU","Not Available",96
"FAIRFIELD METHODIST SCHOOL (PRIMARY)","PRIMARY","PHYSICAL SPORTS","MODULAR CCA (SPORTS)","Not Available",99
"FAIRFIELD METHODIST SCHOOL (PRIMARY)","PRIMARY","PHYSICAL SPORTS","VOLLEYBALL","Not Available",99
