FACT_POSITION.Ausrückzeit,FACT_POSITION.FACT_EINSATZ_SK,FACT_POSITION.FACT_POSITION_SK,FACT_POSITION.UniqueKey
"","5367","5974","0000141315000100"
"","5368","5975","0000141320000100"
"","5369","7233","0000141594000100"
"","5370","13859","0000141599000100"
"","5371","11295","0000141600000100"
"","5372","7234","0000141603000200"
"","5373","25894","0000141607000100"
"","5374","6814","0000141621000100"
"","5375","6815","0000141691000100"
"","5377","9692","0000143269000100"
"","5378","25895","0000143270000100"
"","5379","9693","0000143295000100"
"","5379","11296","0000143295000200"
"","5379","25896","0000143295000300"
"","5380","5976","0000143338000100"
"","5381","7235","0000143731000100"
"","5382","9694","0000143744000100"
"","5383","9695","0000143761000100"
"","5384","25897","0000143873000100"
"","5385","25898","0000141832000100"
"","5386","9696","0000141902000100"
"","5387","25899","0000142098000100"
"","5388","5977","0000142257000100"
"","5389","9697","0000142263000100"
"","5390","5978","0000142308000100"
"","5392","13860","0000142346000100"
"","5393","7236","0000142347000100"
"","5394","13861","0000142356000100"
"","5395","13862","0000142363000100"
"","5396","5979","0000142394000200"
"","5396","7237","0000142394000100"
"","5397","7238","0000142428000100"
"","5398","6816","0000142445000100"
"","5399","9698","0000142449000100"
"","5400","6817","0000142467000100"
"","5401","9699","0000144774000100"
"","5404","535","0000144929000100"
"","5405","13863","0000145335000100"
"","5406","5980","0000145337000100"
"","5407","9700","0000145359000100"
"","5408","13864","0000145362000100"
"","5409","25900","0000145368000100"
"","5410","7239","0000145369000100"
"","5411","536","0000145370000100"
"","5412","13865","0000145373000100"
"","5413","7240","0000145599000100"
"","5414","5981","0000145657000100"
"","5415","537","0000145876000100"
"","5416","11297","0000145880000100"
"","5417","538","0000145881000100"
"","5418","11298","0000145895000100"
"","5419","13866","0000145901000100"
"","5420","6818","0000145954000100"
"","5421","25901","0000146066000100"
"","5422","6819","0000146083000100"
"","5423","6820","0000146127000100"
"","5423","7241","0000146127000200"
"","5424","5982","0000146157000100"
"","5425","5983","0000141144000100"
"","5426","25902","0000141627000100"
"","5427","539","0000141628000100"
"","5428","5984","0000141638000300"
"","5428","7242","0000141638000200"
"","5428","25903","0000141638000100"
"","5429","540","0000141646000100"
"","5430","7243","0000143649000100"
"","5431","7244","0000143651000100"
"","5432","7245","0000143662000100"
"","5433","7246","0000143665000100"
"","5434","541","0000143676000100"
"","5435","9701","0000143677000100"
"","5436","6821","0000143679000100"
"","5437","9702","0000141882000100"
"","5438","7247","0000144193000100"
"","5440","9703","0000138943000100"
"","5441","13867","0000138951000100"
"","5442","25904","0000138959000100"
"","5443","9704","0000138963000100"
"","5444","5985","0000139258000100"
"","5445","7248","0000139299000100"
"","5446","6822","0000142876000100"
"","5447","9705","0000142912000100"
"","5448","5986","0000143127000100"
"","5448","5987","0000143127000200"
"","5449","11299","0000143136000100"
"","5450","6823","0000146551000100"
"","5451","9706","0000146561000100"
"","5452","9707","0000146567000100"
"","5453","13868","0000144268000100"
"","5454","25905","0000144269000100"
"","5455","542","0000144272000100"
"","5456","5988","0000144275000100"
"","5457","25906","0000144279000100"
"","5458","543","0000144299000100"
"","5459","5989","0000144310000100"
"","5460","6824","0000144317000100"
"","5461","5990","0000144342000100"
"","5461","11300","0000144342000200"
"","5462","544","0000144614000100"
"","5463","6825","0000144753000100"
"","5464","13869","0000144824000100"
"","5465","11301","0000144836000100"
"","5466","9708","0000144878000200"
"","5466","13870","0000144878000100"
"","5467","5991","0000145491000100"
"","5468","9709","0000145495000100"
"","5468","11302","0000145495000200"
"","5469","6826","0000145497000100"
"","5470","13871","0000145505000100"
"","5471","9710","0000145514000100"
"","5472","13872","0000140789000100"
"","5473","5992","0000146206000100"
"","5474","9711","0000146210000100"
"","5475","7249","0000146219000100"
"","5476","11303","0000146242000100"
"","5477","11304","0000146286000100"
"","5478","11305","0000146299000100"
"","5479","545","0000146311000100"
"","5485","7250","0000143380000100"
"","5486","5993","0000143386000100"
"","5487","13873","0000143392000100"
"","5488","25907","0000143399000100"
"","5489","25908","0000143420000100"
"","5490","546","0000143426000100"
"","5491","7251","0000143429000100"
"","5492","547","0000143448000100"
"","5494","548","0000143453000100"
"","5495","11306","0000143459000100"
"","5496","6827","0000143509000100"
"","5497","9712","0000143903000400"
"","5497","11307","0000143903000200"
"","5497","11308","0000143903000300"
"","5497","25909","0000143903000100"
"","5498","25910","0000143907000100"
"","5499","9713","0000143914000100"
"","5500","6828","0000143915000100"
"","5501","5994","0000143917000100"
"","5502","6829","0000143918000100"
"","5503","9714","0000143919000100"
"","5504","549","0000143922000100"
"","5505","9715","0000139785000100"
"","5506","13874","0000139803000100"
"","5507","13875","0000141750000100"
"","5508","13876","0000141751000100"
"","5509","25911","0000141914000100"
"","5510","25912","0000141958000100"
"","5511","9716","0000142380000100"
"","5512","6830","0000142381000100"
"","5513","550","0000140586000100"
"","5514","7252","0000145834000100"
"","5515","13877","0000145842000100"
"","5516","551","0000145856000100"
"","5517","6831","0000144570000100"
"","5518","25913","0000144659000100"
"","5519","13878","0000143511000100"
"","5520","25914","0000143603000100"
"","5521","25915","0000143612000100"
"","5522","25916","0000143621000100"
"","5523","7253","0000143637000100"
"","5524","7254","0000143785000100"
"","5525","552","0000143786000100"
"","5526","553","0000143797000100"
"","5527","554","0000143813000100"
"","5527","7255","0000143813000200"
"","5528","25917","0000143815000100"
"","5529","11309","0000143818000100"
"","5530","11310","0000145284000100"
"","5531","11311","0000145341000100"
"","5532","7256","0000145343000100"
"","5533","25918","0000145345000100"
"","5534","5995","0000145356000100"
"","5535","7257","0000145358000100"
"","5536","5996","0000145482000200"
"","5536","6832","0000145482000100"
"","5537","6833","0000145867000100"
"","5538","11312","0000146071000100"
"","5539","11313","0000146164000100"
"","5540","6834","0000146166000100"
"","5541","555","0000146176000100"
"","5542","25919","0000146191000100"
"","5543","13879","0000146194000100"
"","5544","9717","0000146204000100"
"","5545","5997","0000141445000100"
"","5546","5998","0000141453000100"
"","5547","556","0000141463000100"
"","5548","11314","0000143839000100"
"","5549","25920","0000143850000100"
"","5550","11315","0000143853000100"
"","5551","11316","0000143869000100"
"","5552","9718","0000143871000100"
"","5553","5999","0000143877000100"
"","5554","6835","0000143888000100"
"","5555","557","0000143890000100"
"","5556","13880","0000143891000100"
"","5557","11317","0000143896000100"
"","5558","6836","0000140162000100"
"","5559","25921","0000140169000100"
"","5560","6000","0000141711000100"
"","5561","13881","0000141717000100"
"","5562","13882","0000141718000100"
"","5563","11318","0000141721000100"
"","5564","13883","0000141726000100"
"","5565","9719","0000141821000100"
"","5566","13884","0000141833000100"
"","5567","9720","0000141835000100"
"","5568","25922","0000141859000100"
"","5569","558","0000141912000100"
"","5569","7258","0000141912000300"
"","5569","13885","0000141912000200"
"","5570","559","0000142046000100"
"","5571","25923","0000142048000100"
"","5572","13886","0000142049000100"
"","5573","13887","0000142056000100"
"","5574","9721","0000142058000100"
"","5574","13888","0000142058000200"
"","5575","13889","0000142084000100"
"","5576","7259","0000142090000100"
"","5577","6001","0000142132000300"
"","5577","11319","0000142132000100"
"","5577","13890","0000142132000200"
"","5578","560","0000142198000100"
"","5579","13891","0000142199000100"
"","5580","561","0000142202000100"
"","5581","13892","0000142210000100"
"","5582","562","0000142234000200"
"","5582","25924","0000142234000100"
"","5583","6002","0000142246000100"
"","5583","11320","0000142246000200"
"","5584","9722","0000142247000100"
"","5585","13893","0000142320000100"
"","5586","7260","0000142327000100"
"","5587","6837","0000142432000100"
"","5588","13894","0000142387000100"
"","5589","6838","0000142397000100"
"","5589","9723","0000142397000200"
"","5590","7261","0000145185000100"
"","5591","6839","0000145194000100"
"","5598","6840","0000144210000100"
"","5598","13895","0000144210000200"
"","5599","11321","0000144243000100"
"","5600","6003","0000144244000100"
"","5601","7262","0000144298000100"
"","5602","6004","0000144301000100"
"","5603","9724","0000144307000100"
"","5604","6005","0000144318000100"
"","5605","11322","0000144323000100"
"","5606","13896","0000144642000100"
"","5607","563","0000144648000100"
"","5608","6006","0000145661000100"
"","5609","7263","0000145665000100"
"","5609","9725","0000145665000200"
"","5610","6841","0000145672000300"
"","5610","7264","0000145672000100"
"","5610","13897","0000145672000200"
"","5611","13898","0000145694000100"
"","5612","6842","0000145701000100"
"","5613","9726","0000145717000100"
"","5614","6007","0000145728000100"
"","5615","9727","0000145732000100"
"","5616","25925","0000145740000100"
"","5617","13899","0000145741000100"
"","5618","25926","0000145748000100"
"","5619","9728","0000145768000100"
"","5620","6843","0000145871000100"
"","5621","6844","0000145909000100"
"","5622","7265","0000143210000100"
"","5623","9729","0000143219000100"
"","5624","13900","0000143227000100"
"","5625","6845","0000143233000100"
"","5626","6846","0000144666000100"
"","5627","13901","0000144691000100"
"","5628","11323","0000145424000100"
"","5629","564","0000145429000100"
"","5629","7266","0000145429000300"
"","5629","11324","0000145429000200"
"","5630","25927","0000145442000100"
"","5631","11325","0000145479000100"
"","5632","13902","0000145926000100"
"","5633","11326","0000145935000100"
"","5634","6008","0000145938000100"
"","5635","11327","0000145963000100"
"","5636","7267","0000146085000100"
"","5637","565","0000146086000100"
"","5638","9730","0000146092000100"
"","5639","6847","0000146116000100"
"","5640","566","0000146240000200"
"","5640","6848","0000146240000100"
"","5642","13903","0000141412000100"
"","5643","6849","0000141415000100"
"","5644","567","0000141420000200"
"","5644","9731","0000141420000100"
"","5650","11328","0000140076000100"
"","5651","6009","0000140097000100"
"","5652","6850","0000140119000100"
"","5653","6010","0000140120000100"
"","5654","568","0000141970000100"
"","5655","6011","0000142060000100"
"","5655","25928","0000142060000200"
"","5656","6012","0000142175000100"
"","5657","7268","0000142180000100"
"","5658","6013","0000142442000100"
"","5659","25929","0000142443000100"
"","5660","569","0000142444000100"
"","5661","570","0000142603000100"
"","5662","13904","0000143005000100"
"","5663","25930","0000143016000100"
"","5664","571","0000143017000100"
"","5665","25931","0000143019000100"
"","5666","11329","0000143028000100"
"","5667","6014","0000143053000200"
"","5667","11330","0000143053000100"
"","5668","11331","0000143198000100"
"","5674","6851","0000144778000100"
"","5675","6852","0000144786000100"
"","5676","6015","0000144793000100"
"","5680","25932","0000143294000100"
"","5681","6853","0000143302000100"
"","5682","572","0000143307000100"
"","5683","6016","0000143309000100"
"","5684","6854","0000143407000200"
"","5684","25933","0000143407000100"
"","5685","25934","0000143421000100"
"","5686","6855","0000143422000100"
"","5687","11332","0000143515000100"
"","5688","11333","0000143562000100"
"","5689","9732","0000143579000100"
"","5690","11334","0000143585000100"
"","5691","25935","0000140692000100"
"","5692","9733","0000140698000100"
"","5693","13905","0000140737000100"
"","5694","573","0000140886000100"
"","5695","11335","0000140891000100"
"","5696","6017","0000140913000100"
"","5696","13906","0000140913000200"
"","5697","7269","0000145772000100"
