gamename,date,avg,gain,peak,avg_peak_perc,site
"This Is the Police",2016-04-01 00:00:00.000,0.31,,3,0.1033,"SteamCharts"
"Broken Age",2013-02-01 00:00:00.000,0,,1,0,"SteamCharts"
"Book of Demons",2016-04-01 00:00:00.000,0.19,,3,0.0633,"SteamCharts"
"Riders of Icarus",2016-05-01 00:00:00.000,0.05,,1,0.05,"SteamCharts"
"Tales of Zestiria",2015-06-01 00:00:00.000,1.05,,7,0.15,"SteamCharts"
"Far Cry 2",2012-07-01 00:00:00.000,273.51,,944,0.2897,"SteamCharts"
"RUINER",2016-08-01 00:00:00.000,0.09,,2,0.045,"SteamCharts"
"Tower Unite",2016-02-01 00:00:00.000,1.97,,30,0.0657,"SteamCharts"
"Zombie Panic! Source",2012-07-01 00:00:00.000,472.56,,748,0.6318,"SteamCharts"
"Race The Sun",2013-12-01 00:00:00.000,71.79,,220,0.3263,"SteamCharts"
"RUNNING WITH RIFLES",2014-03-01 00:00:00.000,79.77,,188,0.4243,"SteamCharts"
"The Way of Life Free Edition",2015-01-01 00:00:00.000,48.51,,192,0.2527,"SteamCharts"
"Half-Life: Opposing Force",2012-07-01 00:00:00.000,79.06,,137,0.5771,"SteamCharts"
"Darksiders Warmastered Edition",2016-12-01 00:00:00.000,976.91,,2890,0.338,"SteamCharts"
"Into the Breach",2017-02-01 00:00:00.000,0.32,,3,0.1067,"SteamCharts"
"Superflight",2017-11-01 00:00:00.000,101.68,,394,0.2581,"SteamCharts"
"Stonehearth",2015-06-01 00:00:00.000,246.03,,645,0.3814,"SteamCharts"
"Hatoful Boyfriend",2014-07-01 00:00:00.000,0.01,,1,0.01,"SteamCharts"
"METAL SLUG 3",2014-02-01 00:00:00.000,167.65,,2879,0.0582,"SteamCharts"
"Unheard",2019-04-01 00:00:00.000,312.82,,3740,0.0836,"SteamCharts"
"Bit Blaster XL",2016-01-01 00:00:00.000,19.51,,91,0.2144,"SteamCharts"
"Saints Row: Gat out of Hell",2015-01-01 00:00:00.000,1789.74,,5781,0.3096,"SteamCharts"
"Lethal League",2014-08-01 00:00:00.000,115.42,,547,0.211,"SteamCharts"
"Never Alone (Kisima Ingitchuna)",2014-07-01 00:00:00.000,0.06,,1,0.06,"SteamCharts"
"MapleStory 2",2018-10-01 00:00:00.000,20214.78,,42278,0.4781,"SteamCharts"
"Timberman",2015-09-01 00:00:00.000,99.47,,352,0.2826,"SteamCharts"
"Cave Story+",2012-07-01 00:00:00.000,197.99,,924,0.2143,"SteamCharts"
"Kingdom Rush",2014-01-01 00:00:00.000,377.59,,978,0.3861,"SteamCharts"
"Rebel Galaxy",2015-05-01 00:00:00.000,3.19,,23,0.1387,"SteamCharts"
"Hammerwatch",2013-08-01 00:00:00.000,462.48,,1100,0.4204,"SteamCharts"
"The Escapists 2",2017-07-01 00:00:00.000,3.71,,22,0.1686,"SteamCharts"
"Recettear: An Item Shop's Tale",2012-07-01 00:00:00.000,487.03,,1587,0.3069,"SteamCharts"
"The Mean Greens - Plastic Warfare",2015-12-01 00:00:00.000,182.17,,683,0.2667,"SteamCharts"
"Devil May Cry 4 Special Edition",2015-04-01 00:00:00.000,1.58,,24,0.0658,"SteamCharts"
"Mutant Year Zero: Road to Eden",2018-03-01 00:00:00.000,0.68,,4,0.17,"SteamCharts"
"Pit People",2015-10-01 00:00:00.000,3.55,,10,0.355,"SteamCharts"
"Gauntlet™",2014-09-01 00:00:00.000,4147.11,,12669,0.3273,"SteamCharts"
"The Incredible Adventures of Van Helsing",2013-05-01 00:00:00.000,2044.33,,4210,0.4856,"SteamCharts"
"Supreme Commander: Forged Alliance",2012-07-01 00:00:00.000,166.2,,314,0.5293,"SteamCharts"
"GRID Autosport",2014-04-01 00:00:00.000,8.54,,40,0.2135,"SteamCharts"
"Resident Evil Revelations",2013-05-01 00:00:00.000,847.15,,2083,0.4067,"SteamCharts"
"<U+53E4><U+5251><U+5947><U+8C2D><U+4E09>(Gujian3)",2018-12-01 00:00:00.000,2409.25,,5898,0.4085,"SteamCharts"
"Killer is Dead",2014-04-01 00:00:00.000,1.25,,10,0.125,"SteamCharts"
"Reigns",2016-07-01 00:00:00.000,0.18,,2,0.09,"SteamCharts"
"Five Nights at Freddy's 3",2015-03-01 00:00:00.000,589.65,,3184,0.1852,"SteamCharts"
"Fran Bow",2015-08-01 00:00:00.000,19.01,,204,0.0932,"SteamCharts"
"Guacamelee! Gold Edition",2013-08-01 00:00:00.000,134.69,,501,0.2688,"SteamCharts"
"CS2D",2017-11-01 00:00:00.000,439.66,,1381,0.3184,"SteamCharts"
"Magicka 2",2015-06-01 00:00:00.000,207.37,,772,0.2686,"SteamCharts"
"Art of War: Red Tides",2017-01-01 00:00:00.000,1899.31,,4014,0.4732,"SteamCharts"
"Next Day: Survival",2017-07-01 00:00:00.000,1662.96,,4486,0.3707,"SteamCharts"
"Her Story",2015-06-01 00:00:00.000,77.58,,648,0.1197,"SteamCharts"
"Dead Bits",2014-06-01 00:00:00.000,20.31,,115,0.1766,"SteamCharts"
"South Park The Fractured But Whole",2017-10-01 00:00:00.000,7896.38,,21483,0.3676,"SteamCharts"
"Genital Jousting",2016-11-01 00:00:00.000,65.52,,203,0.3228,"SteamCharts"
"The Ship",2012-07-01 00:00:00.000,82.58,,186,0.444,"SteamCharts"
"Rivals of Aether",2015-09-01 00:00:00.000,394.83,,2122,0.1861,"SteamCharts"
"War Trigger 3",2015-06-01 00:00:00.000,610.78,,1091,0.5598,"SteamCharts"
"Road Redemption",2014-09-01 00:00:00.000,31.48,,124,0.2539,"SteamCharts"
"Company of Heroes - Legacy Edition",2012-07-01 00:00:00.000,798.23,,1711,0.4665,"SteamCharts"
"Five Nights at Freddy's: Sister Location",2016-08-01 00:00:00.000,0,,0,,"SteamCharts"
"Fallout 2",2012-07-01 00:00:00.000,25.2,,48,0.525,"SteamCharts"
"Elsword",2013-07-01 00:00:00.000,1547.7,,2524,0.6132,"SteamCharts"
"Paint the Town Red",2015-09-01 00:00:00.000,0.01,,1,0.01,"SteamCharts"
"Life is Strange 2",2018-10-01 00:00:00.000,281.12,,1391,0.2021,"SteamCharts"
"Gorogoa",2017-08-01 00:00:00.000,0.22,,2,0.11,"SteamCharts"
"Grand Theft Auto III",2012-07-01 00:00:00.000,106.24,,339,0.3134,"SteamCharts"
"The Silent Age",2015-05-01 00:00:00.000,3.37,,27,0.1248,"SteamCharts"
"Party Hard",2015-08-01 00:00:00.000,74.59,,492,0.1516,"SteamCharts"
"Faeria",2016-03-01 00:00:00.000,184.71,,408,0.4527,"SteamCharts"
"Sonic Adventure™ 2",2012-11-01 00:00:00.000,310.97,,533,0.5834,"SteamCharts"
"Hentai Girl",2018-08-01 00:00:00.000,130.97,,426,0.3074,"SteamCharts"
"Dead or Alive 5 Last Round",2015-04-01 00:00:00.000,381.51,,1870,0.204,"SteamCharts"
"Ballistic Overkill",2015-05-01 00:00:00.000,0.74,,5,0.148,"SteamCharts"
"ACE COMBAT™ 7: SKIES UNKNOWN",2019-02-01 00:00:00.000,3162.29,,13680,0.2312,"SteamCharts"
"Kingdom: New Lands",2016-08-01 00:00:00.000,872.11,,3495,0.2495,"SteamCharts"
"Dark and Light",2016-12-01 00:00:00.000,0.08,,1,0.08,"SteamCharts"
"Mandagon",2016-08-01 00:00:00.000,103.58,,257,0.403,"SteamCharts"
"DYNASTY WARRIORS 8: Xtreme Legends Complete Edition",2014-05-01 00:00:00.000,1002.87,,1815,0.5525,"SteamCharts"
"Serena",2014-02-01 00:00:00.000,49.75,,371,0.1341,"SteamCharts"
"Gaokao.Love.100Days",2015-05-01 00:00:00.000,11.54,,110,0.1049,"SteamCharts"
"Vampyr",2017-06-01 00:00:00.000,2.18,,13,0.1677,"SteamCharts"
"Line of Sight",2016-08-01 00:00:00.000,2.02,,23,0.0878,"SteamCharts"
"Dragonia",2017-06-01 00:00:00.000,130.66,,825,0.1584,"SteamCharts"
"Zup! 2",2016-12-01 00:00:00.000,52.09,,374,0.1393,"SteamCharts"
"SimplePlanes",2015-12-01 00:00:00.000,401.63,,839,0.4787,"SteamCharts"
"Hidden Folks",2016-02-01 00:00:00.000,0,,0,,"SteamCharts"
"Styx: Master of Shadows",2014-09-01 00:00:00.000,1.15,,6,0.1917,"SteamCharts"
"Clustertruck",2016-02-01 00:00:00.000,0.59,,5,0.118,"SteamCharts"
"Democracy 3",2013-10-01 00:00:00.000,384.49,,717,0.5362,"SteamCharts"
"Downwell",2015-10-01 00:00:00.000,158.14,,316,0.5004,"SteamCharts"
"CastleMiner Z",2014-02-01 00:00:00.000,66.72,,203,0.3287,"SteamCharts"
"Slender: The Arrival",2013-10-01 00:00:00.000,26.23,,195,0.1345,"SteamCharts"
"Devil Daggers",2016-02-01 00:00:00.000,70.49,,326,0.2162,"SteamCharts"
"E.Y.E: Divine Cybermancy",2012-07-01 00:00:00.000,230.31,,758,0.3038,"SteamCharts"
"ONE PIECE PIRATE WARRIORS 3",2015-06-01 00:00:00.000,0.5,,7,0.0714,"SteamCharts"
"Primal Carnage",2012-11-01 00:00:00.000,172.2,,429,0.4014,"SteamCharts"
"Argo",2016-12-01 00:00:00.000,46.61,,152,0.3066,"SteamCharts"
"Evoland",2013-03-01 00:00:00.000,0,,0,,"SteamCharts"
"Duke Nukem Forever",2012-07-01 00:00:00.000,215.32,,528,0.4078,"SteamCharts"
"Tree of Life",2015-05-01 00:00:00.000,162.64,,2075,0.0784,"SteamCharts"
"Legend of Grimrock",2012-07-01 00:00:00.000,591.22,,1854,0.3189,"SteamCharts"
"Secret World Legends",2012-08-01 00:00:00.000,219.58,,459,0.4784,"SteamCharts"
"Transport Fever",2016-05-01 00:00:00.000,0.2,,2,0.1,"SteamCharts"
"Binary Domain",2012-07-01 00:00:00.000,65.25,,171,0.3816,"SteamCharts"
"WAKFU",2014-09-01 00:00:00.000,2435.71,,4046,0.602,"SteamCharts"
"Command and Conquer: Red Alert 3",2012-07-01 00:00:00.000,233.7,,523,0.4468,"SteamCharts"
"Dark Messiah of Might & Magic Single Player",2012-07-01 00:00:00.000,68.8,,159,0.4327,"SteamCharts"
"Fable - The Lost Chapters",2012-07-01 00:00:00.000,318.73,,893,0.3569,"SteamCharts"
"<U+63A2><U+7075><U+7B14><U+8A18>/<U+62FE><U+9057><U+8BB0>-1v5(Notes of Soul)",2019-01-01 00:00:00.000,619.86,,1394,0.4447,"SteamCharts"
"Holdfast: Nations At War",2017-03-01 00:00:00.000,0.68,,2,0.34,"SteamCharts"
"NBA 2K17",2016-09-01 00:00:00.000,8277.4,,14844,0.5576,"SteamCharts"
"Amnesia: A Machine for Pigs",2013-09-01 00:00:00.000,655.73,,7133,0.0919,"SteamCharts"
"EARTH DEFENSE FORCE 4.1  The Shadow of New Despair",2016-07-01 00:00:00.000,2190.72,,5931,0.3694,"SteamCharts"
"CreativeDestruction",2018-08-01 00:00:00.000,103.03,,228,0.4519,"SteamCharts"
"Pyre",2017-07-01 00:00:00.000,1711.93,,3995,0.4285,"SteamCharts"
"Assassin's Creed Rogue",2015-02-01 00:00:00.000,0.87,,5,0.174,"SteamCharts"
"THE KING OF FIGHTERS XIII STEAM EDITION",2012-10-01 00:00:00.000,0,,0,,"SteamCharts"
"Murder Miners",2014-07-01 00:00:00.000,25.89,,73,0.3547,"SteamCharts"
"OLDTV",2017-07-01 00:00:00.000,103.95,,353,0.2945,"SteamCharts"
"Stronghold Crusader 2",2013-02-01 00:00:00.000,0.05,,1,0.05,"SteamCharts"
"MechWarrior Online",2015-12-01 00:00:00.000,2130.42,,4111,0.5182,"SteamCharts"
"Garfield Kart",2015-10-01 00:00:00.000,1.43,,7,0.2043,"SteamCharts"
"Domina",2017-02-01 00:00:00.000,0.14,,2,0.07,"SteamCharts"
"Cook, Serve, Delicious!",2013-10-01 00:00:00.000,126.73,,302,0.4196,"SteamCharts"
"System Shock 2",2013-05-01 00:00:00.000,279.6,,936,0.2987,"SteamCharts"
"Furi",2016-05-01 00:00:00.000,0.07,,1,0.07,"SteamCharts"
"PRICE",2016-09-01 00:00:00.000,61.24,,220,0.2784,"SteamCharts"
"Comedy Night",2017-08-01 00:00:00.000,98.74,,1081,0.0913,"SteamCharts"
"Victor Vran",2015-02-01 00:00:00.000,23.02,,92,0.2502,"SteamCharts"
"Melody's Escape",2014-02-01 00:00:00.000,26.05,,247,0.1055,"SteamCharts"
"Planetbase",2015-09-01 00:00:00.000,4.31,,11,0.3918,"SteamCharts"
"NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution",2014-08-01 00:00:00.000,1.24,,11,0.1127,"SteamCharts"
"Baldur's Gate: Enhanced Edition",2012-12-01 00:00:00.000,0,,1,0,"SteamCharts"
"Stories: The Path of Destinies",2016-04-01 00:00:00.000,51.82,,209,0.2479,"SteamCharts"
"Jazzpunk: Director's Cut",2014-01-01 00:00:00.000,0.68,,11,0.0618,"SteamCharts"
"Grim Fandango Remastered",2015-02-01 00:00:00.000,282.64,,1450,0.1949,"SteamCharts"
"<U+6771><U+65B9><U+5929><U+7A7A><U+748B> ~ Hidden Star in Four Seasons.",2017-11-01 00:00:00.000,111.85,,501,0.2233,"SteamCharts"
"Poly Bridge",2015-06-01 00:00:00.000,1.03,,36,0.0286,"SteamCharts"
"SteamWorld Dig",2013-12-01 00:00:00.000,168.71,,717,0.2353,"SteamCharts"
"I am Bread",2014-12-01 00:00:00.000,142.51,,419,0.3401,"SteamCharts"
"Enclave",2013-10-01 00:00:00.000,30.71,,165,0.1861,"SteamCharts"
"EVERSPACE™",2016-08-01 00:00:00.000,9.88,,26,0.38,"SteamCharts"
"Late Shift",2017-03-01 00:00:00.000,0,,0,,"SteamCharts"
"BEEP",2012-07-01 00:00:00.000,1.11,,4,0.2775,"SteamCharts"
"Fable Anniversary",2014-08-01 00:00:00.000,6.22,,21,0.2962,"SteamCharts"
"Valley",2016-05-01 00:00:00.000,0.28,,1,0.28,"SteamCharts"
"Farm Together",2018-02-01 00:00:00.000,131.87,,1104,0.1194,"SteamCharts"
"Atlas Reactor",2016-05-01 00:00:00.000,101.97,,625,0.1632,"SteamCharts"
"Wizard of Legend",2016-03-01 00:00:00.000,0,,0,,"SteamCharts"
"Distance",2014-12-01 00:00:00.000,66.93,,254,0.2635,"SteamCharts"
"From The Depths",2014-08-01 00:00:00.000,60.93,,132,0.4616,"SteamCharts"
"Return of the Obra Dinn",2018-10-01 00:00:00.000,511.69,,1212,0.4222,"SteamCharts"
"Bless Online",2018-02-01 00:00:00.000,0.27,,2,0.135,"SteamCharts"
"DOOM 3: BFG Edition",2012-10-01 00:00:00.000,354.61,,817,0.434,"SteamCharts"
"Serious Sam HD: The First Encounter",2012-07-01 00:00:00.000,42.38,,97,0.4369,"SteamCharts"
"War for the Overworld",2013-05-01 00:00:00.000,41.72,,164,0.2544,"SteamCharts"
"Polarity",2014-11-01 00:00:00.000,0.35,,4,0.0875,"SteamCharts"
"SURVIVAL: Postapocalypse Now",2015-04-01 00:00:00.000,143.88,,321,0.4482,"SteamCharts"
"Max Payne",2012-07-01 00:00:00.000,61.32,,165,0.3716,"SteamCharts"
"The Tiny Bang Story",2012-07-01 00:00:00.000,44.37,,174,0.255,"SteamCharts"
"Worms Revolution",2012-10-01 00:00:00.000,574.62,,3164,0.1816,"SteamCharts"
"Among the Sleep",2014-04-01 00:00:00.000,0.74,,4,0.185,"SteamCharts"
"State of Decay: Year-One",2015-04-01 00:00:00.000,147.94,,1367,0.1082,"SteamCharts"
"Dungeons of Dredmor",2012-07-01 00:00:00.000,323.27,,599,0.5397,"SteamCharts"
"FINAL FANTASY IX",2016-04-01 00:00:00.000,3529.64,,8193,0.4308,"SteamCharts"
"BATTALION 1944",2016-11-01 00:00:00.000,0.82,,10,0.082,"SteamCharts"
"TOXIKK",2015-01-01 00:00:00.000,109.32,,833,0.1312,"SteamCharts"
"Darkwood",2014-04-01 00:00:00.000,0.07,,2,0.035,"SteamCharts"
"Grow Home",2015-01-01 00:00:00.000,2.18,,7,0.3114,"SteamCharts"
"Time Clickers",2015-07-01 00:00:00.000,3188.08,,6968,0.4575,"SteamCharts"
"Risen",2012-07-01 00:00:00.000,127.11,,389,0.3268,"SteamCharts"
"Planet Explorers",2014-03-01 00:00:00.000,909.64,,1943,0.4682,"SteamCharts"
"Morphopolis",2014-08-01 00:00:00.000,1.51,,9,0.1678,"SteamCharts"
"Pirates, Vikings, & Knights II",2012-07-01 00:00:00.000,97.9,,168,0.5827,"SteamCharts"
"Castlevania: Lords of Shadow - Ultimate Edition",2013-03-01 00:00:00.000,0.15,,2,0.075,"SteamCharts"
"Torchlight",2012-07-01 00:00:00.000,1178.74,,3025,0.3897,"SteamCharts"
"Woodle Tree Adventures",2014-06-01 00:00:00.000,10.29,,73,0.141,"SteamCharts"
"Half-Life: Blue Shift",2012-07-01 00:00:00.000,36.58,,76,0.4813,"SteamCharts"
"Meadow",2016-09-01 00:00:00.000,1.34,,18,0.0744,"SteamCharts"
"Aragami",2016-04-01 00:00:00.000,0.57,,3,0.19,"SteamCharts"
"Bomber Crew",2017-08-01 00:00:00.000,0.33,,3,0.11,"SteamCharts"
"Gothic II: Gold Edition",2012-07-01 00:00:00.000,29.07,,66,0.4405,"SteamCharts"
"Bloons TD5",2014-11-01 00:00:00.000,250.94,,476,0.5272,"SteamCharts"
"Turbo Dismount",2014-01-01 00:00:00.000,79.21,,208,0.3808,"SteamCharts"
"Lost Lands: A Hidden Object Adventure",2015-09-01 00:00:00.000,142.84,,281,0.5083,"SteamCharts"
"Audiosurf 2",2013-04-01 00:00:00.000,0,,0,,"SteamCharts"
"DiRT 4",2017-01-01 00:00:00.000,12.2,,58,0.2103,"SteamCharts"
"Euro Truck Simulator",2013-03-01 00:00:00.000,50.32,,159,0.3165,"SteamCharts"
"Lost Lands: Mahjong",2016-03-01 00:00:00.000,196.67,,370,0.5315,"SteamCharts"
"Half-Life: Source",2012-07-01 00:00:00.000,104.87,,210,0.4994,"SteamCharts"
"Marie's Room",2018-03-01 00:00:00.000,0.01,,2,0.005,"SteamCharts"
"Crawl",2014-07-01 00:00:00.000,0.76,,4,0.19,"SteamCharts"
"Jalopy",2016-03-01 00:00:00.000,0.65,,5,0.13,"SteamCharts"
"Plantera",2016-01-01 00:00:00.000,95.34,,705,0.1352,"SteamCharts"
"Blockland",2013-12-01 00:00:00.000,343.21,,722,0.4754,"SteamCharts"
"The Ultimate DOOM",2012-07-01 00:00:00.000,7.6,,20,0.38,"SteamCharts"
"Prototype",2012-07-01 00:00:00.000,144.32,,265,0.5446,"SteamCharts"
"SpaceChem",2012-07-01 00:00:00.000,115.92,,273,0.4246,"SteamCharts"
"ENSLAVED™: Odyssey to the West™ Premium Edition",2013-10-01 00:00:00.000,139.59,,366,0.3814,"SteamCharts"
"Strife",2015-04-01 00:00:00.000,1490.05,,3418,0.4359,"SteamCharts"
"Injustice™ 2",2017-11-01 00:00:00.000,776.77,,1851,0.4196,"SteamCharts"
"DRAGON QUEST® XI: Echoes of an Elusive Age™",2018-09-01 00:00:00.000,5398.84,,11702,0.4614,"SteamCharts"
"Vindictus",2012-07-01 00:00:00.000,1522.65,,3440,0.4426,"SteamCharts"
"Viscera Cleanup Detail: Santa's Rampage",2013-12-01 00:00:00.000,280.83,,686,0.4094,"SteamCharts"
"Secrets of Grindea",2015-07-01 00:00:00.000,194.71,,412,0.4726,"SteamCharts"
"Soda Dungeon",2016-12-01 00:00:00.000,0.01,,1,0.01,"SteamCharts"
"Trine 3: The Artifacts of Power",2015-04-01 00:00:00.000,70.02,,279,0.251,"SteamCharts"
"Magic 2014",2013-07-01 00:00:00.000,3000.01,,7686,0.3903,"SteamCharts"
"Boring Man - Online Tactical Stickman Combat",2015-02-01 00:00:00.000,418.24,,856,0.4886,"SteamCharts"
"The Flame in the Flood",2015-08-01 00:00:00.000,0.76,,5,0.152,"SteamCharts"
"Epistory - Typing Chronicles",2015-10-01 00:00:00.000,0.9,,7,0.1286,"SteamCharts"
"DUSK",2016-10-01 00:00:00.000,0.49,,5,0.098,"SteamCharts"
"Alan Wake's American Nightmare",2012-07-01 00:00:00.000,105.88,,242,0.4375,"SteamCharts"
"Mordheim: City of the Damned",2014-11-01 00:00:00.000,131.04,,405,0.3236,"SteamCharts"
"Soul at Stake - 1v4",2018-07-01 00:00:00.000,606.3,,1994,0.3041,"SteamCharts"
"Reus",2013-05-01 00:00:00.000,1137.27,,3080,0.3692,"SteamCharts"
"Sword With Sauce",2017-01-01 00:00:00.000,7.65,,43,0.1779,"SteamCharts"
"Invisible, Inc.",2014-08-01 00:00:00.000,315.12,,679,0.4641,"SteamCharts"
"klocki",2016-07-01 00:00:00.000,38.36,,121,0.317,"SteamCharts"
"Titan Souls",2014-08-01 00:00:00.000,0.01,,1,0.01,"SteamCharts"
"Crash Bandicoot™ N. Sane Trilogy",2018-07-01 00:00:00.000,1011.99,,3682,0.2748,"SteamCharts"
"Worm.is: The Game",2016-05-01 00:00:00.000,1542.4,,3413,0.4519,"SteamCharts"
"Freedom Planet",2014-07-01 00:00:00.000,108.89,,256,0.4254,"SteamCharts"
"Owlboy",2016-08-01 00:00:00.000,0.33,,2,0.165,"SteamCharts"
"911 Operator",2016-08-01 00:00:00.000,0.37,,14,0.0264,"SteamCharts"
"Botanicula",2012-07-01 00:00:00.000,96.26,,428,0.2249,"SteamCharts"
"Worms Armageddon",2012-08-01 00:00:00.000,0.05,,2,0.025,"SteamCharts"
"Home Behind",2016-06-01 00:00:00.000,968.05,,3030,0.3195,"SteamCharts"
"Dead Island Definitive Edition",2016-05-01 00:00:00.000,58.33,,2323,0.0251,"SteamCharts"
"BRINK",2012-07-01 00:00:00.000,154.39,,417,0.3702,"SteamCharts"
"Shadowrun: Dragonfall - Director's Cut",2014-09-01 00:00:00.000,285.42,,1257,0.2271,"SteamCharts"
"Zup! 3",2017-01-01 00:00:00.000,91.49,,687,0.1332,"SteamCharts"
"Warhammer 40,000: Dawn of War - Game of the Year Edition",2012-07-01 00:00:00.000,83.39,,244,0.3418,"SteamCharts"
"GRAV",2015-01-01 00:00:00.000,680.77,,1888,0.3606,"SteamCharts"
"Tiny and Big: Grandpa's Leftovers",2012-07-01 00:00:00.000,32.26,,231,0.1397,"SteamCharts"
"Hexcells",2014-02-01 00:00:00.000,15.3,,65,0.2354,"SteamCharts"
"Tactical Monsters Rumble Arena",2017-09-01 00:00:00.000,0.04,,2,0.02,"SteamCharts"
"Eternal Card Game",2016-11-01 00:00:00.000,928.37,,1671,0.5556,"SteamCharts"
"World of Goo",2012-07-01 00:00:00.000,79.76,,300,0.2659,"SteamCharts"
"Tricky Towers",2016-07-01 00:00:00.000,0.36,,5,0.072,"SteamCharts"
"The Cat Lady",2013-12-01 00:00:00.000,30.95,,143,0.2164,"SteamCharts"
"Overlord",2012-07-01 00:00:00.000,28.57,,53,0.5391,"SteamCharts"
"Rec Room",2016-06-01 00:00:00.000,7.69,,99,0.0777,"SteamCharts"
"Resident Evil 7 Teaser: Beginning Hour",2016-12-01 00:00:00.000,1080.5,,3834,0.2818,"SteamCharts"
"Endless Sky",2015-11-01 00:00:00.000,827.6,,2950,0.2805,"SteamCharts"
"Day of Defeat",2012-07-01 00:00:00.000,331.84,,552,0.6012,"SteamCharts"
"The Legend of Heroes: Trails in the Sky",2014-07-01 00:00:00.000,226.59,,1288,0.1759,"SteamCharts"
"Jet Set Radio",2012-09-01 00:00:00.000,113.83,,377,0.3019,"SteamCharts"
"140",2013-10-01 00:00:00.000,19.95,,70,0.285,"SteamCharts"
"Gothic",2012-07-01 00:00:00.000,15.89,,34,0.4674,"SteamCharts"
"Total War Saga: Thrones of Britannia",2017-11-01 00:00:00.000,0.09,,3,0.03,"SteamCharts"
"The Final Station",2016-04-01 00:00:00.000,0,,0,,"SteamCharts"
"RPG Maker VX Ace",2012-09-01 00:00:00.000,0,,0,,"SteamCharts"
"Warhammer 40,000: Inquisitor - Martyr",2017-07-01 00:00:00.000,50.82,,96,0.5294,"SteamCharts"
"FAR: Lone Sails",2018-03-01 00:00:00.000,0.38,,7,0.0543,"SteamCharts"
"GORN",2017-07-01 00:00:00.000,50.58,,188,0.269,"SteamCharts"
"Confess My Love",2017-06-01 00:00:00.000,64.41,,125,0.5153,"SteamCharts"
"One Way Heroics",2014-03-01 00:00:00.000,158.94,,775,0.2051,"SteamCharts"
"WILL: A Wonderful World",2017-05-01 00:00:00.000,0.08,,2,0.04,"SteamCharts"
"Car Mechanic Simulator 2014",2014-01-01 00:00:00.000,507.41,,1078,0.4707,"SteamCharts"
"House Party",2017-06-01 00:00:00.000,9.76,,206,0.0474,"SteamCharts"
"Team Fortress Classic",2012-07-01 00:00:00.000,98.17,,183,0.5364,"SteamCharts"
"Space Rangers HD: A War Apart",2013-03-01 00:00:00.000,321,,778,0.4126,"SteamCharts"
"Defense Grid: The Awakening",2012-07-01 00:00:00.000,253.08,,431,0.5872,"SteamCharts"
"Death Road to Canada",2016-04-01 00:00:00.000,0.36,,3,0.12,"SteamCharts"
"Darksiders III",2017-05-01 00:00:00.000,0,,0,,"SteamCharts"
"Anomaly Warzone Earth",2012-07-01 00:00:00.000,28.23,,125,0.2258,"SteamCharts"
"Hearts of Iron III",2012-07-01 00:00:00.000,210.39,,371,0.5671,"SteamCharts"
"Wargame: AirLand Battle",2013-05-01 00:00:00.000,1010.98,,3877,0.2608,"SteamCharts"
"Caster",2012-07-01 00:00:00.000,1.1,,6,0.1833,"SteamCharts"
"F.E.A.R. 2: Project Origin",2012-07-01 00:00:00.000,121.24,,229,0.5294,"SteamCharts"
"Floating Point",2014-06-01 00:00:00.000,70.28,,392,0.1793,"SteamCharts"
"There's Poop In My Soup",2016-03-01 00:00:00.000,61.69,,261,0.2364,"SteamCharts"
"Heat Signature",2016-04-01 00:00:00.000,6.15,,42,0.1464,"SteamCharts"
"Danganronpa V3: Killing Harmony",2017-07-01 00:00:00.000,0.64,,7,0.0914,"SteamCharts"
"Medieval Engineers",2015-02-01 00:00:00.000,563.87,,3926,0.1436,"SteamCharts"
"Gremlins, Inc.",2015-10-01 00:00:00.000,6.51,,31,0.21,"SteamCharts"
"Hard Reset",2012-07-01 00:00:00.000,71.16,,147,0.4841,"SteamCharts"
"The Surge",2017-03-01 00:00:00.000,3.01,,15,0.2007,"SteamCharts"
"Ni no Kuni™ II: Revenant Kingdom",2018-03-01 00:00:00.000,5985.49,,10708,0.559,"SteamCharts"
"HunieCam Studio",2016-04-01 00:00:00.000,783.14,,2623,0.2986,"SteamCharts"
"Mad Games Tycoon",2015-01-01 00:00:00.000,69.42,,178,0.39,"SteamCharts"
"Medal of Honor(TM) Single Player",2012-07-01 00:00:00.000,19.34,,47,0.4115,"SteamCharts"
"Mount & Blade",2012-07-01 00:00:00.000,248.73,,610,0.4078,"SteamCharts"
"Sniper Elite: Nazi Zombie Army",2012-12-01 00:00:00.000,0,,0,,"SteamCharts"
"Overgrowth",2013-12-01 00:00:00.000,173.3,,417,0.4156,"SteamCharts"
"Touhou Luna Nights",2018-08-01 00:00:00.000,26.07,,105,0.2483,"SteamCharts"
"DuckTales Remastered",2013-08-01 00:00:00.000,210.65,,1974,0.1067,"SteamCharts"
"Savage Lands",2015-01-01 00:00:00.000,1.44,,7,0.2057,"SteamCharts"
