DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20100517,2010-05-17 00:00:00.000,2,"Monday","Lunes","Lundi",17,137,21,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100518,2010-05-18 00:00:00.000,3,"Tuesday","Martes","Mardi",18,138,21,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100519,2010-05-19 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",19,139,21,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100520,2010-05-20 00:00:00.000,5,"Thursday","Jueves","Jeudi",20,140,21,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100521,2010-05-21 00:00:00.000,6,"Friday","Viernes","Vendredi",21,141,21,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100522,2010-05-22 00:00:00.000,7,"Saturday","Sábado","Samedi",22,142,21,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100523,2010-05-23 00:00:00.000,1,"Sunday","Domingo","Dimanche",23,143,22,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100524,2010-05-24 00:00:00.000,2,"Monday","Lunes","Lundi",24,144,22,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100525,2010-05-25 00:00:00.000,3,"Tuesday","Martes","Mardi",25,145,22,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100526,2010-05-26 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",26,146,22,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100527,2010-05-27 00:00:00.000,5,"Thursday","Jueves","Jeudi",27,147,22,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100528,2010-05-28 00:00:00.000,6,"Friday","Viernes","Vendredi",28,148,22,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100529,2010-05-29 00:00:00.000,7,"Saturday","Sábado","Samedi",29,149,22,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100530,2010-05-30 00:00:00.000,1,"Sunday","Domingo","Dimanche",30,150,23,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100531,2010-05-31 00:00:00.000,2,"Monday","Lunes","Lundi",31,151,23,"May","Mayo","Mai",5,2,2010,1,4,2010,2
20100601,2010-06-01 00:00:00.000,3,"Tuesday","Martes","Mardi",1,152,23,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100602,2010-06-02 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",2,153,23,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100603,2010-06-03 00:00:00.000,5,"Thursday","Jueves","Jeudi",3,154,23,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100604,2010-06-04 00:00:00.000,6,"Friday","Viernes","Vendredi",4,155,23,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100605,2010-06-05 00:00:00.000,7,"Saturday","Sábado","Samedi",5,156,23,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100606,2010-06-06 00:00:00.000,1,"Sunday","Domingo","Dimanche",6,157,24,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100607,2010-06-07 00:00:00.000,2,"Monday","Lunes","Lundi",7,158,24,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100608,2010-06-08 00:00:00.000,3,"Tuesday","Martes","Mardi",8,159,24,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100609,2010-06-09 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",9,160,24,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100610,2010-06-10 00:00:00.000,5,"Thursday","Jueves","Jeudi",10,161,24,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100611,2010-06-11 00:00:00.000,6,"Friday","Viernes","Vendredi",11,162,24,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100612,2010-06-12 00:00:00.000,7,"Saturday","Sábado","Samedi",12,163,24,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100613,2010-06-13 00:00:00.000,1,"Sunday","Domingo","Dimanche",13,164,25,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100614,2010-06-14 00:00:00.000,2,"Monday","Lunes","Lundi",14,165,25,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100615,2010-06-15 00:00:00.000,3,"Tuesday","Martes","Mardi",15,166,25,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100616,2010-06-16 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",16,167,25,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100617,2010-06-17 00:00:00.000,5,"Thursday","Jueves","Jeudi",17,168,25,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100618,2010-06-18 00:00:00.000,6,"Friday","Viernes","Vendredi",18,169,25,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100619,2010-06-19 00:00:00.000,7,"Saturday","Sábado","Samedi",19,170,25,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100620,2010-06-20 00:00:00.000,1,"Sunday","Domingo","Dimanche",20,171,26,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100621,2010-06-21 00:00:00.000,2,"Monday","Lunes","Lundi",21,172,26,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100622,2010-06-22 00:00:00.000,3,"Tuesday","Martes","Mardi",22,173,26,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100623,2010-06-23 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",23,174,26,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100624,2010-06-24 00:00:00.000,5,"Thursday","Jueves","Jeudi",24,175,26,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100625,2010-06-25 00:00:00.000,6,"Friday","Viernes","Vendredi",25,176,26,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100626,2010-06-26 00:00:00.000,7,"Saturday","Sábado","Samedi",26,177,26,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100627,2010-06-27 00:00:00.000,1,"Sunday","Domingo","Dimanche",27,178,27,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100628,2010-06-28 00:00:00.000,2,"Monday","Lunes","Lundi",28,179,27,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100629,2010-06-29 00:00:00.000,3,"Tuesday","Martes","Mardi",29,180,27,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100630,2010-06-30 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",30,181,27,"June","Junio","Juin",6,2,2010,1,4,2010,2
20100101,2010-01-01 00:00:00.000,6,"Friday","Viernes","Vendredi",1,1,1,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100102,2010-01-02 00:00:00.000,7,"Saturday","Sábado","Samedi",2,2,1,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100103,2010-01-03 00:00:00.000,1,"Sunday","Domingo","Dimanche",3,3,2,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100104,2010-01-04 00:00:00.000,2,"Monday","Lunes","Lundi",4,4,2,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100105,2010-01-05 00:00:00.000,3,"Tuesday","Martes","Mardi",5,5,2,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100106,2010-01-06 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",6,6,2,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100107,2010-01-07 00:00:00.000,5,"Thursday","Jueves","Jeudi",7,7,2,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100108,2010-01-08 00:00:00.000,6,"Friday","Viernes","Vendredi",8,8,2,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100109,2010-01-09 00:00:00.000,7,"Saturday","Sábado","Samedi",9,9,2,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100110,2010-01-10 00:00:00.000,1,"Sunday","Domingo","Dimanche",10,10,3,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100111,2010-01-11 00:00:00.000,2,"Monday","Lunes","Lundi",11,11,3,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100112,2010-01-12 00:00:00.000,3,"Tuesday","Martes","Mardi",12,12,3,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100113,2010-01-13 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",13,13,3,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100114,2010-01-14 00:00:00.000,5,"Thursday","Jueves","Jeudi",14,14,3,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100115,2010-01-15 00:00:00.000,6,"Friday","Viernes","Vendredi",15,15,3,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100116,2010-01-16 00:00:00.000,7,"Saturday","Sábado","Samedi",16,16,3,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100117,2010-01-17 00:00:00.000,1,"Sunday","Domingo","Dimanche",17,17,4,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100118,2010-01-18 00:00:00.000,2,"Monday","Lunes","Lundi",18,18,4,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100119,2010-01-19 00:00:00.000,3,"Tuesday","Martes","Mardi",19,19,4,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100120,2010-01-20 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",20,20,4,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100121,2010-01-21 00:00:00.000,5,"Thursday","Jueves","Jeudi",21,21,4,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100122,2010-01-22 00:00:00.000,6,"Friday","Viernes","Vendredi",22,22,4,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100123,2010-01-23 00:00:00.000,7,"Saturday","Sábado","Samedi",23,23,4,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100124,2010-01-24 00:00:00.000,1,"Sunday","Domingo","Dimanche",24,24,5,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100125,2010-01-25 00:00:00.000,2,"Monday","Lunes","Lundi",25,25,5,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100126,2010-01-26 00:00:00.000,3,"Tuesday","Martes","Mardi",26,26,5,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100127,2010-01-27 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",27,27,5,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100128,2010-01-28 00:00:00.000,5,"Thursday","Jueves","Jeudi",28,28,5,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100129,2010-01-29 00:00:00.000,6,"Friday","Viernes","Vendredi",29,29,5,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100130,2010-01-30 00:00:00.000,7,"Saturday","Sábado","Samedi",30,30,5,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100131,2010-01-31 00:00:00.000,1,"Sunday","Domingo","Dimanche",31,31,6,"January","Enero","Janvier",1,1,2010,1,3,2010,2
20100201,2010-02-01 00:00:00.000,2,"Monday","Lunes","Lundi",1,32,6,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100202,2010-02-02 00:00:00.000,3,"Tuesday","Martes","Mardi",2,33,6,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100203,2010-02-03 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",3,34,6,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100204,2010-02-04 00:00:00.000,5,"Thursday","Jueves","Jeudi",4,35,6,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100205,2010-02-05 00:00:00.000,6,"Friday","Viernes","Vendredi",5,36,6,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100206,2010-02-06 00:00:00.000,7,"Saturday","Sábado","Samedi",6,37,6,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100207,2010-02-07 00:00:00.000,1,"Sunday","Domingo","Dimanche",7,38,7,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100208,2010-02-08 00:00:00.000,2,"Monday","Lunes","Lundi",8,39,7,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100209,2010-02-09 00:00:00.000,3,"Tuesday","Martes","Mardi",9,40,7,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100210,2010-02-10 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",10,41,7,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100211,2010-02-11 00:00:00.000,5,"Thursday","Jueves","Jeudi",11,42,7,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100212,2010-02-12 00:00:00.000,6,"Friday","Viernes","Vendredi",12,43,7,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100213,2010-02-13 00:00:00.000,7,"Saturday","Sábado","Samedi",13,44,7,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100214,2010-02-14 00:00:00.000,1,"Sunday","Domingo","Dimanche",14,45,8,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100215,2010-02-15 00:00:00.000,2,"Monday","Lunes","Lundi",15,46,8,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100216,2010-02-16 00:00:00.000,3,"Tuesday","Martes","Mardi",16,47,8,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100217,2010-02-17 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",17,48,8,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100218,2010-02-18 00:00:00.000,5,"Thursday","Jueves","Jeudi",18,49,8,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100219,2010-02-19 00:00:00.000,6,"Friday","Viernes","Vendredi",19,50,8,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100220,2010-02-20 00:00:00.000,7,"Saturday","Sábado","Samedi",20,51,8,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100221,2010-02-21 00:00:00.000,1,"Sunday","Domingo","Dimanche",21,52,9,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100222,2010-02-22 00:00:00.000,2,"Monday","Lunes","Lundi",22,53,9,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100223,2010-02-23 00:00:00.000,3,"Tuesday","Martes","Mardi",23,54,9,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100224,2010-02-24 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",24,55,9,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100225,2010-02-25 00:00:00.000,5,"Thursday","Jueves","Jeudi",25,56,9,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100226,2010-02-26 00:00:00.000,6,"Friday","Viernes","Vendredi",26,57,9,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100227,2010-02-27 00:00:00.000,7,"Saturday","Sábado","Samedi",27,58,9,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100228,2010-02-28 00:00:00.000,1,"Sunday","Domingo","Dimanche",28,59,10,"February","Febrero","Février",2,1,2010,1,3,2010,2
20100301,2010-03-01 00:00:00.000,2,"Monday","Lunes","Lundi",1,60,10,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100302,2010-03-02 00:00:00.000,3,"Tuesday","Martes","Mardi",2,61,10,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100303,2010-03-03 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",3,62,10,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100304,2010-03-04 00:00:00.000,5,"Thursday","Jueves","Jeudi",4,63,10,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100305,2010-03-05 00:00:00.000,6,"Friday","Viernes","Vendredi",5,64,10,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100306,2010-03-06 00:00:00.000,7,"Saturday","Sábado","Samedi",6,65,10,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100307,2010-03-07 00:00:00.000,1,"Sunday","Domingo","Dimanche",7,66,11,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100308,2010-03-08 00:00:00.000,2,"Monday","Lunes","Lundi",8,67,11,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100309,2010-03-09 00:00:00.000,3,"Tuesday","Martes","Mardi",9,68,11,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100310,2010-03-10 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",10,69,11,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100311,2010-03-11 00:00:00.000,5,"Thursday","Jueves","Jeudi",11,70,11,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100312,2010-03-12 00:00:00.000,6,"Friday","Viernes","Vendredi",12,71,11,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100313,2010-03-13 00:00:00.000,7,"Saturday","Sábado","Samedi",13,72,11,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100314,2010-03-14 00:00:00.000,1,"Sunday","Domingo","Dimanche",14,73,12,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100315,2010-03-15 00:00:00.000,2,"Monday","Lunes","Lundi",15,74,12,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100316,2010-03-16 00:00:00.000,3,"Tuesday","Martes","Mardi",16,75,12,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100317,2010-03-17 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",17,76,12,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100318,2010-03-18 00:00:00.000,5,"Thursday","Jueves","Jeudi",18,77,12,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100319,2010-03-19 00:00:00.000,6,"Friday","Viernes","Vendredi",19,78,12,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100320,2010-03-20 00:00:00.000,7,"Saturday","Sábado","Samedi",20,79,12,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100321,2010-03-21 00:00:00.000,1,"Sunday","Domingo","Dimanche",21,80,13,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100322,2010-03-22 00:00:00.000,2,"Monday","Lunes","Lundi",22,81,13,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100323,2010-03-23 00:00:00.000,3,"Tuesday","Martes","Mardi",23,82,13,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100324,2010-03-24 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",24,83,13,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100325,2010-03-25 00:00:00.000,5,"Thursday","Jueves","Jeudi",25,84,13,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100326,2010-03-26 00:00:00.000,6,"Friday","Viernes","Vendredi",26,85,13,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100327,2010-03-27 00:00:00.000,7,"Saturday","Sábado","Samedi",27,86,13,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100328,2010-03-28 00:00:00.000,1,"Sunday","Domingo","Dimanche",28,87,14,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100329,2010-03-29 00:00:00.000,2,"Monday","Lunes","Lundi",29,88,14,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100330,2010-03-30 00:00:00.000,3,"Tuesday","Martes","Mardi",30,89,14,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20100331,2010-03-31 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",31,90,14,"March","Marzo","Mars",3,1,2010,1,3,2010,2
20110401,2011-04-01 00:00:00.000,6,"Friday","Viernes","Vendredi",1,91,14,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110402,2011-04-02 00:00:00.000,7,"Saturday","Sábado","Samedi",2,92,14,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110403,2011-04-03 00:00:00.000,1,"Sunday","Domingo","Dimanche",3,93,15,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110404,2011-04-04 00:00:00.000,2,"Monday","Lunes","Lundi",4,94,15,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110405,2011-04-05 00:00:00.000,3,"Tuesday","Martes","Mardi",5,95,15,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110406,2011-04-06 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",6,96,15,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110407,2011-04-07 00:00:00.000,5,"Thursday","Jueves","Jeudi",7,97,15,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110408,2011-04-08 00:00:00.000,6,"Friday","Viernes","Vendredi",8,98,15,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110409,2011-04-09 00:00:00.000,7,"Saturday","Sábado","Samedi",9,99,15,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110410,2011-04-10 00:00:00.000,1,"Sunday","Domingo","Dimanche",10,100,16,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110411,2011-04-11 00:00:00.000,2,"Monday","Lunes","Lundi",11,101,16,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110412,2011-04-12 00:00:00.000,3,"Tuesday","Martes","Mardi",12,102,16,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110413,2011-04-13 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",13,103,16,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110414,2011-04-14 00:00:00.000,5,"Thursday","Jueves","Jeudi",14,104,16,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110415,2011-04-15 00:00:00.000,6,"Friday","Viernes","Vendredi",15,105,16,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110416,2011-04-16 00:00:00.000,7,"Saturday","Sábado","Samedi",16,106,16,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110417,2011-04-17 00:00:00.000,1,"Sunday","Domingo","Dimanche",17,107,17,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110418,2011-04-18 00:00:00.000,2,"Monday","Lunes","Lundi",18,108,17,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110419,2011-04-19 00:00:00.000,3,"Tuesday","Martes","Mardi",19,109,17,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110420,2011-04-20 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",20,110,17,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110421,2011-04-21 00:00:00.000,5,"Thursday","Jueves","Jeudi",21,111,17,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110422,2011-04-22 00:00:00.000,6,"Friday","Viernes","Vendredi",22,112,17,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110423,2011-04-23 00:00:00.000,7,"Saturday","Sábado","Samedi",23,113,17,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110424,2011-04-24 00:00:00.000,1,"Sunday","Domingo","Dimanche",24,114,18,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110425,2011-04-25 00:00:00.000,2,"Monday","Lunes","Lundi",25,115,18,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110426,2011-04-26 00:00:00.000,3,"Tuesday","Martes","Mardi",26,116,18,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110427,2011-04-27 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",27,117,18,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110428,2011-04-28 00:00:00.000,5,"Thursday","Jueves","Jeudi",28,118,18,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110429,2011-04-29 00:00:00.000,6,"Friday","Viernes","Vendredi",29,119,18,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110430,2011-04-30 00:00:00.000,7,"Saturday","Sábado","Samedi",30,120,18,"April","Abril","Avril",4,2,2011,1,4,2010,2
20110501,2011-05-01 00:00:00.000,1,"Sunday","Domingo","Dimanche",1,121,19,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110502,2011-05-02 00:00:00.000,2,"Monday","Lunes","Lundi",2,122,19,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110503,2011-05-03 00:00:00.000,3,"Tuesday","Martes","Mardi",3,123,19,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110504,2011-05-04 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",4,124,19,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110505,2011-05-05 00:00:00.000,5,"Thursday","Jueves","Jeudi",5,125,19,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110506,2011-05-06 00:00:00.000,6,"Friday","Viernes","Vendredi",6,126,19,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110507,2011-05-07 00:00:00.000,7,"Saturday","Sábado","Samedi",7,127,19,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110508,2011-05-08 00:00:00.000,1,"Sunday","Domingo","Dimanche",8,128,20,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110509,2011-05-09 00:00:00.000,2,"Monday","Lunes","Lundi",9,129,20,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110510,2011-05-10 00:00:00.000,3,"Tuesday","Martes","Mardi",10,130,20,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110511,2011-05-11 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",11,131,20,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110512,2011-05-12 00:00:00.000,5,"Thursday","Jueves","Jeudi",12,132,20,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110513,2011-05-13 00:00:00.000,6,"Friday","Viernes","Vendredi",13,133,20,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110514,2011-05-14 00:00:00.000,7,"Saturday","Sábado","Samedi",14,134,20,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110515,2011-05-15 00:00:00.000,1,"Sunday","Domingo","Dimanche",15,135,21,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110516,2011-05-16 00:00:00.000,2,"Monday","Lunes","Lundi",16,136,21,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110517,2011-05-17 00:00:00.000,3,"Tuesday","Martes","Mardi",17,137,21,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110518,2011-05-18 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",18,138,21,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110519,2011-05-19 00:00:00.000,5,"Thursday","Jueves","Jeudi",19,139,21,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110520,2011-05-20 00:00:00.000,6,"Friday","Viernes","Vendredi",20,140,21,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110521,2011-05-21 00:00:00.000,7,"Saturday","Sábado","Samedi",21,141,21,"May","Mayo","Mai",5,2,2011,1,4,2010,2
20110522,2011-05-22 00:00:00.000,1,"Sunday","Domingo","Dimanche",22,142,22,"May","Mayo","Mai",5,2,2011,1,4,2010,2
