OrderNumber,OrderDate,Customer Name Index,Channel Index,Currency Index,Warehouse Index,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,D_RANK,Cummulative Sales %
"SO - 0004792",2014-11-22 00:00:00.000,1,3,1,1,1,1,2,18.61,37.22,9.31,7910,0.99980170031455073
"SO - 0005126",2015-02-03 00:00:00.000,1,3,1,1,1,1,3,108.69,326.07,76.08,6244,0.97125008210867436
"SO - 0005414",2015-04-13 00:00:00.000,1,3,1,1,1,1,6,203.98,1223.87,157.06,2899,0.73267728096959384
"SO - 0005582",2015-05-28 00:00:00.000,1,3,1,1,1,1,6,282.14,1692.87,180.57,2151,0.62774970220269322
"SO - 0005615",2015-06-02 00:00:00.000,1,3,1,1,1,1,6,437.73,2626.4,232,1071,0.40382234398039568
"SO - 0005616",2015-06-03 00:00:00.000,1,3,1,1,1,1,1,221.84,221.84,173.04,6747,0.9844476440728458
"SO - 0005716",2015-06-26 00:00:00.000,1,3,1,1,1,1,3,26.06,78.17,21.11,7748,0.99888573112000945
"SO - 0005739",2015-07-01 00:00:00.000,1,3,1,1,1,1,1,125.81,125.81,66.68,7300,0.99409681078190648
"SO - 0005751",2015-07-06 00:00:00.000,1,3,1,1,1,1,4,215.89,863.56,183.51,3870,0.83159248881975734
"SO - 0005781",2015-07-13 00:00:00.000,1,3,1,1,1,1,3,254.6,763.8,140.03,4315,0.86789552501749523
"SO - 0005813",2015-07-21 00:00:00.000,1,3,1,1,1,1,3,128.79,386.37,87.58,5969,0.96155307016862912
"SO - 0005824",2015-07-26 00:00:00.000,1,3,1,1,1,1,1,123.58,123.58,86.5,7330,0.9944812065441242
"SO - 0005834",2015-07-28 00:00:00.000,1,3,1,1,1,1,7,434.01,3038.08,282.11,807,0.3289553331642685
"SO - 0005857",2015-08-04 00:00:00.000,1,3,1,1,1,1,1,119.11,119.11,66.7,7382,0.99526146333105725
"SO - 0006227",2015-10-26 00:00:00.000,1,3,1,1,1,1,7,128.79,901.52,66.97,3681,0.81460635116793134
"SO - 0006308",2015-11-11 00:00:00.000,1,3,1,1,1,1,1,23.82,23.82,13.82,7958,0.99992718334371111
"SO - 0006328",2015-11-16 00:00:00.000,1,3,1,1,1,1,9,27.54,247.9,12.67,6570,0.98035513544113129
"SO - 0006514",2015-12-27 00:00:00.000,1,3,1,1,1,1,3,119.86,359.57,47.94,6103,0.96660784886834561
"SO - 0006598",2016-01-11 00:00:00.000,1,3,1,1,1,1,5,96.78,483.89,60,5530,0.94257550239552335
"SO - 0006661",2016-01-25 00:00:00.000,1,3,1,1,1,1,9,374.46,3370.1,250.89,660,0.28195226362233883
"SO - 0006737",2016-02-10 00:00:00.000,1,3,1,1,1,1,4,134,536,107.2,5317,0.93210363394450224
"SO - 0006790",2016-02-24 00:00:00.000,1,3,1,1,1,1,4,281.4,1125.6,188.54,3083,0.75495923252372743
"SO - 0006820",2016-03-03 00:00:00.000,1,3,1,1,1,1,3,127.3,381.9,57.29,5994,0.96235503055218885
"SO - 0007086",2016-04-28 00:00:00.000,1,3,1,1,1,1,2,260.56,521.11,135.49,5360,0.93446093848353873
"SO - 0007139",2016-05-10 00:00:00.000,1,3,1,1,1,1,5,268.74,1343.72,212.31,2567,0.68989406089491745
"SO - 0007187",2016-05-20 00:00:00.000,1,3,1,1,1,1,1,114.64,114.64,65.35,7461,0.9960369049465595
"SO - 0007229",2016-06-01 00:00:00.000,1,3,1,1,1,1,6,431.03,2586.2,232.76,1130,0.41857146980736687
"SO - 0007322",2016-06-25 00:00:00.000,1,3,1,1,1,1,3,446.67,1340,343.93,2570,0.69096093033784989
"SO - 0007460",2016-07-27 00:00:00.000,1,3,1,1,1,1,9,112.41,1011.7,61.83,3408,0.78895348805505772
"SO - 0008068",2016-12-23 00:00:00.000,1,3,1,1,1,1,9,378.18,3403.6,298.76,629,0.27148861748202913
"SO - 0008075",2016-12-25 00:00:00.000,1,3,1,1,1,1,7,87.84,614.91,54.46,4905,0.90786090159647936
"SO - 000150",2012-01-12 00:00:00.000,1,3,1,1,3,1,5,404.23,2021.17,161.69,1664,0.538429361769456
"SO - 000267",2012-02-10 00:00:00.000,1,3,1,1,3,1,1,111.67,111.67,55.83,7495,0.996629838728358
"SO - 000343",2012-02-25 00:00:00.000,1,3,1,1,3,1,7,710.2,4971.4,532.65,156,0.087248013640784564
"SO - 000625",2012-05-01 00:00:00.000,1,3,1,1,3,1,3,209.19,627.57,158.98,4849,0.90439821022336675
"SO - 000663",2012-05-09 00:00:00.000,1,3,1,1,3,1,1,107.94,107.94,65.85,7540,0.99693407417543811
"SO - 000725",2012-05-23 00:00:00.000,1,3,1,1,3,1,8,279.17,2233.33,184.25,1400,0.48305024231666116
"SO - 000799",2012-06-03 00:00:00.000,1,3,1,1,3,1,4,425.82,1703.29,315.11,2129,0.62386491164816216
"SO - 000801",2012-06-03 00:00:00.000,1,3,1,1,3,1,8,118.37,946.93,74.57,3578,0.8057067919184141
"SO - 000969",2012-07-09 00:00:00.000,1,3,1,1,3,1,2,253.86,507.71,190.39,5409,0.93650548674206624
"SO - 0001059",2012-07-30 00:00:00.000,1,3,1,1,3,1,1,18.61,18.61,13.77,7990,1.0000000000000018
"SO - 0001060",2012-07-31 00:00:00.000,1,3,1,1,3,1,3,126.56,379.67,82.26,6005,0.96318752582943024
"SO - 0001224",2012-09-11 00:00:00.000,1,3,1,1,3,1,2,276.93,553.87,152.31,5276,0.92972677318225194
"SO - 0001321",2012-10-02 00:00:00.000,1,3,1,1,3,1,7,268,1876,222.44,1828,0.57221441954600061
"SO - 0001449",2012-10-30 00:00:00.000,1,3,1,1,3,1,2,725.83,1451.67,609.7,2428,0.67132993116412476
"SO - 0001475",2012-11-04 00:00:00.000,1,3,1,1,3,1,9,145.17,1306.5,104.52,2698,0.70779148989030383
"SO - 0001615",2012-12-04 00:00:00.000,1,3,1,1,3,1,1,397.53,397.53,159.01,5917,0.95941547635940738
"SO - 0002017",2013-03-04 00:00:00.000,1,3,1,1,3,1,9,114.64,1031.8,45.86,3342,0.78255486555987674
"SO - 0002259",2013-04-26 00:00:00.000,1,3,1,1,3,1,7,114.64,802.51,48.15,4197,0.85863290343421794
"SO - 0002309",2013-05-06 00:00:00.000,1,3,1,1,3,1,8,119.86,958.84,81.5,3544,0.80229928644990589
"SO - 0002379",2013-05-22 00:00:00.000,1,3,1,1,3,1,4,444.43,1777.73,279.99,1928,0.59025045263905085
"SO - 0002407",2013-05-28 00:00:00.000,1,3,1,1,3,1,7,25.31,177.18,20,7028,0.99007830991212464
"SO - 0002751",2013-08-20 00:00:00.000,1,3,1,1,3,1,1,104.97,104.97,60.88,7568,0.99717771747150319
"SO - 0002850",2013-09-11 00:00:00.000,1,3,1,1,3,1,7,433.27,3032.87,251.29,812,0.32986115756179862
"SO - 0003066",2013-10-27 00:00:00.000,1,3,1,1,3,1,6,20.1,120.6,13.07,7361,0.99494085291785483
"SO - 0003293",2013-12-23 00:00:00.000,1,3,1,1,3,1,2,402,804,317.58,4184,0.85807391268045763
"SO - 0003430",2014-01-23 00:00:00.000,1,3,1,1,3,1,1,198.02,198.02,150.5,6905,0.98787945028562185
"SO - 0003636",2014-03-11 00:00:00.000,1,3,1,1,3,1,7,202.49,1417.42,170.09,2475,0.677453130629828
"SO - 0003713",2014-03-29 00:00:00.000,1,3,1,1,3,1,5,444.43,2222.17,253.33,1417,0.48659398061738163
"SO - 0003802",2014-04-18 00:00:00.000,1,3,1,1,3,1,5,97.52,487.61,48.76,5517,0.94199635936819071
"SO - 0003993",2014-05-29 00:00:00.000,1,3,1,1,3,1,4,425.08,1700.31,323.06,2137,0.62504978712126147
"SO - 0004264",2014-07-28 00:00:00.000,1,3,1,1,3,1,7,429.54,3006.81,193.29,834,0.33646623239784168
"SO - 0004466",2014-09-11 00:00:00.000,1,3,1,1,3,1,1,19.36,19.36,9.48,7986,0.99997962980484578
"SO - 0004480",2014-09-15 00:00:00.000,1,3,1,1,3,1,9,438.48,3946.3,324.47,338,0.16684267599250574
"SO - 0004541",2014-10-01 00:00:00.000,1,3,1,1,3,1,8,198.02,1584.18,118.81,2275,0.64763101566014
"SO - 0004809",2014-11-26 00:00:00.000,1,3,1,1,3,1,6,265.02,1590.13,145.76,2263,0.64668474342456106
"SO - 0004875",2014-12-12 00:00:00.000,1,3,1,1,3,1,9,29.78,268,14.59,6421,0.97672228810928319
"SO - 0005011",2015-01-09 00:00:00.000,1,3,1,1,3,1,3,111.67,335,65.88,6212,0.97046278018561216
"SO - 0005244",2015-03-06 00:00:00.000,1,3,1,1,3,1,9,115.39,1038.5,81.93,3317,0.78029082150789031
"SO - 0005254",2015-03-09 00:00:00.000,1,3,1,1,3,1,8,218.87,1750.93,131.32,2009,0.60394107760993243
"SO - 0005324",2015-03-24 00:00:00.000,1,3,1,1,3,1,1,107.94,107.94,71.24,7540,0.99693407417543811
"SO - 0005410",2015-04-12 00:00:00.000,1,3,1,1,3,1,6,560.57,3363.4,364.37,663,0.28362627553333958
"SO - 0005417",2015-04-14 00:00:00.000,1,3,1,1,3,1,6,439.22,2635.33,267.93,1056,0.39963686940404508
"SO - 0005544",2015-05-14 00:00:00.000,1,3,1,1,3,1,6,643.2,3859.2,495.26,396,0.19051381196748993
"SO - 0005703",2015-06-23 00:00:00.000,1,3,1,1,3,1,7,119.86,838.99,63.52,4017,0.84412163851827682
"SO - 0005790",2015-07-15 00:00:00.000,1,3,1,1,3,1,4,263.53,1054.13,173.93,3269,0.77477861445823337
"SO - 0006114",2015-10-02 00:00:00.000,1,3,1,1,3,1,6,439.22,2635.33,373.34,1056,0.39963686940404508
"SO - 0006144",2015-10-08 00:00:00.000,1,3,1,1,3,1,6,260.56,1563.33,192.81,2297,0.65169566515679622
"SO - 0006191",2015-10-19 00:00:00.000,1,3,1,1,3,1,7,122.83,859.83,89.67,3885,0.833133380495412
"SO - 0006578",2016-01-08 00:00:00.000,1,3,1,1,3,1,5,119.11,595.56,84.57,5014,0.91555293446418085
"SO - 0006673",2016-01-28 00:00:00.000,1,3,1,1,3,1,3,288.84,866.53,181.97,3848,0.82935600637518769
"SO - 0006677",2016-01-29 00:00:00.000,1,3,1,1,3,1,3,106.46,319.37,77.71,6254,0.97163336239100484
"SO - 0006971",2016-04-02 00:00:00.000,1,3,1,1,3,1,6,24.57,147.4,13.27,7180,0.99253391400168056
"SO - 0006973",2016-04-03 00:00:00.000,1,3,1,1,3,1,5,125.81,629.06,94.36,4842,0.90427324065327985
"SO - 0006976",2016-04-04 00:00:00.000,1,3,1,1,3,1,8,588.11,4704.89,370.51,198,0.10693805662769765
"SO - 0007133",2016-05-09 00:00:00.000,1,3,1,1,3,1,3,136.23,408.7,106.26,5881,0.95789102631994827
"SO - 0007242",2016-06-05 00:00:00.000,1,3,1,1,3,1,3,137.72,413.17,89.52,5861,0.95719647739531688
"SO - 0007424",2016-07-19 00:00:00.000,1,3,1,1,3,1,8,81.14,649.16,55.18,4759,0.89873962056910783
"SO - 0007510",2016-08-12 00:00:00.000,1,3,1,1,3,1,4,337.23,1348.93,148.38,2554,0.68855532581822221
"SO - 0007526",2016-08-17 00:00:00.000,1,3,1,1,3,1,6,582.9,3497.4,338.08,537,0.24053955636761856
"SO - 0007549",2016-08-25 00:00:00.000,1,3,1,1,3,1,3,90.82,272.47,59.03,6405,0.9759998084041408
"SO - 0007677",2016-09-26 00:00:00.000,1,3,1,1,3,1,8,110.92,887.38,46.59,3729,0.8201961960157641
"SO - 0007852",2016-10-30 00:00:00.000,1,3,1,1,3,1,6,217.38,1304.27,178.25,2705,0.70882976782244467
"SO - 0007898",2016-11-12 00:00:00.000,1,3,1,1,3,1,1,29.03,29.03,11.61,7923,0.99983673792588579
"SO - 0008008",2016-12-08 00:00:00.000,1,3,1,1,3,1,5,690.1,3450.5,393.36,592,0.25955467232811136
"SO - 0008043",2016-12-17 00:00:00.000,1,3,1,1,3,1,1,29.78,29.78,15.78,7918,0.9998165169920884
"SO - 000259",2012-02-08 00:00:00.000,1,3,1,1,2,1,1,247.9,247.9,198.32,6570,0.98035513544113129
"SO - 000289",2012-02-14 00:00:00.000,1,3,1,1,2,1,4,221.84,887.38,155.29,3729,0.8201961960157641
"SO - 000531",2012-04-11 00:00:00.000,1,3,1,1,2,1,8,130.28,1042.22,89.89,3306,0.77894741952604729
"SO - 000754",2012-05-28 00:00:00.000,1,3,1,1,2,1,1,119.86,119.86,49.14,7374,0.99503626873892448
"SO - 0001237",2012-09-13 00:00:00.000,1,3,1,1,2,1,9,625.33,5628,456.49,62,0.037869194836189057
"SO - 0001310",2012-09-30 00:00:00.000,1,3,1,1,2,1,4,81.89,327.56,69.61,6241,0.97112022273647725
"SO - 0001344",2012-10-08 00:00:00.000,1,3,1,1,2,1,2,252.37,504.73,143.85,5420,0.937209963537201
"SO - 0001700",2012-12-25 00:00:00.000,1,3,1,1,2,1,9,95.29,857.6,76.23,3898,0.83526711938127673
"SO - 0001838",2013-01-24 00:00:00.000,1,3,1,1,2,1,6,285.12,1710.73,216.69,2115,0.62114699664195028
"SO - 0002055",2013-03-12 00:00:00.000,1,3,1,1,2,1,8,131.77,1054.13,106.73,3269,0.77477861445823337
"SO - 0002122",2013-03-26 00:00:00.000,1,3,1,1,2,1,1,98.27,98.27,76.65,7621,0.99779307826998
"SO - 0002222",2013-04-17 00:00:00.000,1,3,1,1,2,1,9,204.72,1842.5,100.31,1860,0.57665272296242864
"SO - 0002449",2013-06-07 00:00:00.000,1,3,1,1,2,1,6,127.3,763.8,71.29,4315,0.86789552501749523
"SO - 0002610",2013-07-18 00:00:00.000,1,3,1,1,2,1,9,198.77,1788.9,83.48,1901,0.58404599031430737
"SO - 0002670",2013-08-01 00:00:00.000,1,3,1,1,2,1,7,439.97,3079.77,312.38,768,0.31769246309864158
"SO - 0002721",2013-08-14 00:00:00.000,1,3,1,1,2,1,8,701.27,5610.13,554,65,0.038986807170615964
"SO - 0002824",2013-09-06 00:00:00.000,1,3,1,1,2,1,1,121.34,121.34,65.53,7351,0.9947848449457698
"SO - 0002848",2013-09-11 00:00:00.000,1,3,1,1,2,1,6,564.29,3385.73,372.43,653,0.27993638250035779
"SO - 0003215",2013-12-04 00:00:00.000,1,3,1,1,2,1,9,19.36,174.2,14.13,7036,0.99039032585629461
"SO - 0003322",2013-12-29 00:00:00.000,1,3,1,1,2,1,3,585.88,1757.63,462.84,1990,0.59975160680947226
"SO - 0003341",2014-01-03 00:00:00.000,1,3,1,1,2,1,5,247.16,1235.78,195.25,2875,0.72986239782418216
"SO - 0003397",2014-01-15 00:00:00.000,1,3,1,1,2,1,5,22.33,111.67,15.86,7495,0.996629838728358
"SO - 0003535",2014-02-15 00:00:00.000,1,3,1,1,2,1,8,219.61,1756.89,162.51,1993,0.60097537382218735
"SO - 0003868",2014-05-03 00:00:00.000,1,3,1,1,2,1,2,279.17,558.33,147.96,5253,0.92911955508842858
"SO - 0003944",2014-05-18 00:00:00.000,1,3,1,1,2,1,6,29.78,178.67,19.06,7013,0.98993726389863312
"SO - 0004051",2014-06-09 00:00:00.000,1,3,1,1,2,1,4,215.89,863.56,136.01,3870,0.83159248881975734
"SO - 0004159",2014-07-02 00:00:00.000,1,3,1,1,2,1,7,21.59,151.12,10.79,7156,0.9921350767054733
"SO - 0004404",2014-08-28 00:00:00.000,1,3,1,1,2,1,6,434.01,2604.07,225.69,1095,0.41057209785140053
"SO - 0004444",2014-09-07 00:00:00.000,1,3,1,1,2,1,3,116.88,350.63,82.98,6136,0.968117402624209
"SO - 0004528",2014-09-26 00:00:00.000,1,3,1,1,2,1,7,706.48,4945.34,438.02,164,0.0906987840067178
"SO - 0004551",2014-10-03 00:00:00.000,1,3,1,1,2,1,1,197.28,197.28,128.23,6918,0.98789908113951441
"SO - 0004604",2014-10-14 00:00:00.000,1,3,1,1,2,1,6,119.86,719.13,86.3,4487,0.88127294194348849
"SO - 0004653",2014-10-23 00:00:00.000,1,3,1,1,2,1,3,136.98,410.93,87.67,5869,0.95760590329230832
"SO - 0004671",2014-10-26 00:00:00.000,1,3,1,1,2,1,8,22.33,178.67,13.18,7013,0.98993726389863312
"SO - 0004754",2014-11-14 00:00:00.000,1,3,1,1,2,1,5,700.52,3502.61,567.42,533,0.23845011526778062
"SO - 0004807",2014-11-25 00:00:00.000,1,3,1,1,2,1,7,111.67,781.67,64.77,4266,0.86436956772489582
"SO - 0005207",2015-02-25 00:00:00.000,1,3,1,1,2,1,8,95.29,762.31,55.27,4323,0.86895750366324187
"SO - 0005249",2015-03-07 00:00:00.000,1,3,1,1,2,1,9,132.51,1192.6,70.23,2935,0.737122396674432
"SO - 0005435",2015-04-18 00:00:00.000,1,3,1,1,2,1,5,374.46,1872.28,280.84,1840,0.57258717988777186
"SO - 0005510",2015-05-05 00:00:00.000,1,3,1,1,2,1,9,208.44,1876,141.74,1828,0.57221441954600061
"SO - 0005852",2015-08-03 00:00:00.000,1,3,1,1,2,1,7,104.22,729.56,83.38,4461,0.87825405235334553
"SO - 0006056",2015-09-18 00:00:00.000,1,3,1,1,2,1,3,341.7,1025.1,191.35,3366,0.785213966615393
"SO - 0006229",2015-10-26 00:00:00.000,1,3,1,1,2,1,2,253.11,506.22,129.09,5411,0.93695884125199091
"SO - 0006234",2015-10-29 00:00:00.000,1,3,1,1,2,1,5,220.36,1101.78,141.03,3155,0.76237783151832439
"SO - 0006238",2015-10-30 00:00:00.000,1,3,1,1,2,1,9,259.81,2338.3,142.9,1310,0.46209798657134171
"SO - 0006241",2015-10-31 00:00:00.000,1,3,1,1,2,1,2,118.37,236.73,69.84,6651,0.98230590676830754
"SO - 0006310",2015-11-12 00:00:00.000,1,3,1,1,2,1,2,282.89,565.78,132.96,5201,0.92610569958637579
"SO - 0006379",2015-11-28 00:00:00.000,1,3,1,1,2,1,1,115.39,115.39,80.77,7447,0.99595705210982088
"SO - 0006536",2016-01-01 00:00:00.000,1,3,1,1,2,1,3,120.6,361.8,73.57,6092,0.96632160936574263
"SO - 0006538",2016-01-01 00:00:00.000,1,3,1,1,2,1,4,122.09,488.36,50.06,5508,0.94175375493118219
"SO - 0006863",2016-03-12 00:00:00.000,1,3,1,1,2,1,6,104.97,629.8,83.97,4836,0.90389766325213272
"SO - 0007067",2016-04-24 00:00:00.000,1,3,1,1,2,1,3,288.1,864.3,132.53,3865,0.83090504274564725
"SO - 0007141",2016-05-11 00:00:00.000,1,3,1,1,2,1,2,291.08,582.16,241.59,5109,0.92006405453689977
"SO - 0007164",2016-05-15 00:00:00.000,1,3,1,1,2,1,9,256.83,2311.5,154.1,1341,0.46926894803591584
"SO - 0007390",2016-07-10 00:00:00.000,1,3,1,1,2,1,8,437.73,3501.87,302.04,534,0.23949550301597286
"SO - 0007429",2016-07-21 00:00:00.000,1,3,1,1,2,1,8,440.71,3525.69,330.53,512,0.23215394178888996
"SO - 0007527",2016-08-18 00:00:00.000,1,3,1,1,2,1,8,128.79,1030.31,96.59,3358,0.78358054981364844
"SO - 0007647",2016-09-18 00:00:00.000,1,3,1,1,2,1,2,109.43,218.87,91.92,6780,0.98512716834911329
"SO - 0007680",2016-09-28 00:00:00.000,1,3,1,1,2,1,1,195.04,195.04,83.87,6930,0.98821116574390933
"SO - 0007767",2016-10-15 00:00:00.000,1,3,1,1,2,1,4,204.72,818.89,139.21,4109,0.85145580434257506
"SO - 0008076",2016-12-26 00:00:00.000,1,3,1,1,2,1,3,115.39,346.17,73.85,6160,0.9687388453255138
"SO - 000413",2012-03-11 00:00:00.000,3,3,1,1,8,1,9,209.93,1889.4,155.35,1814,0.56847415577984539
"SO - 000990",2012-07-17 00:00:00.000,3,3,1,1,8,1,6,118.37,710.2,72.2,4523,0.8835417255411504
"SO - 0001172",2012-08-29 00:00:00.000,3,3,1,1,6,1,2,147.4,294.8,89.91,6319,0.97359975541197974
"SO - 0001826",2013-01-22 00:00:00.000,3,3,1,1,8,1,6,273.21,1639.27,169.39,2216,0.63835831993022762
"SO - 0001906",2013-02-06 00:00:00.000,3,3,1,1,8,1,8,143.68,1149.42,113.51,3027,0.74794420738578626
"SO - 0001966",2013-02-19 00:00:00.000,3,3,1,1,6,1,7,130.28,911.94,108.13,3650,0.81190014521776932
"SO - 0002168",2013-04-06 00:00:00.000,3,3,1,1,6,1,5,189.83,949.17,132.88,3571,0.80467000162448143
"SO - 0002883",2013-09-16 00:00:00.000,3,3,1,1,8,1,8,288.84,2310.76,135.76,1343,0.46972882427213869
"SO - 0003536",2014-02-16 00:00:00.000,3,3,1,1,6,1,1,712.43,712.43,391.84,4519,0.88248144946996854
"SO - 0003767",2014-04-10 00:00:00.000,3,3,1,1,8,1,4,432.52,1730.09,229.24,2056,0.61156117446335945
"SO - 0003975",2014-05-27 00:00:00.000,3,3,1,1,8,1,2,26.06,52.11,10.94,7857,0.99956183631608764
"SO - 0004289",2014-08-04 00:00:00.000,3,3,1,1,8,1,3,291.82,875.47,154.67,3795,0.826758169146801
"SO - 0004453",2014-09-09 00:00:00.000,3,3,1,1,6,1,3,117.62,352.87,72.93,6125,0.96738440795388647
"SO - 0004584",2014-10-09 00:00:00.000,3,3,1,1,6,1,1,20.84,20.84,10.21,7976,0.99995992332519812
"SO - 0004948",2014-12-27 00:00:00.000,3,3,1,1,8,1,9,439.22,3953,294.28,333,0.16566461579304345
"SO - 0005218",2015-02-27 00:00:00.000,3,3,1,1,8,1,4,430.29,1721.16,279.69,2084,0.61653846562133419
"SO - 0005267",2015-03-10 00:00:00.000,3,3,1,1,8,1,7,260.56,1823.89,132.88,1873,0.57883987253780544
"SO - 0005312",2015-03-22 00:00:00.000,3,3,1,1,8,1,7,107.94,755.61,72.32,4361,0.87092034028357745
"SO - 0005548",2015-05-16 00:00:00.000,3,3,1,1,8,1,5,424.33,2121.67,292.79,1555,0.51664217878182439
"SO - 0005592",2015-05-29 00:00:00.000,3,3,1,1,8,1,7,122.09,854.62,102.55,3928,0.83679867724663559
"SO - 0005598",2015-05-30 00:00:00.000,3,3,1,1,8,1,2,29.78,59.56,20.25,7822,0.999363454039351
"SO - 0005800",2015-07-17 00:00:00.000,3,3,1,1,8,1,1,445.18,445.18,369.5,5663,0.94878871740633985
"SO - 0005925",2015-08-19 00:00:00.000,3,3,1,1,6,1,6,116.13,696.8,82.45,4578,0.887242955471861
"SO - 0005937",2015-08-21 00:00:00.000,3,3,1,1,6,1,7,117.62,823.36,62.34,4084,0.84998572524070193
"SO - 0005975",2015-08-31 00:00:00.000,3,3,1,1,8,1,8,103.48,827.82,83.82,4071,0.8481814081635799
"SO - 0006027",2015-09-11 00:00:00.000,3,3,1,1,6,1,7,119.86,838.99,59.93,4017,0.84412163851827682
"SO - 0006036",2015-09-13 00:00:00.000,3,3,1,1,6,1,7,22.33,156.33,13.4,7125,0.99180113426771432
"SO - 0006355",2015-11-23 00:00:00.000,3,3,1,1,8,1,1,124.32,124.32,58.43,7323,0.994407423669305
"SO - 0006602",2016-01-12 00:00:00.000,3,3,1,1,8,1,6,206.21,1237.27,156.72,2870,0.72937051995265989
"SO - 0006991",2016-04-08 00:00:00.000,3,3,1,1,8,1,6,125.81,754.87,99.39,4363,0.87167149309572045
"SO - 0007785",2016-10-18 00:00:00.000,3,3,1,1,6,1,9,126.56,1139,74.67,3056,0.75135919582374266
"SO - 0008010",2016-12-08 00:00:00.000,3,3,1,1,8,1,1,434.76,434.76,317.37,5735,0.9521964457718104
"SO - 0008035",2016-12-15 00:00:00.000,3,3,1,1,8,1,8,24.57,196.53,17.69,6919,0.98809464337164776
"SO - 000141",2012-01-10 00:00:00.000,3,3,1,1,7,1,8,267.26,2138.04,176.39,1529,0.51155695474524165
"SO - 000213",2012-01-28 00:00:00.000,3,3,1,1,7,1,7,190.58,1334.04,95.29,2586,0.69282213489906508
"SO - 000280",2012-02-11 00:00:00.000,3,3,1,1,7,1,4,126.56,506.22,103.78,5411,0.93695884125199091
"SO - 000373",2012-03-01 00:00:00.000,3,3,1,1,7,1,9,25.31,227.8,14.93,6705,0.98377954227081976
"SO - 000423",2012-03-15 00:00:00.000,3,3,1,1,7,1,5,579.18,2895.89,353.3,897,0.35473894524703681
"SO - 000470",2012-03-29 00:00:00.000,3,3,1,1,7,1,4,290.33,1161.33,148.07,3001,0.745074580149392
"SO - 000490",2012-04-02 00:00:00.000,3,3,1,1,7,1,3,26.06,78.17,20.84,7748,0.99888573112000945
"SO - 000520",2012-04-06 00:00:00.000,3,3,1,1,7,1,3,440.71,1322.13,264.43,2631,0.69969181728653629
"SO - 000564",2012-04-20 00:00:00.000,3,3,1,1,7,1,9,95.29,857.6,43.83,3898,0.83526711938127673
"SO - 000925",2012-06-30 00:00:00.000,3,3,1,1,7,1,3,286.61,859.83,126.11,3885,0.833133380495412
"SO - 000963",2012-07-08 00:00:00.000,3,3,1,1,7,1,7,130.28,911.94,53.41,3650,0.81190014521776932
"SO - 0001195",2012-09-04 00:00:00.000,3,3,1,1,7,1,9,568.01,5112.1,323.77,131,0.074214457072295861
"SO - 0001294",2012-09-28 00:00:00.000,3,3,1,1,7,1,9,562.06,5058.5,309.13,141,0.079268790973163333
"SO - 0001313",2012-10-01 00:00:00.000,3,3,1,1,7,1,4,20.1,80.4,9.45,7733,0.99880787241502278
"SO - 0001764",2013-01-10 00:00:00.000,3,3,1,1,7,1,6,20.84,125.07,14.38,7305,0.99432082819945722
"SO - 0001847",2013-01-26 00:00:00.000,3,3,1,1,7,1,4,115.39,461.56,79.62,5597,0.94586396894526281
"SO - 0001928",2013-02-11 00:00:00.000,3,3,1,1,7,1,6,206.21,1237.27,169.09,2870,0.72937051995265989
"SO - 0002185",2013-04-09 00:00:00.000,3,3,1,1,7,1,2,129.53,259.07,102.33,6473,0.97792353954358024
"SO - 0002262",2013-04-27 00:00:00.000,3,3,1,1,7,1,8,125.81,1006.49,78,3422,0.79015725504078638
"SO - 0002283",2013-05-02 00:00:00.000,3,3,1,1,7,1,8,144.42,1155.38,118.43,3013,0.74588136266991245
"SO - 0002295",2013-05-03 00:00:00.000,3,3,1,1,7,1,4,259.07,1036.27,163.21,3333,0.78142532624781613
"SO - 0002382",2013-05-22 00:00:00.000,3,3,1,1,7,1,7,108.69,760.82,44.56,4337,0.86926033306832329
"SO - 0002601",2013-07-17 00:00:00.000,3,3,1,1,7,1,2,681.91,1363.82,375.05,2533,0.68532093964395713
"SO - 0002931",2013-09-25 00:00:00.000,3,3,1,1,7,1,4,26.06,104.22,20.32,7572,0.99733327765951219
"SO - 0002943",2013-09-28 00:00:00.000,3,3,1,1,7,1,6,629.06,3774.33,295.66,436,0.20422384390022619
"SO - 0002989",2013-10-08 00:00:00.000,3,3,1,1,7,1,8,105.71,845.69,46.51,3981,0.8405201241308411
"SO - 0003217",2013-12-05 00:00:00.000,3,3,1,1,7,1,2,26.06,52.11,10.42,7857,0.99956183631608764
"SO - 0003224",2013-12-07 00:00:00.000,3,3,1,1,7,1,4,116.88,467.51,81.81,5580,0.944894880618397
"SO - 0003258",2013-12-14 00:00:00.000,3,3,1,1,7,1,4,643.2,2572.8,328.03,1147,0.42318844504058079
"SO - 0003340",2014-01-03 00:00:00.000,3,3,1,1,7,1,8,99.01,792.09,60.4,4227,0.86124481302350042
"SO - 0003424",2014-01-21 00:00:00.000,3,3,1,1,7,1,3,249.39,748.17,154.62,4396,0.87368819117487118
"SO - 0003531",2014-02-14 00:00:00.000,3,3,1,1,7,1,7,211.42,1479.96,116.28,2398,0.6663859730527687
"SO - 0004014",2014-06-02 00:00:00.000,3,3,1,1,7,1,6,123.58,741.47,55.61,4423,0.876131796641341
"SO - 0004097",2014-06-18 00:00:00.000,3,3,1,1,7,1,5,128.04,640.22,71.7,4801,0.90162547351026567
