Country,Year,Population
"Honduras",1964,2279568
"Hong Kong, China",1964,3694996
"Hungary",1964,10107595
"Iceland",1964,189148
"India",1964,486038945
"Indonesia",1964,101538797
"Iran",1964,24408927
"Iraq",1964,8227763
"Ireland",1964,2860976
"Isle of Man",1964,49822
"Israel",1964,2443420
"Italy",1964,51054762
"Jamaica",1964,1734820
"Japan",1964,96253698
"Jordan",1964,1059627
"Kazakhstan",1964,11577537
"Kenya",1964,9200107
"Kiribati",1964,36801
"Korea, Dem. Rep.",1964,12011509
"Korea, Rep.",1964,27772698
"Kuwait",1964,433288
"Kyrgyzstan",1964,2490244
"Laos",1964,2336091
"Latvia",1964,2236535
"Lebanon",1964,2147273
"Lesotho",1964,915820
"Liberia",1964,1230038
"Libya",1964,1561744
"Liechtenstein",1964,18235
"Lithuania",1964,2927610
"Luxembourg",1964,328603
"Macao, China",1964,197519
"Macedonia, FYR",1964,1462410
"Madagascar",1964,5623161
"Malawi",1964,3877813
"Malaysia",1964,9286976
"Maldives",1964,100370
"Mali",1964,5522231
"Malta",1964,307119
"Marshall Islands",1964,16700
"Martinique",1964,306700
"Mauritania",1964,956369
"Mauritius",1964,735508
"Mayotte",1964,29175
"Mexico",1964,43574687
"Micronesia, Fed. Sts.",1964,50481
"Moldova",1964,3275331
"Monaco",1964,22643
"Mongolia",1964,1076571
"Montenegro",1964,500745
"Montserrat",1964,11834
"Morocco",1964,12959397
"Mozambique",1964,8296714
"Myanmar",1964,22824142
"Namibia",1964,665298
"Nauru",1964,5500
"Nepal",1964,10495972
"Netherlands",1964,12055386
"Netherlands Antilles",1964,144016
"New Caledonia",1964,88549
"New Zealand",1964,2581577
"Nicaragua",1964,2001105
"Niger",1964,3654806
"Nigeria",1964,50079946
"Niue",1964,5043
"Northern Mariana Islands",1964,10901
"Norway",1964,3693750
"Oman",1964,614390
"Pakistan",1964,50678979
"Palau",1964,10593
"Panama",1964,1267907
"Papua New Guinea",1964,2116822
"Paraguay",1964,2118896
"Peru",1964,11143120
"Philippines",1964,29664173
"Poland",1964,30740557
"Portugal",1964,8925792
"Puerto Rico",1964,2541906
"Qatar",1964,67082
"Reunion",1964,377511
"Romania",1964,18870340
"Russia",1964,125644787
"Rwanda",1964,3125315
"Saint Helena",1964,4629
"Saint Kitts and Nevis",1964,49930
"Saint Lucia",1964,95264
"Saint Vincent and the Grenadines",1964,85076
"Saint-Pierre-et-Miquelon",1964,5049
"Samoa",1964,123530
"San Marino",1964,17032
"Sao Tome and Principe",1964,64265
"Saudi Arabia",1964,4622460
"Senegal",1964,3403161
"Serbia",1964,7831873
"Seychelles",1964,45469
"Sierra Leone",1964,2333500
"Singapore",1964,1836072
"Slovak Republic",1964,4302571
"Slovenia",1964,1621265
"Solomon Islands",1964,140000
"Somalia",1964,3094969
"South Africa",1964,19308185
"South Sudan",1964,2600994
"Spain",1964,31764645
"Sri Lanka",1964,10962237
"Sudan",1964,10111923
"Suriname",1964,323298
"Swaziland",1964,382477
"Sweden",1964,7676568
"Switzerland",1964,5729362
"Syria",1964,5202606
"Taiwan",1964,12631000
"Tajikistan",1964,2424189
"Tanzania",1964,11338515
"Thailand",1964,30839333
"Timor-Leste",1964,537278
"Togo",1964,1654451
"Tokelau",1964,1948
"Tonga",1964,71758
"Trinidad and Tobago",1964,883421
"Tunisia",1964,4541457
"Turkey",1964,31109820
"Turkmenistan",1964,1829697
"Turks and Caicos Islands",1964,5705
"Tuvalu",1964,6687
"Uganda",1964,7746988
"Ukraine",1964,44868657
"United Arab Emirates",1964,134478
"United Kingdom",1964,54006245
"United States",1964,197094531
"Uruguay",1964,2664775
"Uzbekistan",1964,9888629
"Wallis et Futuna",1964,9174
"Vanuatu",1964,72131
"Venezuela",1964,8759890
"West Bank and Gaza",1964,1181587
"Western Sahara",1964,46308
"Vietnam",1964,38898597
"Virgin Islands (U.S.)",1964,46122
"Yemen, Rep.",1964,5527652
"Zambia",1964,3430747
"Zimbabwe",1964,4279524
"Afghanistan",1965,10697983
"Albania",1965,1869942
"Algeria",1965,11923002
"American Samoa",1965,23480
"Andorra",1965,18529
"Angola",1965,5431135
"Anguilla",1965,6114
"Antigua and Barbuda",1965,59844
"Argentina",1965,22296628
"Armenia",1965,2204650
"Aruba",1965,57362
"Australia",1965,11359763
"Austria",1965,7268015
"Azerbaijan",1965,4574500
"Bahamas",1965,140063
"Bahrain",1965,186351
"Bangladesh",1965,57791778
"Barbados",1965,235271
"Belarus",1965,8607003
"Belgium",1965,9435244
"Belize",1965,106546
"Benin",1965,2602490
"Bermuda",1965,48839
"Bhutan",1965,258559
"Bolivia",1965,3752892
"Bosnia and Herzegovina",1965,3396402
"Botswana",1965,595697
"Brazil",1965,84388983
"British Virgin Islands",1965,8808
"Brunei",1965,99536
"Bulgaria",1965,8204095
"Burkina Faso",1965,5284154
"Burundi",1965,3212864
"Cambodia",1965,6141404
"Cameroon",1965,6048706
"Canada",1965,19678005
"Cape Verde",1965,240301
"Cayman Islands",1965,8701
"Central African Rep.",1965,1648838
"Chad",1965,3288547
"Channel Islands",1965,114974
"Chile",1965,8655738
"China",1965,710290299
"Colombia",1965,18555731
"Comoros",1965,212097
"Congo, Dem. Rep.",1965,17543319
"Congo, Rep.",1965,1157905
"Cook Islands",1965,18970
"Costa Rica",1965,1582482
"Cote d'Ivoire",1965,4423736
"Croatia",1965,4121599
"Cuba",1965,7941840
"Cyprus",1965,581056
"Czech Rep.",1965,9686318
"Denmark",1965,4759095
"Djibouti",1965,116706
"Dominica",1965,65037
"Dominican Rep.",1965,3893484
"Ecuador",1965,5146294
"Egypt",1965,31771227
"El Salvador",1965,3244774
"Equatorial Guinea",1965,269429
"Eritrea",1965,1619301
"Estonia",1965,1290996
"Ethiopia",1965,25480202
"Faeroe Islands",1965,36391
"Falkland Islands (Malvinas)",1965,2074
"Fiji",1965,463885
"Finland",1965,4564002
"France",1965,48754817
"French Guiana",1965,39347
"French Polynesia",1965,92859
"Gabon",1965,501880
"Gambia",1965,409450
"Georgia",1965,4477493
"Germany",1965,75963700
"Ghana",1965,7807845
"Gibraltar",1965,23248
"Greece",1965,8551005
"Greenland",1965,39215
"Grenada",1965,94561
"Guadeloupe",1965,300691
"Guam",1965,75911
"Guatemala",1965,4762956
"Guinea",1965,3822583
"Guinea-Bissau",1965,597695
"Guyana",1965,640447
"Haiti",1965,4272760
"Holy See",1965,855
"Honduras",1965,2349455
"Hong Kong, China",1965,3801680
"Hungary",1965,10140871
"Iceland",1965,192000
"India",1965,496400381
"Indonesia",1965,104146696
"Iran",1965,25063612
"Iraq",1965,8483109
"Ireland",1965,2874711
"Isle of Man",1965,50717
"Israel",1965,2522641
"Italy",1965,51453513
"Jamaica",1965,1760400
"Japan",1965,97342773
"Jordan",1965,1129219
"Kazakhstan",1965,11909001
"Kenya",1965,9504635
"Kiribati",1965,37895
"Korea, Dem. Rep.",1965,12323345
"Korea, Rep.",1965,28395140
"Kuwait",1965,484205
"Kyrgyzstan",1965,2573494
"Laos",1965,2391060
"Latvia",1965,2261016
"Lebanon",1965,2203902
"Lesotho",1965,933664
"Liberia",1965,1261555
"Libya",1965,1622996
"Liechtenstein",1965,18717
"Lithuania",1965,2966462
"Luxembourg",1965,331505
"Macao, China",1965,206906
"Macedonia, FYR",1965,1481397
"Madagascar",1965,5764278
"Malawi",1965,3974682
"Malaysia",1965,9569499
"Maldives",1965,102909
"Mali",1965,5597238
"Malta",1965,305851
"Marshall Islands",1965,17282
"Martinique",1965,311488
"Mauritania",1965,983773
"Mauritius",1965,753065
"Mayotte",1965,30455
"Mexico",1965,44898430
"Micronesia, Fed. Sts.",1965,52236
"Moldova",1965,3335497
"Monaco",1965,22749
"Mongolia",1965,1109312
"Montenegro",1965,506646
"Montserrat",1965,11839
"Morocco",1965,13323000
"Mozambique",1965,8473839
"Myanmar",1965,23330184
"Namibia",1965,682554
"Nauru",1965,5738
"Nepal",1965,10707313
"Netherlands",1965,12213435
"Netherlands Antilles",1965,146480
"New Caledonia",1965,91182
"New Zealand",1965,2628004
"Nicaragua",1965,2061878
"Niger",1965,3765632
"Nigeria",1965,51195706
"Niue",1965,5097
"Northern Mariana Islands",1965,11157
"Norway",1965,3723001
"Oman",1965,630553
"Pakistan",1965,51993059
"Palau",1965,10782
"Panama",1965,1305667
"Papua New Guinea",1965,2161087
"Paraguay",1965,2176195
"Peru",1965,11466936
"Philippines",1965,30606162
"Poland",1965,31121621
"Portugal",1965,8899506
"Puerto Rico",1965,2582056
"Qatar",1965,73073
"Reunion",1965,390531
"Romania",1965,19031999
"Russia",1965,126749106
"Rwanda",1965,3220770
"Saint Helena",1965,4639
"Saint Kitts and Nevis",1965,49207
"Saint Lucia",1965,96738
"Saint Vincent and the Grenadines",1965,85973
"Saint-Pierre-et-Miquelon",1965,5095
"Samoa",1965,126931
"San Marino",1965,17439
"Sao Tome and Principe",1965,64803
"Saudi Arabia",1965,4787033
"Senegal",1965,3504782
"Serbia",1965,7889351
"Seychelles",1965,46544
"Sierra Leone",1965,2373308
"Singapore",1965,1879561
"Slovak Republic",1965,4344322
"Slovenia",1965,1630299
"Solomon Islands",1965,143000
"Somalia",1965,3170982
"South Africa",1965,19813932
"South Sudan",1965,2664019
"Spain",1965,32108561
"Sri Lanka",1965,11215216
"Sudan",1965,10356949
"Suriname",1965,332197
"Swaziland",1965,391553
"Sweden",1965,7734003
"Switzerland",1965,5829839
"Syria",1965,5378287
"Taiwan",1965,12978000
"Tajikistan",1965,2512493
"Tanzania",1965,11682835
"Thailand",1965,31792743
"Timor-Leste",1965,547681
"Togo",1965,1699541
"Tokelau",1965,1924
"Tonga",1965,74364
"Trinidad and Tobago",1965,893922
"Tunisia",1965,4630000
"Turkey",1965,31837999
"Turkmenistan",1965,1890000
"Turks and Caicos Islands",1965,5669
"Tuvalu",1965,6819
"Uganda",1965,8014352
"Ukraine",1965,45340503
"United Arab Emirates",1965,146387
"United Kingdom",1965,54349899
"United States",1965,199452508
"Uruguay",1965,2693906
"Uzbekistan",1965,10233502
"Wallis et Futuna",1965,9224
"Vanuatu",1965,74287
"Venezuela",1965,9067485
"West Bank and Gaza",1965,1190923
"Western Sahara",1965,50938
"Vietnam",1965,39884879
"Virgin Islands (U.S.)",1965,49610
"Yemen, Rep.",1965,5632206
"Zambia",1965,3537265
"Zimbabwe",1965,4422087
"Afghanistan",1966,10927724
"Albania",1966,1922993
"Algeria",1966,12229853
"American Samoa",1966,24283
"Andorra",1966,19640
"Angola",1966,5524090
"Anguilla",1966,6171
"Antigua and Barbuda",1966,61032
"Argentina",1966,22622012
"Armenia",1966,2269475
"Aruba",1966,57714
"Australia",1966,11617580
"Austria",1966,7312775
"Azerbaijan",1966,4702919
"Bahamas",1966,146379
"Bahrain",1966,190734
"Bangladesh",1966,59681186
"Barbados",1966,235912
"Belarus",1966,8695396
"Belgium",1966,9479970
"Belize",1966,109704
"Benin",1966,2646310
"Bermuda",1966,49516
"Bhutan",1966,266072
"Bolivia",1966,3839751
"Bosnia and Herzegovina",1966,3432671
"Botswana",1966,612903
"Brazil",1966,86735163
"British Virgin Islands",1966,9007
"Brunei",1966,104130
"Bulgaria",1966,8265527
"Burkina Faso",1966,5378861
"Burundi",1966,3275465
"Cambodia",1966,6310320
"Cameroon",1966,6193834
"Canada",1966,20078135
"Cape Verde",1966,246724
"Cayman Islands",1966,8787
"Central African Rep.",1966,1682880
"Chad",1966,3357972
"Channel Islands",1966,116200
"Chile",1966,8849016
"China",1966,727601056
"Colombia",1966,19104020
"Comoros",1966,216728
"Congo, Dem. Rep.",1966,18048341
"Congo, Rep.",1966,1190402
"Cook Islands",1966,19410
"Costa Rica",1966,1631723
"Cote d'Ivoire",1966,4602382
"Croatia",1966,4131926
"Cuba",1966,8099779
"Cyprus",1966,585400
"Czech Rep.",1966,9707426
"Denmark",1966,4794927
"Djibouti",1966,124688
"Dominica",1966,66304
"Dominican Rep.",1966,4015213
"Ecuador",1966,5302370
"Egypt",1966,32586961
"El Salvador",1966,3342957
"Equatorial Guinea",1966,275472
"Eritrea",1966,1662247
"Estonia",1966,1306197
"Ethiopia",1966,26128435
"Faeroe Islands",1966,36820
"Falkland Islands (Malvinas)",1966,2058
"Fiji",1966,476334
"Finland",1966,4576277
"France",1966,49238715
"French Guiana",1966,41100
"French Polynesia",1966,96177
"Gabon",1966,505765
"Gambia",1966,417350
"Georgia",1966,4530176
"Germany",1966,76518660
"Ghana",1966,7986643
"Gibraltar",1966,23582
"Greece",1966,8596595
"Greenland",1966,40715
"Grenada",1966,94858
"Guadeloupe",1966,305052
"Guam",1966,77789
"Guatemala",1966,4892812
"Guinea",1966,3890947
"Guinea-Bissau",1966,596340
"Guyana",1966,657885
"Haiti",1966,4359031
"Holy See",1966,817
"Honduras",1966,2417101
"Hong Kong, China",1966,3868368
"Hungary",1966,10173802
"Iceland",1966,194608
"India",1966,507115411
"Indonesia",1966,106839814
"Iran",1966,25743217
"Iraq",1966,8759064
"Ireland",1966,2887470
"Isle of Man",1966,51780
"Israel",1966,2591671
"Italy",1966,51839323
"Jamaica",1966,1783255
"Japan",1966,98495891
"Jordan",1966,1220890
"Kazakhstan",1966,12200891
"Kenya",1966,9822419
"Kiribati",1966,39071
"Korea, Dem. Rep.",1966,12671954
"Korea, Rep.",1966,29009251
"Kuwait",1966,535698
"Kyrgyzstan",1966,2655349
"Laos",1966,2447006
"Latvia",1966,2284026
"Lebanon",1966,2256917
"Lesotho",1966,952235
"Liberia",1966,1294368
"Libya",1966,1688870
"Liechtenstein",1966,19236
"Lithuania",1966,3003168
"Luxembourg",1966,333465
"Macao, China",1966,216869
"Macedonia, FYR",1966,1498995
"Madagascar",1966,5909996
"Malawi",1966,4074649
"Malaysia",1966,9844029
"Maldives",1966,105325
"Mali",1966,5675700
"Malta",1966,304939
"Marshall Islands",1966,17839
"Martinique",1966,315566
"Mauritania",1966,1011900
"Mauritius",1966,769472
"Mayotte",1966,31684
"Mexico",1966,46229966
"Micronesia, Fed. Sts.",1966,54199
"Moldova",1966,3391966
"Monaco",1966,22886
"Mongolia",1966,1142272
"Montenegro",1966,510527
"Montserrat",1966,11806
"Morocco",1966,13703369
"Mozambique",1966,8657160
"Myanmar",1966,23854648
"Namibia",1966,700317
"Nauru",1966,5936
"Nepal",1966,10928950
"Netherlands",1966,12368832
"Netherlands Antilles",1966,149093
"New Caledonia",1966,93684
"New Zealand",1966,2668595
"Nicaragua",1966,2124754
"Niger",1966,3879910
"Nigeria",1966,52341981
"Niue",1966,5154
"Northern Mariana Islands",1966,11489
"Norway",1966,3753376
"Oman",1966,647678
"Pakistan",1966,53359180
"Palau",1966,10945
"Panama",1966,1344667
"Papua New Guinea",1966,2208398
"Paraguay",1966,2235296
"Peru",1966,11796103
"Philippines",1966,31551090
"Poland",1966,31453366
"Portugal",1966,8851326
"Puerto Rico",1966,2614035
"Qatar",1966,79189
"Reunion",1966,405103
"Romania",1966,19237491
"Russia",1966,127674585
"Rwanda",1966,3319229
"Saint Helena",1966,4671
"Saint Kitts and Nevis",1966,48351
"Saint Lucia",1966,98263
"Saint Vincent and the Grenadines",1966,86863
"Saint-Pierre-et-Miquelon",1966,5152
"Samoa",1966,130320
"San Marino",1966,17838
"Sao Tome and Principe",1966,65962
"Saudi Arabia",1966,4957637
"Senegal",1966,3612246
"Serbia",1966,7944927
"Seychelles",1966,47566
"Sierra Leone",1966,2414620
"Singapore",1966,1921095
"Slovak Republic",1966,4381278
"Slovenia",1966,1638169
"Solomon Islands",1966,147000
"Somalia",1966,3254907
"South Africa",1966,20325179
"South Sudan",1966,2728851
"Spain",1966,32443113
"Sri Lanka",1966,11477133
"Sudan",1966,10608998
"Suriname",1966,341643
"Swaziland",1966,401184
"Sweden",1966,7796427
"Switzerland",1966,5916770
"Syria",1966,5561371
"Taiwan",1966,13321000
"Tajikistan",1966,2598074
"Tanzania",1966,12038154
"Thailand",1966,32771644
"Timor-Leste",1966,558110
"Togo",1966,1763332
"Tokelau",1966,1878
"Tonga",1966,76787
"Trinidad and Tobago",1966,907340
"Tunisia",1966,4723497
"Turkey",1966,32556294
"Turkmenistan",1966,1949425
"Turks and Caicos Islands",1966,5629
"Tuvalu",1966,6935
"Uganda",1966,8290837
"Ukraine",1966,45779461
"United Arab Emirates",1966,156934
"United Kingdom",1966,54666008
"United States",1966,201657141
"Uruguay",1966,2722232
"Uzbekistan",1966,10574321
"Wallis et Futuna",1966,9206
"Vanuatu",1966,76410
"Venezuela",1966,9375646
"West Bank and Gaza",1966,1184258
"Western Sahara",1966,56561
"Vietnam",1966,40880598
"Virgin Islands (U.S.)",1966,52624
"Yemen, Rep.",1966,5737000
"Zambia",1966,3647470
"Zimbabwe",1966,4568266
"Afghanistan",1967,11163656
"Albania",1967,1976140
"Algeria",1967,12572629
"American Samoa",1967,25087
"Andorra",1967,20772
"Angola",1967,5617242
"Anguilla",1967,6228
"Antigua and Barbuda",1967,62226
"Argentina",1967,22944941
"Armenia",1967,2332624
"Aruba",1967,58052
"Australia",1967,11892163
"Austria",1967,7355039
"Azerbaijan",1967,4826262
"Bahamas",1967,152623
"Bahrain",1967,195111
"Bangladesh",1967,61702785
"Barbados",1967,236443
"Belarus",1967,8785093
"Belgium",1967,9519500
"Belize",1967,112987
"Benin",1967,2692610
"Bermuda",1967,50128
"Bhutan",1967,274000
"Bolivia",1967,3929192
"Bosnia and Herzegovina",1967,3466307
"Botswana",1967,631226
"Brazil",1967,89068235
"British Virgin Islands",1967,9216
"Brunei",1967,108968
"Bulgaria",1967,8324589
"Burkina Faso",1967,5479285
"Burundi",1967,3341476
"Cambodia",1967,6485769
"Cameroon",1967,6345309
"Canada",1967,20501867
"Cape Verde",1967,253087
"Cayman Islands",1967,8875
"Central African Rep.",1967,1718560
"Chad",1967,3427888
"Channel Islands",1967,117437
"Chile",1967,9037026
"China",1967,747678772
"Colombia",1967,19663029
"Comoros",1967,221755
"Congo, Dem. Rep.",1967,18579012
"Congo, Rep.",1967,1224134
"Cook Islands",1967,19979
"Costa Rica",1967,1680257
"Cote d'Ivoire",1967,4788525
"Croatia",1967,4140383
"Cuba",1967,8252314
"Cyprus",1967,591398
"Czech Rep.",1967,9725518
"Denmark",1967,4829945
"Djibouti",1967,133253
"Dominica",1967,67681
"Dominican Rep.",1967,4137994
"Ecuador",1967,5463176
"Egypt",1967,33415926
"El Salvador",1967,3440705
"Equatorial Guinea",1967,282446
"Eritrea",1967,1706539
"Estonia",1967,1321132
"Ethiopia",1967,26790992
"Faeroe Islands",1967,37262
"Falkland Islands (Malvinas)",1967,2041
"Fiji",1967,487922
"Finland",1967,4583461
"France",1967,49655097
"French Guiana",1967,42960
"French Polynesia",1967,99708
"Gabon",1967,509973
"Gambia",1967,426005
"Georgia",1967,4578194
"Germany",1967,77026811
"Ghana",1967,8150359
"Gibraltar",1967,23894
"Greece",1967,8646013
"Greenland",1967,42273
"Grenada",1967,94937
"Guadeloupe",1967,309291
"Guam",1967,79687
"Guatemala",1967,5025681
"Guinea",1967,3963201
"Guinea-Bissau",1967,594699
"Guyana",1967,675725
"Haiti",1967,4446944
"Holy See",1967,767
"Honduras",1967,2483231
"Hong Kong, China",1967,3901531
"Hungary",1967,10207293
"Iceland",1967,196994
"India",1967,518192403
"Indonesia",1967,109612753
"Iran",1967,26448218
"Iraq",1967,9054873
"Ireland",1967,2900350
"Isle of Man",1967,52999
"Israel",1967,2652723
"Italy",1967,52215095
"Jamaica",1967,1804079
"Japan",1967,99712724
"Jordan",1967,1330877
"Kazakhstan",1967,12455366
"Kenya",1967,10154382
"Kiribati",1967,40314
"Korea, Dem. Rep.",1967,13048499
"Korea, Rep.",1967,29610399
"Kuwait",1967,588171
"Kyrgyzstan",1967,2735838
"Laos",1967,2503880
"Latvia",1967,2305578
"Lebanon",1967,2306528
"Lesotho",1967,971576
"Liberia",1967,1328506
"Libya",1967,1759132
"Liechtenstein",1967,19782
"Lithuania",1967,3037887
"Luxembourg",1967,334657
"Macao, China",1967,227256
"Macedonia, FYR",1967,1515804
"Madagascar",1967,6060590
"Malawi",1967,4178378
"Malaysia",1967,10112042
"Maldives",1967,107659
"Mali",1967,5757783
"Malta",1967,304369
"Marshall Islands",1967,18387
"Martinique",1967,318932
"Mauritania",1967,1040792
"Mauritius",1967,784833
"Mayotte",1967,32881
"Mexico",1967,47572205
"Micronesia, Fed. Sts.",1967,56322
