Omschrijving,Periode,Waarde,Service
"Telefoonkosten","2020 - 11",0,"G&A"
"Telefoonkosten","2020 - 12",0,"G&A"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 1",0,"G&A"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 2",0,"G&A"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 3",0,"G&A"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 4",0,"G&A"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 5",0,"G&A"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 6",0,"G&A"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 7",0,"G&A"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 8",0,"G&A"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 9",0,"G&A"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 10",0,"G&A"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 11",0,"G&A"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 12",0,"G&A"
"Contributies en abonnementen","2020 - 1",0,"G&A"
"Contributies en abonnementen","2020 - 2",0,"G&A"
"Contributies en abonnementen","2020 - 3",0,"G&A"
"Contributies en abonnementen","2020 - 4",0,"G&A"
"Contributies en abonnementen","2020 - 5",0,"G&A"
"Contributies en abonnementen","2020 - 6",0,"G&A"
"Contributies en abonnementen","2020 - 7",0,"G&A"
"Contributies en abonnementen","2020 - 8",0,"G&A"
"Contributies en abonnementen","2020 - 9",0,"G&A"
"Contributies en abonnementen","2020 - 10",0,"G&A"
"Contributies en abonnementen","2020 - 11",0,"G&A"
"Contributies en abonnementen","2020 - 12",0,"G&A"
"Verzekeringspremies","2020 - 1",0,"G&A"
"Verzekeringspremies","2020 - 2",0,"G&A"
"Verzekeringspremies","2020 - 3",0,"G&A"
"Verzekeringspremies","2020 - 4",0,"G&A"
"Verzekeringspremies","2020 - 5",0,"G&A"
"Verzekeringspremies","2020 - 6",0,"G&A"
"Verzekeringspremies","2020 - 7",0,"G&A"
"Verzekeringspremies","2020 - 8",0,"G&A"
"Verzekeringspremies","2020 - 9",0,"G&A"
"Verzekeringspremies","2020 - 10",0,"G&A"
"Verzekeringspremies","2020 - 11",0,"G&A"
"Verzekeringspremies","2020 - 12",0,"G&A"
