Code_Client,Nb_Compte,Montant_Total_Compte,Montant_Total_Compte_Courant,Montant_Total_Compte_Epargne,Montant_Decouvert_Auto,Montant_Patrimoine,Nom_Client,Nb_Salarie,Date_Ouverture_1er_Compte,Date_Ouverture_Dernier_Compte,Code_Type_Client,Code_Adresse,Code_Salarie,Code_Secteur_activite
"CL0003",17,3771454,335403,603823,5000,1094668,"Mon Entreprise SNC 3",3085,32034,41985,"SNC","AD0003","SAL0001","SA002"
"CL0008",1,9163183,23215,401120,5000,203948,"Mon Entreprise SELARL 8",982,36381,39395,"SELARL","AD0008","SAL0004","SA012"
"CL0018",11,11784657,55780,924267,5000,362086,"Mon Entreprise SCS 18",2991,34354,43217,"SCS","AD0018","SAL0010","SA026"
"CL0023",5,10562866,333764,172911,5000,989227,"Mon Entreprise SASU 23",2190,35537,39182,"SASU","AD0023","SAL0012","SA006"
"CL0030",9,4981422,178550,303318,5000,17465,"Mon Entreprise SA 30",3511,36420,40167,"SA","AD0030","SAL0019","SA013"
"CL0035",10,5349417,255232,853747,5000,1657800,"Mon Entreprise SAS 35",2088,31954,38598,"SAS","AD0035","SAL0024","SA023"
"CL0045",11,12346309,52220,233697,5000,1033720,"Mon Entreprise SCA 45",3751,30454,40721,"SCA","AD0045","SAL0029","SA014"
"CL0050",11,12047897,176863,330137,5000,1788937,"Mon Entreprise SCP 50",2986,38195,40885,"SCP","AD0050","SAL0034","SA026"
"CL0057",18,1490235,277493,737093,5000,1067014,"Mon Entreprise SCS 57",198,31462,41266,"SCS","AD0057","SAL0038","SA008"
"CL0062",8,12327460,273926,84157,5000,1992492,"Mon Entreprise SASU 62",620,35647,43814,"SASU","AD0062","SAL0041","SA025"
"CL0067",13,13900985,285891,309908,5000,1188913,"Mon Entreprise SARL 67",2240,33063,40780,"SARL","AD0067","SAL0046","SA019"
"CL0072",8,9454508,298866,266913,5000,1431185,"Mon Entreprise GIE 72",4577,39555,43242,"GIE","AD0072","SAL0051","SA013"
"CL0084",13,11214541,377824,74361,5000,497688,"Mon Entreprise SCA 84",1801,35133,39025,"SCA","AD0084","SAL0052","SA010"
"CL0089",6,3864777,3003,419567,5000,942084,"Mon Entreprise SCP 89",3457,39128,41186,"SCP","AD0089","SAL0052","SA032"
"CL0094",13,917586,66773,10798,5000,822915,"Mon Entreprise SNC 94",189,29993,39057,"SNC","AD0094","SAL0052","SA020"
"CL0099",3,3489415,144840,406889,5000,639825,"Mon Entreprise SELARL 99",4079,33828,43375,"SELARL","AD0099","SAL0052","SA021"
"CL0111",7,2998659,39621,875062,5000,1814900,"Mon Entreprise SA 111",1242,29513,39981,"SA","AD0111","SAL0053","SA027"
"CL0116",11,1827719,282948,296086,5000,1010880,"Mon Entreprise SA 116",4740,38045,39250,"SA","AD0116","SAL0058","SA008"
"CL0126",1,141614,357984,125753,5000,155931,"Mon Entreprise SA 126",3683,30341,42717,"SA","AD0126","SAL0064","SA027"
"CL0131",17,12071410,424771,916389,5000,986371,"Mon Entreprise SAS 131",308,41964,42467,"SAS","AD0131","SAL0069","SA009"
"CL0138",4,5679788,303353,727318,5000,1831750,"Mon Entreprise SA 138",695,39251,42045,"SA","AD0138","SAL0075","SA001"
"CL0153",2,13996346,119427,982920,5000,588383,"Mon Entreprise SARL 153",93,34080,42555,"SARL","AD0153","SAL0081","SA025"
"CL0158",18,13563933,201639,42154,5000,334255,"Mon Entreprise GIE 158",613,32848,41368,"GIE","AD0158","SAL0081","SA026"
"CL0170",18,2266974,373137,720932,5000,450570,"Mon Entreprise SCA 170",4983,37601,42808,"SCA","AD0170","SAL0085","SA002"
"CL0175",11,2178326,69575,768985,5000,1402489,"Mon Entreprise SCP 175",1063,32672,40538,"SCP","AD0175","SAL0090","SA019"
"CL0180",20,563513,193163,265765,5000,1265060,"Mon Entreprise SNC 180",2802,33074,39854,"SNC","AD0180","SAL0092","SA026"
"CL0185",8,11742396,396206,403580,5000,1973623,"Mon Entreprise SELARL 185",1094,29579,40675,"SELARL","AD0185","SAL0092","SA019"
"CL0192",2,1302203,203223,653381,5000,982234,"Mon Entreprise SARL 192",2631,40986,39905,"SARL","AD0192","SAL0092","SA008"
"CL0197",20,4685402,487990,87834,5000,382311,"Mon Entreprise GIE 197",2266,42256,40794,"GIE","AD0197","SAL0093","SA029"
"CL0207",16,10931033,408752,507862,5000,171335,"Mon Entreprise SA 207",4592,35848,40609,"SA","AD0207","SAL0102","SA010"
"CL0212",4,8085966,394796,931416,5000,1113794,"Mon Entreprise SAS 212",97,40894,42157,"SAS","AD0212","SAL0102","SA014"
"CL0219",4,7431587,392006,310013,5000,1755955,"Mon Entreprise SNC 219",849,37677,42361,"SNC","AD0219","SAL0106","SA022"
"CL0224",11,1051988,236138,502900,5000,1378345,"Mon Entreprise SELARL 224",3800,36125,43045,"SELARL","AD0224","SAL0111","SA021"
"CL0234",9,14906229,138456,598126,5000,711633,"Mon Entreprise SCS 234",2365,40255,39566,"SCS","AD0234","SAL0114","SA015"
"CL0239",14,10724043,380607,311040,5000,1924164,"Mon Entreprise SASU 239",2662,32648,38494,"SASU","AD0239","SAL0116","SA020"
"CL0246",17,2028370,143125,89406,5000,716063,"Mon Entreprise SA 246",3839,30388,38904,"SA","AD0246","SAL0123","SA007"
"CL0251",13,5746272,132827,495836,5000,377986,"Mon Entreprise SAS 251",1158,37949,40034,"SAS","AD0251","SAL0128","SA005"
"CL0261",19,3185880,194092,609815,5000,1736925,"Mon Entreprise SARL 261",2968,38304,40508,"SARL","AD0261","SAL0137","SA019"
"CL0266",14,6983384,289252,747149,5000,891287,"Mon Entreprise SARL 266",1673,39305,40162,"SARL","AD0266","SAL0137","SA021"
"CL0278",17,9624648,455169,386891,5000,1508193,"Mon Entreprise SCS 278",1710,36304,41404,"SCS","AD0278","SAL0149","SA028"
"CL0283",14,5557700,327350,181185,5000,462102,"Mon Entreprise SASU 283",4638,29646,39424,"SASU","AD0283","SAL0154","SA007"
"CL0288",12,5322479,271577,483159,5000,1962945,"Mon Entreprise SARL 288",1195,40171,38804,"SARL","AD0288","SAL0155","SA026"
"CL0293",13,7566985,420158,112466,5000,1669326,"Mon Entreprise SA 293",1846,35726,41497,"SA","AD0293","SAL0157","SA019"
"CL0305",7,6636877,82111,455093,5000,660177,"Mon Entreprise SNC 305",2174,34144,40307,"SNC","AD0305","SAL0166","SA005"
"CL0310",8,5889950,68202,367406,5000,1413695,"Mon Entreprise SELARL 310",651,41676,40918,"SELARL","AD0310","SAL0168","SA031"
"CL0320",9,7205507,124946,973935,5000,1678104,"Mon Entreprise SCS 320",1656,43627,42757,"SCS","AD0320","SAL0178","SA012"
"CL0332",9,14835443,243581,528616,5000,1119325,"Mon Entreprise SA 332",2380,29521,43317,"SA","AD0332","SAL0179","SA022"
"CL0337",3,277811,135455,725814,5000,1085228,"Mon Entreprise SAS 337",1435,39916,40810,"SAS","AD0337","SAL0184","SA008"
"CL0347",1,12040520,459333,254653,5000,1152012,"Mon Entreprise SCA 347",666,36576,41674,"SCA","AD0347","SAL0194","SA031"
"CL0359",15,13642384,375890,255089,5000,1821085,"Mon Entreprise SCS 359",1069,36077,42526,"SCS","AD0359","SAL0204","SA008"
"CL0364",10,1374681,425609,786820,5000,310812,"Mon Entreprise SASU 364",134,36710,43551,"SASU","AD0364","SAL0204","SA032"
"CL0369",12,11089953,307225,793141,5000,240445,"Mon Entreprise SARL 369",1426,34905,39044,"SARL","AD0369","SAL0204","SA011"
"CL0374",5,1624868,95553,708269,5000,1474253,"Mon Entreprise GIE 374",4942,40276,39243,"GIE","AD0374","SAL0204","SA026"
"CL0386",8,2356669,20246,318189,5000,1645529,"Mon Entreprise SCA 386",4287,43671,42741,"SCA","AD0386","SAL0209","SA026"
"CL0391",10,1448633,226951,962072,5000,703470,"Mon Entreprise SCP 391",4064,34252,41898,"SCP","AD0391","SAL0210","SA023"
"CL0396",17,981736,428849,185695,5000,316873,"Mon Entreprise SNC 396",2122,40249,38956,"SNC","AD0396","SAL0210","SA005"
"CL0401",3,9287257,145565,117880,5000,1067577,"Mon Entreprise SELARL 401",1180,31848,41677,"SELARL","AD0401","SAL0210","SA011"
"CL0408",9,5719492,394841,681076,5000,92937,"Mon Entreprise SARL 408",2244,41050,40670,"SARL","AD0408","SAL0210","SA033"
"CL0413",7,14760903,35680,102935,5000,1418598,"Mon Entreprise SA 413",3829,41214,43386,"SA","AD0413","SAL0212","SA006"
"CL0418",6,13893007,371963,987517,5000,1911010,"Mon Entreprise SA 418",2026,30336,42212,"SA","AD0418","SAL0217","SA001"
"CL0428",18,6081039,256241,878332,5000,160060,"Mon Entreprise SA 428",4336,42840,40205,"SA","AD0428","SAL0227","SA028"
"CL0456",9,8199505,17670,413230,5000,659506,"Mon Entreprise SNC 456",1779,40296,38433,"SNC","AD0456","SAL0240","SA032"
"CL0462",6,367989,435446,226001,5000,463462,"Mon Entreprise SAS 462",333,40517,42626,"SAS","AD0462","SAL0246","SA022"
"CL0472",2,11981900,18597,142025,5000,1151378,"Mon Entreprise SCA 472",2517,32558,41444,"SCA","AD0472","SAL0256","SA002"
"CL0477",7,7534900,227803,965623,5000,1195975,"Mon Entreprise SCP 477",349,37086,43109,"SCP","AD0477","SAL0261","SA020"
"CL0484",13,8462706,408067,10201,5000,1809730,"Mon Entreprise SCS 484",710,33869,40799,"SCS","AD0484","SAL0268","SA028"
"CL0489",7,6034266,92855,169932,5000,1162389,"Mon Entreprise SASU 489",2548,40483,43558,"SASU","AD0489","SAL0273","SA027"
"CL0494",6,3978680,375938,488774,5000,1503707,"Mon Entreprise SARL 494",397,42621,43605,"SARL","AD0494","SAL0278","SA018"
"CL0499",4,2230958,390018,528196,5000,1978323,"Mon Entreprise GIE 499",748,39369,43234,"GIE","AD0499","SAL0283","SA013"
"CL0511",14,12130472,448427,637185,5000,1423954,"Mon Entreprise SCA 511",3901,36833,40602,"SCA","AD0511","SAL0295","SA028"
"CL0516",1,4571830,415361,707105,5000,519287,"Mon Entreprise SCP 516",1879,33182,41674,"SCP","AD0516","SAL0300","SA021"
"CL0521",17,11145762,84970,362300,5000,1269557,"Mon Entreprise SNC 521",2718,38392,39381,"SNC","AD0521","SAL0305","SA024"
"CL0526",11,2351141,140607,164191,5000,1196971,"Mon Entreprise SELARL 526",1157,29378,41262,"SELARL","AD0526","SAL0310","SA005"
"CL0538",14,6584999,84654,63770,5000,1853074,"Mon Entreprise GIE 538",1087,30308,41077,"GIE","AD0538","SAL0322","SA017"
"CL0548",4,11274538,361092,34115,5000,369662,"Mon Entreprise SA 548",3100,33798,39114,"SA","AD0548","SAL0322","SA010"
"CL0553",7,5360890,483289,718952,5000,1307983,"Mon Entreprise SAS 553",3545,36695,39730,"SAS","AD0553","SAL0322","SA021"
"CL0580",7,1053972,496419,360020,5000,1000965,"Mon Entreprise SCS 580",3358,42688,43774,"SCS","AD0580","SAL0322","SA005"
"CL0585",11,13517833,345903,270385,5000,393831,"Mon Entreprise SASU 585",1380,36510,42037,"SASU","AD0585","SAL0322","SA008"
"CL0607",18,3013813,489099,891966,5000,358378,"Mon Entreprise SNC 607",1570,40109,43621,"SNC","AD0607","SAL0329","SA020"
"CL0612",6,2494617,421032,226561,5000,137045,"Mon Entreprise SELARL 612",1810,29794,40304,"SELARL","AD0612","SAL0334","SA022"
"CL0620",12,11060613,157932,659725,5000,1585683,"Mon Entreprise SNC 620",1967,39234,40866,"SNC","AD0620","SAL0342","SA001"
"CL0625",15,4711027,84888,102480,5000,1654482,"Mon Entreprise SELARL 625",2566,36066,38619,"SELARL","AD0625","SAL0347","SA010"
"CL0635",7,9276476,217435,345796,5000,698974,"Mon Entreprise SCS 635",2947,31353,38891,"SCS","AD0635","SAL0350","SA002"
"CL0640",7,4294879,320593,871018,5000,1180973,"Mon Entreprise SASU 640",2089,29558,41015,"SASU","AD0640","SAL0350","SA003"
"CL0646",16,2081085,-3654,434346,5000,619424,"Mon Entreprise SNC 646",3256,35676,43816,"SNC","AD0646","SAL0350","SA030"
"CL0651",5,1072331,483261,902479,5000,48161,"Mon Entreprise SELARL 651",3681,36997,40620,"SELARL","AD0651","SAL0350","SA031"
"CL0661",4,4068566,333348,933334,5000,560323,"Mon Entreprise SCS 661",299,37474,42062,"SCS","AD0661","SAL0350","SA030"
"CL0673",20,4080336,312997,443530,5000,619174,"Mon Entreprise SA 673",1499,30005,40981,"SA","AD0673","SAL0350","SA008"
"CL0678",20,11024555,484650,168743,5000,1234368,"Mon Entreprise SAS 678",388,36924,43203,"SAS","AD0678","SAL0350","SA015"
"CL0688",2,11007425,356993,908634,5000,792988,"Mon Entreprise SCA 688",2305,37029,41184,"SCA","AD0688","SAL0354","SA031"
"CL0700",16,13360715,414426,794041,5000,1003344,"Mon Entreprise SCS 700",354,39367,41725,"SCS","AD0700","SAL0366","SA019"
"CL0705",7,3757027,333487,669521,5000,1833200,"Mon Entreprise SASU 705",2601,37210,42837,"SASU","AD0705","SAL0371","SA028"
"CL0710",13,8266421,267568,109324,5000,1754620,"Mon Entreprise SARL 710",3357,30872,42875,"SARL","AD0710","SAL0376","SA025"
"CL0715",11,12695635,116667,932765,5000,811031,"Mon Entreprise SA 715",4864,30966,38687,"SA","AD0715","SAL0381","SA022"
"CL0732",3,1423949,256522,169899,5000,1331405,"Mon Entreprise SCA 732",101,38483,38638,"SCA","AD0732","SAL0398","SA002"
"CL0737",2,5629735,116539,176138,5000,1960278,"Mon Entreprise SCP 737",1011,29922,39807,"SCP","AD0737","SAL0403","SA023"
"CL0742",15,4782326,161260,561574,5000,1089897,"Mon Entreprise SA 742",1745,38173,40255,"SA","AD0742","SAL0408","SA016"
"CL0754",12,7240283,405608,860260,5000,1986559,"Mon Entreprise SARL 754",4967,38908,43549,"SARL","AD0754","SAL0420","SA009"
"CL0759",6,5234759,10473,323497,5000,47518,"Mon Entreprise SA 759",564,40303,43328,"SA","AD0759","SAL0425","SA014"
"CL0764",12,7043049,17751,440308,5000,1128144,"Mon Entreprise SAS 764",355,41798,42264,"SAS","AD0764","SAL0430","SA027"
"CL0776",5,10777233,110583,652851,5000,789354,"Mon Entreprise SELARL 776",4992,35731,40222,"SELARL","AD0776","SAL0442","SA013"
"CL0786",14,10585908,491434,107503,5000,1529265,"Mon Entreprise SCS 786",3010,30158,38521,"SCS","AD0786","SAL0452","SA004"
"CL0948",6,7992240,256223,29607,5000,1841088,"Mon Entreprise SNC 948",3154,38254,40685,"SNC","AD0009","SAL0005","SA015"
"CL0953",16,14958082,371195,484121,5000,940321,"Mon Entreprise SELARL 953",3323,42311,43577,"SELARL","AD0003","SAL0001","SA008"
"CL0960",10,11245499,276869,50919,5000,1241201,"Mon Entreprise SARL 960",1928,34964,41928,"SARL","AD0009","SAL0005","SA028"
"CL0965",16,5243264,414184,85181,5000,1868917,"Mon Entreprise GIE 965",668,33477,38755,"GIE","AD0006","SAL0002","SA027"
"CL0975",14,6882144,161633,179883,5000,406556,"Mon Entreprise SA 975",4300,31673,42150,"SA","AD0081","SAL0052","SA002"
"CL0980",20,14603978,425776,890142,5000,1416526,"Mon Entreprise SAS 980",2621,36512,41082,"SAS","AD0063","SAL0042","SA015"
"CL0988",7,12641745,477191,581029,5000,749524,"Mon Entreprise SA 988",4403,39886,42899,"SA","AD0029","SAL0018","SA020"
"CL0993",13,2952233,178728,206953,5000,1080131,"Mon Entreprise SAS 993",70,33503,41352,"SAS","AD0070","SAL0049","SA033"
"CL1003",12,6144492,495412,133207,5000,1064344,"Mon Entreprise SCA 1003",3293,42466,43126,"SCA","AD0053","SAL0037","SA021"
"CL1008",1,12131059,187004,746092,5000,759152,"Mon Entreprise SCP 1008",1326,29381,38907,"SCP","AD0028","SAL0017","SA024"
"CL1036",19,6562086,384116,269331,5000,13359,"Mon Entreprise SELARL 1036",1154,29929,39275,"SELARL","AD0073","SAL0052","SA030"
"CL1056",3,10232042,398181,615747,5000,1803260,"Mon Entreprise SARL 1056",3112,41341,42466,"SARL","AD0185","SAL0092","SA014"
"CL1063",9,5550948,6321,204602,5000,919973,"Mon Entreprise SASU 1063",2839,33415,43557,"SASU","AD0640","SAL0350","SA019"
"CL1068",7,2927679,495356,942928,5000,412404,"Mon Entreprise SA 1068",3810,37239,42232,"SA","AD0265","SAL0137","SA005"
"CL1078",17,6118635,447641,282290,5000,1555539,"Mon Entreprise SASU 1078",550,41899,39011,"SASU","AD0297","SAL0161","SA018"
"CL1083",4,14379254,32797,647878,5000,1965882,"Mon Entreprise SA 1083",1300,33623,41846,"SA","AD0742","SAL0408","SA006"
"CL1090",5,174446,337001,155994,5000,1329809,"Mon Entreprise SNC 1090",3845,32879,39871,"SNC","AD0542","SAL0322","SA004"
"CL1105",16,4951659,-5629,689439,5000,1767278,"Mon Entreprise SNC 1105",2181,37598,40286,"SNC","AD0573","SAL0322","SA022"
"CL1117",6,2219911,106791,45214,5000,1929323,"Mon Entreprise SA 1117",2524,35600,41878,"SA","AD0689","SAL0355","SA010"
"CL1122",9,14913676,353570,852115,5000,1482990,"Mon Entreprise SAS 1122",2933,32043,42537,"SAS","AD0340","SAL0187","SA002"
"CL1132",18,1972292,5767,217722,5000,443902,"Mon Entreprise SA 1132",4068,38019,42262,"SA","AD0365","SAL0204","SA026"
"CL1137",3,12537269,172739,622783,5000,1051761,"Mon Entreprise SAS 1137",4228,39106,38509,"SAS","AD0702","SAL0368","SA030"
"CL1149",5,14103284,464985,196495,5000,377998,"Mon Entreprise SARL 1149",1312,38824,40081,"SARL","AD0461","SAL0245","SA015"
"CL1164",6,796,211681,435077,5000,856485,"Mon Entreprise SARL 1164",4629,43790,42740,"SARL","AD0100","SAL0052","SA031"
"CL1172",1,8924832,409052,72583,5000,286972,"Mon Entreprise SARL 1172",1623,36580,43669,"SARL","AD0569","SAL0322","SA030"
"CL1177",18,5805733,461134,341224,5000,567499,"Mon Entreprise SA 1177",4327,41294,38600,"SA","AD0763","SAL0429","SA004"
"CL1187",2,6646739,21431,702734,5000,1585142,"Mon Entreprise SARL 1187",1764,31995,39834,"SARL","AD0778","SAL0444","SA021"
"CL1192",18,8613698,382120,34493,5000,1064631,"Mon Entreprise SA 1192",4489,32740,39432,"SA","AD0780","SAL0446","SA025"
"CL1198",11,1970405,149024,233807,5000,1842448,"Mon Entreprise SASU 1198",1094,34715,39807,"SASU","AD0628","SAL0350","SA003"
"CL1203",20,11441046,183667,791852,5000,628808,"Mon Entreprise SA 1203",219,30567,39666,"SA","AD0450","SAL0237","SA007"
"CL1213",8,180149,486245,748754,5000,498663,"Mon Entreprise SASU 1213",1314,40825,40082,"SASU","AD0704","SAL0370","SA031"
"CL1225",12,11901845,15501,261527,5000,401868,"Mon Entreprise SNC 1225",21,38678,38858,"SNC","AD0602","SAL0324","SA023"
"CL1240",13,7071053,-6224,129740,5000,1569232,"Mon Entreprise SNC 1240",1487,33773,39913,"SNC","AD0276","SAL0147","SA030"
"CL1247",8,12610836,34258,667700,5000,605904,"Mon Entreprise SARL 1247",4670,36048,38679,"SARL","AD0152","SAL0081","SA032"
"CL1252",19,1184980,30913,119769,5000,7793,"Mon Entreprise SA 1252",2157,31323,40829,"SA","AD0753","SAL0419","SA008"
"CL1262",10,14376054,467902,694758,5000,510718,"Mon Entreprise SARL 1262",161,30057,39645,"SARL","AD0265","SAL0137","SA021"
"CL1267",1,12119694,415467,194653,5000,12149,"Mon Entreprise SA 1267",2332,42392,40530,"SA","AD0661","SAL0350","SA028"
"CL1284",1,-3328,497207,686515,5000,562019,"Mon Entreprise SARL 1284",2610,35904,39190,"SARL","AD0758","SAL0424","SA012"
"CL1301",1,4957266,112133,393472,5000,723578,"Mon Entreprise SA 1301",4771,36914,40011,"SA","AD0700","SAL0366","SA021"
"CL1311",17,12042976,469881,453712,5000,433615,"Mon Entreprise SARL 1311",3271,37793,41666,"SARL","AD0682","SAL0350","SA009"
"CL1316",8,12544572,158148,926729,5000,403441,"Mon Entreprise SA 1316",1165,35977,42942,"SA","AD0287","SAL0155","SA028"
"CL1333",17,8555794,479023,968128,5000,1791254,"Mon Entreprise SASU 1333",1385,35921,39089,"SASU","AD0337","SAL0184","SA017"
"CL1348",19,9580886,41467,565932,5000,1134662,"Mon Entreprise SASU 1348",3870,43088,41100,"SASU","AD0716","SAL0382","SA008"
"CL1356",16,14596893,290887,77144,5000,1937585,"Mon Entreprise SARL 1356",332,39692,42903,"SARL","AD0455","SAL0239","SA030"
"CL1361",14,13806502,44417,11478,5000,352915,"Mon Entreprise SA 1361",4528,34173,41137,"SA","AD0433","SAL0232","SA028"
"CL1371",18,14957401,437682,813312,5000,1452207,"Mon Entreprise SARL 1371",1353,37097,38692,"SARL","AD0639","SAL0350","SA004"
"CL1376",18,6582272,417918,368316,5000,1896883,"Mon Entreprise SA 1376",4991,33167,41618,"SA","AD0367","SAL0204","SA030"
"CL1382",14,6542094,249344,479895,5000,1900828,"Mon Entreprise SARL 1382",1312,33714,41529,"SARL","AD0244","SAL0121","SA021"
"CL1387",14,9641501,295297,628427,5000,427967,"Mon Entreprise SA 1387",4187,39664,40713,"SA","AD0343","SAL0190","SA030"
"CL1392",8,7387176,250266,493776,5000,796710,"Mon Entreprise SAS 1392",3764,37572,41656,"SAS","AD0679","SAL0350","SA019"
"CL1397",15,14536648,486957,507672,5000,1856608,"Mon Entreprise SARL 1397",1274,39930,41232,"SARL","AD0380","SAL0204","SA011"
"CL1404",16,10419280,28948,22464,5000,1879028,"Mon Entreprise SARL 1404",3185,38156,40152,"SARL","AD0189","SAL0092","SA006"
"CL1419",11,7907766,305582,490242,5000,289532,"Mon Entreprise SARL 1419",4664,42592,42601,"SARL","AD0785","SAL0451","SA007"
"CL1431",20,2576159,140817,455278,5000,1029371,"Mon Entreprise SARL 1431",2186,29286,40993,"SARL","AD0757","SAL0423","SA033"
"CL1446",4,8464514,121295,428961,5000,213674,"Mon Entreprise SARL 1446",3925,33975,38373,"SARL","AD0627","SAL0349","SA010"
"CL1451",8,6799450,180825,857440,5000,732252,"Mon Entreprise SA 1451",2308,34895,43569,"SA","AD0508","SAL0292","SA032"
"CL1458",3,2172180,221060,981022,5000,183529,"Mon Entreprise SA 1458",2862,39549,40826,"SA","AD0246","SAL0123","SA006"
"CL1468",6,1639170,197485,903959,5000,87602,"Mon Entreprise SASU 1468",887,31837,40622,"SASU","AD0259","SAL0136","SA029"
"CL1473",4,9333479,419690,651211,5000,299172,"Mon Entreprise SA 1473",3699,36028,38998,"SA","AD0528","SAL0312","SA024"
"CL1495",2,9065176,-398,14397,5000,1532355,"Mon Entreprise SNC 1495",548,41980,43545,"SNC","AD0447","SAL0237","SA028"
"CL1512",18,5582701,470779,325246,5000,368161,"Mon Entreprise SAS 1512",1567,29421,41549,"SAS","AD0765","SAL0431","SA016"
"CL1517",5,12672793,238202,511178,5000,50022,"Mon Entreprise SARL 1517",2249,35172,41961,"SARL","AD0771","SAL0437","SA009"
"CL1522",2,8282921,398721,652982,5000,16691,"Mon Entreprise SA 1522",4002,38988,39452,"SA","AD0296","SAL0160","SA011"
"CL1527",9,1584357,26486,29219,5000,616499,"Mon Entreprise SAS 1527",2166,32157,43508,"SAS","AD0548","SAL0322","SA010"
"CL1532",17,5237637,359971,346432,5000,1746487,"Mon Entreprise SARL 1532",3164,37608,39803,"SARL","AD0480","SAL0264","SA009"
"CL1540",8,2920440,384043,759825,5000,1100904,"Mon Entreprise SNC 1540",164,36039,42682,"SNC","AD0579","SAL0322","SA015"
"CL1555",1,6861669,247946,104012,5000,314023,"Mon Entreprise SNC 1555",3697,39922,41352,"SNC","AD0511","SAL0295","SA019"
"CL1566",20,13338343,249210,891359,5000,463627,"Mon Entreprise SARL 1566",3481,37314,40688,"SARL","AD0212","SAL0102","SA015"
"CL1571",16,14066151,497460,618655,5000,879906,"Mon Entreprise SA 1571",711,29325,42229,"SA","AD0541","SAL0322","SA019"
"CL1581",2,466759,8682,86375,5000,1668991,"Mon Entreprise SARL 1581",1959,32360,43326,"SARL","AD0481","SAL0265","SA010"
"CL1588",13,2767826,471879,332220,5000,1279904,"Mon Entreprise SASU 1588",3153,36116,39869,"SASU","AD0221","SAL0108","SA022"
"CL1598",3,14851127,-6622,509898,5000,531192,"Mon Entreprise SA 1598",4078,38466,43102,"SA","AD0632","SAL0350","SA018"
"CL1615",16,10829323,72427,414987,5000,319267,"Mon Entreprise SARL 1615",3596,42379,43520,"SARL","AD0214","SAL0102","SA029"
