Column1,Job Posting ID,Job Posting Date,Job Title,Job Title Full,Job Title Additional Info,Job Position Type,Job Position Level,Years of Experience,Job Skills,Job Location,Minimum Pay,Maximum Pay,Pay Rate,Number of Applicants,Company Name,Company Industry,Company Size,Average Pay
12483,2678763636,2020-05-26 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",9,"['cloud', 'javascript', 'agile', 'node.js', 'css', 'programming', 'redis', 'ai', 'excel', 'js']","United States",,,"",10,"Momentive.ai","Internet","1,001-5,000 employees",
12581,2679692648,2020-05-29 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",5,"['cloud', 'java', 'agile', 'python', 'rust']","United States",,,"",20,"BlueCat","Computer Networking","201-500 employees",
12669,2675946009,2020-06-01 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",6,"['cloud', 'agile', 'docker', 'git', 'programming', 'aws', 'postgresql', 'sql', 'ai', 'machine_learning', 'go', 'scala', 'kotlin', 'coding']","United States",,,"",20,"Orum.io","Internet","11-50 employees",
12758,2646750025,2020-06-03 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",7,"['javascript', 'node.js', 'frontend', 'github', 'backend', 'postgresql', 'machine_learning', 'coding']","United States",,,"",60,"Chipper Cash","Financial Services","51-200 employees",
12832,2691374495,2020-06-05 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",7,"['cloud', 'agile', 'frontend', 'programming', 'backend', 'sql', 'ai', 'excel']","United States",,,"",10,"Momentive.ai","Internet","1,001-5,000 employees",
12847,2682293028,2020-06-05 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",4,"['database', 'cloud', 'data_lakes', 'ruby', 'python', 'docker', 'c', 'spark', 'java', 'aws', 'etl', 'machine_learning', 'go', 'scala']","United States",,,"",,"Terminus","Marketing & Advertising","201-500 employees",
12976,2705914538,2020-06-09 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",5,"['cloud', 'ai/ml', 'agile', 'git', 'programming', 'devops', 'c', 'ci/cd', 'java', 'aws', 'coding']","United States",,,"",40,"RevaComm","Computer Software","51-200 employees",
13017,2678738535,2020-06-10 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",5,"['backend', 'c++', 'java', 'python']","United States",,,"",20,"Meridian Technology Group","Information Technology & Services","51-200 employees",
13091,2687275317,2020-06-12 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",13,"['graphql', 'ci/cd', 'node', 'nosql']","United States",,,"",40,"Jobot","Staffing & Recruiting","201-500 employees",
13151,2670358007,2020-06-14 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",2,"['cloud', 'java', 'aws', 'python', 'linux', 'azure']","United States",,,"",30,"Adaptive Biotechnologies Corp.","Biotechnology","501-1,000 employees",
13168,2703804645,2020-06-15 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",7,"['cloud', 'microsoft', 'java', 'aws', 'azure', 'c++']","United States",,,"",30,"Autonomic","Computer Software","51-200 employees",
13516,2674794777,2020-06-26 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",3,"['graphql', 'javascript', 'python', 'node', 'node.js', 'vue', 'backend', 'aws', 'postgresql']","United States",,,"",40,"Outschool","Information Technology & Services","51-200 employees",
13992,2702466501,2020-07-14 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",4,"['cloud', 'java', 'programming']","United States",,,"",20,"The Center for Organizational Excellence, Inc.","Management Consulting","51-200 employees",
13996,2738697772,2020-07-14 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",4,"['graphql', 'javascript', 'python', 'html5', 'node.js', 'saas', 'programming', 'github', 'backend', 'microsoft', 'aws', 'mysql', 'sql', 'nosql', 'ai', 'aurora']","United States",,,"",80,"BlueOcean","Computer Software","11-50 employees",
14316,2675965036,2020-07-26 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",4,"['javascript', 'agile', 'docker', 'devops', 'backend']","United States",,,"",40,"Puppet","Information Technology & Services","501-1,000 employees",
14339,2707863336,2020-07-26 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",4,"['database', 'scrum', 'microsoft', 'json', 'java', 'agile', 'sql', 'server']","United States",,,"",10,"Imprivata","Hospital & Health Care","501-1,000 employees",
14461,2752391436,2020-07-30 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",5,"['scrum', 'ci/cd', 'ruby', 'agile', 'coding']","United States",,,"",10,"Groups Recover Together","Medical Practice","201-500 employees",
14606,2703127770,2020-08-03 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",5,"['database', 'cloud', 'javascript', 'agile', 'frontend', 'json', 'css', 'ios', 'c/c++', 'java', 'html', 'postgresql', 'sql', 'excel', 'unix']","United States",,,"",10,"iboss","Computer & Network Security","201-500 employees",
14828,2724446690,2020-08-11 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",5,"['saas', 'javascript', 'python', 'php', 'nosql']","United States",,,"",70,"RevolutionParts","Computer Software","51-200 employees",
14845,2602559217,2020-08-11 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",5,"['java', 'css', 'javascript', 'ruby', 'html']","United States",,,"",20,"Granicus","Computer Software","501-1,000 employees",
15074,2736020695,2020-08-20 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",4,"['agile', 'linux', 'docker', 'git', 'scrum', 'saas', 'json', 'devops', 'java', 'aws', 'sql', 'nosql']","United States",,,"",10,"Emburse","Computer Software","501-1,000 employees",
15270,2707827428,2020-08-29 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",5,"['database', 'cloud', 'agile', 'python', 'docker', 'programming', 'mongodb', 'ci/cd', 'java', 'aws', 'no-sql', 'snowflake', 'sql', 'coding', 'postgres']","United States",,,"",10,"Natera","Biotechnology","1,001-5,000 employees",
15482,2749226423,2020-09-08 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",5,"['c', 'mysql']","United States",,,"",20,"PayNearMe","Financial Services","51-200 employees",
15697,2726858360,2020-09-18 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",9,"['ci/cd', 'cloud', 'sql', 'nosql']","United States",,,"",100,"Advanced Career Networks","Information Technology & Services","1-10 employees",
15712,2675989996,2020-09-19 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",6,"['scala', 'aws', 'programming', 'tensorflow']","United States",,,"",30,"Signify Technology","Staffing & Recruiting","11-50 employees",
16126,2746647141,2020-10-05 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",1,"['agile', 'linux', 'git', 'scrum', 'saas', 'json', 'programming', 'devops', 'golang', 'java', 'aws', 'mysql', 'aurora']","United States",,,"",10,"Emburse","Computer Software","501-1,000 employees",
16311,2701065686,2020-10-14 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",8,"['javascript', 'server', 'node.js', 'php', 'backend', 'aws', 'mysql', 'sql', 'nosql', 'js']","United States",,,"",40,"PowerSchool","Education Management","1,001-5,000 employees",
16332,2711784391,2020-10-15 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",7,"['database', 'cloud', 'javascript', 'node', 'docker', 'bitbucket', 'node.js', 'ci/cd', 'aws', 'sql', 'js']","United States",,,"",,"The College Board","Education Management","1,001-5,000 employees",
16715,2716042706,2020-12-12 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",5,"['cloud', 'aws', 'agile', 'programming', 'sql', 'c']","United States",,,"",,"NRC Health","Hospital & Health Care","201-500 employees",
17302,2696302271,2021-01-21 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",5,"['agile', 'linux', 'docker', 'git', 'scrum', 'saas', 'json', 'devops', 'java', 'aws', 'sql', 'nosql']","United States",,,"",20,"Emburse","Computer Software","501-1,000 employees",
17616,2686377001,2021-02-04 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",4,"['database', 'cloud', 'agile', 'server', 'git', 'saas', 'iaas', 'json', 'programming', 'microsoft', 't-sql', 'ci/cd', 'java', 'sql', 'apache', 'azure', 'coding', 'paas']","United States",,,"",,"Adra","Computer Software","51-200 employees",
17736,2735632569,2021-02-08 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",5,"['cloud', 'python', 'java', 'mysql']","United States",,,"",,"Natera","Biotechnology","1,001-5,000 employees",
17924,2595603019,2021-02-14 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",4,"['database', 'javascript', 'agile', 'server', 'programming', 'c', 'oracle', 'microsoft', 'golang', 'postgresql', 'sql', 'coding']","United States",,,"",80,"Accruent","Computer Software","1,001-5,000 employees",
18227,2688521654,2021-02-23 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",4,"['database', 'javascript', 'python', 'saas', 'programming', 'aws']","United States",,,"",40,"EAB","Education Management","1,001-5,000 employees",
18318,2734463788,2021-02-25 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",5,"['python', 'docker', 'programming', 'ml', 'machine_learning']","United States",,,"",,"Clear Capital","Financial Services","501-1,000 employees",
18406,2688427983,2021-02-27 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",7,"['git', 'ci/cd', 'redis', 'golang', 'gitlab', 'aws', 'mysql', 'agile', 'python', 'linux', 'sql', 'docker', 'mongodb', 'spark']","United States",,,"",30,"Midigator®","Computer Software","51-200 employees",
18550,2699868477,2021-03-03 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",6,"['scala', 'graphql', 'backend', 'gcp', 'javascript', 'coding', 'programming', 'node']","United States",,,"",30,"Central Point Partners","","",
18752,2681798067,2021-03-08 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",5,"['ci/cd', 'cloud', 'programming', 'sql', 'docker', 'nosql']","United States",,,"",70,"Advanced Career Networks","Information Technology & Services","1-10 employees",
18800,2698149644,2021-03-09 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",5,"['unix/linux', 'c++', 'cloud', 'unix', 'programming', 'c']","United States",,,"",100,"Panzura","Information Technology & Services","51-200 employees",
19080,2691070042,2021-03-18 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",5,"['database', 'cloud', 'javascript', 'agile', 'frontend', 'json', 'css', 'ios', 'c/c++', 'java', 'html', 'postgresql', 'sql', 'excel', 'unix']","United States",,,"",10,"iboss","Computer & Network Security","201-500 employees",
19142,2735179288,2021-03-20 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",3,"['graphql', 'docker', 'gcp', 'devops', 'github', 'codebase', 'java', 'aws', 'go', 'scala', 'kotlin', 'coding']","United States",,,"",,"C2FO","Financial Services","201-500 employees",
19169,2715389785,2021-03-21 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",3,"['cloud', 'ruby', 'agile', 'gcp', 'programming', 'backend', 'java', 'aws', 'sql']","United States",,,"",30,"Sketchy","Higher Education","11-50 employees",
19390,2686521405,2021-03-31 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",5,"['agile', 'linux', 'git', 'scrum', 'saas', 'json', 'programming', 'devops', 'golang', 'java', 'aws', 'mysql', 'aurora']","United States",,,"",,"Emburse","Computer Software","501-1,000 employees",
19449,2685724276,2021-04-03 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",5,"['agile', 'linux', 'docker', 'git', 'scrum', 'saas', 'json', 'devops', 'java', 'aws', 'sql', 'nosql']","United States",,,"",10,"Emburse","Computer Software","501-1,000 employees",
19932,2698123721,2021-05-06 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",5,"['javascript', 'frontend', 'programming', 'backend']","United States",,,"",,"Bestow Life Insurance","Insurance","51-200 employees",
20044,2711783566,2021-05-13 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",4,"['back-end', 'node.js', 'codebase', 'aws', 'agile', 'postgresql', 'nosql']","United States",,,"",,"The College Board","Education Management","1,001-5,000 employees",
20057,2717507164,2021-05-13 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",3,"['cloud', 'gcp', 'javascript', 'agile', 'server', 'c']","United States",,,"",110,"Bombora","Computer Software","51-200 employees",
20108,2737946853,2021-05-16 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",9,"['database', 'cloud', 'python', 'ios', 'programming', 'backend', 'ci/cd', 'golang', 'java', 'postgresql', 'swift', 'coding']","United States",,,"",30,"Tech At Rest","Staffing & Recruiting","1-10 employees",
20201,2695052806,2021-05-20 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",7,"['programming', 'devops', 'backend', 'java', 'aws', 'coding']","United States",,,"",,"Possible","Financial Services","51-200 employees",
20549,2698731013,2021-06-04 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",2,"['cloud', 'ai/ml', 'agile', 'git', 'programming', 'devops', 'c', 'ci/cd', 'java', 'aws', 'coding']","United States",,,"",,"RevaComm","Computer Software","51-200 employees",
21187,2592626172,2021-06-25 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",5,"['database', 'cloud', 'javascript', 'python', 'bigquery', 'gcp', 'aws', 'mysql', 'snowflake', 'sql', 'go', 'postgres']","United States",,,"",50,"Clover Health","Hospital & Health Care","201-500 employees",
21277,2718212975,2021-06-28 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",10,"['backend', 'javascript', 'go', 'postgres']","United States",,,"",40,"River Financial","Financial Services","51-200 employees",
21302,2566004824,2021-06-29 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Associate",2,"['graphql', 'javascript', 'frontend', 'css', 'programming', 'devops', 'backend', 'kanban', 'go', 'postgres']","United States",,,"",80,"Pluralsight","Information Technology & Services","1,001-5,000 employees",
21333,2674753986,2021-06-30 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",7,"['back-end', 'unix', 'java', 'nlp', 'python', 'sql', 'machine_learning', 'postgres']","United States",,,"",10,"Lex Machina","Internet","51-200 employees",
21486,2679693455,2021-07-05 00:00:00.000,"Software Engineer","Senior Software Engineer","","Full-time","Mid-Senior level",4,"['database', 'cloud', 'java', 'agile', 'postgresql']","United States",,,"",40,"BlueCat","Computer Networking","201-500 employees",
