ID,School Name,URL Address,Address,Postal Code,Telephone Number,FAX Number,Email Address,MRT,BUS,Principal Name,Region,Zone,Type Of schools,Nature Of schools,Sessions,Level Of Schools,SAP,Autonomous,Gifted Education Programme,Integrated Programme,Mother Tongue Chinese,Mother Tongue Malay,Mother Tongue Tamil
190,"NGEE ANN SECONDARY SCHOOL","http://www.ngeeannsec.moe.edu.sg","1    TAMPINES STREET 32",529283,67844583,67840453,"nass@moe.edu.sg","TAMPINES MRT, SIMEI MRT, TAMPINES EAST MRT","3, 4, 8, 9, 12, 17, 18, 19, 21, 28, 29, 34, 37, 38, 39, 59, 81, 291, 293, 518, 552","MR TEO KOK HONG","TAMPINES","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","No","No","Chinese","Malay","Tamil"
211,"PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)","http://www.payalebarmethodistgirlspri.moe.edu.sg/","298  LORONG AH SOO",536741,62862795,62803915,"PLMGPS@MOE.EDU.SG","Kovan (NE13), Serangoon(NE12/CC13)","45, 53, 53M, 62, 113","MRS JOYCE ANG","HOUGANG","EAST","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
212,"PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY)","http://www.plmgss.moe.edu.sg","296  LOR AH SOO",536742,62816606,63820558,"plmgss@moe.edu.sg","KOVAN MRT, SERANGOON MRT","45, 53, 53M, 62, 113","MRS QUEK LI GEK","HOUGANG","EAST","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","No","No","Chinese","Malay","Tamil"
213,"PEI CHUN PUBLIC SCHOOL","http://www.peichunpublic.moe.edu.sg","16   LORONG 7 TOA PAYOH",319320,63539450,63538418,"PCPS@MOE.EDU.SG","Toa Payoh MRT Station and Braddell MRT Station","Bus Service 232, 57","MR LIM MENG WEI","TOA PAYOH","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","Yes","No","No","No","Chinese","na","na"
222,"POI CHING SCHOOL","http://www.poiching.moe.edu.sg","21   TAMPINES STREET 71",529067,67856420,67857198,"contact@poiching.moe.edu.sg","Tampines MRT","Bus 293, 72, 27 and 168","MDM CHUA YE LING","TAMPINES","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","Yes","No","No","No","Chinese","na","na"
223,"PRESBYTERIAN HIGH SCHOOL","http://www.presbyterian.moe.edu.sg","5209 ANG MO KIO AVENUE 6",569845,64543722,64543430,"presbyterian@moe.edu.sg","YIO CHU KANG MRT","45, 70, 70M, 71, 76, 86, 668, 851, 851e, 852, 853","MR OWYONG TUCK SING VICTOR","ANG MO KIO","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
239,"RED SWASTIKA SCHOOL","http://www.redswastika.moe.edu.sg","350  BEDOK NORTH AVENUE 3",469719,64430380,62448391,"REDSWASTIKA@MOE.EDU.SG","Bedok Reservoir MRT","Bus 14, 17, 28, 46, 66, 67, 69, 222, 228","MS JESSIE LIM CHIEN CHIN","BEDOK","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","Yes","No","No","No","Chinese","na","na"
259,"SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL","www.scgs.moe.edu.sg","190  DUNEARN ROAD",309437,62527966,62523076,"SCGPS@MOE.EDU.SG","Stevens","66, 67, 105, 132, 151, 153, 154, 156, 170, 171, 186, 190, 605, 700, 960","MDM TAN YUNCHIN EUGENIA","NOVENA","NORTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
267,"ST. ANDREW'S JUNIOR SCHOOL","http://www.saintandrewsjunior.moe.edu.sg","2    FRANCIS THOMAS DRIVE",359337,62884303,62895242,"sajs@moe.edu.sg","Potong Pasir,Toa Payoh","8,13,26,31,90,90A,107,133,142,147,853,NR6","MISS NEO PHEI TZE PATSY","TOA PAYOH","SOUTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
268,"ST. ANDREW'S SECONDARY SCHOOL","http://www.standrewssec.moe.edu.sg","15   FRANCIS THOMAS DRIVE",359342,62851944,63823779,"sass@moe.edu.sg","POTONG PASIR MRT","8, 13, 26, 31, 90, 90A, 107, 133, 142, 147, 853","MR LEE HAN HWA","TOA PAYOH","SOUTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
269,"ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL","http://www.stanthonyscanossianpri.moe.edu.sg","1602 BEDOK NORTH AVE 4",469701,64492239,64492146,"sacps@moe.edu.sg","Bedok MRT","","MDM KOK LAI YOKE","BEDOK","EAST","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
270,"ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL","http://www.stanthonyscanossiansec.moe.edu.sg","1600 BEDOK NORTH AVENUE 4",469700,64490616,64490162,"sacss@moe.edu.sg","BEDOK MRT, BEDOK RESERVOIR MRT","17, 14, 46, 222","MDM KOH TYNG YUANN FIONA","BEDOK","EAST","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","No","No","Chinese","Malay","Tamil"
271,"ST. ANTHONY'S PRIMARY SCHOOL","http://www.stanthonyspri.moe.edu.sg","30   Bukit Batok St 32",659401,65690822,65690811,"SAPS@MOE.EDU.SG","Bukit Gombak MRT Station","","MISS CECILIA LIM SEOK CHENG","BUKIT BATOK","WEST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
272,"ST. GABRIEL'S PRIMARY SCHOOL","http://www.stgabrielspri.moe.edu.sg","220  Lorong Chuan",556742,62803628,63820344,"STGPS@MOE.EDU.SG","Lor Chuan MRT Station (Circle Line)","73, 105, 159","MR MARTIN TAN SIEW KIN","SERANGOON","SOUTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
273,"ST. GABRIEL'S SECONDARY SCHOOL","http://www.stgabrielssec.moe.edu.sg","24   SERANGOON AVENUE 1",556140,62889470,62898615,"STGSS@MOE.EDU.SG","SERANGOON MRT","","MR LIM CHEE KOON SHAWN","SERANGOON","SOUTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
275,"ST. HILDA'S SECONDARY SCHOOL","http://www.sthildassec.moe.edu.sg","2    TAMPINES STREET 82",528986,63055277,67865011,"SHSS@MOE.EDU.SG","TAMPINES MRT, TAMPINES WEST MRT","22, 129, 293, 298","MDM HENG SUE LIN, JANICE","TAMPINES","EAST","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
277,"ST. JOSEPH'S INSTITUTION JUNIOR","http://www.sjijunior.edu.sg","3    ESSEX ROAD",309331,62552700,62557455,"sjijunior@moe.edu.sg","Novena","21;54;56;57;124;131;141;166;518;851;980","MR LEONG YEW HON ERIC","NOVENA","SOUTH","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
278,"ST. MARGARET'S PRIMARY SCHOOL","na","2    Mattar Road",387724,,,"na","Mattar MRT Station (DT25)","40, 61, 63, 65, 66, 135, 154, 155, 158","MRS KO-TAN LI LING","CENTRAL","SOUTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
279,"ST. MARGARET'S SECONDARY SCHOOL","http://www.stmargaretssec.moe.edu.sg","111  FARRER ROAD",259240,64664525,64666709,"stmargaretss@moe.edu.sg","FARRER ROAD MRT","48, 93, 153, 165, 174, 186, 855, 961","MISS LIM HUI KHENG LINDA","BUKIT TIMAH","SOUTH","GOVERNMENT-AIDED SCH","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","Yes","No","No","Chinese","Malay","Tamil"
280,"ST. PATRICK'S SCHOOL","http://www.stpatricks.moe.edu.sg","490  EAST COAST ROAD",429058,63440929,63445152,"stpatricksch@moe.edu.sg","KEMBANGAN MRT","10, 10E, 12, 13, 14, 14E, 15, 16, 31, 32, 36, 40, 43, 47, 48, 55, 135, 150, 155, 196, 197","MR MARK GERARD MINJOOT","BEDOK","EAST","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
281,"ST. STEPHEN'S SCHOOL","http://www.ststephens.moe.edu.sg","20   SIGLAP VIEW",455789,62419513,64422576,"STSTEPHENSCH@MOE.EDU.SG","Kembangan MRT Station","2,7,24,25,26,28,30,32,33,67,854","MR GOH HENG LIANG TIMOTHY","BEDOK","EAST","GOVERNMENT-AIDED SCH","BOYS' SCHOOL","SINGLE SESSION","PRIMARY","No","No","No","No","Chinese","Malay","Tamil"
341,"YUYING SECONDARY SCHOOL","http://www.yuyingsec.moe.edu.sg","47   HOUGANG AVENUE 1",538884,62827968,62871607,"yuying_ss@moe.edu.sg","KOVAN MRT, SERANGOON MRT, HOUGANG MRT","25, 51, 53, 53M, 55, 62, 87, 113, 119, 151, 854","MR LO CHEE LIN","HOUGANG","SOUTH","GOVERNMENT-AIDED SCH","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
16,"ANGLO-CHINESE SCHOOL (INDEPENDENT)","http://www.acsindep.moe.edu.sg","121  DOVER ROAD",139650,67731633,67731433,"ACIS@MOE.EDU.SG","DOVER MRT, BUONA VISTA MRT, ONE-NORTH MRT","33, 74, 166, 196","MR KOH SUNG- YI ARENE","QUEENSTOWN","SOUTH","INDEPENDENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","MIXED LEVELS","No","No","Yes","Yes","Chinese","Malay","Tamil"
21,"ASSUMPTION PATHWAY SCHOOL","http://www.aps.edu.sg","30   Cashew Road",679697,62793000,67622857,"aps@schools.gov.sg","DOWNTOWN LINE 2, CASHEW MRT","SBS Transit No 170    SMRT No 67, 75, 171, 176, 178, 184, 961, 963 & 970","MR STEPHEN CHIN","BUKIT PANJANG","WEST","SPECIALISED SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
80,"CREST SECONDARY SCHOOL","http://www.crestsec.edu.sg","561  JURONG EAST STREET 24",609561,68992779,68992668,"info@crestsec.edu.sg","BUKIT BATOK MRT, JURONG EAST MRT","41, 52, 98, 98M, 105, 176, 183, 187, 188, 188R, 333, 502, 868, 990","MR SEET TIAT HEE","JURONG EAST","WEST","SPECIALISED SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
136,"HWA CHONG INSTITUTION","http://www.hwachong.edu.sg","661  BUKIT TIMAH ROAD",269734,64683955,67695857,"admin@hci.edu.sg","TAN KAH KEE MRT","66, 67, 74, 151, 154, 156, 157, 170, 170A, 174, 852, 961, 961M","MR PANG CHOON HOW","BUKIT TIMAH","WEST","INDEPENDENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","MIXED LEVELS","Yes","No","No","Yes","Chinese","na","na"
173,"METHODIST GIRLS' SCHOOL (SECONDARY)","http://www.mgs.moe.edu.sg","11   Blackmore Drive",599986,64694800,64698717,"MGSS@MOE.EDU.SG","King Albert Park MRT","66, 67, 74, 77, 151, 154, 157, 170, 174, 852, 961, 970","MISS NG WUN HAR GRACE","BUKIT TIMAH","WEST","INDEPENDENT SCHOOL","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","Yes","Chinese","Malay","Tamil"
181,"NANYANG GIRLS' HIGH SCHOOL","https://www.nygh.edu.sg","2    LINDEN DRIVE",288683,64663275,64667564,"nanyanggirls@nygh.edu.sg","SIXTH AVENUE MRT, TAN KAH KEE MRT","66, 67, 74, 151, 154, 156, 157, 170, 174, 852, 961","MS NG CHUEN- YIN","BUKIT TIMAH","WEST","INDEPENDENT SCHOOL","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","Yes","No","Yes","Yes","Chinese","na","na"
198,"NORTHLIGHT SCHOOL","https://www.nls.edu.sg","151  Towner Road",327830,,,"nls@moe.edu.sg","BOON KENG (NE9)","21, 125, 130, 139, 145, 13, 23, 31, 64, 65, 133, 147, 857, 985","MDM SUNG MEE HAR","KALLANG","SOUTH","SPECIALISED SCHOOL","CO-ED SCHOOL","FULL DAY","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
201,"NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE","www.nushigh.edu.sg","20   Clementi Avenue 1",129957,65161709,67756910,"einstein@highsch.nus.edu.sg","Nearest MRT Stations - Clementi and Dover","96, 97, 151, 183, 188, 189, 196, 197, 198","MDM SOH LAI LENG MAGDALEN","CLEMENTI","WEST","SPECIALISED INDEPENDENT SCHOOL","CO-ED SCHOOL","FULL DAY","MIXED LEVELS","No","No","No","Yes","Chinese","Malay","Tamil"
237,"RAFFLES GIRLS' SCHOOL (SECONDARY)","http://www.rgs.edu.sg","2    BRADDELL RISE",318871,67371845,62353731,"RGSS@MOE.EDU.SG","BRADDELL MRT, CALDECOTT MRT","59, 93, 129, 156, 157, 163, 231, 232, 235","MDM HASLINDA BTE ZAMANI","CENTRAL","SOUTH","INDEPENDENT SCHOOL","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","No","Yes","Yes","Chinese","Malay","Tamil"
238,"RAFFLES INSTITUTION","http://www.ri.edu.sg","1    RAFFLES INSTITUTION LANE",575954,64199242,64199238,"comms@ri.edu.sg","BISHAN MRT, MARYMOUNT MRT","410,13,50,52,53,54,55,56,57,58,59,71,74,88,93,128,130,132,156,157,162,163,165,166,167,851,852,855,980","MR YEO KOK PENG FREDERICK","BISHAN","SOUTH","INDEPENDENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","MIXED LEVELS","No","No","Yes","Yes","Chinese","Malay","Tamil"
248,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE","http://www.sst.edu.sg","1    Technology Drive",138572,,,"contactus@sst.edu.sg","Dover","14, 74, 105, 106, 147, 166, 185","MRS LINDA CHAN","CLEMENTI","WEST","SPECIALISED INDEPENDENT SCHOOL","CO-ED SCHOOL","FULL DAY","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
249,"SCHOOL OF THE ARTS, SINGAPORE","http://www.sota.edu.sg/","1    Zubir Said Drive",227968,,,"enquiries@sota.edu.sg","Dhoby Ghaut","7, 14, 16, 36, 64, 65, 77, 106, 111, 124, 128, 131, 147, 162, 166, 167, 171, 174, 175, 190, 502, 518, 700, 857,","MDM WONG YEE MIN MARY","CENTRAL","SOUTH","SPECIALISED INDEPENDENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","MIXED LEVELS","No","No","No","No","Chinese","Malay","Tamil"
260,"SINGAPORE CHINESE GIRLS' SCHOOL","http://www.scgs.moe.edu.sg","190  DUNEARN ROAD",309437,62527966,62523076,"SCGSS@MOE.EDU.SG","STEVENS MRT","48, 66, 67, 105, 132, 151, 153, 154, 156, 170, 186, 190, 960, 971E, 972","MDM TAN YUNCHIN EUGENIA","NOVENA","NORTH","INDEPENDENT SCHOOL","GIRLS' SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","Yes","Chinese","Malay","Tamil"
261,"SINGAPORE SPORTS SCHOOL","http://www.sportsschool.edu.sg","1    Champions Way",737913,67660100,67662100,"enquire@sportsschool.edu.sg","Woodlands South MRT","665, 900A, 901, 901M","MR ONG KIM SOON","WOODLANDS","NORTH","SPECIALISED INDEPENDENT SCHOOL","CO-ED SCHOOL","FULL DAY","MIXED LEVELS","No","No","No","No","Chinese","Malay","Tamil"
263,"SPECTRA SECONDARY SCHOOL","https://www.spectra.edu.sg","1    WOODLANDS DRIVE 64",737758,64660775,64623928,"spectra@schools.gov.sg","ADMIRALTY MRT","901M, 904, 912, 913, 962, 964, 965, 969","MR TAN TECK HOCK","WOODLANDS","NORTH","SPECIALISED SCHOOL","CO-ED SCHOOL","SINGLE SESSION","SECONDARY","No","No","No","No","Chinese","Malay","Tamil"
276,"ST. JOSEPH'S INSTITUTION","http://www.sji.edu.sg","38   MALCOLM ROAD",308274,62500022,62533640,"contact@sji.edu.sg","STEVENS MRT","105, 132, 151, 153, 154, 156, 186, 190, 960, 972","FR ADRIAN AUGUSTUS DANKER","NOVENA","SOUTH","INDEPENDENT SCHOOL","CO-ED SCHOOL","SINGLE SESSION","MIXED LEVELS","No","No","No","Yes","Chinese","Malay","Tamil"
