country,variable,value
Poland,1972,0.159
Portugal,1972,0.054
Qatar,1972,
Romania,1972,0.147
Russia,1972,
Rwanda,1972,0.0195
Samoa,1972,0.0213
San Marino,1972,0.04
Sao Tome and Principe,1972,
Saudi Arabia,1972,
Senegal,1972,0.0354
Serbia,1972,
Seychelles,1972,
Sierra Leone,1972,
Singapore,1972,0.0
Slovak Republic,1972,
Slovenia,1972,
Solomon Islands,1972,
Somalia,1972,0.0386
South Africa,1972,0.0134
South Korea,1972,0.0402
South Sudan,1972,
Spain,1972,0.0154
Sri Lanka,1972,0.0299
"St, Kitts and Nevis",1972,
"St, Lucia",1972,
"St, Vincent and the Grenadines",1972,
Sudan,1972,0.0549
Suriname,1972,
Sweden,1972,0.189
Switzerland,1972,0.0512
Syria,1972,0.0248
Tajikistan,1972,
Tanzania,1972,0.0571
Thailand,1972,0.0
Timor-Leste,1972,
Togo,1972,0.0633
Tonga,1972,
Trinidad and Tobago,1972,0.0782
Tunisia,1972,0.0298
Turkey,1972,0.0115
Turkmenistan,1972,
Tuvalu,1972,
Uganda,1972,
Ukraine,1972,
United Arab Emirates,1972,0.0
United Kingdom,1972,0.04
United States,1972,0.0278
Uruguay,1972,0.0072
Uzbekistan,1972,
Vanuatu,1972,
Venezuela,1972,0.0167
Vietnam,1972,
Yemen,1972,
Zambia,1972,0.0519
Zimbabwe,1972,
Afghanistan,1973,0.0046
Albania,1973,0.317
Algeria,1973,0.0338
Andorra,1973,
Angola,1973,
Antigua and Barbuda,1973,
Argentina,1973,0.0705
Armenia,1973,
Australia,1973,0.016
Austria,1973,0.176
Azerbaijan,1973,
Bahamas,1973,
Bahrain,1973,
Bangladesh,1973,
Barbados,1973,
Belarus,1973,
Belgium,1973,0.0282
Belize,1973,
Benin,1973,
Bhutan,1973,0.0111
Bolivia,1973,0.019
Bosnia and Herzegovina,1973,
Botswana,1973,0.0
Brazil,1973,0.0024
Brunei,1973,
Bulgaria,1973,0.191
Burkina Faso,1973,0.0066
Burundi,1973,0.0499
Cambodia,1973,0.0775
Cameroon,1973,0.0583
Canada,1973,0.0737
Cape Verde,1973,
Central African Republic,1973,
Chad,1973,
Chile,1973,
China,1973,
Colombia,1973,0.0404
Comoros,1973,
"Congo, Dem, Rep,",1973,0.0668
"Congo, Rep,",1973,0.064
Costa Rica,1973,0.057
Cote d'Ivoire,1973,0.0696
Croatia,1973,
Cuba,1973,0.208
Cyprus,1973,0.0
Czech Republic,1973,
Denmark,1973,0.151
Djibouti,1973,
Dominica,1973,
Dominican Republic,1973,0.121
Ecuador,1973,0.0055
Egypt,1973,0.02
El Salvador,1973,0.0481
Equatorial Guinea,1973,0.0462
Eritrea,1973,
Estonia,1973,
Eswatini,1973,0.0311
Ethiopia,1973,0.0107
Fiji,1973,0.0393
Finland,1973,0.22
France,1973,0.0265
Gabon,1973,0.0429
Gambia,1973,0.0072
Georgia,1973,
Germany,1973,
Ghana,1973,0.0229
Greece,1973,0.0187
Grenada,1973,0.143
Guatemala,1973,0.0352
Guinea,1973,0.171
Guinea-Bissau,1973,0.0961
Guyana,1973,0.132
Haiti,1973,0.0345
Honduras,1973,0.0868
Hungary,1973,0.263
Iceland,1973,0.05
India,1973,0.072
Indonesia,1973,0.0725
Iran,1973,0.0655
Iraq,1973,0.0504
Ireland,1973,0.0394
Israel,1973,0.0667
Italy,1973,0.0389
Jamaica,1973,0.0759
Japan,1973,0.0336
Jordan,1973,0.0
Kazakhstan,1973,
Kenya,1973,0.0302
Kiribati,1973,
Kuwait,1973,0.0
Kyrgyz Republic,1973,
Lao,1973,0.0491
Latvia,1973,
Lebanon,1973,0.0015
Lesotho,1973,0.0645
Liberia,1973,
Libya,1973,0.0635
Liechtenstein,1973,
Lithuania,1973,
Luxembourg,1973,0.0484
Madagascar,1973,0.0504
Malawi,1973,0.0678
Malaysia,1973,0.037
Maldives,1973,
Mali,1973,0.0271
Malta,1973,0.0339
Marshall Islands,1973,
Mauritania,1973,0.0167
Mauritius,1973,0.0286
Mexico,1973,0.06
"Micronesia, Fed, Sts,",1973,
Moldova,1973,
Monaco,1973,0.0556
Mongolia,1973,0.229
Montenegro,1973,
Morocco,1973,0.0
Mozambique,1973,
Myanmar,1973,0.0198
Namibia,1973,
Nauru,1973,0.0
Nepal,1973,0.0407
Netherlands,1973,0.08
New Zealand,1973,0.046
Nicaragua,1973,0.085
Niger,1973,0.0139
Nigeria,1973,
North Korea,1973,0.207
North Macedonia,1973,
Norway,1973,0.155
Oman,1973,
Pakistan,1973,0.0366
Palau,1973,
Panama,1973,0.0256
Papua New Guinea,1973,
Paraguay,1973,0.0444
Peru,1973,0.0156
Philippines,1973,0.0614
Poland,1973,0.171
Portugal,1973,0.0608
Qatar,1973,
Romania,1973,0.149
Russia,1973,
Rwanda,1973,0.0253
Samoa,1973,0.0213
San Marino,1973,0.0533
Sao Tome and Principe,1973,
Saudi Arabia,1973,
Senegal,1973,0.04
Serbia,1973,
Seychelles,1973,
Sierra Leone,1973,0.0103
Singapore,1973,0.0
Slovak Republic,1973,
Slovenia,1973,
Solomon Islands,1973,
Somalia,1973,0.0496
South Africa,1973,0.0133
South Korea,1973,0.0548
South Sudan,1973,
Spain,1973,0.0202
Sri Lanka,1973,0.0288
"St, Kitts and Nevis",1973,
"St, Lucia",1973,
"St, Vincent and the Grenadines",1973,
Sudan,1973,0.0574
Suriname,1973,
Sweden,1973,0.214
Switzerland,1973,0.0533
Syria,1973,0.0269
Tajikistan,1973,
Tanzania,1973,0.0658
Thailand,1973,0.0602
Timor-Leste,1973,
Togo,1973,0.0696
Tonga,1973,
Trinidad and Tobago,1973,0.0892
Tunisia,1973,0.0276
Turkey,1973,0.0116
Turkmenistan,1973,
Tuvalu,1973,
Uganda,1973,
Ukraine,1973,
United Arab Emirates,1973,0.0
United Kingdom,1973,0.0396
United States,1973,0.0287
Uruguay,1973,0.0066
Uzbekistan,1973,
Vanuatu,1973,
Venezuela,1973,0.0202
Vietnam,1973,
Yemen,1973,
Zambia,1973,0.0588
Zimbabwe,1973,
Afghanistan,1974,0.0056
Albania,1974,0.332
Algeria,1974,0.0351
Andorra,1974,
Angola,1974,
Antigua and Barbuda,1974,
Argentina,1974,0.0679
Armenia,1974,
Australia,1974,0.0267
Austria,1974,0.176
Azerbaijan,1974,
Bahamas,1974,
Bahrain,1974,
Bangladesh,1974,
Barbados,1974,
Belarus,1974,
Belgium,1974,0.0282
Belize,1974,
Benin,1974,
Bhutan,1974,0.012
Bolivia,1974,0.0205
Bosnia and Herzegovina,1974,
Botswana,1974,0.0
Brazil,1974,0.0023
Brunei,1974,
Bulgaria,1974,0.192
Burkina Faso,1974,0.0088
Burundi,1974,0.0553
Cambodia,1974,0.12
Cameroon,1974,0.0667
Canada,1974,0.0448
Cape Verde,1974,
Central African Republic,1974,
Chad,1974,
Chile,1974,
China,1974,
Colombia,1974,0.0418
Comoros,1974,
"Congo, Dem, Rep,",1974,0.086
"Congo, Rep,",1974,0.0681
Costa Rica,1974,0.0526
Cote d'Ivoire,1974,0.081
Croatia,1974,
Cuba,1974,0.213
Cyprus,1974,0.0
Czech Republic,1974,
Denmark,1974,0.154
Djibouti,1974,
Dominica,1974,
Dominican Republic,1974,0.136
Ecuador,1974,0.0048
Egypt,1974,0.0189
El Salvador,1974,0.0577
Equatorial Guinea,1974,0.0444
Eritrea,1974,
Estonia,1974,
Eswatini,1974,0.0356
Ethiopia,1974,0.0093
Fiji,1974,0.0405
Finland,1974,0.225
France,1974,0.0247
Gabon,1974,0.0604
Gambia,1974,0.0141
Georgia,1974,
Germany,1974,
Ghana,1974,0.025
Greece,1974,0.02
Grenada,1974,0.143
Guatemala,1974,0.04
Guinea,1974,0.167
Guinea-Bissau,1974,0.107
Guyana,1974,0.136
Haiti,1974,0.0374
Honduras,1974,0.0821
Hungary,1974,0.275
Iceland,1974,0.05
India,1974,0.07
Indonesia,1974,0.0728
Iran,1974,0.0663
Iraq,1974,0.0526
Ireland,1974,0.0441
Israel,1974,0.0667
Italy,1974,0.0462
Jamaica,1974,0.0839
Japan,1974,0.0714
Jordan,1974,0.0
Kazakhstan,1974,
Kenya,1974,0.0349
Kiribati,1974,
Kuwait,1974,0.0
Kyrgyz Republic,1974,
Lao,1974,0.0671
Latvia,1974,
Lebanon,1974,0.0029
Lesotho,1974,0.0598
Liberia,1974,
Libya,1974,0.0651
Liechtenstein,1974,
Lithuania,1974,
Luxembourg,1974,0.0508
Madagascar,1974,0.0454
Malawi,1974,0.0682
Malaysia,1974,0.0337
Maldives,1974,
Mali,1974,0.0287
Malta,1974,0.0328
Marshall Islands,1974,
Mauritania,1974,0.0231
Mauritius,1974,0.0333
Mexico,1974,0.0664
"Micronesia, Fed, Sts,",1974,
Moldova,1974,
Monaco,1974,0.0556
Mongolia,1974,0.23
Montenegro,1974,
Morocco,1974,0.0
Mozambique,1974,
Myanmar,1974,0.02
Namibia,1974,
Nauru,1974,0.0
Nepal,1974,0.04
Netherlands,1974,0.04
New Zealand,1974,0.046
Nicaragua,1974,0.08
Niger,1974,0.0178
Nigeria,1974,
North Korea,1974,0.205
North Macedonia,1974,
Norway,1974,0.176
Oman,1974,
Pakistan,1974,0.0339
Palau,1974,
Panama,1974,0.0435
Papua New Guinea,1974,
Paraguay,1974,0.0422
Peru,1974,0.0163
Philippines,1974,0.0585
Poland,1974,0.183
Portugal,1974,0.08
Qatar,1974,
Romania,1974,0.15
Russia,1974,
Rwanda,1974,0.0308
Samoa,1974,0.0284
San Marino,1974,0.0667
Sao Tome and Principe,1974,
Saudi Arabia,1974,
Senegal,1974,0.046
Serbia,1974,
Seychelles,1974,0.0
Sierra Leone,1974,0.0077
Singapore,1974,0.0
Slovak Republic,1974,
Slovenia,1974,
Solomon Islands,1974,
Somalia,1974,0.0598
South Africa,1974,0.0133
South Korea,1974,0.0506
South Sudan,1974,
Spain,1974,0.0255
Sri Lanka,1974,0.0276
"St, Kitts and Nevis",1974,
"St, Lucia",1974,
"St, Vincent and the Grenadines",1974,
Sudan,1974,0.06
Suriname,1974,
Sweden,1974,0.219
Switzerland,1974,0.0553
Syria,1974,0.0292
Tajikistan,1974,
Tanzania,1974,0.0743
Thailand,1974,0.0458
Timor-Leste,1974,
Togo,1974,0.0757
Tonga,1974,
Trinidad and Tobago,1974,0.0997
Tunisia,1974,0.0254
Turkey,1974,0.0093
Turkmenistan,1974,
Tuvalu,1974,
Uganda,1974,
Ukraine,1974,
United Arab Emirates,1974,0.0
United Kingdom,1974,0.0394
United States,1974,0.0296
Uruguay,1974,0.006
Uzbekistan,1974,
Vanuatu,1974,
Venezuela,1974,0.0219
Vietnam,1974,
Yemen,1974,
Zambia,1974,0.0559
Zimbabwe,1974,
Afghanistan,1975,0.0066
Albania,1975,0.33
Algeria,1975,0.0362
Andorra,1975,
Angola,1975,
Antigua and Barbuda,1975,
Argentina,1975,0.0652
Armenia,1975,
Australia,1975,0.0314
Austria,1975,0.105
Azerbaijan,1975,
Bahamas,1975,
Bahrain,1975,
Bangladesh,1975,
Barbados,1975,
Belarus,1975,
Belgium,1975,0.0409
Belize,1975,
Benin,1975,
Bhutan,1975,0.0129
Bolivia,1975,0.022
Bosnia and Herzegovina,1975,
Botswana,1975,0.0108
Brazil,1975,0.0045
Brunei,1975,
Bulgaria,1975,0.194
Burkina Faso,1975,0.011
Burundi,1975,0.0604
Cambodia,1975,0.155
Cameroon,1975,0.075
Canada,1975,0.0659
Cape Verde,1975,0.0179
Central African Republic,1975,
Chad,1975,
Chile,1975,
China,1975,
Colombia,1975,0.0402
Comoros,1975,
"Congo, Dem, Rep,",1975,0.111
"Congo, Rep,",1975,0.072
Costa Rica,1975,0.057
Cote d'Ivoire,1975,0.0917
Croatia,1975,
Cuba,1975,0.218
Cyprus,1975,0.0
Czech Republic,1975,
Denmark,1975,0.156
Djibouti,1975,
Dominica,1975,
Dominican Republic,1975,0.129
Ecuador,1975,0.0041
Egypt,1975,0.0178
El Salvador,1975,0.0566
Equatorial Guinea,1975,0.0429
Eritrea,1975,
Estonia,1975,
Eswatini,1975,0.04
Ethiopia,1975,0.0081
Fiji,1975,0.0424
Finland,1975,0.23
France,1975,0.0221
Gabon,1975,0.0765
Gambia,1975,0.0207
Georgia,1975,
Germany,1975,
Ghana,1975,0.0271
Greece,1975,0.0244
Grenada,1975,0.143
Guatemala,1975,0.0377
Guinea,1975,0.163
Guinea-Bissau,1975,0.118
Guyana,1975,0.141
Haiti,1975,0.0402
Honduras,1975,0.0774
Hungary,1975,0.287
Iceland,1975,0.05
India,1975,0.0842
Indonesia,1975,0.0732
Iran,1975,0.0671
Iraq,1975,0.0547
Ireland,1975,0.0487
Israel,1975,0.0667
Italy,1975,0.0536
Jamaica,1975,0.0915
Japan,1975,0.0315
Jordan,1975,0.0
Kazakhstan,1975,
Kenya,1975,0.0337
Kiribati,1975,
Kuwait,1975,0.0
Kyrgyz Republic,1975,
Lao,1975,0.0889
Latvia,1975,
Lebanon,1975,0.0044
Lesotho,1975,0.055
Liberia,1975,
Libya,1975,0.0664
Liechtenstein,1975,
Lithuania,1975,
Luxembourg,1975,0.0678
Madagascar,1975,0.0402
Malawi,1975,0.0686
Malaysia,1975,0.037
Maldives,1975,
Mali,1975,0.0303
Malta,1975,0.0317
Marshall Islands,1975,
Mauritania,1975,0.0286
Mauritius,1975,0.0381
Mexico,1975,0.072
"Micronesia, Fed, Sts,",1975,
Moldova,1975,
Monaco,1975,0.0667
Mongolia,1975,0.23
Montenegro,1975,
Morocco,1975,0.0
Mozambique,1975,
Myanmar,1975,0.0215
Namibia,1975,
Nauru,1975,0.0
Nepal,1975,0.0185
Netherlands,1975,0.032
New Zealand,1975,0.046
Nicaragua,1975,0.0953
Niger,1975,0.0215
Nigeria,1975,
North Korea,1975,0.203
North Macedonia,1975,
Norway,1975,0.197
Oman,1975,
Pakistan,1975,0.0222
Palau,1975,
Panama,1975,0.0566
Papua New Guinea,1975,
Paraguay,1975,0.04
Peru,1975,0.0171
Philippines,1975,0.057
Poland,1975,0.195
Portugal,1975,0.0643
Qatar,1975,
Romania,1975,0.152
Russia,1975,
Rwanda,1975,0.036
Samoa,1975,0.0355
San Marino,1975,0.0625
Sao Tome and Principe,1975,0.182
Saudi Arabia,1975,
Senegal,1975,0.052
Serbia,1975,
Seychelles,1975,0.0941
Sierra Leone,1975,0.0051
Singapore,1975,0.0
Slovak Republic,1975,
Slovenia,1975,
Solomon Islands,1975,
Somalia,1975,0.0693
South Africa,1975,0.0113
South Korea,1975,0.0465
South Sudan,1975,
Spain,1975,0.0313
Sri Lanka,1975,0.0264
"St, Kitts and Nevis",1975,
"St, Lucia",1975,
"St, Vincent and the Grenadines",1975,
Sudan,1975,0.0617
Suriname,1975,
Sweden,1975,0.224
Switzerland,1975,0.0574
Syria,1975,0.0315
Tajikistan,1975,
Tanzania,1975,0.0826
Thailand,1975,0.0337
Timor-Leste,1975,
Togo,1975,0.0817
Tonga,1975,0.0
Trinidad and Tobago,1975,0.11
Tunisia,1975,0.0268
Turkey,1975,0.0
Turkmenistan,1975,
Tuvalu,1975,
Uganda,1975,
Ukraine,1975,
United Arab Emirates,1975,0.0
United Kingdom,1975,0.0383
United States,1975,0.0324
Uruguay,1975,0.0054
Uzbekistan,1975,
Vanuatu,1975,
Venezuela,1975,0.0236
Vietnam,1975,
Yemen,1975,
Zambia,1975,0.0529
Zimbabwe,1975,
Afghanistan,1976,0.0076
Albania,1976,0.328
Algeria,1976,0.0373
Andorra,1976,
Angola,1976,
Antigua and Barbuda,1976,
Argentina,1976,0.0626
Armenia,1976,
Australia,1976,0.0317
Austria,1976,0.2
Azerbaijan,1976,
Bahamas,1976,
Bahrain,1976,
Bangladesh,1976,
Barbados,1976,
Belarus,1976,
Belgium,1976,0.0536
Belize,1976,
Benin,1976,
Bhutan,1976,0.0138
Bolivia,1976,0.0235
Bosnia and Herzegovina,1976,
Botswana,1976,0.0216
Brazil,1976,0.0065
Brunei,1976,
Bulgaria,1976,0.195
Burkina Faso,1976,0.0132
Burundi,1976,0.0654
Cambodia,1976,0.184
Cameroon,1976,0.0833
Canada,1976,0.0645
Cape Verde,1976,0.0418
Central African Republic,1976,
Chad,1976,
Chile,1976,
China,1976,
Colombia,1976,0.0386
Comoros,1976,
"Congo, Dem, Rep,",1976,0.062
"Congo, Rep,",1976,0.0755
Costa Rica,1976,0.0614
Cote d'Ivoire,1976,0.0829
Croatia,1976,
Cuba,1976,0.223
Cyprus,1976,0.0
Czech Republic,1976,
Denmark,1976,0.162
Djibouti,1976,
Dominica,1976,
Dominican Republic,1976,0.123
Ecuador,1976,0.0032
Egypt,1976,0.0167
El Salvador,1976,0.0556
Equatorial Guinea,1976,0.0414
Eritrea,1976,
Estonia,1976,
Eswatini,1976,0.0444
Ethiopia,1976,0.0071
Fiji,1976,0.0455
Finland,1976,0.238
France,1976,0.0195
Gabon,1976,0.0912
Gambia,1976,0.0271
Georgia,1976,
Germany,1976,
Ghana,1976,0.0293
Greece,1976,0.0289
Grenada,1976,0.143
Guatemala,1976,0.0357
Guinea,1976,0.159
Guinea-Bissau,1976,0.127
Guyana,1976,0.145
Haiti,1976,0.0431
Honduras,1976,0.073
Hungary,1976,0.29
Iceland,1976,0.05
India,1976,0.0984
Indonesia,1976,0.0736
Iran,1976,0.0582
Iraq,1976,0.0567
Ireland,1976,0.0532
Israel,1976,0.0667
Italy,1976,0.0609
Jamaica,1976,0.0988
Japan,1976,0.0117
Jordan,1976,0.0
Kazakhstan,1976,
Kenya,1976,0.0326
Kiribati,1976,
Kuwait,1976,0.0
Kyrgyz Republic,1976,
Lao,1976,0.0858
Latvia,1976,
Lebanon,1976,0.0057
Lesotho,1976,0.0501
Liberia,1976,
Libya,1976,0.0675
Liechtenstein,1976,
Lithuania,1976,
Luxembourg,1976,0.0847
Madagascar,1976,0.0348
Malawi,1976,0.069
Malaysia,1976,0.0926
Maldives,1976,
Mali,1976,0.0319
Malta,1976,0.0308
Marshall Islands,1976,
Mauritania,1976,0.0255
Mauritius,1976,0.0429
Mexico,1976,0.0769
"Micronesia, Fed, Sts,",1976,
Moldova,1976,
Monaco,1976,0.0778
Mongolia,1976,0.231
Montenegro,1976,
Morocco,1976,0.0
Mozambique,1976,
Myanmar,1976,0.023
Namibia,1976,
Nauru,1976,0.0
Nepal,1976,0.0169
Netherlands,1976,0.0286
New Zealand,1976,0.0451
Nicaragua,1976,0.114
Niger,1976,0.0248
Nigeria,1976,
North Korea,1976,0.201
North Macedonia,1976,
Norway,1976,0.218
Oman,1976,
Pakistan,1976,0.0432
Palau,1976,
Panama,1976,0.0667
Papua New Guinea,1976,
Paraguay,1976,0.0378
Peru,1976,0.018
Philippines,1976,0.0561
Poland,1976,0.206
Portugal,1976,0.0494
Qatar,1976,
Romania,1976,0.189
Russia,1976,
Rwanda,1976,0.041
Samoa,1976,0.0426
San Marino,1976,0.0583
Sao Tome and Principe,1976,0.151
Saudi Arabia,1976,
Senegal,1976,0.058
Serbia,1976,
Seychelles,1976,0.168
Sierra Leone,1976,0.0025
Singapore,1976,0.0
Slovak Republic,1976,
Slovenia,1976,
Solomon Islands,1976,
Somalia,1976,0.0782
South Africa,1976,0.009
South Korea,1976,0.0424
South Sudan,1976,
Spain,1976,0.0379
Sri Lanka,1976,0.0251
"St, Kitts and Nevis",1976,
"St, Lucia",1976,
"St, Vincent and the Grenadines",1976,
Sudan,1976,0.0632
Suriname,1976,
Sweden,1976,0.229
Switzerland,1976,0.0675
Syria,1976,0.0337
Tajikistan,1976,
Tanzania,1976,0.0855
Thailand,1976,0.0378
Timor-Leste,1976,
Togo,1976,0.0876
Tonga,1976,0.0
Trinidad and Tobago,1976,0.119
Tunisia,1976,0.0281
Turkey,1976,0.0079
Turkmenistan,1976,
Tuvalu,1976,
Uganda,1976,
Ukraine,1976,
United Arab Emirates,1976,0.0
United Kingdom,1976,0.037
United States,1976,0.0352
Uruguay,1976,0.0048
Uzbekistan,1976,
Vanuatu,1976,
Venezuela,1976,0.0253
Vietnam,1976,0.268
Yemen,1976,
Zambia,1976,0.05
Zimbabwe,1976,
Afghanistan,1977,0.0085
Albania,1977,0.326
Algeria,1977,0.0383
Andorra,1977,
Angola,1977,
Antigua and Barbuda,1977,
Argentina,1977,0.0599
Armenia,1977,
Australia,1977,0.0319
Austria,1977,0.2
Azerbaijan,1977,
Bahamas,1977,
Bahrain,1977,
Bangladesh,1977,
Barbados,1977,
Belarus,1977,
Belgium,1977,0.0662
Belize,1977,
Benin,1977,
Bhutan,1977,0.0148
Bolivia,1977,0.0249
Bosnia and Herzegovina,1977,
Botswana,1977,0.0324
Brazil,1977,0.0085
Brunei,1977,
Bulgaria,1977,0.199
Burkina Faso,1977,0.0154
Burundi,1977,0.0702
Cambodia,1977,0.184
Cameroon,1977,0.0917
Canada,1977,0.0625
Cape Verde,1977,0.0646
Central African Republic,1977,
Chad,1977,
Chile,1977,
China,1977,
Colombia,1977,0.037
Comoros,1977,
"Congo, Dem, Rep,",1977,0.0184
"Congo, Rep,",1977,0.0789
Costa Rica,1977,0.0658
Cote d'Ivoire,1977,0.0749
Croatia,1977,
Cuba,1977,0.223
Cyprus,1977,0.0057
Czech Republic,1977,
Denmark,1977,0.168
Djibouti,1977,0.0
Dominica,1977,
Dominican Republic,1977,0.117
Ecuador,1977,0.0023
Egypt,1977,0.0423
El Salvador,1977,0.0648
Equatorial Guinea,1977,0.04
Eritrea,1977,
Estonia,1977,
Eswatini,1977,0.0489
Ethiopia,1977,0.0062
Fiji,1977,0.0192
Finland,1977,0.245
France,1977,0.0169
Gabon,1977,0.105
Gambia,1977,0.0333
Georgia,1977,
Germany,1977,
Ghana,1977,0.0314
Greece,1977,0.0333
Grenada,1977,0.138
Guatemala,1977,0.0339
Guinea,1977,0.156
Guinea-Bissau,1977,0.129
Guyana,1977,0.149
Haiti,1977,0.046
Honduras,1977,0.0686
Hungary,1977,0.293
Iceland,1977,0.05
India,1977,0.0333
Indonesia,1977,0.0739
Iran,1977,0.0486
Iraq,1977,0.0586
Ireland,1977,0.0577
Israel,1977,0.0667
Italy,1977,0.0627
Jamaica,1977,0.105
Japan,1977,0.064
Jordan,1977,0.0
Kazakhstan,1977,
Kenya,1977,0.0314
Kiribati,1977,
Kuwait,1977,0.0
Kyrgyz Republic,1977,
Lao,1977,0.0831
Latvia,1977,
Lebanon,1977,0.0071
Lesotho,1977,0.0451
Liberia,1977,
Libya,1977,0.0684
Liechtenstein,1977,
Lithuania,1977,
Luxembourg,1977,0.102
Madagascar,1977,0.0292
Malawi,1977,0.0805
Malaysia,1977,0.0926
Maldives,1977,
Mali,1977,0.0334
Malta,1977,0.0308
Marshall Islands,1977,
Mauritania,1977,0.0227
Mauritius,1977,0.0429
Mexico,1977,0.0771
"Micronesia, Fed, Sts,",1977,
Moldova,1977,
Monaco,1977,0.0889
Mongolia,1977,0.232
Montenegro,1977,
Morocco,1977,0.0
Mozambique,1977,0.124
Myanmar,1977,0.0244
Namibia,1977,
Nauru,1977,0.0
Nepal,1977,0.024
Netherlands,1977,0.0267
New Zealand,1977,0.0443
Nicaragua,1977,0.139
Niger,1977,0.028
Nigeria,1977,
North Korea,1977,0.199
North Macedonia,1977,
Norway,1977,0.239
Oman,1977,
Pakistan,1977,0.0466
Palau,1977,
Panama,1977,0.0746
Papua New Guinea,1977,0.0183
Paraguay,1977,0.0356
Peru,1977,0.0189
Philippines,1977,0.0555
Poland,1977,0.213
Portugal,1977,0.0554
Qatar,1977,
Romania,1977,0.226
Russia,1977,
Rwanda,1977,0.0457
Samoa,1977,0.0355
San Marino,1977,0.0542
Sao Tome and Principe,1977,0.123
Saudi Arabia,1977,
Senegal,1977,0.064
Serbia,1977,
Seychelles,1977,0.229
Sierra Leone,1977,0.0
Singapore,1977,0.0
Slovak Republic,1977,
Slovenia,1977,
Solomon Islands,1977,
Somalia,1977,0.0865
South Africa,1977,0.0061
South Korea,1977,0.0385
South Sudan,1977,
Spain,1977,0.0452
Sri Lanka,1977,0.0238
"St, Kitts and Nevis",1977,
"St, Lucia",1977,
"St, Vincent and the Grenadines",1977,
Sudan,1977,0.0645
Suriname,1977,0.0513
Sweden,1977,0.246
Switzerland,1977,0.0776
Syria,1977,0.0359
Tajikistan,1977,
Tanzania,1977,0.0883
Thailand,1977,0.0278
Timor-Leste,1977,
Togo,1977,0.0933
Tonga,1977,0.0
Trinidad and Tobago,1977,0.125
Tunisia,1977,0.0293
Turkey,1977,0.0099
Turkmenistan,1977,
Tuvalu,1977,0.0
Uganda,1977,
Ukraine,1977,
United Arab Emirates,1977,0.0
United Kingdom,1977,0.0353
United States,1977,0.0361
Uruguay,1977,0.0042
Uzbekistan,1977,
Vanuatu,1977,
Venezuela,1977,0.0271
Vietnam,1977,0.258
Yemen,1977,
Zambia,1977,0.0471
Zimbabwe,1977,
Afghanistan,1978,0.0094
Albania,1978,0.324
Algeria,1978,0.0332
Andorra,1978,
Angola,1978,
Antigua and Barbuda,1978,
Argentina,1978,0.0572
Armenia,1978,
Australia,1978,0.0425
Austria,1978,0.2
Azerbaijan,1978,
Bahamas,1978,
Bahrain,1978,
Bangladesh,1978,
Barbados,1978,
Belarus,1978,
Belgium,1978,0.0789
Belize,1978,
Benin,1978,
Bhutan,1978,0.0159
Bolivia,1978,0.0264
Bosnia and Herzegovina,1978,
Botswana,1978,0.0432
Brazil,1978,0.0103
Brunei,1978,
Bulgaria,1978,0.204
Burkina Faso,1978,0.0175
Burundi,1978,0.0749
Cambodia,1978,0.185
Cameroon,1978,0.1
Canada,1978,0.0833
Cape Verde,1978,0.0864
Central African Republic,1978,
Chad,1978,
Chile,1978,
China,1978,
Colombia,1978,0.0354
Comoros,1978,0.0
"Congo, Dem, Rep,",1978,0.0222
"Congo, Rep,",1978,0.082
Costa Rica,1978,0.0702
Cote d'Ivoire,1978,0.0675
Croatia,1978,
Cuba,1978,0.224
Cyprus,1978,0.0114
Czech Republic,1978,
Denmark,1978,0.201
Djibouti,1978,0.0
Dominica,1978,
Dominican Republic,1978,0.11
Ecuador,1978,0.0012
Egypt,1978,0.0664
El Salvador,1978,0.0741
Equatorial Guinea,1978,0.0387
Eritrea,1978,
Estonia,1978,
Eswatini,1978,0.0533
Ethiopia,1978,0.0054
Fiji,1978,0.0213
Finland,1978,0.253
France,1978,0.0428
Gabon,1978,0.117
Gambia,1978,0.0393
Georgia,1978,
Germany,1978,
Ghana,1978,0.0336
Greece,1978,0.0358
Grenada,1978,0.133
Guatemala,1978,0.0323
Guinea,1978,0.152
Guinea-Bissau,1978,0.132
Guyana,1978,0.153
Haiti,1978,0.0489
Honduras,1978,0.0644
Hungary,1978,0.296
Iceland,1978,0.05
India,1978,0.103
Indonesia,1978,0.0774
Iran,1978,0.0382
Iraq,1978,0.0605
Ireland,1978,0.0647
Israel,1978,0.0688
Italy,1978,0.0644
Jamaica,1978,0.111
Japan,1978,0.0355
Jordan,1978,0.0
Kazakhstan,1978,
Kenya,1978,0.0302
Kiribati,1978,0.0
Kuwait,1978,0.0
Kyrgyz Republic,1978,
Lao,1978,0.0806
Latvia,1978,
Lebanon,1978,0.0084
Lesotho,1978,0.04
Liberia,1978,
Libya,1978,0.0693
Liechtenstein,1978,
Lithuania,1978,
Luxembourg,1978,0.119
Madagascar,1978,0.0268
Malawi,1978,0.092
Malaysia,1978,0.0577
Maldives,1978,
Mali,1978,0.035
Malta,1978,0.0308
Marshall Islands,1978,
Mauritania,1978,0.0202
Mauritius,1978,0.0429
Mexico,1978,0.0773
"Micronesia, Fed, Sts,",1978,
Moldova,1978,
Monaco,1978,0.1
Mongolia,1978,0.235
Montenegro,1978,
Morocco,1978,0.0
Mozambique,1978,0.132
Myanmar,1978,0.0259
Namibia,1978,
